MKod,SendServerName,SendCatalog,Title,SendKod,SendTitle,kgid,insUN,insDT,insApp,updUN,updDT,updApp
404,KorgunDb,Antrepo20,Çivit Rodos - Taba Deri,,,362,,,,,,
405,KorgunDb,Antrepo20,Fındık Nubuk - Taba Nubuk,,,363,,,,,,
406,KorgunDb,Antrepo20,Laci Nubuk - Siyah Biye,,,364,,,,,,
407,KorgunDb,Antrepo20,Mavi Nubuk,,,365,,,,,,
408,KorgunDb,Antrepo20,Gri Volkan - Siyah Deri,,,366,,,,,,
409,KorgunDb,Antrepo20,Bordo Açma - Siyah Buffalo,,,367,,,,,,
410,KorgunDb,Antrepo20,Kahve Rugan,,,368,,,,,,
411,KorgunDb,Antrepo20,Laci Rugan,,,369,,,,,,
414,KorgunDb,Antrepo20,Laci Picasso,,,370,,,,,,
415,KorgunDb,Antrepo20,Gri Nubuk - Gri Antik,,,371,,,,,,
416,KorgunDb,Antrepo20,Mavi Eros - Mavi Nubuk,,,372,,,,,,
418,KorgunDb,Antrepo20,Kahve Açma - Kahve Kırma - Kahve Açma,,,373,,,,,,
419,KorgunDb,Antrepo20,Bordo Rugan,,,374,,,,,,
421,KorgunDb,Antrepo20,Vizon Soft,,,375,,,,,,
422,KorgunDb,Antrepo20,Füme Deri - Siyah Naturel Floter,,,376,,,,,,
423,KorgunDb,Antrepo20,Hardal Kapris - Taba Deri,,,377,,,,,,
424,KorgunDb,Antrepo20,Beyaz Kırma - Beyaz Floter,,,378,,,,,,
425,KorgunDb,Antrepo20,Beyaz Verona - Kum Suet,,,379,,,,,,
426,KorgunDb,Antrepo20,Bordo Verona - Vizon Suet,,,380,,,,,,
427,KorgunDb,Antrepo20,Laci Verona - Kum Suet,,,381,,,,,,
428,KorgunDb,Antrepo20,Kızıl Kahve Kips,,,382,,,,,,
429,KorgunDb,Antrepo20,Oliv Triko,,,383,,,,,,
430,KorgunDb,Antrepo20,Bej Nubuk - Laci Nubuk - Kahve Suet,,,384,,,,,,
431,KorgunDb,Antrepo20,Siyah Deri - Laci Deri,,,385,,,,,,
432,KorgunDb,Antrepo20,Laci Napa - Yeşil Napa,,,386,,,,,,
433,KorgunDb,Antrepo20,Bordo Napa,,,387,,,,,,
434,KorgunDb,Antrepo20,Çivit Mavisi - Siyah Antik,,,388,,,,,,
435,KorgunDb,Antrepo20,Laci Flap - Bordo Flap,,,389,,,,,,
436,KorgunDb,Antrepo20,Füme Finisajlı - Beyaz Deri - Kırık Gri Deri,,,390,,,,,,
437,KorgunDb,Antrepo20,Laci Flap - Bordo Flap - Beyaz Flap,,,391,,,,,,
439,KorgunDb,Antrepo20,Beyaz Flap - Beyaz Flap,,,392,,,,,,
440,KorgunDb,Antrepo20,Siyah Flap - Fındık Flap,,,393,,,,,,
441,KorgunDb,Antrepo20,Laci Napa - Mavi Nubuk,,,394,,,,,,
442,KorgunDb,Antrepo20,Fındık Nubuk - Kahve Flap - Kahve Nubuk,,,395,,,,,,
443,KorgunDb,Antrepo20,Bej Kırma - Bej Floter,,,396,,,,,,
446,KorgunDb,Antrepo20,Hardal Fsn Kahve,,,397,,,,,,
447,KorgunDb,Antrepo20,Turuncu Deri,,,398,,,,,,
448,KorgunDb,Antrepo20,Naturel Deri - Kırmızı Deri,,,399,,,,,,
449,KorgunDb,Antrepo20,Kahve Kesık Nubuk - Zemın Laci Kahve Nubuk,,,400,,,,,,
453,KorgunDb,Antrepo20,Hardal Suet - Taba Suet,,,401,,,,,,
454,KorgunDb,Antrepo20,Siyah Vegetal,,,402,,,,,,
455,KorgunDb,Antrepo20,Yeşil Floter,,,403,,,,,,
456,KorgunDb,Antrepo20,Taba Vegetal - Kahve Vegetal,,,404,,,,,,
457,KorgunDb,Antrepo20,Taba Kroko,,,405,,,,,,
458,KorgunDb,Antrepo20,Mavi Yıkama - Mavi Deri,,,406,,,,,,
459,KorgunDb,Antrepo20,Bordo Analin,,,407,,,,,,
460,KorgunDb,Antrepo20,Bordo Antik,,,408,,,,,,
461,KorgunDb,Antrepo20,Bordo Antik - Bordo Deri,,,409,,,,,,
462,KorgunDb,Antrepo20,Siyah Flap,,,410,,,,,,
463,KorgunDb,Antrepo20,Siyah Panama - Siyah Floter,,,411,,,,,,
464,KorgunDb,Antrepo20,Taba Lora,,,412,,,,,,
465,KorgunDb,Antrepo20,Laci Flap - Mavi Nubuk - Siyah Antik,,,413,,,,,,
466,KorgunDb,Antrepo20,Laci Volkan,,,414,,,,,,
467,KorgunDb,Antrepo20,Kahve Nata - Kahve İmpero - Kahve Açma - Taba Nata,,,415,,,,,,
468,KorgunDb,Antrepo20,Taba Massa - Kahve Deri,,,416,,,,,,
469,KorgunDb,Antrepo20,Siyah Nata - Gri Deri,,,417,,,,,,
470,KorgunDb,Antrepo20,Laci Mozart,,,418,,,,,,
471,KorgunDb,Antrepo20,Siyah Kaşmir - Kahve Deri,,,419,,,,,,
472,KorgunDb,Antrepo20,Kahve Pantone,,,420,,,,,,
473,KorgunDb,Antrepo20,Siyah Taç Baskılı Deri,,,421,,,,,,
474,KorgunDb,Antrepo20,Kahve Lora,,,422,,,,,,
475,KorgunDb,Antrepo20,Taba Prego - Kahve Deri,,,423,,,,,,
476,KorgunDb,Antrepo20,Sarı Nubuk,,,424,,,,,,
477,KorgunDb,Antrepo20,Koyu Yeşil Suet - Siyah Suet,,,425,,,,,,
479,KorgunDb,Antrepo20,Laci Kalın Zımba - Laci Napa,,,426,,,,,,
480,KorgunDb,Antrepo20,Sarı Deri - Taba Deri,,,427,,,,,,
481,KorgunDb,Antrepo20,Laci Nata - Çok Renkli,,,428,,,,,,
483,KorgunDb,Antrepo20,Taba Suet,,,429,,,,,,
484,KorgunDb,Antrepo20,Bordo Suet,,,430,,,,,,
488,KorgunDb,Antrepo20,İndigo Suet - Laci Suet,,,431,,,,,,
489,KorgunDb,Antrepo20,Siyah Nata - Siyah Rugan - Gümüş Vizon Suet,,,432,,,,,,
490,KorgunDb,Antrepo20,Flint Suet - Vizon Suet,,,433,,,,,,
491,KorgunDb,Antrepo20,İmparator Suet - Taba Suet,,,434,,,,,,
492,KorgunDb,Antrepo20,Çivit Mavisi Suet,,,435,,,,,,
493,KorgunDb,Antrepo20,Turuncu Suet,,,436,,,,,,
494,KorgunDb,Antrepo20,Mavi Keten,,,437,,,,,,
495,KorgunDb,Antrepo20,Mushio Nubuk - Laci Kroko,,,438,,,,,,
496,KorgunDb,Antrepo20,Mavi Napa - Laci Napa,,,439,,,,,,
497,KorgunDb,Antrepo20,Beyaz Verona - Laci Flap,,,440,,,,,,
498,KorgunDb,Antrepo20,Beyaz Napa - Açık Yeşil Suet - Beyaz Napa,,,441,,,,,,
500,KorgunDb,Antrepo20,Gri Astek - Kırışık Rugan - Gri Rugan,,,442,,,,,,
501,KorgunDb,Antrepo20,Kot Mavisi Kumaş - Laci Deri,,,443,,,,,,
502,KorgunDb,Antrepo20,Kahve İthal Vuitton,,,444,,,,,,
503,KorgunDb,Antrepo20,Laci Verona - Kırmızı Verona,,,445,,,,,,
504,KorgunDb,Antrepo20,Bordo Açma - Siyah Analin - Bordo Analin,,,446,,,,,,
505,KorgunDb,Antrepo20,Laci Flap - Fındık Flap - Kahve Deri,,,447,,,,,,
506,KorgunDb,Antrepo20,Bordo Rugan - Sihay Rugan - Laci Flap,,,448,,,,,,
507,KorgunDb,Antrepo20,Kızıl Flap - Kahve Flap,,,449,,,,,,
508,KorgunDb,Antrepo20,Fındık Creyzi,,,450,,,,,,
509,KorgunDb,Antrepo20,Kahve Zigana - Kahve Biye - Kahve Deri,,,451,,,,,,
510,KorgunDb,Antrepo20,Gri Napa - Gri Suet,,,452,,,,,,
511,KorgunDb,Antrepo20,Bordo Napa - Bordo Suet,,,453,,,,,,
512,KorgunDb,Antrepo20,Bej Kroko - Bej Arize,,,454,,,,,,
513,KorgunDb,Antrepo20,Siyah Flap - Bordo Flap - Siyah Flap,,,455,,,,,,
514,KorgunDb,Antrepo20,Siyah Analin - Kot Mavisi,,,456,,,,,,
515,KorgunDb,Antrepo20,Mavi Yılan,,,457,,,,,,
516,KorgunDb,Antrepo20,Gri Kroko - Füme Kroko,,,458,,,,,,
517,KorgunDb,Antrepo20,Füme Su Yılanı - Gri Yılan,,,459,,,,,,
518,KorgunDb,Antrepo20,Kahve Parma - Kahve Deri,,,460,,,,,,
519,KorgunDb,Antrepo20,Yeşil Santo,,,461,,,,,,
520,KorgunDb,Antrepo20,Kahve Soft - Bej Kahve Soft,,,462,,,,,,
521,KorgunDb,Antrepo20,Siyah Soft - Kahve Soft,,,463,,,,,,
522,KorgunDb,Antrepo20,Laci Soft - Kahve Soft,,,464,,,,,,
523,KorgunDb,Antrepo20,Bej Soft,,,465,,,,,,
524,KorgunDb,Antrepo20,Kahve Soft - Taba Soft,,,466,,,,,,
525,KorgunDb,Antrepo20,Kahve Zambak,,,467,,,,,,
526,KorgunDb,Antrepo20,Laci Zambak Laci,,,468,,,,,,
528,KorgunDb,Antrepo20,Bej Açma Bej Açma Deri,,,469,,,,,,
529,KorgunDb,Antrepo20,Kum Nubuk - Bej Nubuk,,,470,,,,,,
530,KorgunDb,Antrepo20,Kum Deri - Bej Deri,,,471,,,,,,
532,KorgunDb,Antrepo20,Kahve Kapama,,,472,,,,,,
533,KorgunDb,Antrepo20,Yeşil Kroko,,,473,,,,,,
534,KorgunDb,Antrepo20,Taba Analın,,,474,,,,,,
535,KorgunDb,Antrepo20,Siyah Açma - Siyah Wınt,,,475,,,,,,
536,KorgunDb,Antrepo20,Laci Flap - Beyaz Biye,,,476,,,,,,
537,KorgunDb,Antrepo20,Fındık Flap - Taba Flap,,,477,,,,,,
538,KorgunDb,Antrepo20,Kahve Baskılı Flap,,,478,,,,,,
539,KorgunDb,Antrepo20,İmpertex Nubuk - Kahve Flap - Taba Nubuk,,,479,,,,,,
540,KorgunDb,Antrepo20,Oliv Baskılı Nubuk - Yeşil Nubuk,,,480,,,,,,
541,KorgunDb,Antrepo20,Kahve Antilop - Kahve Nata,,,481,,,,,,
542,KorgunDb,Antrepo20,Kahve Morfoz,,,482,,,,,,
543,KorgunDb,Antrepo20,Siyah Fashion,,,483,,,,,,
544,KorgunDb,Antrepo20,Kahve Toro Yılan - Kahve Antik Lüx,,,484,,,,,,
545,KorgunDb,Antrepo20,Kahve Açma - Kahve Analın,,,485,,,,,,
546,KorgunDb,Antrepo20,Siyah Deri - Siyah Açma,,,486,,,,,,
547,KorgunDb,Antrepo20,Siyah Analin - Siyah Kroko,,,487,,,,,,
548,KorgunDb,Antrepo20,Siyah Açma - Siyah Analın,,,488,,,,,,
549,KorgunDb,Antrepo20,Siyah Şırınkıl,,,489,,,,,,
550,KorgunDb,Antrepo20,Bordo Şırınkıl - Bordo Hakiki Deri,,,490,,,,,,
551,KorgunDb,Antrepo20,Siyah Açma - Siyah Floter,,,491,,,,,,
552,KorgunDb,Antrepo20,Laci Spıro,,,492,,,,,,
553,KorgunDb,Antrepo20,Siyah Havana - Siyah,,,493,,,,,,
554,KorgunDb,Antrepo20,Kahve Havana - Kahve Deri,,,494,,,,,,
555,KorgunDb,Antrepo20,Gri Spiro - Gri Hakiki Deri,,,495,,,,,,
557,KorgunDb,Antrepo20,Siyah Açma - Siyah Deri,,,496,,,,,,
558,KorgunDb,Antrepo20,Laci Deri - Kahve Deri,,,497,,,,,,
559,KorgunDb,Antrepo20,Taba - Kahve Spıro,,,498,,,,,,
560,KorgunDb,Antrepo20,Siyah Taç Baskılı Deri - Siyah Suet - Siyah Deri,,,499,,,,,,
561,KorgunDb,Antrepo20,Laci Baskılı Nubuk - Laci Lüx Deri,,,500,,,,,,
562,KorgunDb,Antrepo20,Siyah Soft - Siyah Antilop - Siyah Nubuk,,,501,,,,,,
563,KorgunDb,Antrepo20,Mavi Fin - Füme Fin - Mavi Sanetta,,,502,,,,,,
564,KorgunDb,Antrepo20,Laci Keten - Laci Nata,,,503,,,,,,
565,KorgunDb,Antrepo20,Taba Nubuk - Beyaz Nubuk - Laci Nubuk,,,504,,,,,,
567,KorgunDb,Antrepo20,Kahve Yılan Deri,,,505,,,,,,
568,KorgunDb,Antrepo20,Laci Baskılı Deri Dolara,,,506,,,,,,
570,KorgunDb,Antrepo20,Beyaz Bez - Beyaz Kroko - Mat Suet - Beyaz Keten,,,507,,,,,,
571,KorgunDb,Antrepo20,Fındık Taç Baskılı Deri - Taba Deri,,,508,,,,,,
572,KorgunDb,Antrepo20,Kahve Wint Krokodil - Siyah Lüx,,,509,,,,,,
573,KorgunDb,Antrepo20,Kahve Flap,,,510,,,,,,
574,KorgunDb,Antrepo20,Laci Eros,,,511,,,,,,
575,KorgunDb,Antrepo20,Kahve Vanucci,,,512,,,,,,
576,KorgunDb,Antrepo20,Siyah Panço,,,513,,,,,,
578,KorgunDb,Antrepo20,Laci Flap - Yeşil Flap,,,514,,,,,,
579,KorgunDb,Antrepo20,Gri Oxid - Gri Hakiki Deri,,,515,,,,,,
580,KorgunDb,Antrepo20,Kahve Sabunlu Deri,,,516,,,,,,
581,KorgunDb,Antrepo20,Oliv Sabunlu - Kahve Sabunlu,,,517,,,,,,
582,KorgunDb,Antrepo20,Laci Verona - Taba Dil,,,518,,,,,,
583,KorgunDb,Antrepo20,Kahve Deri - Kahve Bez,,,519,,,,,,
584,KorgunDb,Antrepo20,Siyah Deri - Siyah İmperteks - Siyah Kırma,,,520,,,,,,
585,KorgunDb,Antrepo20,Laci Floter - Laci Nubuk,,,521,,,,,,
586,KorgunDb,Antrepo20,Mavi Orfoz - Turkuaz Nubuk,,,522,,,,,,
589,KorgunDb,Antrepo20,Yeşil Suet,,,523,,,,,,
590,KorgunDb,Antrepo20,Mavi Suet Yarma,,,524,,,,,,
592,KorgunDb,Antrepo20,Haki Suet - Yeşil Suet,,,525,,,,,,
593,KorgunDb,Antrepo20,Laci Analin,,,526,,,,,,
594,KorgunDb,Antrepo20,Bordo Devekusu,,,527,,,,,,
595,KorgunDb,Antrepo20,Fındık Antik - Taba Deri,,,528,,,,,,
596,KorgunDb,Antrepo20,Fındık Spiro - Taba Deri,,,529,,,,,,
597,KorgunDb,Antrepo20,Laci Soft - Laci Suet,,,530,,,,,,
598,KorgunDb,Antrepo20,Yeşil Deri - Yeşil Bez - Yeşil Suet,,,531,,,,,,
599,KorgunDb,Antrepo20,Vizon Nubuk - Laci Riksos - Vizon Nubuk,,,532,,,,,,
600,KorgunDb,Antrepo20,Oliv Keten - Kahve Keten,,,533,,,,,,
601,KorgunDb,Antrepo20,Siyah Soft - Siyah Sue,,,534,,,,,,
602,KorgunDb,Antrepo20,Laci Eros - Mavi Orfoz,,,535,,,,,,
603,KorgunDb,Antrepo20,Siyah Triko,,,536,,,,,,
604,KorgunDb,Antrepo20,Siyah Creyzi,,,537,,,,,,
605,KorgunDb,Antrepo20,Kahve Deve Kuşu - Kahve Nata,,,538,,,,,,
607,KorgunDb,Antrepo20,Açık Kahve Nubuk,,,539,,,,,,
609,KorgunDb,Antrepo20,Gri Nata - Vizon Suet - Siyah Antik,,,540,,,,,,
610,KorgunDb,Antrepo20,Laci Oxid - Siyah Antik - Laci Deri,,,541,,,,,,
611,KorgunDb,Antrepo20,Kahve Volkan,,,542,,,,,,
612,KorgunDb,Antrepo20,Laci Flap - Yeşil Nubuk - Laci Flap,,,543,,,,,,
613,KorgunDb,Antrepo20,Kahve Sanetta - Kahve Rugan,,,544,,,,,,
614,KorgunDb,Antrepo20,Siyah Bufalo - Siyah Parma,,,545,,,,,,
615,KorgunDb,Antrepo20,Kahve Bufalo - Kahve Parma,,,546,,,,,,
616,KorgunDb,Antrepo20,Taba Bufalo - Taba Parma,,,547,,,,,,
617,KorgunDb,Antrepo20,Laci Bufalo - Laci Parma - Laci Deri,,,548,,,,,,
618,KorgunDb,Antrepo20,Siyah Spıro - Siyah Deri,,,549,,,,,,
619,KorgunDb,Antrepo20,Gri - Kahve Kroko - Kahve Deri,,,550,,,,,,
620,KorgunDb,Antrepo20,Laci Kroko - Laci Deri,,,551,,,,,,
621,KorgunDb,Antrepo20,Siyah - Siyah Kroko,,,552,,,,,,
622,KorgunDb,Antrepo20,Siyah Deri - Gri Deri - Haki Deri,,,553,,,,,,
623,KorgunDb,Antrepo20,Kahve - Gri Kahve Deri,,,554,,,,,,
624,KorgunDb,Antrepo20,Oliv Sabunlu - Yeşil Sabunlu,,,555,,,,,,
625,KorgunDb,Antrepo20,Konyak Taba,,,556,,,,,,
626,KorgunDb,Antrepo20,Füme Sabunlu - 900 Gri Deri,,,557,,,,,,
627,KorgunDb,Antrepo20,Siyah Analin - Siyah Açma,,,558,,,,,,
628,KorgunDb,Antrepo20,Laci Antik - Laci Floter,,,559,,,,,,
629,KorgunDb,Antrepo20,Bordo Alkollü,,,560,,,,,,
631,KorgunDb,Antrepo20,Kahve Kroko - Kahve Bufalo,,,561,,,,,,
633,KorgunDb,Antrepo20,Siyah Kuzu - Siyah Rugan,,,562,,,,,,
634,KorgunDb,Antrepo20,Laci Antilop,,,563,,,,,,
635,KorgunDb,Antrepo20,Siyah Antilop - Kahve Antilop,,,564,,,,,,
636,KorgunDb,Antrepo20,Siyah King - Bordo Suet - Siyah Deri,,,565,,,,,,
637,KorgunDb,Antrepo20,Taba Taç Baskılı Deri - Taba Deri,,,566,,,,,,
638,KorgunDb,Antrepo20,Siyah Analin - Çok Renkli,,,567,,,,,,
639,KorgunDb,Antrepo20,Füme Antilop - Gri Laris - Antrasit Antilop,,,568,,,,,,
640,KorgunDb,Antrepo20,Füme Vanucci - Laci Deri,,,569,,,,,,
642,KorgunDb,Antrepo20,Beyaz Soft - Siyah Soft,,,570,,,,,,
643,KorgunDb,Antrepo20,Laci Antrasit,,,571,,,,,,
644,KorgunDb,Antrepo20,Kahve Flap - Kırmızı Nubuk,,,572,,,,,,
645,KorgunDb,Antrepo20,Siyah Flap - Kırmızı Napa,,,573,,,,,,
646,KorgunDb,Antrepo20,Laci Suet - Laci İmperteks,,,574,,,,,,
647,KorgunDb,Antrepo20,Füme Triko,,,575,,,,,,
648,KorgunDb,Antrepo20,Siyah Suet - Füme Keten - Siyah Deri,,,576,,,,,,
649,KorgunDb,Antrepo20,Siyah Rixos - Füme Suet - Laci Deri,,,577,,,,,,
650,KorgunDb,Antrepo20,Siyah Antik - Siyah Yağlı Bez - Vizon Antik,,,578,,,,,,
651,KorgunDb,Antrepo20,İmparator Suet - Fındık Nata - Taba Suet,,,579,,,,,,
652,KorgunDb,Antrepo20,Kahve Flap - Laci Napa,,,580,,,,,,
653,KorgunDb,Antrepo20,Kahve Suet - Kahve Nata - Kahve Suet,,,581,,,,,,
654,KorgunDb,Antrepo20,Siyah Picasso,,,582,,,,,,
656,KorgunDb,Antrepo20,Siyah Yıkama - Siyah Deri,,,583,,,,,,
657,KorgunDb,Antrepo20,Laci Yıkama - Laci Deri,,,584,,,,,,
659,KorgunDb,Antrepo20,Kot Mavi,,,585,,,,,,
660,KorgunDb,Antrepo20,Bordo Soft - Bordo Deri,,,586,,,,,,
661,KorgunDb,Antrepo20,Laci Wınt - Laci Kroko,,,587,,,,,,
662,KorgunDb,Antrepo20,Siyah Analin - Siyah Baskılı,,,588,,,,,,
663,KorgunDb,Antrepo20,Siyah Soft - Laci Soft,,,589,,,,,,
665,KorgunDb,Antrepo20,Siyah Dolap - Siyah Deri,,,590,,,,,,
666,KorgunDb,Antrepo20,Laci Dolaplı - Laci Deri,,,591,,,,,,
667,KorgunDb,Antrepo20,Siyah Nubuk - Kahve Nubuk,,,592,,,,,,
668,KorgunDb,Antrepo20,Siyah - Laci Fsn - Laci Lux Tekstil,,,593,,,,,,
669,KorgunDb,Antrepo20,Siyah Deri- Bordo Deri - Bordo Luxury Tekstil,,,594,,,,,,
670,KorgunDb,Antrepo20,Taba Yıkama - Taba Deri,,,595,,,,,,
671,KorgunDb,Antrepo20,Bej Yıkama,,,596,,,,,,
672,KorgunDb,Antrepo20,Bordo Soft - Siyah Deri,,,597,,,,,,
673,KorgunDb,Antrepo20,Siyah Rugan - Siyah Antik,,,598,,,,,,
674,KorgunDb,Antrepo20,Laci Rugan - Laci Antik - Laci Açma Rugan,,,599,,,,,,
675,KorgunDb,Antrepo20,Ceviz Antik - Taba Antik,,,600,,,,,,
676,KorgunDb,Antrepo20,Siyah Şırınkıl - Siyah Deri,,,601,,,,,,
677,KorgunDb,Antrepo20,Siyah Scoth - Siyah Deri,,,602,,,,,,
678,KorgunDb,Antrepo20,Taba Scoth,,,603,,,,,,
679,KorgunDb,Antrepo20,Mavi Scoth - Mavi Deri,,,604,,,,,,
680,KorgunDb,Antrepo20,Bordo Scoth - Bordo Deri,,,605,,,,,,
681,KorgunDb,Antrepo20,Kahve Scoth,,,606,,,,,,
682,KorgunDb,Antrepo20,Laci Baskılı,,,607,,,,,,
683,KorgunDb,Antrepo20,Mavi Askerı Kamuflaj,,,608,,,,,,
684,KorgunDb,Antrepo20,Bej Kroko Kamuflaj - Kahve Deri,,,609,,,,,,
685,KorgunDb,Antrepo20,Siyah Napa - Siyah Kroko,,,610,,,,,,
686,KorgunDb,Antrepo20,Laci Napa - Laci Kroko,,,611,,,,,,
687,KorgunDb,Antrepo20,Laci Şırınkıl,,,612,,,,,,
688,KorgunDb,Antrepo20,Laci İthal Vuitton Baskılı - Laci Antik,,,613,,,,,,
690,KorgunDb,Antrepo20,893-Siyah Bez - Siyah Derİ,,,614,,,,,,
691,KorgunDb,Antrepo20,Yeşil Vesba - Yeşil Napa,,,615,,,,,,
692,KorgunDb,Antrepo20,Bej Suet - Laci Suet - Vizon Suet,,,616,,,,,,
693,KorgunDb,Antrepo20,Laci Soft - Beyaz Soft,,,617,,,,,,
694,KorgunDb,Antrepo20,Laci Nata - Laci Suet - Bordo Nata,,,618,,,,,,
695,KorgunDb,Antrepo20,Siyah Soft - Yeşil Suet,,,619,,,,,,
696,KorgunDb,Antrepo20,Siyah Nubuk - Siyah Deri,,,620,,,,,,
697,KorgunDb,Antrepo20,Mavi Tekstil - Mavi Deri,,,621,,,,,,
698,KorgunDb,Antrepo20,Kahve Nata - Kahve Antilop - Kahve Nata,,,622,,,,,,
699,KorgunDb,Antrepo20,875 -Bordo Baskılı,,,623,,,,,,
700,KorgunDb,Antrepo20,993 -Gri Baskılı,,,624,,,,,,
701,KorgunDb,Antrepo20,Siyah Nubuk - Siyah Flap,,,625,,,,,,
702,KorgunDb,Antrepo20,Oliv Antik - Yeşil Antik,,,626,,,,,,
703,KorgunDb,Antrepo20,Mavi Finisajlı - Beyaz Kırık Mavi,,,627,,,,,,
704,KorgunDb,Antrepo20,Kırmızı Suet,,,628,,,,,,
706,KorgunDb,Antrepo20,Beyaz Soft Deri - Çivit Mavisi Deri - Kırmızı Napa,,,629,,,,,,
707,KorgunDb,Antrepo20,Siyah Analin Deri - Laci Oxid - Siyah Rugan,,,630,,,,,,
708,KorgunDb,Antrepo20,Beyaz Nata - Laci Nata,,,631,,,,,,
709,KorgunDb,Antrepo20,Kahve Venüs - Laci Deri,,,632,,,,,,
710,KorgunDb,Antrepo20,Siyah İthal Vuitton Baskılı,,,633,,,,,,
712,KorgunDb,Antrepo20,Laci Oxid,,,634,,,,,,
713,KorgunDb,Antrepo20,Beyaz Deri - Beyaz Kamuflaj - Gümüş Deri,,,635,,,,,,
714,KorgunDb,Antrepo20,Gri Triko,,,636,,,,,,
716,KorgunDb,Antrepo20,Buz Gri Triko,,,637,,,,,,
717,KorgunDb,Antrepo20,Oliv Napa - Yeşil Napa,,,638,,,,,,
719,KorgunDb,Antrepo20,Açık Gri Triko,,,639,,,,,,
721,KorgunDb,Antrepo20,Füme Triko - Siyah Napa - Füme Triko,,,640,,,,,,
722,KorgunDb,Antrepo20,Mavi Triko - Laci Nata,,,641,,,,,,
723,KorgunDb,Antrepo20,Laci Triko - Laci Nata,,,642,,,,,,
724,KorgunDb,Antrepo20,Bej Triko - Bej Napa,,,643,,,,,,
725,KorgunDb,Antrepo20,Bej Kalın Zımbalı - Bej Napa,,,644,,,,,,
726,KorgunDb,Antrepo20,Laci Soft - Laci Bez,,,645,,,,,,
727,KorgunDb,Antrepo20,Siyah Eros,,,646,,,,,,
728,KorgunDb,Antrepo20,Siyah Nata - Füme Suet,,,647,,,,,,
729,KorgunDb,Antrepo20,Siyah Orlando - Siyah Deri,,,648,,,,,,
730,KorgunDb,Antrepo20,Kahve Orlando - Kahve Deri,,,649,,,,,,
731,KorgunDb,Antrepo20,Laci Orlando - Laci Deri,,,650,,,,,,
732,KorgunDb,Antrepo20,Koyu Gri Tekstil,,,651,,,,,,
733,KorgunDb,Antrepo20,Vizon Tekstil,,,652,,,,,,
734,KorgunDb,Antrepo20,Haki Tekstil,,,653,,,,,,
735,KorgunDb,Antrepo20,Taş Maldivo - Gri Deri,,,654,,,,,,
736,KorgunDb,Antrepo20,Laci - Kırmızı,,,655,,,,,,
737,KorgunDb,Antrepo20,Laci - Beyaz,,,656,,,,,,
738,KorgunDb,Antrepo20,Siyah - Beyaz,,,657,,,,,,
739,KorgunDb,Antrepo20,Pudra Deri,,,658,,,,,,
740,KorgunDb,Antrepo20,Ceviz Deri - Taba Deri,,,659,,,,,,
741,KorgunDb,Antrepo20,Füme Metal - Gümüş Deri,,,660,,,,,,
742,KorgunDb,Antrepo20,Su Yeşili - Yeşil Deri,,,661,,,,,,
743,KorgunDb,Antrepo20,Pudra Rugan,,,662,,,,,,
744,KorgunDb,Antrepo20,Bej Rugan,,,663,,,,,,
745,KorgunDb,Antrepo20,Beyaz Rugan,,,664,,,,,,
746,KorgunDb,Antrepo20,Kırmızı Rugan,,,665,,,,,,
747,KorgunDb,Antrepo20,Nar Çiçeği - Taba Deri,,,666,,,,,,
748,KorgunDb,Antrepo20,Vizon Rugan,,,667,,,,,,
749,KorgunDb,Antrepo20,Taba Dolap,,,668,,,,,,
750,KorgunDb,Antrepo20,Siyah Bugatti,,,669,,,,,,
751,KorgunDb,Antrepo20,Vizon Rugan - Vızon Suet,,,670,,,,,,
752,KorgunDb,Antrepo20,Pudra Suet - Pembe Suet,,,671,,,,,,
753,KorgunDb,Antrepo20,Çivit Mavi - Rugan Mavi,,,672,,,,,,
754,KorgunDb,Antrepo20,Çivit Mavi Deri - Mavi Deri,,,673,,,,,,
755,KorgunDb,Antrepo20,Leopar Multi Deri,,,674,,,,,,
756,KorgunDb,Antrepo20,Zebra Deri,,,675,,,,,,
757,KorgunDb,Antrepo20,Oranj Neon - Turuncu Deri,,,676,,,,,,
758,KorgunDb,Antrepo20,Sarı Neon - Altın Rengi,,,677,,,,,,
759,KorgunDb,Antrepo20,Yeşil Neon,,,678,,,,,,
761,KorgunDb,Antrepo20,Mavi Rugan,,,679,,,,,,
762,KorgunDb,Antrepo20,Yeşil Rugan,,,680,,,,,,
763,KorgunDb,Antrepo20,Nar Çiçeği Rugan - Kırmızı Rugan,,,681,,,,,,
764,KorgunDb,Antrepo20,Kahve Açma - Kahve Suet,,,682,,,,,,
765,KorgunDb,Antrepo20,Siyah Açma - Siyah Suet,,,683,,,,,,
766,KorgunDb,Antrepo20,Taba Açma,,,684,,,,,,
767,KorgunDb,Antrepo20,Nar Çiçeği Suet - Kırmızı Suet,,,685,,,,,,
768,KorgunDb,Antrepo20,Beyaz Sedef,,,686,,,,,,
769,KorgunDb,Antrepo20,Vizon Saten,,,687,,,,,,
770,KorgunDb,Antrepo20,Siyah Saten,,,688,,,,,,
772,KorgunDb,Antrepo20,Mercan - Kırmızı,,,689,,,,,,
773,KorgunDb,Antrepo20,Beyaz Siyah Deri,,,690,,,,,,
774,KorgunDb,Antrepo20,Lımon - Yeşil,,,691,,,,,,
775,KorgunDb,Antrepo20,Rose Ayna - Pembe,,,692,,,,,,
