minx,cariKod,CariKod_Tanim,CariUnvan,BelgeNo,FSeri,FaturaNo,FatTar,SipNo,Fatura_Miktari,Birim,ParaCinsi,FatHarinx,kgid,insUN,insDT,insApp,updUN,updDT,updApp
4,,,,,,2020000007715,,,1320.0,,TL,,802,,,,,,
4,,,,,,2020000009499,,1382,30.0,,TL,,803,,,,,,
4,,,,,,2020000009893,,,192.0,,TL,,804,,,,,,
4,,,,,,2020000010481,,1612,50.0,,TL,,805,,,,,,
4,,,,,,2020000011242,,,190.0,,TL,,806,,,,,,
4,,,,,,2020000011342,,1693,192.0,,TL,,807,,,,,,
4,,,,,,2020000013222,,,10.0,,TL,,808,,,,,,
4,,,,,,2020000021239,,,560.0,,TL,,809,,,,,,
4,,,,,,2020000022860,,,775.0,,TL,,810,,,,,,
4,,,,,,2020000023182,,,140.0,,TL,,811,,,,,,
4,,,,,,2020000023288,,,4.0,,TL,,812,,,,,,
4,,,,,,2020000026394,,1516,185.0,,TL,,813,,,,,,
4,,,,,,2020000026954,,1601,442.0,,TL,,814,,,,,,
4,,,,,,2020000027629,,1601,30.0,,TL,,815,,,,,,
4,,,,,,2020000029052,,1610,250.0,,TL,,816,,,,,,
4,,,,,,2020121400005,,1684,8.0,,TL,,817,,,,,,
4,,,,,,26803,,,890.0,,TL,,818,,,,,,
4,,,,,,26808,,,490.0,,TL,,819,,,,,,
4,,,,,,26815,,,1330.0,,TL,,820,,,,,,
4,,,,,,33517,,1546,540.0,,TL,,821,,,,,,
4,,,,,,33523,,1677,130.0,,TL,,822,,,,,,
4,,,,,,51958,,,1.0,,TL,,823,,,,,,
4,,,,,,629812,,,1070.0,,TL,,824,,,,,,
4,,,,,,67922,,,1.0,,TL,,825,,,,,,
4,,,,,,72560,,,51.0,,TL,,826,,,,,,
4,,,,,,92446,,,16200.0,,TL,,827,,,,,,
4,,,,,,2020000001040,,1594,130.5,,TL,,734,,,,,,
4,,,,,,,,1671,3.0,,TL,,653,,,,,,
3,,,,,,2020000021239,,,560.0,,TL,,553,,,,,,
1,320.03.018,Msd Ofset,Mevlüt Sezer Duran-Msd Ofset Ve Matb.,3109,GIB,2020000000030,2020-09-22 11:38:09,,25250.0,ADET,TL,,182,,,,,,
