Koli_KOD,Beden_No,Koli_ADET
0112,4,0.0
0112,5,0.0
0112,6,0.0
0112,7,1.0
0112,8,1.0
0112,9,1.0
0112,10,1.0
0112,11,2.0
0112,12,1.0
0112,13,1.0
0112,34,0.0
0113,1,0.0
0113,2,0.0
0113,3,0.0
0113,4,0.0
0113,5,0.0
0113,6,0.0
0113,7,0.0
0113,8,0.0
0113,9,3.0
0113,10,3.0
0113,11,0.0
0113,12,0.0
0113,13,0.0
0113,34,0.0
0114,1,0.0
0114,2,0.0
0114,3,0.0
0114,4,0.0
0114,5,0.0
0114,6,0.0
0114,7,1.0
0114,8,2.0
0114,9,5.0
0114,10,5.0
0114,11,5.0
0114,12,4.0
0114,13,2.0
0114,34,0.0
0115,1,0.0
0115,2,0.0
0115,3,0.0
0115,4,0.0
0115,5,0.0
0115,6,0.0
0115,7,12.0
0115,8,14.0
0115,9,15.0
0115,10,11.0
0115,11,8.0
0115,12,0.0
0115,13,0.0
0115,34,0.0
0116,1,0.0
0116,2,0.0
0116,3,0.0
0116,4,0.0
0116,5,0.0
0116,6,0.0
0116,7,1.0
0116,8,3.0
0116,9,5.0
0116,10,5.0
0116,11,5.0
0116,12,3.0
0116,13,2.0
0116,34,0.0
0117,1,0.0
0117,2,0.0
0117,3,0.0
0117,4,0.0
0117,5,0.0
0117,6,0.0
0117,7,2.0
0117,8,2.0
0117,9,2.0
0117,10,2.0
0117,11,1.0
0117,12,0.0
0117,13,0.0
0117,34,0.0
0118,1,0.0
0118,2,0.0
0118,3,0.0
0118,4,0.0
0118,5,0.0
0118,6,0.0
0118,7,1.0
0118,8,3.0
0118,9,5.0
0118,10,5.0
0118,11,5.0
0118,12,4.0
0118,13,2.0
0118,34,0.0
0119,1,0.0
0119,2,0.0
0119,3,0.0
0119,4,0.0
0119,5,0.0
0119,6,0.0
0119,7,40.0
0119,8,72.0
0119,9,80.0
0119,10,60.0
0119,11,40.0
0119,12,24.0
0119,13,0.0
0119,34,0.0
0120,1,0.0
0120,2,0.0
0120,3,0.0
0120,4,0.0
0120,5,0.0
0120,6,0.0
0120,7,1.0
0120,8,2.0
0120,9,5.0
0120,10,5.0
0120,11,5.0
0120,12,3.0
0120,13,2.0
0120,34,0.0
0121,1,0.0
0121,2,0.0
0121,3,0.0
0121,4,0.0
0121,5,0.0
0121,6,0.0
0121,7,20.0
0121,8,54.0
0121,9,60.0
0121,10,42.0
0121,11,22.0
0121,12,14.0
0121,13,0.0
0121,34,0.0
0122,1,0.0
0122,2,0.0
0122,3,0.0
0122,4,0.0
0122,5,0.0
0122,6,0.0
0122,7,0.0
0122,8,2.0
0122,9,4.0
0122,10,4.0
0122,11,4.0
0122,12,3.0
0122,13,1.0
0122,34,0.0
0123,1,0.0
0123,2,0.0
0123,3,0.0
0123,4,0.0
0123,5,0.0
0123,6,0.0
0123,7,1.0
0123,8,1.0
0123,9,1.0
0123,10,1.0
0123,11,1.0
0123,12,1.0
0123,13,0.0
0123,34,0.0
0124,1,0.0
0124,2,0.0
0124,3,0.0
0124,4,0.0
0124,5,0.0
0124,6,0.0
0124,7,1.0
0124,8,1.0
0124,9,3.0
0124,10,3.0
0124,11,2.0
0124,12,1.0
0124,13,1.0
0124,34,0.0
0125,1,0.0
0125,2,0.0
0125,3,0.0
0125,4,0.0
0125,5,0.0
0125,6,0.0
0125,7,2.0
0125,8,2.0
0125,9,2.0
0125,10,3.0
0125,11,1.0
0125,12,0.0
0125,13,0.0
0125,34,0.0
0126,1,0.0
0126,2,0.0
0126,3,0.0
0126,4,0.0
0126,5,0.0
0126,6,0.0
0126,7,3.0
0126,8,1.0
0126,9,1.0
0126,10,3.0
0126,11,0.0
0126,12,0.0
0126,13,0.0
0126,34,0.0
0127,1,0.0
0127,2,0.0
0127,3,0.0
0127,4,0.0
0127,5,0.0
0127,6,0.0
0127,7,1.0
0127,8,2.0
0127,9,3.0
0127,10,2.0
0127,11,1.0
0127,12,1.0
0127,13,0.0
0127,34,0.0
0128,1,0.0
0128,2,0.0
0128,3,0.0
0128,4,0.0
0128,5,0.0
0128,6,0.0
0128,7,2.0
0128,8,2.0
0128,9,2.0
0128,10,0.0
0128,11,0.0
0128,12,0.0
0128,13,2.0
0128,34,0.0
0129,1,0.0
0129,2,0.0
0129,3,0.0
0129,4,0.0
0129,5,0.0
0129,6,0.0
0129,7,4.0
0129,8,2.0
0129,9,3.0
0129,10,3.0
0129,11,1.0
0129,12,0.0
0129,13,0.0
0129,34,0.0
0130,1,0.0
0130,2,0.0
0130,3,0.0
0130,4,0.0
0130,5,0.0
0130,6,0.0
0130,7,2.0
0130,8,2.0
0130,9,1.0
0130,10,1.0
0130,11,0.0
0130,12,0.0
0130,13,0.0
0130,34,0.0
0131,1,0.0
0131,2,0.0
0131,3,0.0
0131,4,0.0
0131,5,0.0
0131,6,0.0
0131,7,1.0
0131,8,2.0
0131,9,3.0
0131,10,4.0
0131,11,3.0
0131,12,2.0
0131,13,1.0
0131,34,0.0
0132,1,0.0
0132,2,0.0
0132,3,0.0
0132,4,0.0
0132,5,0.0
0132,6,7.0
0132,7,12.0
0132,8,10.0
0132,9,7.0
0132,10,0.0
0132,11,0.0
0132,12,0.0
0132,13,0.0
0132,34,0.0
0133,1,0.0
0133,2,0.0
0133,3,0.0
0133,4,0.0
0133,5,0.0
0133,6,0.0
0133,7,1.0
0133,8,1.0
0133,9,2.0
0133,10,2.0
0133,11,2.0
0133,12,1.0
0133,13,0.0
0133,34,0.0
0134,1,0.0
0134,2,0.0
0134,3,0.0
0134,4,0.0
0134,5,0.0
0134,6,2.0
0134,7,3.0
0134,8,3.0
0134,9,2.0
0134,10,0.0
0134,11,0.0
0134,12,0.0
0134,13,0.0
0134,34,0.0
0135,1,0.0
0135,2,0.0
0135,3,0.0
0135,4,0.0
0135,5,0.0
0135,6,0.0
0135,7,0.0
0135,8,1.0
0135,9,2.0
0135,10,3.0
0135,11,2.0
0135,12,2.0
0135,13,0.0
0135,34,0.0
0136,1,0.0
0136,2,0.0
0136,3,0.0
0136,4,0.0
0136,5,0.0
0136,6,0.0
0136,7,17.0
0136,8,17.0
0136,9,9.0
0136,10,0.0
0136,11,0.0
0136,12,0.0
0136,13,0.0
0136,34,0.0
0137,1,0.0
0137,2,0.0
0137,3,0.0
0137,4,0.0
0137,5,0.0
0137,6,0.0
0137,7,1.0
0137,8,1.0
0137,9,2.0
0137,10,3.0
0137,11,2.0
0137,12,2.0
0137,13,0.0
0137,34,0.0
0138,1,0.0
0138,2,0.0
0138,3,0.0
0138,4,0.0
0138,5,0.0
0138,6,0.0
0138,7,15.0
0138,8,15.0
0138,9,9.0
0138,10,0.0
0138,11,0.0
0138,12,0.0
0138,13,0.0
0138,34,0.0
0139,1,0.0
0139,2,0.0
0139,3,0.0
0139,4,0.0
0139,5,0.0
0139,6,0.0
0139,7,3.0
0139,8,5.0
0139,9,5.0
0139,10,3.0
0139,11,2.0
0139,12,0.0
0139,13,0.0
0139,34,0.0
0140,1,0.0
0140,2,0.0
0140,3,0.0
0140,4,0.0
0140,5,0.0
0140,6,6.0
0140,7,10.0
0140,8,9.0
0140,9,7.0
0140,10,0.0
0140,11,0.0
0140,12,0.0
0140,13,0.0
0140,34,0.0
0141,1,0.0
0141,2,0.0
0141,3,0.0
0141,4,0.0
0141,5,0.0
0141,6,0.0
0141,7,3.0
0141,8,4.0
0141,9,4.0
0141,10,3.0
0141,11,2.0
0141,12,0.0
0141,13,0.0
0141,34,0.0
0142,1,0.0
0142,2,0.0
0142,3,0.0
0142,4,0.0
0142,5,0.0
0142,6,9.0
0142,7,13.0
0142,8,13.0
0142,9,7.0
0142,10,0.0
0142,11,0.0
0142,12,0.0
0142,13,0.0
0142,34,0.0
0143,1,0.0
0143,2,0.0
0143,3,0.0
0143,4,0.0
0143,5,0.0
0143,6,0.0
0143,7,2.0
0143,8,4.0
0143,9,4.0
0143,10,3.0
0143,11,2.0
0143,12,0.0
0143,13,0.0
0143,34,0.0
0144,1,0.0
0144,2,0.0
0144,3,0.0
0144,4,0.0
0144,5,0.0
0144,6,0.0
0144,7,15.0
0144,8,13.0
0144,9,9.0
0144,10,0.0
0144,11,0.0
0144,12,0.0
0144,13,0.0
0144,34,0.0
0145,1,0.0
0145,2,0.0
0145,3,0.0
0145,4,0.0
0145,5,0.0
0145,6,0.0
0145,7,2.0
0145,8,4.0
0145,9,4.0
0145,10,2.0
0145,11,2.0
0145,12,0.0
0145,13,0.0
0145,34,0.0
0146,1,0.0
0146,2,0.0
0146,3,0.0
0146,4,0.0
0146,5,0.0
0146,6,0.0
0146,7,3.0
0146,8,6.0
0146,9,6.0
0146,10,6.0
0146,11,3.0
0146,12,1.0
0146,13,0.0
0146,34,0.0
0147,1,0.0
0147,2,0.0
0147,3,0.0
0147,4,0.0
0147,5,0.0
0147,6,0.0
0147,7,2.0
0147,8,5.0
0147,9,5.0
0147,10,2.0
0147,11,2.0
0147,12,0.0
0147,13,0.0
0147,34,0.0
0148,1,0.0
0148,2,0.0
0148,3,0.0
0148,4,0.0
0148,5,0.0
0148,6,1.0
0148,7,1.0
0148,8,2.0
0148,9,2.0
0148,10,1.0
0148,11,1.0
0148,12,0.0
0148,13,0.0
0148,34,0.0
0149,1,0.0
0149,2,0.0
0149,3,0.0
0149,4,0.0
0149,5,0.0
0149,6,0.0
0149,7,1.0
0149,8,2.0
0149,9,2.0
0149,10,1.0
0149,11,0.0
0149,12,0.0
0149,13,0.0
0149,34,0.0
0150,1,0.0
0150,2,0.0
0150,3,0.0
0150,4,0.0
0150,5,0.0
0150,6,0.0
0150,7,0.0
0150,8,1.0
0150,9,3.0
0150,10,3.0
0150,11,3.0
0150,12,1.0
0150,13,1.0
0150,34,0.0
0151,1,0.0
0151,2,0.0
0151,3,0.0
0151,4,0.0
0151,5,0.0
0151,6,0.0
0151,7,0.0
0151,8,1.0
0151,9,1.0
0151,10,1.0
0151,11,1.0
0151,12,0.0
0151,13,0.0
0151,34,0.0
0152,1,0.0
0152,2,0.0
0152,3,0.0
0152,4,0.0
0152,5,0.0
0152,6,0.0
0152,7,0.0
0152,8,1.0
0152,9,3.0
0152,10,4.0
0152,11,3.0
0152,12,1.0
0152,13,0.0
0152,34,0.0
0153,1,0.0
0153,2,0.0
0153,3,0.0
0153,4,0.0
0153,5,0.0
0153,6,0.0
0153,7,2.0
0153,8,4.0
0153,9,7.0
0153,10,5.0
0153,11,2.0
0153,12,0.0
0153,13,0.0
0153,34,0.0
0154,1,0.0
0154,2,0.0
0154,3,0.0
0154,4,0.0
0154,5,0.0
0154,6,0.0
0154,7,1.0
0154,8,3.0
0154,9,6.0
0154,10,6.0
0154,11,3.0
0154,12,1.0
0154,13,0.0
0154,34,0.0
0155,1,0.0
0155,2,0.0
0155,3,0.0
0155,4,0.0
0155,5,0.0
0155,6,0.0
0155,7,3.0
0155,8,3.0
0155,9,7.0
0155,10,5.0
0155,11,2.0
0155,12,0.0
0155,13,0.0
0155,34,0.0
0156,1,0.0
0156,2,0.0
0156,3,0.0
0156,4,0.0
0156,5,0.0
0156,6,0.0
0156,7,1.0
0156,8,2.0
0156,9,4.0
0156,10,4.0
0156,11,2.0
0156,12,1.0
0156,13,0.0
0156,34,0.0
0157,1,0.0
0157,2,0.0
0157,3,0.0
0157,4,0.0
0157,5,0.0
0157,6,0.0
0157,7,2.0
0157,8,4.0
0157,9,6.0
0157,10,6.0
0157,11,2.0
0157,12,0.0
0157,13,0.0
0157,34,0.0
0158,1,0.0
0158,2,0.0
0158,3,0.0
0158,4,0.0
0158,5,0.0
0158,6,0.0
0158,7,0.0
0158,8,2.0
0158,9,4.0
0158,10,3.0
0158,11,2.0
0158,12,1.0
0158,13,0.0
0158,34,0.0
0159,1,0.0
0159,2,0.0
0159,3,0.0
0159,4,0.0
0159,5,0.0
0159,6,0.0
0159,7,3.0
0159,8,3.0
0159,9,6.0
0159,10,6.0
0159,11,2.0
0159,12,0.0
0159,13,0.0
0159,34,0.0
0160,1,0.0
0160,2,0.0
0160,3,0.0
0160,4,0.0
0160,5,0.0
0160,6,0.0
0160,7,1.0
0160,8,2.0
0160,9,4.0
0160,10,5.0
0160,11,3.0
0160,12,1.0
0160,13,0.0
0160,34,0.0
0161,1,0.0
0161,2,0.0
0161,3,0.0
0161,4,0.0
0161,5,0.0
0161,6,0.0
0161,7,2.0
0161,8,3.0
0161,9,3.0
0161,10,2.0
0161,11,2.0
0161,12,0.0
0161,13,0.0
0161,34,0.0
0162,1,0.0
0162,2,0.0
0162,3,0.0
0162,4,0.0
0162,5,0.0
0162,6,0.0
0162,7,0.0
0162,8,2.0
0162,9,4.0
0162,10,5.0
0162,11,2.0
0162,12,1.0
0162,13,0.0
0162,34,0.0
0163,1,0.0
0163,2,0.0
0163,3,0.0
0163,4,0.0
0163,5,0.0
0163,6,0.0
0163,7,1.0
0163,8,2.0
0163,9,2.0
0163,10,2.0
0163,11,1.0
0163,12,1.0
0163,13,0.0
0163,34,0.0
0164,1,0.0
0164,2,0.0
0164,3,0.0
0164,4,0.0
0164,5,0.0
0164,6,0.0
0164,7,0.0
0164,8,2.0
0164,9,3.0
0164,10,4.0
0164,11,2.0
0164,12,1.0
0164,13,0.0
0164,34,0.0
0165,1,0.0
0165,2,0.0
0165,3,0.0
0165,4,0.0
0165,5,0.0
0165,6,0.0
0165,7,1.0
0165,8,2.0
0165,9,2.0
0165,10,1.0
0165,11,1.0
0165,12,0.0
0165,13,0.0
0165,34,0.0
0166,1,0.0
0166,2,0.0
0166,3,0.0
0166,4,0.0
0166,5,0.0
0166,6,0.0
0166,7,0.0
0166,8,1.0
0166,9,2.0
0166,10,3.0
0166,11,3.0
0166,12,2.0
0166,13,1.0
0166,34,0.0
0167,1,0.0
0167,2,0.0
0167,3,0.0
0167,4,0.0
0167,5,0.0
0167,6,0.0
0167,7,0.0
0167,8,2.0
0167,9,1.0
0167,10,2.0
0167,11,1.0
0167,12,0.0
0167,13,0.0
0167,34,0.0
0168,1,0.0
0168,2,0.0
0168,3,0.0
0168,4,0.0
0168,5,0.0
0168,6,0.0
0168,7,0.0
0168,8,2.0
0168,9,5.0
0168,10,5.0
0168,11,4.0
0168,12,2.0
0168,13,0.0
0168,34,0.0
0169,1,0.0
0169,2,0.0
0169,3,0.0
0169,4,0.0
0169,5,0.0
0169,6,0.0
0169,7,0.0
0169,8,0.0
0169,9,2.0
0169,10,2.0
0169,11,2.0
0169,12,0.0
0169,13,0.0
0169,34,0.0
0170,1,0.0
0170,2,0.0
0170,3,0.0
0170,4,0.0
0170,5,0.0
0170,6,0.0
0170,7,1.0
0170,8,3.0
0170,9,6.0
0170,10,6.0
0170,11,4.0
0170,12,2.0
0170,13,0.0
0170,34,0.0
0171,1,0.0
0171,2,0.0
0171,3,0.0
0171,4,0.0
0171,5,0.0
0171,6,0.0
0171,7,2.0
0171,8,4.0
0171,9,10.0
0171,10,10.0
0171,11,10.0
0171,12,5.0
0171,13,0.0
0171,34,0.0
0172,1,0.0
0172,2,0.0
0172,3,0.0
0172,4,0.0
0172,5,0.0
0172,6,0.0
0172,7,0.0
0172,8,3.0
0172,9,5.0
0172,10,5.0
0172,11,5.0
0172,12,3.0
0172,13,2.0
0172,34,0.0
0173,1,0.0
0173,2,0.0
0173,3,0.0
0173,4,0.0
0173,5,0.0
0173,6,0.0
0173,7,1.0
0173,8,2.0
0173,9,5.0
0173,10,5.0
0173,11,4.0
0173,12,2.0
0173,13,0.0
0173,34,0.0
0174,1,0.0
0174,2,0.0
0174,3,0.0
0174,4,0.0
0174,5,0.0
0174,6,0.0
0174,7,0.0
0174,8,2.0
0174,9,3.0
0174,10,3.0
0174,11,3.0
0174,12,3.0
0174,13,2.0
0174,34,0.0
0175,1,0.0
0175,2,0.0
0175,3,0.0
0175,4,0.0
0175,5,0.0
0175,6,0.0
0175,7,2.0
0175,8,3.0
0175,9,6.0
0175,10,6.0
0175,11,5.0
0175,12,3.0
0175,13,0.0
0175,34,0.0
0176,1,0.0
0176,2,0.0
0176,3,0.0
0176,4,0.0
0176,5,0.0
0176,6,0.0
0176,7,0.0
0176,8,2.0
0176,9,4.0
0176,10,5.0
0176,11,4.0
0176,12,2.0
0176,13,1.0
0176,34,0.0
0177,1,0.0
0177,2,0.0
0177,3,0.0
0177,4,0.0
0177,5,0.0
0177,6,0.0
0177,7,0.0
0177,8,2.0
0177,9,2.0
0177,10,1.0
0177,11,0.0
0177,12,0.0
0177,13,0.0
0177,34,0.0
0178,1,0.0
0178,2,0.0
0178,3,0.0
0178,4,0.0
0178,5,0.0
0178,6,0.0
0178,7,0.0
0178,8,0.0
0178,9,2.0
0178,10,3.0
0178,11,2.0
0178,12,1.0
0178,13,1.0
0178,34,0.0
0179,1,0.0
0179,2,0.0
0179,3,0.0
0179,4,0.0
0179,5,0.0
0179,6,0.0
0179,7,0.0
0179,8,2.0
0179,9,2.0
0179,10,1.0
0179,11,1.0
0179,12,0.0
0179,13,0.0
0179,34,0.0
0180,1,0.0
0180,2,0.0
0180,3,0.0
0180,4,0.0
0180,5,0.0
0180,6,0.0
0180,7,0.0
0180,8,1.0
0180,9,2.0
0180,10,3.0
0180,11,3.0
0180,12,2.0
0180,13,0.0
0180,34,0.0
0181,1,0.0
0181,2,0.0
0181,3,0.0
0181,4,0.0
0181,5,0.0
0181,6,0.0
0181,7,0.0
0181,8,2.0
0181,9,3.0
0181,10,2.0
0181,11,1.0
0181,12,0.0
0181,13,0.0
0181,34,0.0
0182,1,0.0
0182,2,0.0
0182,3,0.0
0182,4,0.0
0182,5,0.0
0182,6,0.0
0182,7,0.0
0182,8,0.0
0182,9,2.0
0182,10,3.0
0182,11,2.0
0182,12,1.0
0182,13,0.0
0182,34,0.0
0183,1,0.0
0183,2,0.0
0183,3,0.0
0183,4,0.0
0183,5,0.0
0183,6,1.0
0183,7,1.0
0183,8,1.0
0183,9,2.0
0183,10,1.0
0183,11,0.0
0183,12,0.0
0183,13,0.0
0183,34,0.0
0184,1,0.0
0184,2,0.0
0184,3,0.0
0184,4,0.0
0184,5,0.0
0184,6,0.0
0184,7,0.0
0184,8,0.0
0184,9,2.0
0184,10,2.0
0184,11,2.0
0184,12,2.0
0184,13,1.0
0184,34,0.0
0185,1,0.0
0185,2,0.0
0185,3,0.0
0185,4,0.0
0185,5,0.0
0185,6,0.0
0185,7,0.0
0185,8,2.0
0185,9,4.0
0185,10,2.0
0185,11,0.0
0185,12,0.0
0185,13,0.0
0185,34,0.0
0186,1,0.0
0186,2,0.0
0186,3,0.0
0186,4,0.0
0186,5,0.0
0186,6,0.0
0186,7,0.0
0186,8,1.0
0186,9,1.0
0186,10,2.0
0186,11,1.0
0186,12,1.0
0186,13,0.0
0186,34,0.0
0187,1,0.0
0187,2,0.0
0187,3,0.0
0187,4,0.0
0187,5,0.0
0187,6,0.0
0187,7,0.0
0187,8,0.0
0187,9,2.0
0187,10,3.0
0187,11,2.0
0187,12,2.0
0187,13,1.0
0187,34,0.0
0188,1,0.0
0188,2,0.0
0188,3,0.0
0188,4,0.0
0188,5,0.0
0188,6,0.0
0188,7,1.0
0188,8,1.0
0188,9,2.0
0188,10,3.0
0188,11,3.0
0188,12,1.0
0188,13,0.0
0188,34,0.0
0189,1,0.0
0189,2,0.0
0189,3,0.0
0189,4,0.0
0189,5,0.0
0189,6,0.0
0189,7,0.0
0189,8,2.0
0189,9,5.0
0189,10,6.0
0189,11,3.0
0189,12,1.0
0189,13,0.0
0189,34,0.0
0190,1,0.0
0190,2,0.0
0190,3,0.0
0190,4,0.0
0190,5,0.0
0190,6,0.0
0190,7,0.0
0190,8,1.0
0190,9,3.0
0190,10,4.0
0190,11,2.0
0190,12,1.0
0190,13,0.0
0190,34,0.0
0191,1,0.0
0191,2,0.0
0191,3,0.0
0191,4,0.0
0191,5,0.0
0191,6,0.0
0191,7,1.0
0191,8,2.0
0191,9,5.0
0191,10,6.0
0191,11,2.0
0191,12,2.0
0191,13,0.0
0191,34,0.0
0192,1,0.0
0192,2,0.0
0192,3,0.0
0192,4,0.0
0192,5,0.0
0192,6,0.0
0192,7,0.0
0192,8,1.0
0192,9,2.0
0192,10,3.0
0192,11,1.0
0192,12,1.0
0192,13,0.0
0192,34,0.0
0193,1,0.0
0193,2,0.0
0193,3,0.0
0193,4,0.0
0193,5,0.0
0193,6,0.0
0193,7,0.0
0193,8,0.0
0193,9,2.0
0193,10,3.0
0193,11,3.0
0193,12,0.0
0193,13,0.0
0193,34,0.0
0194,1,0.0
0194,2,0.0
0194,3,0.0
0194,4,0.0
0194,5,0.0
0194,6,0.0
0194,7,5.0
0194,8,9.0
0194,9,12.0
0194,10,11.0
0194,11,8.0
0194,12,5.0
0194,13,0.0
0194,34,0.0
0195,1,0.0
0195,2,0.0
0195,3,0.0
0195,4,0.0
0195,5,0.0
0195,6,0.0
0195,7,5.0
0195,8,7.0
0195,9,8.0
0195,10,10.0
0195,11,7.0
0195,12,5.0
0195,13,0.0
0195,34,0.0
0196,1,0.0
0196,2,0.0
0196,3,0.0
0196,4,0.0
0196,5,0.0
0196,6,1.0
0196,7,1.0
0196,8,2.0
0196,9,2.0
0196,10,2.0
0196,11,0.0
0196,12,0.0
0196,13,0.0
0196,34,0.0
0197,1,0.0
0197,2,0.0
0197,3,0.0
0197,4,0.0
0197,5,0.0
0197,6,0.0
0197,7,2.0
0197,8,2.0
0197,9,3.0
0197,10,1.0
0197,11,0.0
0197,12,0.0
0197,13,0.0
0197,34,0.0
0198,1,0.0
0198,2,0.0
0198,3,0.0
0198,4,0.0
0198,5,0.0
0198,6,0.0
0198,7,0.0
0198,8,1.0
0198,9,1.0
0198,10,2.0
0198,11,1.0
0198,12,1.0
0198,13,2.0
0198,34,0.0
0199,1,0.0
0199,2,0.0
0199,3,0.0
0199,4,0.0
0199,5,0.0
0199,6,0.0
0199,7,1.0
0199,8,0.0
0199,9,2.0
0199,10,2.0
0199,11,1.0
0199,12,1.0
0199,13,1.0
0199,34,0.0
0200,1,0.0
0200,2,0.0
0200,3,0.0
0200,4,0.0
0200,5,0.0
0200,6,0.0
0200,7,0.0
0200,8,1.0
0200,9,2.0
0200,10,3.0
0200,11,2.0
0200,12,0.0
0200,13,0.0
0200,34,0.0
0201,1,0.0
0201,2,0.0
0201,3,0.0
0201,4,0.0
0201,5,0.0
0201,6,0.0
0201,7,0.0
0201,8,0.0
0201,9,2.0
0201,10,1.0
0201,11,1.0
0201,12,1.0
0201,13,1.0
0201,34,0.0
0202,1,0.0
0202,2,0.0
0202,3,0.0
0202,4,0.0
0202,5,0.0
0202,6,0.0
0202,7,0.0
0202,8,1.0
0202,9,2.0
0202,10,2.0
0202,11,1.0
0202,12,2.0
0202,13,0.0
0202,34,0.0
0203,1,0.0
0203,2,0.0
0203,3,0.0
0203,4,0.0
0203,5,0.0
0203,6,0.0
0203,7,0.0
0203,8,1.0
0203,9,2.0
0203,10,1.0
0203,11,1.0
0203,12,2.0
0203,13,1.0
0203,34,0.0
0204,1,0.0
0204,2,0.0
0204,3,0.0
0204,4,0.0
0204,5,0.0
0204,6,0.0
0204,7,1.0
0204,8,1.0
0204,9,1.0
0204,10,2.0
0204,11,1.0
0204,12,1.0
0204,13,1.0
0204,34,0.0
0205,1,0.0
0205,2,0.0
0205,3,0.0
0205,4,0.0
0205,5,0.0
0205,6,0.0
0205,7,1.0
0205,8,3.0
0205,9,1.0
0205,10,2.0
0205,11,1.0
0205,12,0.0
0205,13,0.0
0205,34,0.0
0206,1,0.0
0206,2,0.0
0206,3,0.0
0206,4,0.0
0206,5,0.0
0206,6,0.0
0206,7,0.0
0206,8,0.0
0206,9,2.0
0206,10,4.0
0206,11,2.0
0206,12,0.0
0206,13,0.0
0206,34,0.0
0207,1,0.0
0207,2,0.0
0207,3,0.0
0207,4,0.0
0207,5,0.0
0207,6,0.0
0207,7,0.0
0207,8,3.0
0207,9,6.0
0207,10,5.0
0207,11,2.0
0207,12,0.0
0207,13,0.0
0207,34,0.0
0208,1,0.0
0208,2,0.0
0208,3,0.0
0208,4,0.0
0208,5,0.0
0208,6,0.0
0208,7,1.0
0208,8,1.0
0208,9,3.0
0208,10,3.0
0208,11,2.0
0208,12,0.0
0208,13,0.0
0208,34,0.0
0209,1,0.0
0209,2,0.0
0209,3,0.0
0209,4,0.0
0209,5,0.0
0209,6,0.0
0209,7,1.0
0209,8,2.0
0209,9,2.0
0209,10,2.0
0209,11,2.0
0209,12,2.0
0209,13,0.0
0209,34,0.0
0210,1,0.0
0210,2,0.0
0210,3,0.0
0210,4,0.0
0210,5,0.0
0210,6,1.0
0210,7,1.0
0210,8,2.0
0210,9,1.0
0210,10,1.0
0210,11,1.0
0210,12,1.0
0210,13,0.0
0210,34,0.0
0211,1,0.0
0211,2,0.0
0211,3,0.0
0211,4,0.0
0211,5,0.0
0211,6,0.0
0211,7,1.0
0211,8,2.0
0211,9,3.0
0211,10,1.0
0211,11,1.0
0211,12,0.0
0211,13,0.0
0211,34,0.0
0212,1,0.0
0212,2,0.0
0212,3,0.0
0212,4,0.0
0212,5,0.0
0212,6,0.0
0212,7,1.0
0212,8,3.0
0212,9,3.0
0212,10,2.0
0212,11,1.0
0212,12,0.0
0212,13,0.0
0212,34,0.0
0213,1,0.0
0213,2,0.0
0213,3,0.0
0213,4,0.0
0213,5,0.0
0213,6,0.0
0213,7,0.0
0213,8,1.0
0213,9,1.0
0213,10,1.0
0213,11,1.0
0213,12,1.0
0213,13,0.0
0213,34,0.0
0214,1,0.0
0214,2,0.0
0214,3,0.0
0214,4,0.0
0214,5,0.0
0214,6,0.0
0214,7,1.0
0214,8,2.0
0214,9,3.0
0214,10,3.0
0214,11,1.0
0214,12,1.0
0214,13,0.0
0214,34,0.0
0215,1,0.0
0215,2,0.0
0215,3,0.0
0215,4,0.0
0215,5,0.0
0215,6,0.0
0215,7,1.0
0215,8,2.0
0215,9,3.0
0215,10,3.0
0215,11,2.0
0215,12,0.0
0215,13,0.0
0215,34,0.0
0216,1,0.0
0216,2,0.0
0216,3,0.0
0216,4,0.0
0216,5,0.0
0216,6,0.0
0216,7,1.0
0216,8,3.0
0216,9,3.0
0216,10,2.0
0216,11,2.0
0216,12,0.0
0216,13,0.0
0216,34,0.0
0217,1,0.0
0217,2,0.0
0217,3,0.0
0217,4,0.0
0217,5,0.0
0217,6,0.0
0217,7,1.0
0217,8,2.0
0217,9,3.0
0217,10,3.0
0217,11,1.0
0217,12,0.0
0217,13,0.0
0217,34,0.0
0218,1,0.0
0218,2,0.0
0218,3,0.0
0218,4,0.0
0218,5,0.0
0218,6,0.0
0218,7,14.0
0218,8,25.0
0218,9,25.0
0218,10,25.0
0218,11,19.0
0218,12,14.0
0218,13,0.0
0218,34,0.0
0219,1,0.0
0219,2,0.0
0219,3,0.0
0219,4,0.0
0219,5,0.0
0219,6,0.0
0219,7,14.0
0219,8,25.0
0219,9,25.0
0219,10,25.0
0219,11,19.0
0219,12,11.0
0219,13,0.0
0219,34,0.0
0220,1,0.0
0220,2,0.0
0220,3,0.0
0220,4,0.0
0220,5,0.0
0220,6,0.0
0220,7,12.0
0220,8,25.0
0220,9,25.0
0220,10,25.0
0220,11,17.0
0220,12,12.0
0220,13,0.0
0220,34,0.0
0221,1,0.0
0221,2,0.0
0221,3,0.0
0221,4,0.0
0221,5,0.0
0221,6,0.0
0221,7,1.0
0221,8,2.0
0221,9,3.0
0221,10,1.0
0221,11,1.0
0221,12,1.0
0221,13,0.0
0221,34,0.0
0222,1,0.0
0222,2,0.0
0222,3,0.0
0222,4,0.0
0222,5,0.0
0222,6,2.0
0222,7,2.0
0222,8,2.0
0222,9,2.0
0222,10,1.0
0222,11,1.0
0222,12,0.0
0222,13,0.0
0222,34,0.0
0223,1,0.0
0223,2,0.0
