FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NeedCalculate,NoBaBs
4150,K,NO,2024-11-29 14:26:50,,K001,L001,,,,,0,,,ONUR,2024-12-26 14:27:25.327000,ONUR,2024-12-26 14:27:25.327000,,,,,,2024-12-26 14:27:25.407000,2024-12-26 14:27:25.907000,,,0,
4151,K,NO,2024-12-13 16:45:49,,K001,L001,,,,,0,,,Suat,2024-12-26 16:46:21.127000,Suat,2024-12-26 16:46:21.127000,,,,,,2025-03-16 14:46:21.970000,2025-03-16 14:46:22.650000,,,0,
4152,K,NT,2024-12-26 17:21:15,,K001,L001,,,,,0,,,İra,2024-12-26 17:21:27.040000,İra,2024-12-26 17:21:27.040000,,,,,,2025-02-21 08:30:57.810000,2025-05-13 14:32:34.897000,,,0,
4154,K,NO,2024-12-20 18:34:26,,K001,L001,,,,,0,,,ONUR,2024-12-26 18:34:45.140000,ONUR,2024-12-26 18:34:45.140000,,,,,,2025-03-16 14:45:53.780000,2025-03-16 14:46:02.410000,,,0,
4155,K,NO,2024-12-13 18:35:10,,K001,L001,,,,,0,,,ONUR,2024-12-26 18:35:27.390000,ONUR,2024-12-26 18:35:27.390000,,,,,,2025-03-16 14:46:21.970000,2025-03-16 14:46:22.657000,,,0,
4156,K,NO,2024-12-20 19:38:35,,K001,L001,,,,,0,,,ONUR,2024-12-26 19:38:52.200000,ONUR,2024-12-26 19:38:52.200000,,,,,,2025-03-16 14:45:53.780000,2025-03-16 14:46:02.417000,,,0,
4157,K,NO,2024-12-20 10:50:19,,K001,L001,,,,,0,,,ONUR,2024-12-27 10:50:37.513000,ONUR,2024-12-27 10:50:37.513000,,,,,,2025-03-16 14:45:53.780000,2025-03-16 14:46:02.420000,,,0,
4158,K,NO,2024-12-27 11:31:35,,K001,L001,,,,,0,,,ONUR,2024-12-27 11:31:56.370000,ONUR,2024-12-27 11:31:56.373000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.890000,,,0,
4159,K,NO,2024-12-27 11:32:33,,K001,L001,,,,,0,,,ONUR,2024-12-27 11:32:43.503000,ONUR,2024-12-27 11:32:43.507000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.897000,,,0,
4160,K,NO,2024-12-27 11:33:12,,K001,L001,,,,,0,,,ONUR,2024-12-27 11:33:24.850000,ONUR,2024-12-27 11:33:24.850000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.900000,,,0,
4161,K,NO,2024-12-27 12:19:08,,K001,L001,,,,,0,,,Suat,2024-12-27 12:19:23.273000,Suat,2024-12-27 12:19:23.273000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.907000,,,0,
4162,K,NO,2024-12-27 12:19:54,,K001,L001,,,,,0,,,Suat,2024-12-27 12:20:07.103000,Suat,2024-12-27 12:20:07.103000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.910000,,,0,
4163,K,NT,2024-12-25 12:29:07,,K001,L001,,,,,0,,,ONUR,2024-12-27 12:30:26.600000,ONUR,2024-12-27 12:30:41.733000,,,,,,2024-12-27 12:30:41.753000,2024-12-27 12:30:42.203000,,,0,
4164,K,NO,2024-12-27 13:06:03,,K001,L001,,,,,0,,,ONUR,2024-12-27 13:06:18.590000,ONUR,2024-12-27 13:06:18.590000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.913000,,,0,
4165,K,NT,2024-11-01 13:06:59,,K001,L001,,,,,0,,,ONUR,2024-12-27 13:08:00.877000,ONUR,2024-12-27 13:08:00.877000,,,,,,2024-12-27 13:08:00.940000,2024-12-27 13:08:01.410000,,,0,
4166,K,NO,2024-12-27 13:08:13,,K001,L001,,,,,0,,,ONUR,2024-12-27 13:08:35.187000,ONUR,2024-12-27 13:08:35.187000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.917000,,,0,
4167,K,NO,2024-12-27 14:02:33,,K001,L001,,,,,0,,,ONUR,2024-12-27 14:03:11.183000,ONUR,2024-12-27 14:03:11.183000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.920000,,,0,
4168,K,NO,2024-12-27 14:03:57,,K001,L001,,,,,0,,,ONUR,2024-12-27 14:04:48.543000,ONUR,2024-12-27 14:04:48.547000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.927000,,,0,
4169,K,NO,2024-12-27 14:08:36,,K001,L001,,,,,0,,,ONUR,2024-12-27 14:08:53.947000,ONUR,2024-12-27 14:08:53.947000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.930000,,,0,
4170,K,NO,2024-12-27 14:09:37,,K001,L001,,,,,0,,,ONUR,2024-12-27 14:09:51.857000,ONUR,2024-12-27 14:09:51.857000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.933000,,,0,
4171,K,NO,2024-12-27 14:11:20,,K001,L001,,,,,0,,,ONUR,2024-12-27 14:12:26.317000,ONUR,2024-12-27 14:14:26.820000,,,,,,2025-03-16 14:45:17.827000,2025-03-16 14:45:21.940000,,,0,
4172,K,NT,2024-10-21 14:12:43,,K001,L001,,,,,0,,,ONUR,2024-12-27 14:13:36,ONUR,2024-12-27 14:14:08.563000,,,,,,2024-12-27 14:14:08.580000,2024-12-27 14:14:09.010000,,,0,
4173,K,NO,2024-12-06 12:55:54,,K001,L001,,,,,0,,,ONUR,2025-01-03 12:56:19.490000,ONUR,2025-01-03 12:56:19.490000,,,,,,2025-01-03 12:56:19.570000,2025-01-03 12:56:20.030000,,,0,
4175,K,NO,2024-09-13 13:08:14,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:08:40.380000,ONUR,2025-01-03 13:08:40.380000,,,,,,2025-01-03 13:08:40.440000,2025-01-03 13:08:40.887000,,,0,
4177,K,NT,2024-09-12 13:17:42,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:18:10.110000,Suat,2025-01-16 14:33:45.200000,,,,,,2025-02-21 08:22:04.263000,2025-02-21 08:22:12.327000,,,0,
4178,K,NO,2024-11-01 13:19:06,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:19:28.673000,ONUR,2025-01-03 13:19:28.673000,,,,,,2025-01-03 13:19:28.737000,2025-01-03 13:19:29.133000,,,0,
4179,K,NO,2024-12-06 13:20:35,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:20:59.303000,ONUR,2025-01-03 13:20:59.303000,,,,,,2025-01-03 13:20:59.370000,2025-01-03 13:20:59.777000,,,0,
4180,K,NO,2024-12-20 13:23:52,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:24:21.577000,ONUR,2025-01-03 13:24:21.577000,,,,,,2025-03-16 14:45:53.780000,2025-03-16 14:46:02.423000,,,0,
4181,K,NO,2024-12-20 13:25:28,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:25:49.573000,ONUR,2025-01-03 13:25:49.573000,,,,,,2025-03-16 14:45:53.780000,2025-03-16 14:46:02.430000,,,0,
4182,K,NO,2025-01-03 13:26:21,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:27:37.420000,ONUR,2025-01-03 13:27:37.420000,,,,,,2025-01-03 13:27:37.483000,2025-01-03 13:27:37.917000,,,0,
4183,K,NO,2024-12-13 13:30:54,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:31:15.217000,ONUR,2025-01-03 13:31:15.217000,,,,,,2025-03-16 14:46:21.970000,2025-03-16 14:46:22.660000,,,0,
4184,K,NT,2024-12-12 13:31:22,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:31:55,ONUR,2025-01-03 13:32:14.350000,,,,,,2025-02-21 08:28:41.807000,2025-02-21 08:28:45.380000,,,0,
4185,K,NT,2024-11-18 13:33:55,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:34:31.353000,ONUR,2025-01-10 12:02:25.483000,,,,,,2025-01-10 12:02:25.500000,2025-01-10 12:02:25.803000,,,0,
4186,K,NO,2024-11-22 13:34:38,,K001,L001,,,,,0,,,ONUR,2025-01-03 13:35:03.853000,ONUR,2025-01-03 13:35:03.853000,,,,,,2025-01-03 13:35:03.913000,2025-01-03 13:35:04.340000,,,0,
4187,K,NT,2025-01-06 14:44:04,,K001,L001,,,,,0,,,ONUR,2025-01-06 14:44:27.810000,ONUR,2025-01-06 14:44:27.810000,,,,,,2025-01-06 14:44:27.833000,2025-01-06 14:44:27.930000,,,0,
4188,K,NT,2025-01-06 14:45:30,,K001,L001,,,,,0,,,ONUR,2025-01-06 14:45:53.600000,ONUR,2025-01-06 14:45:53.600000,,,,,,2025-01-06 14:45:53.610000,2025-01-06 14:45:53.697000,,,0,
4189,K,NT,2025-01-08 13:52:36,,K001,L001,,,,,0,,,İra,2025-01-08 13:52:57.593000,İra,2025-01-08 13:52:57.597000,,,,,,2025-01-08 13:52:57.677000,2025-03-29 16:05:03.260000,,,0,
4190,K,NT,2025-01-09 14:33:28,,K001,L001,,,,,0,,,İra,2025-01-09 14:33:51.353000,İra,2025-01-09 14:33:51.357000,,,,,,2025-02-21 08:31:33.390000,2025-04-23 11:22:08.320000,,,0,
4191,K,NO,2025-01-10 11:55:40,,K001,L001,,,,,0,,,ONUR,2025-01-10 11:55:56.390000,ONUR,2025-01-10 11:55:56.390000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.580000,,,0,
4192,K,NT,2025-01-10 12:32:21,,K001,L001,,,,,0,,,İra,2025-01-10 12:32:32.280000,İra,2025-01-10 12:32:32.280000,,,,,,2025-03-16 14:44:49.017000,2025-03-27 15:03:08.123000,,,0,
5191,K,NT,2025-01-10 09:28:06,,K001,L001,,,,,0,,,ONUR,2025-01-11 09:28:50.367000,ONUR,2025-01-11 09:28:50.370000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.590000,,,0,
5192,K,NO,2025-01-11 11:01:09,,K001,L001,,,,,0,,,ONUR,2025-01-11 11:01:34.837000,ONUR,2025-01-11 11:01:34.840000,,,,,,2025-01-11 11:01:34.850000,2025-01-11 11:01:34.940000,,,0,
5193,K,NO,2025-01-10 12:17:30,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:17:43.647000,ONUR,2025-01-11 12:17:56.527000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.593000,,,0,
5194,K,NO,2025-01-10 12:18:25,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:18:37.893000,ONUR,2025-01-11 12:18:37.893000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.597000,,,0,
5195,K,NO,2025-01-10 12:19:02,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:19:20.270000,ONUR,2025-01-11 12:19:20.270000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.600000,,,0,
5196,K,NO,2025-01-10 12:20:40,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:20:58.747000,ONUR,2025-01-11 12:20:58.747000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.603000,,,0,
5197,K,NO,2025-01-10 12:21:36,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:21:53.030000,ONUR,2025-01-11 12:21:53.030000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.610000,,,0,
5198,K,NO,2025-01-10 12:23:30,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:23:43.993000,ONUR,2025-01-11 12:23:43.993000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.613000,,,0,
5199,K,NO,2025-01-10 12:27:41,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:27:56.250000,ONUR,2025-01-11 12:27:56.250000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.617000,,,0,
5200,K,NT,2025-01-10 12:38:49,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:40:20.853000,Suat,2025-01-16 14:48:13.433000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.620000,,,0,
5201,K,NO,2025-01-10 12:41:01,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:41:27.190000,ONUR,2025-01-11 12:41:27.190000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.623000,,,0,
5202,K,NO,2025-01-10 12:47:11,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:47:26.370000,ONUR,2025-01-11 12:47:26.370000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.630000,,,0,
5203,K,NO,2025-01-10 12:57:31,,K001,L001,,,,,0,,,ONUR,2025-01-11 12:57:56.167000,ONUR,2025-01-11 12:57:56.167000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.633000,,,0,
5204,K,NO,2025-01-10 13:02:15,,K001,L001,,,,,0,,,ONUR,2025-01-11 13:02:39.670000,ONUR,2025-01-11 13:02:39.670000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.637000,,,0,
5205,K,NO,2025-01-10 13:04:19,,K001,L001,,,,,0,,,ONUR,2025-01-11 13:04:31.483000,ONUR,2025-01-11 13:04:31.483000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.640000,,,0,
5206,K,NO,2025-01-10 13:09:44,,K001,L001,,,,,0,,,ONUR,2025-01-11 13:10:09.683000,ONUR,2025-01-11 13:10:09.683000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.643000,,,0,
5207,K,NO,2025-01-10 13:13:40,,K001,L001,,,,,0,,,ONUR,2025-01-11 13:13:56.700000,ONUR,2025-01-11 13:13:56.700000,,,,,,2025-03-16 14:44:49.017000,2025-03-16 14:44:51.650000,,,0,
5208,K,NO,2025-01-09 15:02:01,,K001,L001,,,,,0,,,ONUR,2025-01-11 15:02:28.650000,ONUR,2025-01-11 15:02:28.650000,,,,,,2025-02-21 08:31:33.390000,2025-02-21 08:31:36.757000,,,0,
5209,K,NO,2024-10-04 15:03:29,,K001,L001,,,,,0,,,ONUR,2025-01-11 15:03:54.717000,ONUR,2025-01-11 15:03:54.717000,,,,,,2025-01-11 15:03:54.723000,2025-01-11 15:03:54.800000,,,0,
5212,K,NO,2024-08-16 09:20:15,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:21:14.333000,ONUR,2025-01-14 09:21:14.333000,,,,,,2025-03-16 14:49:43.060000,2025-03-16 14:49:44.657000,,,0,
5213,K,NO,2024-08-23 09:22:04,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:22:46.047000,ONUR,2025-01-14 09:22:46.047000,,,,,,2025-03-16 14:49:21.667000,2025-03-16 14:49:24.443000,,,0,
5214,K,NO,2024-09-06 09:22:50,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:28:17.520000,ONUR,2025-01-14 09:28:17.520000,,,,,,2025-03-16 14:49:02.897000,2025-03-16 14:49:04.240000,,,0,
5215,K,NO,2024-09-20 09:28:54,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:29:24.070000,ONUR,2025-01-14 09:29:24.070000,,,,,,2025-03-16 14:48:29.627000,2025-03-16 14:48:33.967000,,,0,
5216,K,NO,2024-10-11 09:30:12,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:30:42.910000,ONUR,2025-01-14 09:30:42.910000,,,,,,2025-03-16 14:48:03.720000,2025-03-16 14:48:03.770000,,,0,
5217,K,NO,2024-10-25 09:31:02,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:32:02.270000,ONUR,2025-01-14 09:32:02.270000,,,,,,2025-03-16 14:47:14.560000,2025-03-16 14:47:23.380000,,,0,
5218,K,NO,2024-11-08 09:40:06,,K001,L001,,,,,0,,,ONUR,2025-01-14 09:40:46.343000,ONUR,2025-01-14 09:40:46.343000,,,,,,2025-03-16 14:46:55.030000,2025-03-16 14:47:03.057000,,,0,
5219,K,NT,2025-01-14 14:47:10,,K001,L001,,,,,0,,,İra,2025-01-14 14:47:40.007000,İra,2025-01-14 14:47:40.007000,,,,,,2025-01-14 18:16:31.083000,2025-04-12 12:50:17.243000,,,0,
5220,K,NT,2025-01-14 15:06:54,,K001,L001,,,,,0,,,İra,2025-01-14 15:08:28.367000,İra,2025-01-14 15:08:28.367000,,,,,,2025-01-14 18:16:31.083000,2025-03-17 15:45:27.230000,,,0,
5224,K,NT,2025-01-15 09:50:58,,K001,L001,,,,,0,,,Suat,2025-01-16 09:51:36.490000,Suat,2025-01-16 09:51:36.493000,,,,,,2025-01-16 09:51:36.507000,2025-01-16 09:51:36.670000,,,0,
5225,K,NO,2024-10-25 10:47:02,,K001,L001,,,,,0,,,ONUR,2025-01-16 10:48:13.310000,ONUR,2025-01-16 11:40:02.373000,,,,,,2025-03-16 14:47:14.560000,2025-03-16 14:47:23.383000,,,0,
5226,K,NT,2024-11-13 11:25:05,,K001,L001,,,,,0,,,ONUR,2025-01-16 11:25:45.207000,ONUR,2025-01-16 11:25:45.210000,,,,,,2025-01-16 11:25:45.287000,2025-01-16 11:25:45.857000,,,0,
5227,K,NT,2025-01-16 13:53:29,,K001,L001,,,,,0,,,İra,2025-01-16 13:53:41.070000,İra,2025-01-16 13:53:41.073000,,,,,,2025-02-21 08:32:18.273000,2025-05-23 16:01:30.007000,,,0,
5228,K,NT,2025-01-16 15:24:05,,K001,L001,,,,,0,,,İra,2025-01-16 15:24:27.427000,İra,2025-01-16 15:24:27.430000,,,,,,2025-02-21 08:32:18.273000,2025-04-12 12:50:17.253000,,,0,
5229,K,NT,2025-01-16 17:32:08,,K001,L001,,,,,0,,,ONUR,2025-01-16 17:34:48.233000,ONUR,2025-01-16 17:34:48.237000,,,,,,2025-02-21 08:32:18.273000,2025-02-21 08:32:27.243000,,,0,
5230,K,NT,2025-01-16 17:35:34,,K001,L001,,,,,0,,,ONUR,2025-01-16 17:36:45.147000,ONUR,2025-01-16 17:36:45.150000,,,,,,2025-02-21 08:32:18.273000,2025-02-21 08:32:27.250000,,,0,
5231,K,NT,2025-01-16 10:09:29,,K001,L001,,,,,0,,,ONUR,2025-01-17 10:15:42.990000,ONUR,2025-01-17 10:15:42.993000,,,,,,2025-02-21 08:32:18.273000,2025-02-21 08:32:27.253000,,,0,
6231,K,NT,2025-01-14 11:27:24,,K001,L001,,,,,0,,,ONUR,2025-01-17 11:27:43.997000,ONUR,2025-01-17 11:27:43.997000,,,,,,2025-01-17 11:27:44.093000,2025-01-17 11:27:44.483000,,,0,
6233,K,NO,2025-01-17 11:36:38,,K001,L001,,,,,0,,,ONUR,2025-01-17 11:37:09.150000,ONUR,2025-01-17 11:37:09.150000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.227000,,,0,
6234,K,NO,2025-01-17 11:38:02,,K001,L001,,,,,0,,,ONUR,2025-01-17 11:38:34.890000,ONUR,2025-01-17 11:38:34.890000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.230000,,,0,
6235,K,NO,2025-01-17 11:39:44,,K001,L001,,,,,0,,,ONUR,2025-01-17 11:40:00.953000,ONUR,2025-01-17 11:40:13.723000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.237000,,,0,
6236,K,NO,2025-01-17 12:06:10,,K001,L001,,,,,0,,,ONUR,2025-01-17 12:06:23.400000,ONUR,2025-01-17 12:10:52.937000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.240000,,,0,
6237,K,NO,2025-01-17 12:07:00,,K001,L001,,,,,0,,,ONUR,2025-01-17 12:07:11.643000,ONUR,2025-01-17 12:11:17.043000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.243000,,,0,
6238,K,NO,2025-01-17 12:09:44,,K001,L001,,,,,0,,,ONUR,2025-01-17 12:10:07.503000,ONUR,2025-01-17 12:10:07.503000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.250000,,,0,
6240,K,NT,2024-12-11 12:23:39,,K001,L001,,,,,0,,,İra,2025-01-17 12:23:58.890000,İra,2025-01-17 12:23:58.890000,,,,,,2025-01-17 12:23:59.287000,2025-01-17 12:23:59.873000,,,0,
6241,K,NT,2025-01-14 13:08:03,,K001,L001,,,,,0,,,ONUR,2025-01-17 13:08:30.183000,ONUR,2025-01-17 13:08:30.183000,,,,,,2025-01-17 13:08:30.257000,2025-01-17 13:08:30.773000,,,0,
6242,K,NT,2025-01-17 13:52:13,,K001,L001,,,,,0,,,İra,2025-01-17 13:52:26.380000,İra,2025-01-17 13:52:26.383000,,,,,,2025-03-16 14:42:46.870000,2025-05-22 13:37:00.103000,,,0,
6244,K,NT,2025-01-16 16:21:04,,K001,L001,,,,,0,,,ONUR,2025-01-17 16:21:28.883000,ONUR,2025-01-17 16:21:28.883000,,,,,,2025-02-21 08:32:18.273000,2025-02-21 08:32:27.257000,,,0,
6245,K,NT,2025-01-20 10:05:12,,K001,L001,,,,,0,,,ONUR,2025-01-21 10:06:21.867000,ONUR,2025-01-21 10:06:21.877000,,,,,,2025-01-21 10:06:21.937000,2025-01-21 10:06:22.243000,,,0,
6246,K,NT,2025-01-20 10:07:00,,K001,L001,,,,,0,,,ONUR,2025-01-21 10:07:49.737000,ONUR,2025-01-21 10:07:49.740000,,,,,,2025-01-21 10:07:49.763000,2025-01-21 10:07:50.093000,,,0,
6247,K,NO,2025-01-17 14:03:48,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:04:24.920000,ONUR,2025-01-21 14:04:24.920000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.260000,,,0,
6248,K,NO,2025-01-17 14:05:28,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:05:53.270000,ONUR,2025-01-21 14:05:53.273000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.263000,,,0,
6249,K,NO,2025-01-17 14:06:13,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:06:39.977000,ONUR,2025-01-21 14:06:39.977000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.267000,,,0,
6250,K,NO,2025-01-17 14:07:07,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:07:31.537000,ONUR,2025-01-21 14:07:31.537000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.270000,,,0,
6251,K,NO,2025-01-17 14:07:59,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:08:22.293000,ONUR,2025-01-21 14:08:22.293000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.277000,,,0,
6252,K,NO,2025-01-17 14:09:06,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:09:31.733000,ONUR,2025-01-21 14:09:31.733000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.280000,,,0,
6253,K,NO,2025-01-17 14:18:34,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:18:56.683000,ONUR,2025-01-21 14:18:56.683000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.287000,,,0,
6254,K,NO,2025-01-17 14:21:01,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:23:06.187000,ONUR,2025-01-21 14:23:06.187000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.290000,,,0,
6255,K,NO,2025-01-17 14:23:26,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:23:52.980000,ONUR,2025-01-21 14:23:52.980000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.293000,,,0,
6256,K,NO,2025-01-17 14:24:20,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:24:50.980000,ONUR,2025-01-21 14:24:50.980000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.300000,,,0,
6257,K,NO,2025-01-17 14:25:18,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:25:41.060000,ONUR,2025-01-21 14:25:41.060000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.303000,,,0,
6258,K,NO,2025-01-17 14:26:06,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:26:27.423000,ONUR,2025-01-21 14:26:27.423000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.327000,,,0,
6259,K,NO,2025-01-17 14:27:27,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:27:50.677000,ONUR,2025-01-21 14:27:50.677000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.330000,,,0,
6260,K,NO,2025-01-17 14:28:10,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:28:32.550000,ONUR,2025-01-21 14:28:32.550000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.333000,,,0,
6261,K,NO,2025-01-17 14:29:09,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:29:30.910000,ONUR,2025-02-09 14:41:27.357000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.340000,,,0,
6262,K,NO,2025-01-17 14:30:11,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:30:31.373000,ONUR,2025-01-21 14:30:31.373000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.343000,,,0,
6263,K,NO,2025-01-17 14:31:17,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:31:44.867000,ONUR,2025-01-21 14:31:44.867000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.350000,,,0,
6264,K,NO,2025-01-17 14:32:30,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:32:51.370000,ONUR,2025-01-21 14:32:51.370000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.353000,,,0,
6265,K,NO,2025-01-17 14:33:20,,K001,L001,,,,,0,,,ONUR,2025-01-21 14:33:45.570000,ONUR,2025-01-21 14:33:45.570000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.360000,,,0,
6266,K,NT,2025-01-21 15:55:01,,K001,L001,,,,,0,,,İra,2025-01-21 15:55:20.853000,İra,2025-01-21 15:55:20.853000,,,,,,2025-01-21 15:55:20.920000,2025-05-15 16:16:27.453000,,,0,
6267,K,NT,2025-01-21 17:13:18,,K001,L001,,,,,0,,,ONUR,2025-01-21 17:14:35.917000,ONUR,2025-01-21 17:14:35.917000,,,,,,2025-01-21 17:14:35.983000,2025-01-21 17:14:36.467000,,,0,
6268,K,NT,2025-01-21 17:21:24,,K001,L001,,,,,0,,,ONUR,2025-01-21 17:21:56.617000,ONUR,2025-01-21 17:21:56.617000,,,,,,2025-01-21 17:21:56.690000,2025-01-21 17:21:57.210000,,,0,
6270,K,NT,2025-01-21 17:27:17,,K001,L001,,,,,0,,,ONUR,2025-01-21 17:28:20.243000,ONUR,2025-01-21 17:28:20.247000,,,,,,2025-01-21 17:28:20.317000,2025-01-21 17:28:20.840000,,,0,
6271,K,NT,2025-01-21 19:37:37,,K001,L001,,,,,0,,,ONUR,2025-01-21 19:38:32.330000,ONUR,2025-01-21 19:38:32.330000,,,,,,2025-01-21 19:38:32.397000,2025-03-27 16:28:01.647000,,,0,
6272,K,NT,2025-01-21 20:18:16,,K001,L001,,,,,0,,,ONUR,2025-01-21 20:18:30.243000,ONUR,2025-01-21 20:18:30.243000,,,,,,2025-01-21 20:18:30.313000,2025-01-21 20:18:30.803000,,,0,
6273,K,NT,2025-01-22 14:22:42,,K001,L001,,,,,0,,,ONUR,2025-01-22 14:23:04.657000,ONUR,2025-01-22 14:23:04.657000,,,,,,2025-03-23 21:08:29.213000,2025-03-23 21:08:35.947000,,,0,
