inx,SatNo,Odinx,Puan,ParaCinsi,Taksit,GBT,SKT,MKod,Active,PERKOD,Tarih,SendCode,STATUS
140,782572,831459,1.2,US, ,2018-04-15 17:31:10,2099-01-01 00:00:00,KS0020000002352,*,V05,2018-04-15 17:31:19.280000,9d7951f6-76f4-47cf-a4b2-a787f5359a82,0
141,782607,831494,4.0,TL, ,2018-04-15 18:31:15,2099-01-01 00:00:00,KS0020000001799,*,H06,2018-04-15 18:32:17.710000,650d4454-4841-4508-895f-135494fc81d6,0
142,782624,831514,6.4,TL, ,2018-04-15 19:01:43,2099-01-01 00:00:00,KS0020000002376,*,H06,2018-04-15 19:02:52.857000,fcdd3933-cc92-4ba0-a0c2-ec73f34451a9,0
143,782928,831835,6.6,TL, ,2018-04-16 20:33:33,2099-01-01 00:00:00,KS0020000001895,*,V05,2018-04-16 20:33:58.540000,c816e8d2-c37e-4c58-8a63-bf9194f0e7ba,0
144,783680,832623,1.52,US, ,2018-04-19 14:31:00,2099-01-01 00:00:00,KS0020000002395,*,V05,2018-04-19 14:31:14.130000,e566b8c7-35d8-4a18-be91-74349b7fb26b,0
145,783685,832628,1.4,TL, ,2018-04-19 14:35:47,2099-01-01 00:00:00,KS0070000000050,*,H001,2018-04-19 14:35:59.723000,1165d34f-79cb-4b23-be5f-b8e8c9996b23,0
146,783931,832894,2.8,TL, ,2018-04-20 01:00:56,2099-01-01 00:00:00,KS0020000002398,*,V45,2018-04-20 01:01:37.290000,af38160b-e652-4fed-ae27-f208c2855661,0
147,783991,832958,2.0,TL, ,2018-04-20 13:24:04,2099-01-01 00:00:00,KS0070000000050,*,H001,2018-04-20 13:24:26.620000,ec615665-7f0f-4cb4-adbb-3feb62e445d1,0
148,784254,833234,1.4,TL, ,2018-04-21 00:55:46,2099-01-01 00:00:00,KS0020000001895,*,V45,2018-04-21 00:56:23.813000,dba2fa7d-e6e8-4165-8156-235ebd2c1009,0
149,784766,833794,2.4,TL, ,2018-04-22 14:53:12,2099-01-01 00:00:00,KS0020000002500,*,V05,2018-04-22 14:54:53.250000,8c0103f1-b231-471f-8761-79394e2f9021,0
150,785154,834203,26.92,US, ,2018-04-23 19:42:35,2099-01-01 00:00:00,KS0070000000067,*,H001,2018-04-23 19:43:50.653000,ee4c3179-7275-4260-9862-0e20e78a9c72,0
151,785415,834487,6.0,TL, ,2018-04-24 18:46:43,2099-01-01 00:00:00,KS0020000002543,*,V05,2018-04-24 18:47:03.940000,8773ee9f-5937-4281-a2c4-cf0e64e2782c,0
152,785419,834491,3.6,TL, ,2018-04-24 18:51:23,2099-01-01 00:00:00,KS0020000002542, ,V37,2018-07-15 17:27:53.820000,dbdf3445-e9fa-4045-85e5-9392cc7eddda,0
153,785689,834778,13.4,TL, ,2018-04-25 16:47:55,2099-01-01 00:00:00,KS0020000001841,*,V05,2018-04-25 16:48:23.250000,681b24e9-4b2e-44b7-b43a-743737c93a85,0
154,785867,834972,14.2,US, ,2018-04-25 23:15:33,2099-01-01 00:00:00,KS0070000000231,*,H001,2018-04-25 23:15:52.927000,595a548b-d8fc-4a07-872b-92562931f029,0
155,786282,835413,1.4,TL, ,2018-04-27 00:55:07,2099-01-01 00:00:00,KS0020000001895,*,V05,2018-04-27 00:55:33.333000,5c3c0a4c-0566-4e93-a918-c53d1fcdd706,0
156,786547,835695,2.4,TL, ,2018-04-27 19:56:57,2099-01-01 00:00:00,KS0070000000053,*,H001,2018-04-27 19:57:35.377000,e19b2f42-d545-40f3-a049-3f7f352f5bbd,0
157,786639,835793,4.0,TL, ,2018-04-27 23:27:15,2099-01-01 00:00:00,KS0070000000053,*,H001,2018-04-27 23:27:26.657000,26d12516-fcac-4275-b3db-48ec28366a0e,0
158,786649,835805,1.12,US, ,2018-04-28 07:58:02,2099-01-01 00:00:00,KS0020000001865,*,V05,2018-04-28 07:58:50.710000,c30b355c-8346-4efd-b8af-ee875b7ae74d,0
159,786803,835965,3.6,TL, ,2018-04-28 15:48:57,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-04-28 15:49:23.890000,3f609629-1cdc-464a-b955-0222e5487669,0
160,786910,836078,1.6,TL, ,2018-04-28 18:37:37,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-04-28 18:38:00.463000,780b2064-bb27-4069-afec-cb4d020b0872,0
161,787258,836442,5.6,TL, ,2018-04-29 16:58:14,2099-01-01 00:00:00,KS0020000001784,*,V05,2018-04-29 16:59:07.023000,040b7ce8-5549-4721-bbf9-6d8688eb33fe,0
162,787306,836496,10.0,TL, ,2018-04-29 18:44:42,2099-01-01 00:00:00,KS0070000000067,*,H001,2018-04-29 18:46:22.873000,ea942fc2-b5c5-4c8d-ba5c-182418a5ead8,0
163,787306,836497,17.6,TL, ,2018-04-29 18:45:19,2099-01-01 00:00:00,KS0070000000067,*,H001,2018-04-29 18:46:22.873000,ac94a84a-a461-491c-81de-76194895a11b,0
164,787306,836498,3.2,US, ,2018-04-29 18:45:26,2099-01-01 00:00:00,KS0070000000067,*,H001,2018-04-29 18:46:22.873000,e79d6946-8868-4139-a18b-ca444088a84c,0
165,787803,837033,3.2,TL, ,2018-05-01 14:29:31,2099-01-01 00:00:00,KS0020000002542, ,V05,2018-07-15 17:28:22.993000,b2ee2f49-3883-433b-bcf1-d79264e12294,0
166,788281,837536,2.8,TL, ,2018-05-02 21:34:47,2099-01-01 00:00:00,KS0020000002646,*,H06,2018-05-02 21:35:08.667000,5b074895-9040-4bac-9fc0-ab8f51f39925,0
167,788301,837558,3.2,TL, ,2018-05-02 22:08:48,2099-01-01 00:00:00,KS0070000000053,*,H001,2018-05-02 22:09:01.567000,16ff74ca-ddbc-44ec-831d-786257b6eef9,0
168,788524,837791,2.0,TL, ,2018-05-03 17:48:20,2099-01-01 00:00:00,KS0020000002542, ,V05,2018-07-15 17:28:55.220000,0fccc702-d503-4a97-9c2f-47f24c8add2b,0
169,789659,839007,3.6,TL, ,2018-05-06 17:19:25,2099-01-01 00:00:00,KS0020000002244,*,V05,2018-05-06 17:19:51.547000,e5bf8aab-27dd-4716-81b4-b070e5da259d,0
170,789830,839190,15.2,TL, ,2018-05-07 10:40:25,2099-01-01 00:00:00,KS0070000000367,*,H001,2018-05-07 10:41:12.360000,61f99551-d181-4fd3-b5ed-fb4fe7939ca6,0
171,789985,839356,5.4,TL, ,2018-05-07 18:26:26,2099-01-01 00:00:00,KS0070000000050,*,H001,2018-05-07 18:27:04.287000,a28e3838-e64e-449a-b8d9-af0f0ed351ba,0
172,790102,839480,12.0,US, ,2018-05-07 22:59:48,2099-01-01 00:00:00,KS0070000000083,*,H001,2018-05-07 23:00:34.567000,bb67d9b0-1192-4d04-aa75-67a2c42aae10,0
173,790361,839759,3.6,TL, ,2018-05-08 18:47:57,2099-01-01 00:00:00,KS0020000001862,*,V05,2018-05-08 18:48:28.350000,0a53e9e7-6b40-4c98-ae1b-2b6c01722eaf,0
174,790378,839778,7.2,TL, ,2018-05-08 19:26:24,2099-01-01 00:00:00,KS0020000002696,*,V05,2018-05-08 19:27:16.820000,62364dff-108e-4c42-b83e-a09c282a515e,0
175,790459,839864,1.6,US, ,2018-05-08 21:57:28,2099-01-01 00:00:00,KS0070000000371,*,H001,2018-05-08 21:57:56.650000,8a3097d0-ea6a-4238-b657-120276134df6,0
176,790564,839978,7.6,TL, ,2018-05-09 12:57:34,2099-01-01 00:00:00,KS0020000001865,*,V05,2018-05-09 12:58:51.467000,ddbe9df7-fc8c-4283-aa20-15e93e319b78,0
177,790658,840079,2.2,TL, ,2018-05-09 18:05:48,2099-01-01 00:00:00,KS0020000001865,*,V05,2018-05-09 18:06:25.020000,1739e95b-b352-4a0d-a04c-27bd1bf3e38d,0
178,790732,840156,3.16,US, ,2018-05-09 20:41:35,2099-01-01 00:00:00,KS0070000000172,*,V05,2018-05-09 20:42:07.760000,2c0b4b50-472e-429c-9dc3-bd77bf33b91e,0
179,790876,840311,8.0,TL, ,2018-05-10 11:32:19,2099-01-01 00:00:00,KS0070000000174,*,H001,2018-05-10 11:32:28.090000,621ed1a9-d997-4379-861a-81be03cc0153,0
180,791456,840926,1.0,US, ,2018-05-11 20:35:59,2099-01-01 00:00:00,KS0020000002226,*,V123,2018-05-11 20:37:14.587000,44e0661e-274b-40ee-b46a-d68c4e5ab1a2,0
181,791591,841074,2.36,US, ,2018-05-12 11:24:05,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-05-12 11:24:29.913000,50f6b4d7-2c2d-459c-8562-bd319c34cb21,0
182,791599,841083,0.76,US, ,2018-05-12 11:51:35,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-05-12 11:51:51.860000,ef857b1e-f6c6-4ba3-8355-ad52e0d6efcb,0
183,791628,841115,1.04,US, ,2018-05-12 13:34:31,2099-01-01 00:00:00,KS0020000002726,*,H06,2018-05-12 13:34:54.900000,c98acd5e-2e92-418b-8021-62d2e4ebe38c,0
184,791830,841335,3.6,TL, ,2018-05-12 18:46:39,2099-01-01 00:00:00,KS0020000001865,*,V05,2018-05-12 18:47:01.067000,5ca7efb1-b555-42c7-a085-e5fddcce8c64,0
185,791868,841378,6.6,TL, ,2018-05-12 19:48:54,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-05-12 19:49:14.390000,d3536784-6e27-480a-a8d9-4f32ea475e7d,0
186,791902,841413,9.2,TL, ,2018-05-12 20:31:21,2099-01-01 00:00:00,KS0020000001783,*,V05,2018-05-12 20:32:41.020000,c1a4a403-7c9a-4466-a54e-62167880cc22,0
187,791941,841454,1.8,US, ,2018-05-12 21:34:00,2099-01-01 00:00:00,KS0020000001883,*,V05,2018-05-12 21:35:00.520000,75ab3b6e-5710-4d90-9796-c027ec716c55,0
188,792070,841596,4.4,TL, ,2018-05-13 13:47:09,2099-01-01 00:00:00,KS0020000001845,*,V05,2018-05-13 13:47:28.497000,fa4edbb0-9e8d-4b72-b4b3-56494777e947,0
189,792093,841629,3.6,TL, ,2018-05-13 14:44:44,2099-01-01 00:00:00,KS0020000001661,*,V37,2018-05-13 15:10:42.900000,97530203-2d5d-4bc6-a451-ba63799d8112,0
190,766827,814924,0.4,US, ,2018-02-24 11:21:20,2099-01-01 00:00:00,KS0020000001799,*,V37,2018-05-13 15:17:42.367000,7b5623dd-0919-4434-a55a-fb922aeae344,0
191,766827,841636,0.8,US, ,2018-02-23 00:00:00,2099-01-01 00:00:00,KS0020000001799,*,V37,2018-05-13 15:17:42.367000,b26e25d9-1970-4ccf-afe1-afc0deb21357,0
192,792141,841672,13.6,TL, ,2018-05-13 16:44:17,2099-01-01 00:00:00,KS0070000000157,*,H001,2018-05-13 16:46:34.983000,5f89ef41-f203-4c73-a95f-b0bc8066709b,0
193,792403,841952,26.0,TL, ,2018-05-14 17:15:34,2099-01-01 00:00:00,KS0020000002441,*,V05,2018-05-14 17:16:18.427000,611e5409-9db7-4ab3-8f8e-b2816c6672ce,0
194,792820,842405,5.28,US, ,2018-05-15 22:31:20,2099-01-01 00:00:00,KS0020000002555,*,V05,2018-05-15 22:31:35.133000,06d3fd12-96b8-44ea-a356-d938c0e35cdd,0
195,792880,842472,2.8,TL, ,2018-05-16 01:13:10,2099-01-01 00:00:00,KS0020000001895,*,V05,2018-05-16 01:13:33.910000,b6ac1427-2890-42c6-ae6e-cea9490b904d,0
196,792953,842551,0.88,US, ,2018-05-16 14:56:00,2099-01-01 00:00:00,KS0020000001865,*,V05,2018-05-16 14:56:15.877000,4ff7662a-c02e-41ce-aeea-ea181b3717d1,0
197,793007,842610,4.8,TL, ,2018-05-16 18:06:10,2099-01-01 00:00:00,KS0020000001894,*,H06,2018-05-16 18:06:59.030000,12928829-7ba9-4e04-ae32-756e10f08e9c,0
198,793199,842819,12.0,TL, ,2018-05-17 15:49:40,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-05-17 15:50:00.530000,44d4afb3-5c32-42c5-a7dc-68901e3375aa,0
199,793222,842844,6.4,TL, ,2018-05-17 17:17:41,2099-01-01 00:00:00,KS0020000002735,*,V05,2018-05-17 17:18:18.520000,9e11b43a-3ffd-425c-9769-a619675921ac,0
200,793382,843017,8.0,TL, ,2018-05-18 10:22:28,2099-01-01 00:00:00,KS0020000002124,*,V05,2018-05-18 10:22:54.660000,fef867f1-cdb9-4bac-a03e-c86d5912f457,0
201,793513,843158,4.4,TL, ,2018-05-18 18:17:38,2099-01-01 00:00:00,KS0020000001784,*,V05,2018-05-18 18:18:13.997000,e051ca0a-dc95-47f1-8d3c-962d594a7be8,0
202,793581,843229,9.2,TL, ,2018-05-18 22:18:09,2099-01-01 00:00:00,KS0020000001835,*,V05,2018-05-18 22:18:33.307000,e4c01ef7-c86c-44ff-9b61-638f625b487c,0
203,793733,843388,3.2,TL, ,2018-05-19 14:24:23,2099-01-01 00:00:00,KS0020000001661,*,V05,2018-05-19 14:24:49.553000,e5023297-981d-47aa-bd6e-c3d3c47e6819,0
204,793880,843549,6.6,TL, ,2018-05-19 21:11:49,2099-01-01 00:00:00,KS0020000001818,*,V05,2018-05-19 21:12:10.650000,26c93c46-e3db-4c15-884c-236536de788e,0
205,793969,843643,8.0,TL, ,2018-05-20 11:49:57,2099-01-01 00:00:00,KS0070000000375,*,H001,2018-05-20 11:50:10.690000,379615fd-fc78-4786-b66f-27eb253226f6,0
206,793989,843666,1.26,TL, ,2018-05-20 12:52:59,2099-01-01 00:00:00,KS0070000000375,*,V37,2018-05-20 12:53:31.567000,6b4f277e-bd7c-4f9b-99e4-643d8b60a219,0
207,794163,843853,12.0,TL, ,2018-05-20 22:18:21,2099-01-01 00:00:00,KS0070000000019,*,H001,2018-05-20 22:18:32.140000,9ae5041e-77ae-416a-88ee-b6015d6b26fb,0
208,794404,844113,2.4,US, ,2018-05-21 22:26:31,2099-01-01 00:00:00,KS0070000000262,*,H001,2018-05-21 22:26:50.377000,3bd86562-b81f-4613-b1c4-400a4dabeb1d,0
209,794591,844315,1.52,US, ,2018-05-22 19:32:41,2099-01-01 00:00:00,KS0020000001894,*,V05,2018-05-22 19:33:05.530000,7a23cbcd-4f97-48f1-8831-4ea307367645,0
210,794591,844316,3.8,TL, ,2018-05-22 19:32:50,2099-01-01 00:00:00,KS0020000001894,*,V05,2018-05-22 19:33:05.530000,186c4f85-4a30-4c8a-9ea3-df47eacbd01e,0
211,794639,844367,2.8,TL, ,2018-05-22 22:42:44,2099-01-01 00:00:00,KS0020000001661,*,V05,2018-05-22 22:43:00.107000,2eaa2f54-7373-4948-ae7f-1a4b1dd54253,0
212,794836,844577,10.0,TL, ,2018-05-23 19:24:51,2099-01-01 00:00:00,KS0070000000053,*,H001,2018-05-23 19:25:42.203000,95ce3e01-7974-49e9-b167-791088fb5733,0
213,794839,844580,5.4,TL, ,2018-05-23 19:30:52,2099-01-01 00:00:00,KS0020000002774,*,V05,2018-05-23 19:31:18.270000,da458eb0-0d39-4d24-86a6-385aa5c5fd4c,0
214,794971,844721,1.8,US, ,2018-05-24 11:02:54,2099-01-01 00:00:00,KS0070000000262,*,H001,2018-05-24 11:03:56.557000,ce2b902e-81f4-43a5-8675-35f07e59082c,0
215,794987,844739,2.56,US, ,2018-05-24 12:18:22,2099-01-01 00:00:00,KS0070000000428,*,H001,2018-05-24 12:18:29.910000,edf81ab6-c29d-4c8f-830b-1a45918e08c7,0
216,795070,844829,4.8,TL, ,2018-05-24 17:57:56,2099-01-01 00:00:00,KS0070000000431,*,H001,2018-05-24 17:58:03.783000,edf4dc20-b76f-4fa8-8397-5bcfc960e8b5,0
217,795085,844845,5.2,TL, ,2018-05-24 18:30:01,2099-01-01 00:00:00,KS0070000000432,*,H001,2018-05-24 18:30:26.323000,a649f3fa-2be0-4a9b-a606-a9621b2d84a3,0
218,795086,844846,6.6,TL, ,2018-05-24 18:30:06,2099-01-01 00:00:00,KS0020000001895,*,V05,2018-05-24 18:30:30.807000,cbdd33b0-0aee-45b1-931e-7fcc57d85bba,0
219,795090,844850,5.6,TL, ,2018-05-24 18:42:04,2099-01-01 00:00:00,KS0070000000166,*,H001,2018-05-24 18:42:22.713000,72638fb3-1cb8-47a7-bbac-38b1c964f3b5,0
220,795099,844859,4.0,TL, ,2018-05-24 19:24:36,2099-01-01 00:00:00,KS0070000000435,*,H001,2018-05-24 19:24:59.103000,62888cd5-0520-434f-ab0a-2355fd39b020,0
221,795111,844871,34.92,TL, ,2018-05-24 20:04:29,2099-01-01 00:00:00,KS0020000002766,*,V05,2018-05-24 20:04:52.497000,91d6cf99-67e1-47c8-b3e5-ffc0e6896f4f,0
222,795112,844872,52.0,TL, ,2018-05-24 20:04:53,2099-01-01 00:00:00,KS0070000000436,*,H001,2018-05-24 20:05:24.183000,cd3f854c-b85a-4dfd-be05-425046387411,0
223,795115,844875,2.6,US, ,2018-05-24 20:23:52,2099-01-01 00:00:00,KS0070000000375,*,H001,2018-05-24 20:24:16.280000,3f1ba746-fb59-436b-af49-83e740883872,0
224,795115,844876,2.0,TL, ,2018-05-24 20:23:58,2099-01-01 00:00:00,KS0070000000375,*,H001,2018-05-24 20:24:16.280000,72751b4a-222d-4eba-94c1-79aacb5f2989,0
225,795135,844897,14.0,TL, ,2018-05-24 21:29:10,2099-01-01 00:00:00,KS0070000000436,*,H001,2018-05-24 21:29:37.313000,77b5497e-f688-42f5-993c-4fa4060dca7d,0
226,795145,844907,5.6,TL, ,2018-05-24 21:55:48,2099-01-01 00:00:00,KS0070000000446,*,H001,2018-05-24 21:56:23.243000,6d26420d-97b8-470b-a1a5-0239a4fa6cb9,0
227,795223,844994,6.8,TL, ,2018-05-25 11:46:52,2099-01-01 00:00:00,KS0070000000453,*,H001,2018-05-25 11:47:15.393000,451a98aa-4911-4cba-ace6-43f642d9d4a1,0
228,795234,845007,3.2,TL, ,2018-05-25 12:32:25,2099-01-01 00:00:00,KS0070000000457,*,H001,2018-05-25 12:32:44.117000,ee22358f-f30d-47c4-aced-042f54975a54,0
229,795241,845014,0.4,US, ,2018-05-25 13:06:37,2099-01-01 00:00:00,KS0070000000458,*,H001,2018-05-25 13:07:44.563000,f725a79b-f6d6-4494-a5d8-a21fc35455f2,0
230,795241,845015,1.4,EU, ,2018-05-25 13:06:51,2099-01-01 00:00:00,KS0070000000458,*,H001,2018-05-25 13:07:44.563000,9a6c065e-9f07-464d-ab1f-0202a1b99891,0
231,795241,845016,0.6,TL, ,2018-05-25 13:07:32,2099-01-01 00:00:00,KS0070000000458,*,H001,2018-05-25 13:07:44.563000,1fb16b75-6dc7-4542-9ce5-d2b5284d7737,0
232,795248,845023,3.4,EU, ,2018-05-25 13:51:02,2099-01-01 00:00:00,KS0070000000460,*,H001,2018-05-25 13:51:12.367000,234ea441-73da-4907-8262-915234be40a4,0
233,795254,845029,6.4,TL, ,2018-05-25 14:22:04,2099-01-01 00:00:00,KS0070000000462,*,H001,2018-05-25 14:22:34.693000,1c87eb67-f7da-4f7e-90e2-c2ce02431989,0
234,795279,845055,6.0,TL, ,2018-05-25 15:58:10,2099-01-01 00:00:00,KS0020000002762,*,V05,2018-05-25 15:58:46.147000,1786290f-3c6f-4759-b96f-51f540008b76,0
235,795335,845112,19.4,US, ,2018-05-25 19:01:54,2099-01-01 00:00:00,KS0070000000468,*,H001,2018-05-25 19:02:57.803000,6764a2fd-9cff-4f93-9cde-6847f20247a2,0
236,795389,845168,2.6,US, ,2018-05-25 22:29:54,2099-01-01 00:00:00,KS0070000000451,*,V45,2018-05-25 22:30:24.763000,1375f39d-3440-480d-b9ba-e0d54c7394c9,0
237,795452,845234,1.4,US, ,2018-05-26 10:45:35,2099-01-01 00:00:00,KS0070000000473,*,H001,2018-05-26 10:45:44.783000,0a66ad90-6fe1-45f7-b1d3-0238ae4c22ce,0
238,795456,845238,8.0,US, ,2018-05-26 11:16:11,2099-01-01 00:00:00,KS0070000000465,*,H001,2018-05-26 11:16:23.940000,ac56d850-d96a-4e03-b10f-f969c6d86b20,0
239,795466,845247,0.4,US, ,2018-05-26 11:36:35,2099-01-01 00:00:00,KS0070000000474,*,H001,2018-05-26 11:36:57.333000,5e2a0fc6-9035-41c9-b9ed-8c03fd46096d,0
240,795466,845248,3.2,TL, ,2018-05-26 11:36:47,2099-01-01 00:00:00,KS0070000000474,*,H001,2018-05-26 11:36:57.333000,5b2083ca-a2f5-4cb6-b9b2-d2b62976b8d0,0
241,795467,845249,1.32,US, ,2018-05-26 11:43:26,2099-01-01 00:00:00,KS0070000000475,*,H001,2018-05-26 11:43:40.913000,0798e85f-f740-4e00-bf94-1b86c4614786,0
242,795473,845255,3.0,US, ,2018-05-26 11:57:49,2099-01-01 00:00:00,KS0070000000449,*,H001,2018-05-26 11:57:55.217000,f0b0cedf-4a86-421c-a4ea-fca9730b141a,0
243,795491,845275,1.96,US, ,2018-05-26 13:16:58,2099-01-01 00:00:00,KS0070000000474,*,H001,2018-05-26 13:17:09.260000,f35760cd-4a57-414c-82bf-1de1c6424cdf,0
244,795563,845350,10.0,TL, ,2018-05-26 15:48:50,2099-01-01 00:00:00,KS0070000000443,*,H001,2018-05-26 15:49:22.753000,efe74af5-ad30-4d7e-835e-56de77ce651a,0
245,795582,845371,2.6,TL, ,2018-05-26 16:52:38,2099-01-01 00:00:00,KS0070000000053,*,H001,2018-05-26 16:52:57.120000,3f39dbe7-b950-4b16-888d-65a5f645f4c8,0
246,795617,845409,1.8,TL, ,2018-05-26 18:00:43,2099-01-01 00:00:00,KS0020000002789,*,H06,2018-05-26 18:01:18.753000,da4f6788-d300-4abc-ac1b-cf0ea33f92a7,0
247,795633,845425,3.6,TL, ,2018-05-26 18:27:49,2099-01-01 00:00:00,KS0020000002790,*,V05,2018-05-26 18:28:06.993000,47f2df37-0c3f-4d32-977c-12af64e0027a,0
248,795655,845448,1.88,US, ,2018-05-26 20:20:52,2099-01-01 00:00:00,KS0020000002762,*,V05,2018-05-26 20:21:29.910000,288ba5e3-b8cc-4618-b825-90d1059411e3,0
249,795662,845455,1.6,TL, ,2018-05-26 21:19:36,2099-01-01 00:00:00,KS0070000000051,*,H001,2018-05-26 21:19:46.600000,0c107573-ee44-4647-8c5f-163f7a801568,0
250,795684,845480,30.48,TL, ,2018-05-26 22:51:37,2099-01-01 00:00:00,KS0070000000486,*,H001,2018-05-26 22:52:00.887000,3f27d52f-c34b-4230-bf25-3b0551c8b6be,0
251,795699,845495,4.0,TL, ,2018-05-27 00:06:32,2099-01-01 00:00:00,KS0020000002062,*,V05,2018-05-27 00:07:42.880000,b4dff587-220c-4eab-8a51-4f740bed731c,0
252,795705,845502,6.4,TL, ,2018-05-27 00:33:21,2099-01-01 00:00:00,KS0020000001787,*,V05,2018-05-27 00:35:56.307000,8f8b4bdc-7f9a-4e57-9a96-3504e06bf131,0
253,795707,845504,6.0,TL, ,2018-05-27 01:00:04,2099-01-01 00:00:00,KS0020000001764,*,V05,2018-05-27 01:00:20.770000,a3ad21b6-18ab-4378-ae77-269b98750ea6,0
254,795712,845509,1.28,US, ,2018-05-27 09:29:29,2099-01-01 00:00:00,KS0070000000404,*,H001,2018-05-27 09:29:39.463000,713ea0ba-a715-4cc9-9d0e-a2d09b47d56f,0
255,795715,845512,3.8,TL, ,2018-05-27 10:21:07,2099-01-01 00:00:00,KS0070000000375,*,H001,2018-05-27 10:21:22.723000,a6e7f993-8643-4a2c-851f-581bb7e0ab17,0
256,795736,845534,2.2,TL, ,2018-05-27 12:22:50,2099-01-01 00:00:00,KS0070000000475,*,H001,2018-05-27 12:23:18.727000,bb7deaba-c5ab-4cd4-82f1-a976c38ae4eb,0
257,795739,845537,3.6,TL, ,2018-05-27 12:32:29,2099-01-01 00:00:00,KS0020000002619,*,V05,2018-05-27 12:32:40.447000,20fa032b-712b-4c32-8fa1-658f828b5042,0
258,795744,845546,2.0,US, ,2018-05-27 12:47:17,2099-01-01 00:00:00,KS0070000000475,*,H001,2018-05-27 12:47:35.937000,11539930-dacd-4c18-8ca0-0cd2266298c7,0
259,795744,845547,0.72,TL, ,2018-05-27 12:47:24,2099-01-01 00:00:00,KS0070000000475,*,H001,2018-05-27 12:47:35.937000,24ca5351-d3d4-45e5-be16-c98cf1187b17,0
260,795777,845586,1.52,US, ,2018-05-27 14:54:43,2099-01-01 00:00:00,KS0070000000490,*,H001,2018-05-27 14:54:51.050000,394f663f-0e77-4c73-88d2-1431bc8ea270,0
261,795785,845597,5.6,US, ,2018-05-27 15:23:37,2099-01-01 00:00:00,KS0070000000491,*,V05,2018-05-27 15:24:01.630000,2f00392c-3622-47ab-b60d-50716b1462f6,0
262,795789,845601,1.6,US, ,2018-05-27 15:30:17,2099-01-01 00:00:00,KS0070000000491,*,V05,2018-05-27 15:30:26.740000,98395b10-5063-476d-a177-68b7971615f8,0
263,795810,845622,4.0,TL, ,2018-05-27 16:10:00,2099-01-01 00:00:00,KS0070000000493,*,H001,2018-05-27 16:17:44.350000,0503cbc8-7669-4bb2-9a65-8aaa6c767429,0
264,795821,845633,11.8,TL, ,2018-05-27 16:46:19,2099-01-01 00:00:00,KS0070000000494,*,H001,2018-05-27 16:47:00.383000,0c774d72-ceda-4bcd-83cb-44aab95048ff,0
265,795841,845654,1.0,US, ,2018-05-27 17:27:52,2099-01-01 00:00:00,KS0070000000295,*,H001,2018-05-27 17:28:04.240000,ae18cc4b-77fb-449d-9ee2-765bd6f05243,0
266,795856,845669,6.4,TL, ,2018-05-27 18:04:26,2099-01-01 00:00:00,KS0070000000495,*,H001,2018-05-27 18:04:54.460000,bcda1c90-59c6-4a95-a5a0-d4803a515bea,0
267,795871,845684,1.88,US, ,2018-05-27 19:39:50,2099-01-01 00:00:00,KS0070000000496,*,H001,2018-05-27 19:39:59.060000,d1b8cb48-58b6-4611-b9b2-24b71ec91e36,0
268,795882,845696,10.8,TL, ,2018-05-27 20:21:39,2099-01-01 00:00:00,KS0070000000497,*,H001,2018-05-27 20:21:58.050000,1d827140-15ed-42d6-bbf0-30e059418cb1,0
269,795897,845712,3.2,US, ,2018-05-27 22:03:32,2099-01-01 00:00:00,KS0070000000498,*,H001,2018-05-27 22:04:02.470000,593dc4ea-a7f7-4ea0-8aa3-9ecda26fa7d3,0
270,795897,845713,10.0,TL, ,2018-05-27 22:03:40,2099-01-01 00:00:00,KS0070000000498,*,H001,2018-05-27 22:04:02.470000,48e30104-9240-4d59-9835-42cb29c4648a,0
271,795899,845715,7.2,TL, ,2018-05-27 22:14:37,2099-01-01 00:00:00,KS0070000000059,*,H001,2018-05-27 22:14:54.267000,75789203-732b-44a7-894d-19a5e2d3fc8f,0
272,795944,845760,1.6,US, ,2018-05-28 10:07:57,2099-01-01 00:00:00,KS0070000000457,*,H001,2018-05-28 10:08:05.333000,d0d1b69b-784b-4926-81a5-b9e7f42e7478,0
273,795945,845761,2.4,US, ,2018-05-28 10:08:34,2099-01-01 00:00:00,KS0070000000457,*,H001,2018-05-28 10:08:49.710000,0812ef6d-2bb6-4aef-8a1f-eacfd6a71b71,0
274,795945,845762,2.4,TL, ,2018-05-28 10:08:40,2099-01-01 00:00:00,KS0070000000457,*,H001,2018-05-28 10:08:49.710000,364a2434-8c85-4007-91f1-7568aa644690,0
275,796016,845829,7.0,TL, ,2018-05-28 16:19:44,2099-01-01 00:00:00,KS0070000000502,*,H001,2018-05-28 16:21:07.973000,b9efd29d-c3e1-4421-8cb7-72f2714c67c6,0
276,796018,845831,5.8,TL, ,2018-05-28 16:27:10,2099-01-01 00:00:00,KS0070000000039,*,H001,2018-05-28 16:27:45.163000,9e6e4fcd-f5b2-4c6c-bac9-e2d5d24b4787,0
277,796021,845834,5.8,TL, ,2018-05-28 16:37:41,2099-01-01 00:00:00,KS0070000000039,*,H001,2018-05-28 16:38:04.267000,bb435f61-496f-4050-977e-77e136c69591,0
