FisNo,FisTar,Location,CM,CMKod,BelgeNo,Durum,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Onay1,OnayTar1,insUN,insDT,updUN,updDT
2461,2015-06-20 00:16:17.657000,KS002,M,KS0020000001448,,,,,,,,,,HALIL,2015-06-20 00:16:17.657000,HALIL,2015-06-20 00:16:17.657000
2463,2015-06-20 00:17:39.007000,KS002,M,,,,,,,,,,,HALIL,2015-06-20 00:17:39.007000,HALIL,2015-06-20 00:17:39.007000
2464,2015-06-20 17:26:51.320000,KS002,M,,,,,,,,,,,FUNDA,2015-06-20 17:26:51.320000,FUNDA,2015-06-20 17:26:51.320000
2466,2015-06-20 22:39:06.170000,KS002,M,,,,,,,,,,,FUNDA,2015-06-20 22:39:06.170000,FUNDA,2015-06-20 22:39:06.170000
2470,2015-06-27 18:21:23.373000,KM01,M,,,,,,,,,,,ZBURNU,2015-06-27 18:21:23.373000,ZBURNU,2015-06-27 18:21:23.373000
2472,2015-07-01 16:54:48.187000,KS002,M,,,,,,,,,,,HALIL,2015-07-01 16:54:48.187000,HALIL,2015-07-01 16:54:48.187000
2484,2015-07-14 11:59:11.920000,KS002,M,,,,,,,,,,,FUNDA,2015-07-14 11:59:11.920000,FUNDA,2015-07-14 11:59:11.920000
2499,2015-07-22 20:16:43.217000,KS002,M,KS0020000001453,,,,,,,,,,HALIL,2015-07-22 20:16:43.217000,HALIL,2015-07-22 20:16:43.217000
2510,2015-07-30 21:13:09.663000,KS002,M,,,,,,,,,,,HALIL,2015-07-30 21:13:09.663000,HALIL,2015-07-30 21:13:09.663000
2512,2015-07-30 21:15:37.987000,KS002,M,,,,,,,,,,,HALIL,2015-07-30 21:15:37.987000,HALIL,2015-07-30 21:15:37.987000
2517,2015-08-03 00:48:53.910000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 00:48:53.910000,hamidiye,2015-08-03 00:48:53.910000
2519,2015-08-03 00:54:27.410000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 00:54:27.410000,hamidiye,2015-08-03 00:54:27.410000
2520,2015-08-03 19:45:06.950000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 19:45:06.950000,hamidiye,2015-08-03 19:45:06.950000
2521,2015-08-03 19:45:54.757000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 19:45:54.757000,hamidiye,2015-08-03 19:45:54.757000
2522,2015-08-03 20:31:15.303000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 20:31:15.303000,hamidiye,2015-08-03 20:31:15.303000
2523,2015-08-03 20:32:54.970000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 20:32:54.970000,hamidiye,2015-08-03 20:32:54.970000
2524,2015-08-03 20:33:49.337000,KS007,M,,,,,,,,,,,hamidiye,2015-08-03 20:33:49.337000,hamidiye,2015-08-03 20:33:49.337000
2525,2015-08-04 19:11:29.170000,KS002,M,,,,,,,,,,,FUNDA,2015-08-04 19:11:29.170000,FUNDA,2015-08-04 19:11:29.170000
2547,2015-08-18 23:09:04.343000,KS002,M,KS0020000001463,,,,,,,,,,HALIL,2015-08-18 23:09:04.343000,HALIL,2015-08-18 23:09:04.343000
2548,2015-08-19 22:55:12.467000,KS004,M,,,,,,,,,,,FAMILYMOOL,2015-08-19 22:55:12.467000,FAMILYMOOL,2015-08-19 22:55:12.470000
2559,2015-09-01 23:38:56.747000,KS002,M,KS0020000001468,,,,,,,,,,HALIL,2015-09-01 23:38:56.750000,HALIL,2015-09-01 23:38:56.757000
2573,2015-09-12 12:19:02.397000,KS002,M,,,,,,,,,,,FUNDA,2015-09-12 12:19:02.397000,FUNDA,2015-09-12 12:19:02.397000
2590,2015-09-17 19:17:43.067000,KM01,M,,,,,,,,,,,ZBURNU,2015-09-17 19:17:43.067000,ZBURNU,2015-09-17 19:17:43.070000
2604,2015-09-27 12:54:38.270000,KS002,M,,,,,,,,,,,FUNDA,2015-09-27 12:54:38.270000,FUNDA,2015-09-27 12:54:38.270000
2614,2015-10-02 18:06:25.090000,KS007,M,,,,,,,,,,,BERRIN,2015-10-02 18:06:25.090000,BERRIN,2015-10-02 18:06:25.090000
2633,2015-10-15 18:28:11.603000,KS002,M,,,,,,,,,,,FUNDA,2015-10-15 18:28:11.603000,FUNDA,2015-10-15 18:28:11.603000
2655,2015-10-24 18:00:15.290000,KM01,M,,,,,,,,,,,ZBURNU,2015-10-24 18:00:15.290000,ZBURNU,2015-10-24 18:00:15.290000
2657,2015-10-24 20:11:53.123000,KS002,M,,,,,,,,,,,UMIDA,2015-10-24 20:11:53.123000,UMIDA,2015-10-24 20:11:53.123000
2663,2015-10-26 18:45:45.557000,KS006,M,KS0060000000031,,,,,,,,,,laleli,2015-10-26 18:45:45.557000,laleli,2015-10-26 18:45:45.557000
2664,2015-10-26 19:01:17.807000,KS006,M,KS0060000000032,,,,,,,,,,laleli,2015-10-26 19:01:17.807000,laleli,2015-10-26 19:01:17.807000
2666,2015-10-26 21:20:25.013000,KS002,M,,,,,,,,,,,UMIDA,2015-10-26 21:20:25.013000,UMIDA,2015-10-26 21:20:25.017000
2670,2015-10-28 12:27:54.130000,KS006,M,,,,,,,,,,,laleli,2015-10-28 12:27:54.130000,laleli,2015-10-28 12:27:54.130000
2678,2015-11-01 12:52:39.607000,KM01,M,,,,,,,,,,,ZBURNU,2015-11-01 12:52:39.607000,ZBURNU,2015-11-01 12:52:39.607000
2682,2015-11-03 21:46:23.737000,KS002,M,,,,,,,,,,,HALIL,2015-11-03 21:46:23.737000,HALIL,2015-11-03 21:46:23.737000
2683,2015-11-03 21:59:29.180000,KS002,M,,,,,,,,,,,HALIL,2015-11-03 21:59:29.180000,HALIL,2015-11-03 21:59:29.180000
2684,2015-11-03 22:00:02.580000,KS002,M,,,,,,,,,,,HALIL,2015-11-03 22:00:02.580000,HALIL,2015-11-03 22:00:02.580000
2688,2015-11-05 18:02:15.310000,KS002,M,KS0020000001502,,,,,,,,,,FUNDA,2015-11-05 18:02:15.310000,FUNDA,2015-11-05 18:02:15.310000
2690,2015-11-07 16:54:33.737000,KS002,M,,,,,,,,,,,FUNDA,2015-11-07 16:54:33.737000,FUNDA,2015-11-07 16:54:33.737000
2708,2015-11-09 12:23:12.123000,KS006,M,,,,,,,,,,,laleli,2015-11-09 12:23:12.123000,laleli,2015-11-09 12:23:12.127000
2740,2015-11-18 18:07:52.610000,KS002,M,KS0020000001521,,,,,,,,,,OZGUR,2015-11-18 18:07:52.610000,OZGUR,2015-11-18 18:07:52.610000
2768,2015-12-05 15:39:24.803000,KS002,M,KS0020000001533,,,,,,,,,,FUNDA,2015-12-05 15:39:24.803000,FUNDA,2015-12-05 15:39:24.803000
2773,2015-12-09 12:42:15.360000,KS002,M,KS0020000001535,,,,,,,,,,FUNDA,2015-12-09 12:42:15.360000,FUNDA,2015-12-09 12:42:15.360000
2783,2015-12-12 16:26:48.020000,KM01,M,,,,,,,,,,,ZBURNU,2015-12-12 16:26:48.020000,ZBURNU,2015-12-12 16:26:48.020000
2785,2015-12-12 17:33:08.187000,KS002,M,,,,,,,,,,,FUNDA,2015-12-12 17:33:08.187000,FUNDA,2015-12-12 17:33:08.187000
2792,2015-12-18 19:08:38.060000,KS002,M,,,,,,,,,,,FUNDA,2015-12-18 19:08:38.060000,FUNDA,2015-12-18 19:08:38.060000
2793,2015-12-18 19:10:04.793000,KS002,M,,,,,,,,,,,FUNDA,2015-12-18 19:10:04.797000,FUNDA,2015-12-18 19:10:04.797000
2794,2015-12-18 19:11:15.840000,KS002,M,,,,,,,,,,,FUNDA,2015-12-18 19:11:15.840000,FUNDA,2015-12-18 19:11:15.840000
2800,2015-12-24 12:02:07.017000,KS002,M,KS0020000001551,,,,,,,,,,FUNDA,2015-12-24 12:02:07.017000,FUNDA,2015-12-24 12:02:07.017000
2818,2016-01-04 17:00:34.790000,KM01,M,,,,,,,,,,,ZBURNU,2016-01-04 17:00:34.790000,ZBURNU,2016-01-04 17:00:34.790000
2819,2016-01-05 17:42:14.603000,KS002,M,KS0020000001559,,,,,,,,,,FUNDA,2016-01-05 17:42:14.603000,FUNDA,2016-01-05 17:42:14.603000
2832,2016-01-14 17:46:57.637000,KM01,M,,,,,,,,,,,ZBURNU,2016-01-14 17:46:57.637000,ZBURNU,2016-01-14 17:46:57.637000
2849,2016-01-24 15:26:52.727000,KM01,M,,,,,,,,,,,ZBURNU,2016-01-24 15:26:52.727000,ZBURNU,2016-01-24 15:26:52.727000
2850,2016-01-24 16:27:23.800000,KS002,M,KS0020000001572,,,,,,,,,,BERRIN,2016-01-24 16:27:23.800000,BERRIN,2016-01-24 16:27:23.800000
2854,2016-01-28 13:23:34.643000,KS002,M,KS0020000001574,,,,,,,,,,FUNDA,2016-01-28 13:23:34.643000,FUNDA,2016-01-28 13:23:34.643000
2910,2016-03-24 16:25:13.050000,KS002,M,,,,,,,,,,,FUNDA,2016-03-24 16:25:13.050000,FUNDA,2016-03-24 16:25:13.050000
2912,2016-03-25 22:06:39.447000,KS002,M,,,,,,,,,,,HALIL,2016-03-25 22:06:39.447000,HALIL,2016-03-25 22:06:39.447000
2913,2016-03-25 22:10:23.300000,KS002,M,,,,,,,,,,,HALIL,2016-03-25 22:10:23.300000,HALIL,2016-03-25 22:10:23.300000
2914,2016-03-25 22:19:35.300000,KS002,M,,,,,,,,,,,HALIL,2016-03-25 22:19:35.300000,HALIL,2016-03-25 22:19:35.300000
2918,2016-03-28 16:50:10.360000,KS002,M,KS0020000001607,,,,,,,,,,FUNDA,2016-03-28 16:50:10.360000,FUNDA,2016-03-28 16:50:10.360000
2940,2016-04-08 14:14:54.717000,KS002,M,KS0020000001615,,,,,,,,,,FUNDA,2016-04-08 14:14:54.717000,FUNDA,2016-04-08 14:14:54.717000
2946,2016-04-12 17:57:02.437000,KS002,M,KS0020000001618,,,,,,,,,,FUNDA,2016-04-12 17:57:02.437000,FUNDA,2016-04-12 17:57:02.437000
2951,2016-04-14 15:53:22.077000,KS002,M,,,,,,,,,,,FUNDA,2016-04-14 15:53:22.077000,FUNDA,2016-04-14 15:53:22.077000
2952,2016-04-14 15:54:09.123000,KS002,M,,,,,,,,,,,FUNDA,2016-04-14 15:54:09.123000,FUNDA,2016-04-14 15:54:09.123000
2953,2016-04-14 15:55:09.060000,KS002,M,,,,,,,,,,,FUNDA,2016-04-14 15:55:09.060000,FUNDA,2016-04-14 15:55:09.060000
2957,2016-04-19 19:22:05.107000,KS002,M,KS0020000001621,,,,,,,,,,FUNDA,2016-04-19 19:22:05.107000,FUNDA,2016-04-19 19:22:05.107000
2962,2016-04-20 21:43:10.193000,KS007,M,,,,,,,,,,,hamidiye,2016-04-20 21:43:10.193000,hamidiye,2016-04-20 21:43:10.193000
2981,2016-04-30 14:12:34.690000,KM01,M,,,,,,,,,,,ZBURNU,2016-04-30 14:12:34.690000,ZBURNU,2016-04-30 14:12:34.690000
2993,2016-05-19 22:23:58.780000,KS002,M,KS0020000001630,,,,,,,,,,FUNDA,2016-05-19 22:23:58.780000,FUNDA,2016-05-19 22:23:58.780000
2999,2016-05-23 16:48:23.560000,KS002,M,,,,,,,,,,,FUNDA,2016-05-23 16:48:23.560000,FUNDA,2016-05-23 16:48:23.560000
3000,2016-05-23 16:51:11.430000,KS002,M,,,,,,,,,,,FUNDA,2016-05-23 16:51:11.430000,FUNDA,2016-05-23 16:51:11.430000
3001,2016-05-25 16:26:08.360000,KM01,M,,,,,,,,,,,ZBURNU,2016-05-25 16:26:08.360000,ZBURNU,2016-05-25 16:26:08.360000
3002,2016-05-28 13:54:21.850000,KS002,M,,,,,,,,,,,FUNDA,2016-05-28 13:54:21.850000,FUNDA,2016-05-28 13:54:21.850000
3009,2016-06-05 14:15:06.257000,KS002,M,KS0020000001637,,,,,,,,,,BERRIN,2016-06-05 14:15:06.257000,BERRIN,2016-06-05 14:15:06.257000
3013,2016-06-15 18:26:25.203000,KS002,M,KS0020000001639,,,,,,,,,,FUNDA,2016-06-15 18:26:25.203000,FUNDA,2016-06-15 18:26:25.203000
3017,2016-06-18 17:55:47.010000,KS002,M,,,,,,,,,,,FUNDA,2016-06-18 17:55:47.010000,FUNDA,2016-06-18 17:55:47.010000
3032,2016-07-04 13:02:01.223000,KS002,M,KS0020000001645,,,,,,,,,,FUNDA,2016-07-04 13:02:01.223000,FUNDA,2016-07-04 13:02:01.223000
3040,2016-07-24 12:17:26.777000,KM01,M,,,,,,,,,,,ZBURNU,2016-07-24 12:17:26.777000,ZBURNU,2016-07-24 12:17:26.777000
3055,2016-08-15 17:46:47.013000,KM01,M,,,,,,,,,,,ZBURNU,2016-08-15 17:46:47.013000,ZBURNU,2016-08-15 17:46:47.013000
3065,2016-08-27 19:49:55.920000,KS002,M,,,,,,,,,,,FUNDA,2016-08-27 19:49:55.920000,FUNDA,2016-08-27 19:49:55.920000
3073,2016-09-11 17:37:31.100000,KS002,M,,,,,,,,,,,FUNDA,2016-09-11 17:37:31.103000,FUNDA,2016-09-11 17:37:31.113000
3077,2016-09-16 12:43:03.593000,KS002,M,KS0020000001656,,,,,,,,,,HALIL,2016-09-16 12:43:03.593000,HALIL,2016-09-16 12:43:03.593000
3092,2016-09-29 15:03:52.943000,KM01,M,,,,,,,,,,,ZBURNU,2016-09-29 15:03:52.943000,ZBURNU,2016-09-29 15:03:52.943000
3104,2016-10-16 18:06:49.913000,KS002,M,,,,,,,,,,,HALIL,2016-10-16 18:06:49.913000,HALIL,2016-10-16 18:06:49.913000
3110,2016-10-21 18:45:58.200000,KS002,M,,,,,,,,,,,FUNDA,2016-10-21 18:45:58.203000,FUNDA,2016-10-21 18:45:58.210000
3138,2016-11-06 16:07:04.333000,KS002,M,,,,,,,,,,,FUNDA,2016-11-06 16:07:04.333000,FUNDA,2016-11-06 16:07:04.333000
3166,2016-11-21 17:33:40.490000,KS002,M,,,,,,,,,,,FUNDA,2016-11-21 17:33:40.490000,FUNDA,2016-11-21 17:33:40.490000
3167,2016-11-26 14:45:32.237000,KS007,M,,,,,,,,,,,hamidiye,2016-11-26 14:45:32.237000,hamidiye,2016-11-26 14:45:32.237000
3179,2016-12-01 11:08:55.497000,KS002,M,KS0020000001681,,,,,,,,,,HALIL,2016-12-01 11:08:55.497000,HALIL,2016-12-01 11:08:55.497000
3198,2016-12-16 15:22:36.467000,KS002,M,,,,,,,,,,,FUNDA,2016-12-16 15:22:36.467000,FUNDA,2016-12-16 15:22:36.467000
3199,2016-12-16 15:51:58.660000,KS002,M,,,,,,,,,,,FUNDA,2016-12-16 15:51:58.660000,FUNDA,2016-12-16 15:51:58.660000
3200,2016-12-16 16:25:07.727000,KS002,M,KS0020000001687,,,,,,,,,,FUNDA,2016-12-16 16:25:07.727000,FUNDA,2016-12-16 16:25:07.727000
3206,2016-12-19 19:29:59.250000,KS002,M,,,,,,,,,,,FUNDA,2016-12-19 19:29:59.250000,FUNDA,2016-12-19 19:29:59.250000
3228,2017-01-05 15:33:24.347000,KM01,M,,,,,,,,,,,ZBURNU,2017-01-05 15:33:24.347000,ZBURNU,2017-01-05 15:33:24.347000
3234,2017-01-12 15:04:44.380000,KM01,M,,,,,,,,,,,ZBURNU,2017-01-12 15:04:44.390000,ZBURNU,2017-01-12 15:04:44.397000
3262,2017-02-02 21:11:48.690000,KS002,M,,,,,,,,,,,FUNDA,2017-02-02 21:11:48.690000,FUNDA,2017-02-02 21:11:48.690000
3265,2017-02-05 09:54:17.057000,KS002,M,KS0020000001704,,,,,,,,,,HALIL,2017-02-05 09:54:17.057000,HALIL,2017-02-05 09:54:17.057000
3291,2017-03-06 18:09:07.137000,KS002,M,,,,,,,,,,,FUNDA,2017-03-06 18:09:07.137000,FUNDA,2017-03-06 18:09:07.137000
3304,2017-03-16 19:21:30.740000,KM01,M,,,,,,,,,,,ZBURNU,2017-03-16 19:21:30.740000,ZBURNU,2017-03-16 19:21:30.740000
3346,2017-05-03 20:46:18.487000,KS002,M,,,,,,,,,,,FUNDA,2017-05-03 20:46:18.487000,FUNDA,2017-05-03 20:46:18.487000
3353,2017-05-09 15:10:23.233000,KS002,M,,,,,,,,,,,FUNDA,2017-05-09 15:10:23.233000,FUNDA,2017-05-09 15:10:23.233000
3354,2017-05-09 15:11:54.850000,KS002,M,,,,,,,,,,,FUNDA,2017-05-09 15:11:54.850000,FUNDA,2017-05-09 15:11:54.850000
3355,2017-05-09 15:14:32.807000,KS002,M,,,,,,,,,,,FUNDA,2017-05-09 15:14:32.807000,FUNDA,2017-05-09 15:14:32.807000
3368,2017-05-24 11:44:56.800000,KS002,M,,,,,,,,,,,FUNDA,2017-05-24 11:44:56.800000,FUNDA,2017-05-24 11:44:56.800000
3408,2017-07-15 14:54:11.830000,KS002,M,,,,,,,,,,,FUNDA,2017-07-15 14:54:11.830000,FUNDA,2017-07-15 14:54:11.830000
3412,2017-07-27 13:19:01.430000,KS002,M,,,,,,,,,,,Y,2017-07-27 13:19:01.430000,Y,2017-07-27 13:19:01.430000
3445,2017-08-28 14:30:24.417000,KS002,M,,,,,,,,,,,Y,2017-08-28 14:30:24.417000,Y,2017-08-28 14:30:24.417000
3478,2017-09-10 15:27:29.093000,KS002,M,KS0020000001745,,,,,,,,,,Y,2017-09-10 15:27:29.093000,Y,2017-09-10 15:27:29.093000
3479,2017-09-10 15:33:05.357000,KS002,M,,,,,,,,,,,Y,2017-09-10 15:33:05.357000,Y,2017-09-10 15:33:05.357000
3520,2017-10-15 17:02:06.500000,KS002,M,KS0020000001753,,,,,,,,,,Y,2017-10-15 17:02:06.500000,Y,2017-10-15 17:02:06.500000
3530,2017-10-23 20:02:04.973000,KS002,M,,,,,,,,,,,Y,2017-10-23 20:02:04.973000,Y,2017-10-23 20:02:04.973000
3531,2017-10-23 20:26:19.470000,KS002,M,,,,,,,,,,,Y,2017-10-23 20:26:19.470000,Y,2017-10-23 20:26:19.470000
3532,2017-10-24 17:35:12.787000,KS002,M,,,,,,,,,,,Y,2017-10-24 17:35:12.787000,Y,2017-10-24 17:35:12.787000
3543,2017-11-02 18:02:00.243000,KS002,M,KS0020000001758,,,,,,,,,,Y,2017-11-02 18:02:00.243000,Y,2017-11-02 18:02:00.243000
3559,2017-11-13 12:49:06.747000,KS002,M,,,,,,,,,,,Y,2017-11-13 12:49:06.747000,Y,2017-11-13 12:49:06.747000
3567,2017-11-20 11:31:07.300000,KS002,M,,,,,,,,,,,Y,2017-11-20 11:31:07.300000,Y,2017-11-20 11:31:07.300000
3580,2017-11-27 21:22:40.677000,KS002,M,,,,,,,,,,,Y,2017-11-27 21:22:40.680000,Y,2017-11-27 21:22:40.680000
3588,2017-12-08 16:12:01.513000,KS002,M,,,,,,,,,,,Y,2017-12-08 16:12:01.513000,Y,2017-12-08 16:12:01.513000
3608,2017-12-14 21:30:26.643000,KS002,M,,,,,,,,,,,Y,2017-12-14 21:30:26.643000,Y,2017-12-14 21:30:26.643000
3617,2017-12-17 14:37:38.320000,KS002,M,KS0020000001780,,,,,,,,,,Y,2017-12-17 14:37:38.320000,Y,2017-12-17 14:37:38.320000
3623,2017-12-21 18:05:43.153000,KS007,M,KS0070000000015,,,,,,,,,,BERRIN,2017-12-21 18:05:43.153000,BERRIN,2017-12-21 18:05:43.153000
3650,2018-01-10 18:17:12.920000,KS002,M,,,,,,,,,,,Y,2018-01-10 18:17:12.920000,Y,2018-01-10 18:17:12.927000
3653,2018-01-14 14:51:41.880000,KS002,M,KS0020000001789,,,,,,,,,,Y,2018-01-14 14:51:41.880000,Y,2018-01-14 14:51:41.880000
3654,2018-01-14 14:57:35.303000,KS002,M,KS0020000001790,,,,,,,,,,Y,2018-01-14 14:57:35.303000,Y,2018-01-14 14:57:35.303000
3656,2018-01-14 16:51:55.633000,KS002,M,,,,,,,,,,,Y,2018-01-14 16:51:55.633000,Y,2018-01-14 16:51:55.633000
3710,2018-03-10 21:51:54.423000,KS002,M,,,,,,,,,,,Y,2018-03-10 21:51:54.423000,Y,2018-03-10 21:51:54.423000
3717,2018-03-18 12:25:41.587000,KS002,M,KS0020000001875,,,,,,,,,,MUSTAFA,2018-03-18 12:25:41.587000,MUSTAFA,2018-03-18 12:25:41.587000
3735,2018-04-06 21:04:41.260000,KM01,M,,,,,,,,,,,ZBURNU,2018-04-06 21:04:41.260000,ZBURNU,2018-04-06 21:04:41.267000
3742,2018-04-13 10:58:16.250000,KS002,M,KS0020000002248,,,,,,,,,,Y,2018-04-13 10:58:16.260000,Y,2018-04-13 10:58:16.270000
3749,2018-04-19 18:26:35.677000,KS002,M,KS0020000002397,,,,,,,,,,Y,2018-04-19 18:26:35.677000,Y,2018-04-19 18:26:35.677000
3755,2018-04-28 16:26:59.093000,KS002,M,KS0020000002614,,,,,,,,,,Y,2018-04-28 16:26:59.097000,Y,2018-04-28 16:26:59.103000
3784,2018-05-22 21:46:18.203000,KM01,M,,,,,,,,,,,ZBURNU,2018-05-22 21:46:18.210000,ZBURNU,2018-05-22 21:46:18.213000
3844,2018-07-28 21:28:07.290000,KS002,M,,,,,,,,,,,BAHMET,2018-07-28 21:28:07.290000,BAHMET,2018-07-28 21:28:07.290000
3851,2018-08-03 20:01:46.293000,KM01,M,,,,,,,,,,,ZBURNU,2018-08-03 20:01:46.293000,ZBURNU,2018-08-03 20:01:46.293000
3874,2018-08-27 21:37:44.530000,KS002,M,,,,,,,,,,,Y,2018-08-27 21:37:44.530000,Y,2018-08-27 21:37:44.530000
3927,2018-10-01 11:42:13.093000,KM01,M,,,,,,,,,,,BERRIN,2018-10-01 11:42:13.093000,BERRIN,2018-10-01 11:42:13.093000
3937,2018-10-08 21:44:48.027000,KS002,M,,,,,,,,,,,Y,2018-10-08 21:44:48.027000,Y,2018-10-08 21:44:48.027000
3938,2018-10-08 21:45:41.527000,KS002,M,,,,,,,,,,,Y,2018-10-08 21:45:41.527000,Y,2018-10-08 21:45:41.527000
3948,2018-10-17 21:29:04.100000,KM01,M,,,,,,,,,,,ZBURNU,2018-10-17 21:29:04.100000,ZBURNU,2018-10-17 21:29:04.100000
3959,2018-10-26 18:44:38,KS002,M,,,,,,,,,,,YASEMIN,2018-10-26 18:44:38,YASEMIN,2018-10-26 18:44:38
4006,2018-12-07 15:57:14.380000,KS002,M,,,,,,,,,,,Y,2018-12-07 15:57:14.380000,Y,2018-12-07 15:57:14.380000
4009,2018-12-14 19:43:50.633000,KM01,M,,,,,,,,,,,ZBURNU,2018-12-14 19:43:50.637000,ZBURNU,2018-12-14 19:43:50.640000
4021,2019-01-14 14:10:59.400000,KS002,M,,,,,,,,,,,Y,2019-01-14 14:10:59.403000,Y,2019-01-14 14:10:59.407000
4116,2019-05-05 12:00:46.713000,KS002,M,,,,,,,,,,,Y,2019-05-05 12:00:46.713000,Y,2019-05-05 12:00:46.713000
4135,2019-05-26 18:47:29.453000,KM01,M,,,,,,,,,,,ZBURNU,2019-05-26 18:47:29.453000,ZBURNU,2019-05-26 18:47:29.453000
4148,2019-06-10 18:36:57.540000,KS002,M,,,,,,,,,,,BERRIN,2019-06-10 18:36:57.540000,BERRIN,2019-06-10 18:36:57.540000
4165,2019-07-10 19:25:44.777000,KM01,M,,,,,,,,,,,ZBURNU,2019-07-10 19:25:44.777000,ZBURNU,2019-07-10 19:25:44.777000
4201,2019-09-16 00:52:25.717000,KS002,M,,,,,,,,,,,HALIL,2019-09-16 00:52:25.730000,HALIL,2019-09-16 00:52:25.743000
4210,2019-09-18 17:14:07.557000,KS002,M,,,,,,,,,,,HALIL,2019-09-18 17:14:07.563000,HALIL,2019-09-18 17:14:07.573000
4212,2019-09-19 22:13:38.247000,KS002,M,KS0020000004913,,,,,,,,,,HALIL,2019-09-19 22:13:38.257000,HALIL,2019-09-19 22:13:38.270000
4214,2019-09-21 17:56:11.637000,KS002,M,,,,,,,,,,,HALIL,2019-09-21 17:56:11.690000,HALIL,2019-09-21 17:56:11.697000
4225,2019-09-27 19:15:51.663000,KS007,M,KS0070000001217,,,,,,,,,,BERRIN,2019-09-27 19:15:51.670000,BERRIN,2019-09-27 19:15:51.677000
4239,2019-10-05 16:17:22.970000,KM01,M,,,,,,,,,,,ZBURNU,2019-10-05 16:17:22.970000,ZBURNU,2019-10-05 16:17:22.970000
4266,2019-10-20 19:19:21.140000,KS002,M,,,,,,,,,,,HALIL,2019-10-20 19:19:21.233000,HALIL,2019-10-20 19:19:21.250000
4272,2019-10-21 16:43:59.677000,KS007,M,KS0070000001222,,,,,,,,,,BERRIN,2019-10-21 16:43:59.677000,BERRIN,2019-10-21 16:43:59.677000
4273,2019-10-21 16:44:17.443000,KS007,M,KS0070000001223,,,,,,,,,,BERRIN,2019-10-21 16:44:17.443000,BERRIN,2019-10-21 16:44:17.443000
4280,2019-10-24 19:01:10.383000,KS007,M,,,,,,,,,,,hamidiye,2019-10-24 19:01:10.397000,hamidiye,2019-10-24 19:01:10.403000
4292,2019-11-05 22:16:20.840000,KS007,M,,,,,,,,,,,hamidiye,2019-11-05 22:16:20.860000,hamidiye,2019-11-05 22:16:20.867000
4300,2019-11-12 16:11:10.790000,KS007,M,,,,,,,,,,,hamidiye,2019-11-12 16:11:10.810000,hamidiye,2019-11-12 16:11:10.820000
4351,2020-01-10 16:28:16.583000,KS002,M,KS0020000004997,,,,,,,,,,HALIL,2020-01-10 16:28:16.593000,HALIL,2020-01-10 16:28:16.610000
4356,2020-01-15 10:31:04.950000,KS003,M,,,,,,,,,,,ERBIL,2020-01-15 10:31:04.953000,ERBIL,2020-01-15 10:31:04.967000
4357,2020-01-15 12:16:14.833000,KS003,M,,,,,,,,,,,ERBIL,2020-01-15 12:16:14.843000,ERBIL,2020-01-15 12:16:14.850000
4376,2020-02-05 13:22:46.353000,KS007,M,,,,,,,,,,,BERRIN,2020-02-05 13:22:46.360000,BERRIN,2020-02-05 13:22:46.363000
4379,2020-02-10 16:58:49.750000,KS002,M,KS0020000005008,,,,,,,,,,HALIL,2020-02-10 16:58:49.757000,HALIL,2020-02-10 16:58:49.767000
4388,2020-02-19 17:46:46.863000,KS007,M,,,,,,,,,,,hamidiye,2020-02-19 17:46:46.870000,hamidiye,2020-02-19 17:46:46.880000
4397,2020-02-25 22:47:49.060000,KS002,M,KS0020000005018,,,,,,,,,,HALIL,2020-02-25 22:47:49.063000,HALIL,2020-02-25 22:47:49.070000
4399,2020-02-27 14:17:30.730000,KS002,M,,,,,,,,,,,HALIL,2020-02-27 14:17:30.740000,HALIL,2020-02-27 14:17:30.747000
4401,2020-02-28 14:12:12.237000,KS002,M,,,,,,,,,,,HALIL,2020-02-28 14:12:12.243000,HALIL,2020-02-28 14:12:12.253000
4407,2020-03-05 19:18:32.333000,KS002,M,KS0020000005026,,,,,,,,,,HALIL,2020-03-05 19:18:32.347000,HALIL,2020-03-05 19:18:32.360000
4410,2020-03-10 10:09:36.480000,KS002,M,KS0020000005028,,,,,,,,,,HALIL,2020-03-10 10:09:36.487000,HALIL,2020-03-10 10:09:36.503000
4416,2020-03-17 10:55:04.060000,KS002,M,KS0020000005032,,,,,,,,,,HALIL,2020-03-17 10:55:04.067000,HALIL,2020-03-17 10:55:04.077000
4419,2020-03-24 16:58:13.220000,KS002,M,KS0020000005035,,,,,,,,,,HALIL,2020-03-24 16:58:13.227000,HALIL,2020-03-24 16:58:13.237000
4420,2020-03-25 13:38:28.770000,KS002,M,,,,,,,,,,,HALIL,2020-03-25 13:38:28.783000,HALIL,2020-03-25 13:38:28.793000
4439,2020-07-21 14:58:41.050000,KS002,M,,,,,,,,,,,HALIL,2020-07-21 14:58:41.070000,HALIL,2020-07-21 14:58:41.080000
4443,2020-08-10 19:35:02.320000,KS002,M,,,,,,,,,,,HALIL,2020-08-10 19:35:02.320000,HALIL,2020-08-10 19:35:02.320000
