FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NoBaBs,NeedCalculate
685110,C,AD,2023-01-15 12:04:51,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-16 12:07:14.967000,BERRIN,2023-01-16 12:07:24.863000,,,,,,2023-01-16 12:07:24.863000,2023-01-16 12:07:25.110000,,,,0
685111,K,GO,2023-01-15 12:07:35,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 12:08:39.703000,BERRIN,2023-01-16 12:08:39.703000,,,,,,2023-01-16 12:08:39.830000,2023-01-16 12:08:40.280000,,,,0
685112,K,GO,2023-01-15 12:10:53,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 12:13:39.857000,BERRIN,2023-01-16 12:13:39.857000,,,,,,2023-01-16 12:13:39.943000,2023-01-16 12:13:40.400000,,,,0
685113,K,NO,2023-01-14 12:19:39,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 12:20:11.393000,BERRIN,2023-01-16 12:20:25.933000,,,,,,2023-01-16 12:20:25.933000,2023-01-16 12:20:26.203000,,,,0
685114,C,AD,2023-01-13 12:22:04,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-16 12:22:22.653000,BERRIN,2023-01-16 12:22:22.653000,,,,,,2023-01-16 12:22:22.693000,2023-01-16 12:22:23.217000,,,,0
685115,C,AD,2023-01-15 12:45:56,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-16 12:47:32.950000,BERRIN,2023-01-16 12:47:40.550000,,,,,,2023-01-16 12:47:40.550000,2023-01-16 12:47:41.593000,,,,0
685116,C,AD,2023-01-14 12:47:42,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-16 12:48:52.687000,BERRIN,2023-01-17 15:03:19.357000,,,,,,2023-01-17 15:03:19.383000,2023-01-17 15:03:20.393000,,,,0
685117,K,KT,2023-01-16 13:48:17,GİDER,H01,KS007,,,,,0,,,NUR,2023-01-16 13:49:05.410000,NUR,2023-01-16 13:49:05.410000,,,,,,2023-01-16 13:49:05.567000,2023-01-16 13:49:06.603000,,,,0
685118,K,KT,2023-01-16 14:21:03,NAKİT,V01,KS002,,,,,0,,,LIN,2023-01-16 14:21:59.670000,AIDAANA,2023-01-17 00:37:45.347000,,,,,,2023-01-17 00:37:45.360000,2023-01-17 00:37:45.890000,,,,0
685119,K,KT,2023-01-16 14:41:38,NAKIT,R01,KS005,,,,,0,,,RAYMOOL,2023-01-16 14:43:04.370000,RAYMOOL,2023-01-16 14:43:04.370000,,,,,,2023-01-16 14:43:04.430000,2023-01-16 14:43:05.070000,,,,0
685120,K,KT,2023-01-16 15:16:00,NAKIT,Z01,KM01,,,,,0,,,ZBURNU,2023-01-16 15:16:28.750000,ZBURNU,2023-01-16 15:16:28.750000,,,,,,2023-01-16 15:16:28.820000,2023-01-16 15:16:29.563000,,,,0
685121,K,KT,2023-01-16 15:33:52,NAKİT,H01,KS007,,,,,0,,,NUR,2023-01-16 15:34:38.623000,KLAS,2023-01-17 00:45:11.767000,,,,,,2023-01-17 00:45:11.783000,2023-01-17 00:45:12.363000,,,,0
685122,K,KT,2023-01-16 16:42:21,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-16 16:55:22.423000,NAZERKE,2023-01-16 16:55:22.423000,,,,,,2023-01-16 16:55:22.707000,2023-01-16 16:55:23.410000,,,,0
685123,K,KT,2023-01-16 16:46:03,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-16 16:57:02.967000,ZBURNU,2023-01-16 16:57:02.967000,,,,,,2023-01-16 16:57:03.080000,2023-01-16 16:57:03.617000,,,,0
685124,K,KT,2023-01-16 17:11:10,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-16 17:11:40.740000,SEMRA,2023-01-16 17:11:40.743000,,,,,,2023-01-16 17:11:40.787000,2023-01-16 17:11:41.300000,,,,0
685125,C,BD,2023-01-16 17:25:58,,,KS006,,,,,0,,,laleli,2023-01-16 17:26:16.930000,laleli,2023-01-16 17:26:16.930000,,,,,,2023-01-16 17:26:16.977000,2023-01-16 17:26:17.360000,,,,0
685126,K,BY,2023-01-16 17:39:14,,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 17:39:32.773000,BERRIN,2023-01-17 12:04:33.383000,,,,,,2023-01-17 12:04:33.397000,2023-01-17 12:04:33.667000,,,,0
685127,K,KT,2023-01-16 18:04:29,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-16 18:05:04.793000,SEMRA,2023-01-16 18:05:04.793000,,,,,,2023-01-16 18:05:04.850000,2023-01-16 18:05:05.280000,,,,0
685128,K,NT,2023-01-16 18:13:53,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:14:24.760000,BERRIN,2023-01-16 19:14:10.650000,,,,,,2023-01-16 19:14:10.663000,2023-01-16 19:14:11.010000,,,,0
685129,K,NO,2023-01-16 12:55:51,,L01,KS006,,,,,0,,,laleli,2023-01-16 18:17:00.733000,laleli,2023-01-16 18:17:00.733000,,,,,,2023-01-16 18:17:00.800000,2023-01-16 18:17:01.283000,,,,0
685130,K,NO,2023-01-16 18:17:08,EMANET,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:17:28.943000,BERRIN,2023-01-17 12:01:07.753000,,,,,,2023-01-17 12:01:07.770000,2023-01-17 12:01:08.067000,,,,0
685131,K,NO,2023-01-16 18:17:36,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:18:01.610000,BERRIN,2023-01-16 19:27:03.850000,,,,,,2023-01-16 19:27:03.870000,2023-01-16 19:27:04.137000,,,,0
685132,K,GO,2023-01-16 18:18:53,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:19:20.337000,BERRIN,2023-01-17 11:59:01.840000,,,,,,2023-01-17 11:59:01.860000,2023-01-17 11:59:02.590000,,,,0
685133,K,NO,2023-01-16 18:19:24,,L01,KS006,,,,,0,,,laleli,2023-01-16 18:21:19.340000,laleli,2023-01-16 19:52:03.670000,,,,,,2023-01-16 19:52:03.680000,2023-01-16 19:52:04.247000,,,,0
685134,K,NT,2023-01-16 18:21:33,,L01,KS006,,,,,0,,,laleli,2023-01-16 18:22:14.743000,laleli,2023-01-16 18:51:30.100000,,,,,,2023-01-16 18:51:30.100000,2023-01-16 18:51:30.367000,,,,0
685135,K,NO,2023-01-16 18:22:22,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:23:09.037000,BERRIN,2023-01-16 19:52:22.923000,,,,,,2023-01-16 19:52:24.310000,2023-01-16 19:52:25.450000,,,,0
685136,K,NO,2023-01-16 18:23:12,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:23:58.633000,BERRIN,2023-01-16 18:23:58.633000,,,,,,2023-01-16 18:23:58.667000,2023-01-16 18:23:59.027000,,,,0
685137,K,KT,2023-01-16 18:33:16,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-16 18:34:29.530000,AYTOLGUN,2023-01-16 18:55:11.643000,,,,,,2023-01-16 18:55:11.657000,2023-01-16 18:55:12.147000,,,,0
685138,K,NT,2023-01-16 18:51:34,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 18:51:56.070000,BERRIN,2023-01-16 18:51:56.070000,,,,,,2023-01-16 18:51:56.107000,2023-01-16 18:51:56.510000,,,,0
685139,K,NT,2023-01-16 18:58:28,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-16 19:06:59.510000,BERRIN,2023-01-16 19:09:26.870000,,,,,,2023-01-16 19:09:26.897000,2023-01-16 19:09:27.473000,,,,0
685140,K,NT,2023-01-16 19:07:02,FR,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 19:08:02.693000,BERRIN,2023-01-16 19:08:02.693000,,,,,,2023-01-16 19:08:02.803000,2023-01-16 19:08:03.567000,,,,0
685141,K,KT,2023-01-16 19:09:33,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-16 19:10:04.947000,BERRIN,2023-01-16 19:10:04.947000,,,,,,2023-01-16 19:10:05.230000,2023-01-16 19:10:05.800000,,,,0
685142,K,NO,2023-01-16 19:14:34,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 19:14:51.427000,BERRIN,2023-01-16 19:14:51.427000,,,,,,2023-01-16 19:14:51.490000,2023-01-16 19:14:51.907000,,,,0
685143,K,NO,2023-01-16 19:20:37,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-16 19:21:21.530000,AKKALAMALL,2023-01-16 19:21:21.530000,,,,,,2023-01-16 19:21:21.583000,2023-01-16 19:21:22.077000,,,,0
685144,K,GO,2023-01-16 19:23:31,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-16 19:23:53.640000,AKKALAMALL,2023-01-16 19:23:53.640000,,,,,,2023-01-16 19:23:53.680000,2023-01-16 19:23:54.087000,,,,0
685145,K,NO,2023-01-16 19:26:54,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-16 19:27:14.427000,AKKALAMALL,2023-01-16 19:27:14.427000,,,,,,2023-01-16 19:27:15.680000,2023-01-16 19:27:17.213000,,,,0
685146,K,KT,2023-01-16 20:42:43,GIDER,R01,KS005,,,,,0,,,RAYMOOL,2023-01-16 20:45:30.680000,RAYMOOL,2023-01-16 20:45:30.680000,,,,,,2023-01-16 20:45:30.730000,2023-01-16 20:45:31.213000,,,,0
685147,K,KT,2023-01-16 23:26:49,AVANS,V01,KS002,,,,,0,,,AIDAANA,2023-01-16 23:28:46.247000,AIDAANA,2023-01-16 23:28:46.247000,,,,,,2023-01-16 23:28:46.273000,2023-01-16 23:28:46.600000,,,,0
685148,C,AD,2023-01-16 11:36:29,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-17 11:38:37.453000,BERRIN,2023-01-17 11:38:37.453000,,,,,,2023-01-17 11:38:37.487000,2023-01-17 11:38:38.193000,,,,0
685149,K,KT,2023-01-17 11:43:07,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-17 11:44:05.580000,AIDAANA,2023-01-18 00:44:08.973000,,,,,,2023-01-18 00:44:08.983000,2023-01-18 00:44:09.567000,,,,0
685150,C,AD,2023-01-17 11:45:02,FIRMA,,KS001,,,,,0,,,BEKIR,2023-01-17 11:52:09.743000,BEKIR,2023-01-17 11:53:25.280000,,,,,,2023-01-17 11:53:25.333000,2023-01-17 11:53:25.660000,,,,0
685151,K,GO,2023-01-16 11:59:15,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 12:00:43.067000,BERRIN,2023-01-17 15:15:02.230000,,,,,,2023-01-17 15:15:02.230000,2023-01-17 15:15:02.507000,,,,0
685152,K,NO,2023-01-16 12:05:37,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 12:06:03.797000,BERRIN,2023-01-17 12:06:03.797000,,,,,,2023-01-17 12:06:03.830000,2023-01-17 12:06:04.190000,,,,0
685153,K,NO,2023-01-16 12:06:06,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 12:06:26.283000,BERRIN,2023-01-17 12:06:26.283000,,,,,,2023-01-17 12:06:26.330000,2023-01-17 12:06:26.690000,,,,0
685154,C,AD,2023-01-16 12:16:23,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-17 12:18:29.860000,BERRIN,2023-01-17 12:18:29.860000,,,,,,2023-01-17 12:18:29.940000,2023-01-17 12:18:30.390000,,,,0
685155,C,BD,2023-01-16 12:19:43,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-17 12:21:00.290000,BERRIN,2023-01-17 12:21:00.290000,,,,,,2023-01-17 12:21:00.327000,2023-01-17 12:21:00.780000,,,,0
685156,C,AD,2023-01-16 12:24:07,TOPTAN,,KS001,,,,,0,,,BERRIN,2023-01-17 12:31:46.510000,BERRIN,2023-01-17 12:31:54.280000,,,,,,2023-01-17 12:31:54.280000,2023-01-17 12:31:54.523000,,,,0
685157,C,BD,2023-01-16 12:32:33,TOPTAN,,KS001,,,,,0,,,BERRIN,2023-01-17 12:32:57.257000,BERRIN,2023-01-17 12:32:57.257000,,,,,,2023-01-17 12:32:57.287000,2023-01-17 12:32:59.137000,,,,0
685158,C,AD,2023-01-17 13:55:09,NWS,,KS006,,,,,0,,,laleli,2023-01-17 14:08:03.903000,laleli,2023-01-17 14:08:03.903000,,,,,,2023-01-17 14:08:05.347000,2023-01-17 14:08:07.607000,,,,0
685159,K,KT,2023-01-17 14:54:42,NAKİT,H01,KS007,,,,,0,,,NUR,2023-01-17 14:55:12.253000,KLAS,2023-01-18 00:15:19.870000,,,,,,2023-01-18 00:15:19.897000,2023-01-18 00:15:20.430000,,,,0
685160,K,KT,2023-01-17 15:23:14,NAKIT,Z01,KM01,,,,,0,,,ZBURNU,2023-01-17 15:23:33.803000,ZBURNU,2023-01-17 15:23:33.803000,,,,,,2023-01-17 15:23:33.857000,2023-01-17 15:23:34.453000,,,,0
685161,K,KT,2023-01-17 15:41:36,NAKİT,V01,KS002,,,,,0,,,AIDAANA,2023-01-17 15:49:55.620000,AIDAANA,2023-01-18 00:11:19.940000,,,,,,2023-01-18 00:11:19.970000,2023-01-18 00:11:20.417000,,,,0
685162,C,AD,2023-01-17 12:58:22,,,KS006,,,,,0,,,laleli,2023-01-17 16:16:02.743000,laleli,2023-01-17 16:17:36.353000,,,,,,2023-01-17 16:17:36.837000,2023-01-17 16:17:37.893000,,,,0
685163,K,KT,2023-01-17 16:49:33,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-17 16:50:26.350000,SEMRA,2023-01-17 16:50:26.350000,,,,,,2023-01-17 16:50:26.423000,2023-01-17 16:50:27.007000,,,,0
685164,K,KT,2023-01-17 17:04:26,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-17 17:07:28.143000,ZBURNU,2023-01-17 17:07:28.143000,,,,,,2023-01-17 17:07:28.493000,2023-01-17 17:07:29.503000,,,,0
685165,K,NT,2023-01-17 17:24:04,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 17:24:36.980000,BERRIN,2023-01-18 11:03:24.787000,,,,,,2023-01-18 11:03:24.813000,2023-01-18 11:03:25.230000,,,,0
685166,K,NO,2023-01-17 17:24:41,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 17:24:55.097000,BERRIN,2023-01-18 11:03:39.213000,,,,,,2023-01-18 11:03:39.223000,2023-01-18 11:03:39.513000,,,,0
685167,K,NT,2023-01-17 17:26:52,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-17 17:30:47.280000,BERRIN,2023-01-18 11:01:03.230000,,,,,,2023-01-18 11:01:03.243000,2023-01-18 11:01:03.790000,,,,0
685168,K,KT,2023-01-17 17:26:49,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-17 17:35:52.590000,NAZERKE,2023-01-17 17:35:52.590000,,,,,,2023-01-17 17:35:52.707000,2023-01-17 17:35:53.347000,,,,0
685169,K,KT,2023-01-17 17:37:33,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-17 17:38:06.390000,BERRIN,2023-01-18 11:02:22.087000,,,,,,2023-01-18 11:02:22.110000,2023-01-18 11:02:23.060000,,,,0
685170,K,NT,2023-01-17 15:21:32,,L01,KS006,,,,,0,,,laleli,2023-01-17 17:44:12.243000,laleli,2023-01-17 17:44:12.243000,,,,,,2023-01-17 17:44:12.273000,2023-01-17 17:44:12.680000,,,,0
685171,K,NO,2023-01-17 17:44:14,,L01,KS006,,,,,0,,,laleli,2023-01-17 17:44:45.113000,laleli,2023-01-18 11:44:54.473000,,,,,,2023-01-18 11:44:54.500000,2023-01-18 11:44:55.013000,,,,0
685172,K,NO,2023-01-17 17:44:50,EMANET,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 17:45:26.990000,BERRIN,2023-01-17 17:45:26.990000,,,,,,2023-01-17 17:45:27.020000,2023-01-17 17:45:27.450000,,,,0
685173,K,GO,2023-01-17 17:47:17,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 17:50:53.100000,BERRIN,2023-01-18 11:18:45.090000,,,,,,2023-01-18 11:18:45.120000,2023-01-18 11:18:46.040000,,,,0
685174,K,NO,2023-01-17 17:52:46,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 17:53:18.567000,BERRIN,2023-01-17 17:53:18.567000,,,,,,2023-01-17 17:53:18.603000,2023-01-17 17:53:19.123000,,,,0
685175,K,NO,2023-01-17 17:53:25,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 17:55:10.600000,BERRIN,2023-01-17 17:55:10.600000,,,,,,2023-01-17 17:55:10.640000,2023-01-17 17:55:11.130000,,,,0
685176,K,KT,2023-01-17 18:10:24,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-17 18:10:56.670000,SEMRA,2023-01-17 18:10:56.670000,,,,,,2023-01-17 18:10:56.717000,2023-01-17 18:10:57.177000,,,,0
685177,K,NO,2023-01-17 18:37:43,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 18:38:03.130000,BERRIN,2023-01-18 11:45:10.833000,,,,,,2023-01-18 11:45:10.853000,2023-01-18 11:45:11.147000,,,,0
685178,K,NT,2023-01-17 18:57:58,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-17 18:58:11.467000,BERRIN,2023-01-17 18:58:11.467000,,,,,,2023-01-17 18:58:11.513000,2023-01-17 18:58:11.997000,,,,0
685179,K,NO,2023-01-17 18:58:43,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-17 18:59:59.313000,AKKALAMALL,2023-01-17 18:59:59.313000,,,,,,2023-01-17 18:59:59.360000,2023-01-17 18:59:59.843000,,,,0
685180,K,GO,2023-01-17 19:00:24,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-17 19:00:55.350000,AKKALAMALL,2023-01-17 19:00:55.350000,,,,,,2023-01-17 19:00:55.410000,2023-01-17 19:00:55.930000,,,,0
685181,K,NO,2023-01-17 19:01:16,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-17 19:02:54.030000,AKKALAMALL,2023-01-17 19:02:54.030000,,,,,,2023-01-17 19:02:54.107000,2023-01-17 19:02:54.923000,,,,0
685182,K,KT,2023-01-17 19:14:30,GİDER,F01,KS004,,,,,0,,,FAMILYMOOL,2023-01-17 19:17:10.893000,FAMILYMOOL,2023-01-17 19:17:10.897000,,,,,,2023-01-17 19:17:12.227000,2023-01-17 19:17:15.030000,,,,0
685183,C,AD,2023-01-18 10:30:13,ONLINE TRENDYOL,,KS008,,,,,0,,,ASLINUR,2023-01-18 10:36:17.330000,ASLINUR,2023-01-18 10:36:17.330000,,,,,,2023-01-18 10:36:17.443000,2023-01-18 10:36:17.990000,,,,0
685184,C,AD,2023-01-18 10:37:19,ONLINE HEPSİBURADA,,KS008,,,,,0,,,ASLINUR,2023-01-18 10:41:07.733000,ASLINUR,2023-01-18 10:41:07.733000,,,,,,2023-01-18 10:41:07.817000,2023-01-18 10:41:08.303000,,,,0
685185,C,AD,2023-01-18 10:41:10,ONLINE ÇİÇEKSEPETİ,,KS008,,,,,0,,,ASLINUR,2023-01-18 10:43:32.160000,ASLINUR,2023-01-18 10:43:32.160000,,,,,,2023-01-18 10:43:32.200000,2023-01-18 10:43:32.563000,,,,0
685186,K,GO,2023-01-17 11:38:13,IRKAGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 11:38:33.980000,BERRIN,2023-01-18 11:38:33.980000,,,,,,2023-01-18 11:38:34.020000,2023-01-18 11:38:34.360000,,,,0
685187,C,AD,2023-01-17 12:06:10,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-18 12:07:38.717000,BERRIN,2023-01-18 12:07:38.717000,,,,,,2023-01-18 12:07:39.420000,2023-01-18 12:07:40.110000,,,,0
685188,C,BD,2023-01-17 12:07:48,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-18 12:08:29.990000,BERRIN,2023-01-18 12:08:29.990000,,,,,,2023-01-18 12:08:30.027000,2023-01-18 12:08:30.420000,,,,0
685189,C,AD,2023-01-18 12:31:48,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-18 12:33:01.597000,BERRIN,2023-01-18 12:33:19.090000,,,,,,2023-01-18 12:33:19.110000,2023-01-18 12:33:19.583000,,,,0
685208,K,KT,2023-01-18 14:13:17,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-18 14:16:03.660000,ERBIL,2023-01-18 14:16:03.660000,,,,,,2023-01-18 14:16:03.710000,2023-01-18 14:16:04.347000,,,,0
685212,K,KT,2023-01-18 14:27:46,AVANS,V01,KS002,,,,,0,,,AIDAANA,2023-01-18 14:28:29.503000,AIDAANA,2023-01-18 14:28:29.507000,,,,,,2023-01-18 14:28:29.537000,2023-01-18 14:28:29.910000,,,,0
685215,K,KT,2023-01-18 14:28:26,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-18 14:31:39.020000,AIDAANA,2023-01-19 00:46:40.507000,,,,,,2023-01-19 00:46:40.520000,2023-01-19 00:46:40.927000,,,,0
685216,K,BY,2023-01-01 14:30:55,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:31:41.910000,BERRIN,2023-01-18 14:31:41.910000,,,,,,2023-01-18 14:31:42.003000,2023-01-18 14:31:42.413000,,,,0
685217,K,GO,2023-01-01 14:31:56,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:35:45.720000,BERRIN,2023-01-18 14:35:45.720000,,,,,,2023-01-18 14:35:45.883000,2023-01-18 14:35:46.647000,,,,0
685218,K,GO,2023-01-02 14:35:47,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:38:09.197000,BERRIN,2023-01-18 14:38:09.200000,,,,,,2023-01-18 14:38:09.327000,2023-01-18 14:38:10.020000,,,,0
685219,K,BY,2023-01-02 14:38:23,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:38:37.430000,BERRIN,2023-01-18 14:38:37.430000,,,,,,2023-01-18 14:38:37.467000,2023-01-18 14:38:37.813000,,,,0
685220,K,GO,2023-01-04 14:38:52,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:41:33.037000,BERRIN,2023-01-18 14:41:33.037000,,,,,,2023-01-18 14:41:33.153000,2023-01-18 14:41:33.667000,,,,0
685221,K,KT,2023-01-18 14:41:10,NAKİT,V01,KS002,,,,,0,,,AIDAANA,2023-01-18 14:42:05.200000,AIDAANA,2023-01-18 22:53:04.807000,,,,,,2023-01-18 22:53:04.827000,2023-01-18 22:53:05.460000,,,,0
685222,K,BY,2023-01-04 14:38:47,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:42:45.823000,BERRIN,2023-01-18 14:42:45.823000,,,,,,2023-01-18 14:42:45.867000,2023-01-18 14:42:46.383000,,,,0
685223,K,BY,2023-01-05 14:46:00,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:46:22.340000,BERRIN,2023-01-18 14:46:22.340000,,,,,,2023-01-18 14:46:22.363000,2023-01-18 14:46:22.807000,,,,0
685224,K,GO,2023-01-05 14:46:44,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:47:09.630000,BERRIN,2023-01-18 14:47:20.610000,,,,,,2023-01-18 14:47:22.347000,2023-01-18 14:47:24.357000,,,,0
685225,K,GO,2023-01-06 14:47:27,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:51:15.253000,BERRIN,2023-01-18 14:51:15.253000,,,,,,2023-01-18 14:51:15.430000,2023-01-18 14:51:16.030000,,,,0
685226,K,BY,2023-01-06 14:51:26,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:51:59.060000,BERRIN,2023-01-18 14:51:59.060000,,,,,,2023-01-18 14:51:59.090000,2023-01-18 14:51:59.450000,,,,0
685227,K,GO,2023-01-07 14:52:05,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:55:00.173000,BERRIN,2023-01-18 14:55:00.173000,,,,,,2023-01-18 14:55:00.287000,2023-01-18 14:55:00.760000,,,,0
685228,K,BY,2023-01-07 14:55:34,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:55:49.230000,BERRIN,2023-01-18 14:55:49.230000,,,,,,2023-01-18 14:55:49.253000,2023-01-18 14:55:49.577000,,,,0
685229,K,GO,2023-01-08 14:56:28,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 14:59:24.753000,BERRIN,2023-01-18 18:07:39.467000,,,,,,2023-01-18 18:07:39.467000,2023-01-18 18:07:39.917000,,,,0
685230,K,NO,2023-01-10 13:58:50,,T02,KS010,,,,,0,,,TAMASA,2023-01-18 15:04:37.840000,TAMASA,2023-01-18 15:04:37.840000,,,,,,2023-01-18 15:04:37.973000,2023-01-18 15:04:38.863000,,,,0
685231,K,NO,2023-01-18 15:05:56,,T02,KS010,,,,,0,,,TAMASA,2023-01-18 15:20:31.350000,TAMASA,2023-01-18 15:20:31.350000,,,,,,2023-01-18 15:20:31.503000,2023-01-18 15:20:32.213000,,,,0
685232,K,GG,2023-01-18 15:21:07,,H01,KS007,,,,,0,,,BERRIN,2023-01-18 15:21:29.927000,BERRIN,2023-01-18 15:21:29.927000,,,,,,2023-01-18 15:21:29.963000,2023-01-18 15:21:30.367000,,,,0
685233,K,NT,2023-01-18 15:21:15,,T02,KS010,,,,,0,,,TAMASA,2023-01-18 15:22:00.897000,TAMASA,2023-01-18 15:22:00.897000,,,,,,2023-01-18 15:22:00.970000,2023-01-18 15:22:01.600000,,,,0
685234,K,KT,2023-01-18 15:33:58,NAKİT,H01,KS007,,,,,0,,,KLAS,2023-01-18 15:34:55.280000,KLAS,2023-01-18 22:48:14.193000,,,,,,2023-01-18 22:48:14.227000,2023-01-18 22:48:15.100000,,,,0
685235,K,KT,2023-01-18 16:28:30,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-18 16:28:59.790000,ZBURNU,2023-01-18 16:28:59.790000,,,,,,2023-01-18 16:28:59.850000,2023-01-18 16:29:00.423000,,,,0
685236,K,KT,2023-01-18 17:21:52,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-18 17:25:49.630000,ERBIL,2023-01-18 17:25:49.630000,,,,,,2023-01-18 17:25:49.670000,2023-01-18 17:25:50.217000,,,,0
685237,K,BY,2023-01-18 17:29:08,,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 17:29:24.443000,BERRIN,2023-01-19 11:11:00.510000,,,,,,2023-01-19 11:11:00.530000,2023-01-19 11:11:00.920000,,,,0
685238,C,AD,2023-01-18 17:50:13,ONLINE FLO,,KS008,,,,,0,,,ASLINUR,2023-01-18 17:52:58.287000,ASLINUR,2023-01-18 17:52:58.287000,,,,,,2023-01-18 17:52:58.347000,2023-01-18 17:52:58.860000,,,,0
685239,K,NT,2023-01-18 17:51:19,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-18 17:54:43.797000,BERRIN,2023-01-18 17:55:37.667000,,,,,,2023-01-18 17:55:37.693000,2023-01-18 17:55:38.110000,,,,0
685240,C,AD,2023-01-18 17:53:02,ONLINE TRENDYOL,,KS008,,,,,0,,,ASLINUR,2023-01-18 17:55:48.723000,ASLINUR,2023-01-18 17:55:48.723000,,,,,,2023-01-18 17:55:48.850000,2023-01-18 17:55:49.537000,,,,0
