AreaCode,CityCode,AreaDescriptionTr,AreaDescriptionEN,LinkedArea,DBName
4806,42,ORGENERAL TURAL,ORGENERAL TURAL,4058,TANCA
4807,42,ÇİMENLİK,CIMENLIK,1910,TANCA
4808,42,HACIİBALİ,HACIIBALI,1910,TANCA
4809,42,ELMACI,ELMACI,1910,TANCA
4810,42,YAYLAPINAR,YAYLAPINAR,4058,TANCA
4811,42,OSMAN GAZİ,OSMAN GAZI,4058,TANCA
4812,42,DR.ZİYA BARLAS,DR.ZIYA BARLAS,4058,TANCA
4813,42,YAKA MERAM,YAKA MERAM,4058,TANCA
4814,42,DOGU HADİMİ,DOGU HADIMI,4058,TANCA
4815,42,HARMANCI,HARMANCI,4058,TANCA
4816,42,AŞKAN,ASKAN,4058,TANCA
4817,42,ORHAN GAZİ,ORHAN GAZI,1910,TANCA
4818,42,TAŞRAKARAASLAN,TASRAKARAASLAN,1910,TANCA
4819,42,2 ORGANİZE,2 ORGANIZE,1918,TANCA
4820,42,3 ORGANİZE,3 ORGANIZE,1918,TANCA
4821,42,BUSAN SANAYİ,BUSAN SANAYI,1918,TANCA
4822,42,MATBACILAR,MATBACILAR,1918,TANCA
4823,42,FEVZİ ÇAKMAK,FEVZI CAKMAK,1910,TANCA
4825,42,DÖKÜMCÜLER,DOKUMCULER,1910,TANCA
4826,42,KURUYEMİŞÇİLER,KURUYEMISCILER,1910,TANCA
4827,42,HIRDAVITÇILAR,HIRDAVITCILAR,1918,TANCA
4828,42,YENİ BUGDAY PAZARI,YENI BUGDAY PAZARI,568,TANCA
4829,42,ŞEYH ŞAMİL,SEYH SAMIL,1918,TANCA
4830,42,HUSAMETTİN ÇELEBİ,HUSAMETTIN CELEBI,1918,TANCA
4831,42,SELEHATTİN EYYÜBİ,SELEHATTIN EYYUBI,1918,TANCA
4832,42,SİLLE PARSANA,SILLE PARSANA,1918,TANCA
4833,42,BUHARE,BUHARE,1918,TANCA
4834,42,KOCATEPE,KOCATEPE,1918,TANCA
4835,42,DUMLUPINAR,DUMLUPINAR,1918,TANCA
4836,42,RAUF ORBAY,RAUF ORBAY,1918,TANCA
4837,42,MALAZGRİT,MALAZGRIT,1918,TANCA
4838,42,SANCAK,SANCAK,1918,TANCA
4840,42,ÇATALTÖMEK,CATALTOMEK,1910,TANCA
4841,42,FETİH,FETIH,1918,TANCA
4842,42,ŞEYH ULEMA,SEYH ULEMA,1910,TANCA
4843,42,HACI VEYISZADE,HACI VEYISZADE,1910,TANCA
4845,42,H.YUSUF MESCİT,H.YUSUF MESCIT,1910,TANCA
4846,42,H.CEMİL,H.CEMIL,1910,TANCA
4847,42,ERENLER,ERENLER,1910,TANCA
4848,42,TATLICAK,TATLICAK,1910,TANCA
4849,42,HURDACILAR,HURDACILAR,1910,TANCA
4850,42,FATİH DEMİRCİLER,FATIH DEMIRCILER,1910,TANCA
4851,42,YENİ MARANGOZLAR,YENI MARANGOZLAR,1910,TANCA
4852,42,YANIK CAMİ,YANIK CAMI,1910,TANCA
4853,42,POLAT,POLAT,1910,TANCA
4854,42,ORTA MESCİT,ORTA MESCIT,1910,TANCA
4855,42,SARNIÇ,SARNIC,1910,TANCA
4856,42,KEYKUBAT SANAYİ,KEYKUBAT SANAYI,1910,TANCA
4857,42,ESKİ SANAYİ,ESKI SANAYI,1918,TANCA
4858,42,KARATAY SANAYİ,KARATAY SANAYI,1918,TANCA
4859,42,OTO PARÇACILAR,OTO PARCACILAR,1918,TANCA
4860,42,MARANGOZLAR,MARANGOZLAR,1918,TANCA
4561,35,YUNUS EMRE,YUNUS EMRE,1896,TANCA
4562,35,DEVRİM,DEVRIM,1896,TANCA
4563,35,KİBAR,KIBAR,1896,TANCA
4564,35,UZNUDERE,UZNUDERE,1896,TANCA
4565,35,ABDİ İPEKÇİ,ABDI IPEKCI,1896,TANCA
4566,35,İHSAN ALYANAK,IHSAN ALYANAK,1896,TANCA
4567,35,PEKER,PEKER,1896,TANCA
4568,35,AYDIN,AYDIN,1896,TANCA
4569,35,EMREZ,EMREZ,467,TANCA
4570,35,AKTEPE,AKTEPE,467,TANCA
4571,35,IRMAK,IRMAK,467,TANCA
4572,35,BİNBAŞI REŞAT BEY,BINBASI RESAT BEY,467,TANCA
4573,35,DOKUZEYLÜL,DOKUZEYLUL,467,TANCA
4574,35,GAZİ,GAZI,467,TANCA
4575,35,ATIFBEY,ATIFBEY,467,TANCA
4576,35,SEYDİ KENT,SEYDI KENT,467,TANCA
4577,35,ŞİRİNTEPE,SIRINTEPE,4091,TANCA
4578,35,GÜZELTEPE,GUZELTEPE,4091,TANCA
4579,35,KÖYİÇİ,KOYICI,4091,TANCA
4580,35,İSTASYON ALTI,ISTASYON ALTI,4091,TANCA
4581,35,BÜYÜKÇİĞLİ,BUYUKCIGLI,4091,TANCA
4582,35,KÜÇÜKÇİĞLİ,KUCUKCIGLI,4091,TANCA
4583,35,BALATÇIK,BALATCIK,4091,TANCA
4584,35,HARMANDALI,HARMANDALI,4091,TANCA
4585,35,AOSB,AOSB,4091,TANCA
4586,35,ATA SANAYİ SİTESİ,ATA SANAYI SITESI,4091,TANCA
4587,35,MENEMEN DERİ SER.BÖL.,MENEMEN DERI SER.BOL.,484,TANCA
4588,35,ALTINTAŞ,ALTINTAS,1896,TANCA
4589,35,KILIÇREİS,KILICREIS,1896,TANCA
4590,35,PİRİ REİS,PIRI REIS,1896,TANCA
4591,35,MURAT REİS,MURAT REIS,1896,TANCA
4592,35,BAHÇELİEVLER,BAHCELIEVLER,1896,TANCA
4593,35,GÜNEŞLİ,GUNESLI,1896,TANCA
4594,35,KAZIM KARABEKİR,KAZIM KARABEKIR,1896,TANCA
4595,35,DOĞANAY,DOGANAY,1896,TANCA
4596,35,REFET BELE,REFET BELE,1896,TANCA
4697,35,DEMİRKÖPRÜ,DEMIRKOPRU,1913,TANCA
4698,35,DEDEBAŞI,DEDEBASI,1913,TANCA
4699,35,GONCALAR,GONCALAR,1913,TANCA
4700,35,NERGİZ,NERGIZ,1913,TANCA
4701,35,ATAKENT,ATAKENT,1913,TANCA
4702,35,YALI,YALI,1913,TANCA
4703,35,ŞEMİKLER,SEMIKLER,1913,TANCA
4704,64,1 EYLÜL SANAYİ SİTESİ,1 EYLUL SANAYI SITESI,868,TANCA
4705,64,ÜNALAN,UNALAN,868,TANCA
4706,64,FEVZİÇAKMAK,FEVZICAKMAK,868,TANCA
4707,64,KEMALÖZ,KEMALOZ,868,TANCA
4708,64,ATATÜRK,ATATURK,868,TANCA
4709,64,CUMHURİYET,CUMHURIYET,868,TANCA
4710,64,DİKİLİTAŞ,DIKILITAS,868,TANCA
4711,64,KARAĞAÇ,KARAGAC,868,TANCA
4712,64,FATİH,FATIH,868,TANCA
4713,64,ÖZDEMİR,OZDEMIR,868,TANCA
4714,64,ÇANLI TABAKHANELER,CANLI TABAKHANELER,868,TANCA
4715,64,MEHMET AKİF,MEHMET AKIF,868,TANCA
4716,64,SARAYALTI,SARAYALTI,868,TANCA
4717,64,ELMALIDERE,ELMALIDERE,868,TANCA
4718,64,İSLİCE,ISLICE,868,TANCA
4719,64,BOZKURT,BOZKURT,868,TANCA
4720,64,IŞIK,ISIK,868,TANCA
4721,64,DURAK,DURAK,868,TANCA
4722,64,AYBEY,AYBEY,868,TANCA
4723,64,KURTULUŞ,KURTULUS,868,TANCA
4724,64,ORGANİZE,ORGANIZE,868,TANCA
4725,38,ÖRNEKEVLER,ORNEKEVLER,1922,TANCA
4726,38,GEVHERNESİBE,GEVHERNESIBE,1922,TANCA
4727,38,CAMİKEBİR,CAMIKEBIR,4047,TANCA
4728,38,CUMHURİYET,CUMHURIYET,4047,TANCA
4729,38,İSLİMPAŞA,ISLIMPASA,4047,TANCA
4730,38,GÜLÜK,GULUK,4047,TANCA
4731,38,TACETTİN VELİ,TACETTIN VELI,4047,TANCA
4732,38,KALPAKLIOĞLU,KALPAKLIOGLU,4047,TANCA
4733,38,GAVREMOĞLU,GAVREMOGLU,4047,TANCA
4734,38,SEYİTGAZİ,SEYITGAZI,4047,TANCA
4735,38,YANIKOĞLU,YANIKOGLU,4047,TANCA
4736,38,KÜÇÜKALİ,KUCUKALI,4047,TANCA
4737,38,SERÇEÖNÜ,SERCEONU,1922,TANCA
4738,38,SAHABİYE,SAHABIYE,1922,TANCA
4739,38,FATİH,FATIH,1922,TANCA
4740,38,FEVZİÇAKMAK,FEVZICAKMAK,1922,TANCA
4741,38,MİMARSİNAN,MIMARSINAN,1922,TANCA
4742,38,ERCİYESEVLER,ERCIYESEVLER,1922,TANCA
4744,38,ALPARSLAN,ALPARSLAN,4047,TANCA
4745,38,KILIÇARSLAN,KILICARSLAN,4047,TANCA
4746,38,GÜLTEPE,GULTEPE,4047,TANCA
4747,38,YILDIZEVLER,YILDIZEVLER,1922,TANCA
4748,38,UĞUREVLER,UGUREVLER,1922,TANCA
4749,38,ARGINCIK,ARGINCIK,1922,TANCA
4750,38,ALSANCAK,ALSANCAK,1922,TANCA
4751,38,FEVZİOĞLU,FEVZIOGLU,1922,TANCA
4752,38,ESENTEPE,ESENTEPE,1922,TANCA
4753,38,TALATPAŞA\KOCASİNAN,TALATPASA\KOCASINAN,1922,TANCA
4754,38,BOZATLIPAŞA,BOZATLIPASA,1922,TANCA
4755,38,ZÜMRÜT,ZUMRUT,1922,TANCA
4756,38,HOCAAHMET YESEVİ,HOCAAHMET YESEVI,1922,TANCA
4757,38,HİLAL,HILAL,1922,TANCA
4758,38,KARPUZATAN,KARPUZATAN,1922,TANCA
4759,38,YENİ MAHALLE,YENI MAHALLE,1922,TANCA
4760,38,MEVLANA/KOCASİNAN,MEVLANA/KOCASINAN,1922,TANCA
4761,38,YENİŞEHİR,YENISEHIR,1922,TANCA
4456,35,SAKARYA,SAKARYA,1896,TANCA
4457,35,YENİ NAMAZGAH,YENI NAMAZGAH,1896,TANCA
4458,35,ALİREİS,ALIREIS,1896,TANCA
4459,35,SÜVARİ,SUVARI,1896,TANCA
4460,35,ÜLKÜ,ULKU,1896,TANCA
4461,35,KAHRAMAN MESCİD,KAHRAMAN MESCID,1896,TANCA
4462,35,TÜRKYILMAZ,TURKYILMAZ,1896,TANCA
4463,35,ODUNKAPI,ODUNKAPI,1896,TANCA
4464,35,BOZKURT,BOZKURT,1896,TANCA
4465,35,NAMIKKEMAL,NAMIKKEMAL,1896,TANCA
4466,35,TUZCU,TUZCU,1896,TANCA
4468,35,YENİDOĞAN,YENIDOGAN,1896,TANCA
4469,35,MIRALI,MIRALI,1896,TANCA
4470,35,AKARCALI,AKARCALI,1896,TANCA
4471,35,BALLIKUYU,BALLIKUYU,1896,TANCA
4472,35,KADİFEKALE,KADIFEKALE,1896,TANCA
4473,35,KOSOVA,KOSOVA,1896,TANCA
4474,35,YEŞİLDERE,YESILDERE,1896,TANCA
4475,35,AZİZİYE,AZIZIYE,1896,TANCA
4476,35,VEZİRAĞA,VEZIRAGA,1896,TANCA
4477,35,İMARİYE,IMARIYE,1896,TANCA
4478,35,BİRİNCİ KADRİYE,BIRINCI KADRIYE,1896,TANCA
4479,35,İKİNCİ KADRİYE,IKINCI KADRIYE,1896,TANCA
4480,35,ÇALDIRAN,CALDIRAN,1900,TANCA
4481,35,DUATEPE,DUATEPE,1896,TANCA
4482,35,HASAN ÖZDEMİR,HASAN OZDEMIR,1896,TANCA
4483,35,KOCATEPE,KOCATEPE,1896,TANCA
4484,35,ÇİMENTEPE,CIMENTEPE,1896,TANCA
4485,35,ZAFERTEPE,ZAFERTEPE,1896,TANCA
4486,35,GÜZELYURT,GUZELYURT,1896,TANCA
4487,35,GÜNEŞ,GUNES,1896,TANCA
4488,35,KESTELLİ,KESTELLI,1896,TANCA
4489,35,UĞUR,UGUR,1896,TANCA
4490,35,FEVZİ PAŞA,FEVZI PASA,1896,TANCA
4491,35,ERZENE,ERZENE,1879,TANCA
4492,35,DOĞANLAR,DOGANLAR,1879,TANCA
4493,35,MEVLANA,MEVLANA,1879,TANCA
4494,35,YEŞİLOVA,YESILOVA,1879,TANCA
4597,35,SEVGİ,SEVGI,1896,TANCA
4598,35,ALİ FUAT CEBESOY,ALI FUAT CEBESOY,1896,TANCA
4599,35,UMUT,UMUT,1896,TANCA
4600,35,YÜZBAŞI ŞERAFETTİN BEY,YUZBASI SERAFETTIN BEY,1896,TANCA
4601,35,ÖZGÜR,OZGUR,1896,TANCA
4602,35,CENNETÇEŞME,CENNETCESME,1896,TANCA
4603,35,ESKİ İZMİR,ESKI IZMIR,1896,TANCA
4604,35,ALİ FUAT ERDEM,ALI FUAT ERDEM,1896,TANCA
4605,35,LİMONTEPE,LIMONTEPE,1896,TANCA
4606,35,BAHRİYE ÜÇOK,BAHRIYE UCOK,1896,TANCA
4607,35,SALİH OMURTAK,SALIH OMURTAK,1896,TANCA
4608,35,YEŞİLYURT,YESILYURT,1896,TANCA
4609,35,TAHSİN YAZICI,TAHSIN YAZICI,1896,TANCA
4610,35,MALİYECİLER,MALIYECILER,1896,TANCA
4611,35,METİN OKTAY,METIN OKTAY,1896,TANCA
4612,35,ADNAN SÜVARİ,ADNAN SUVARI,1896,TANCA
4613,35,VATAN,VATAN,1896,TANCA
4614,35,ESENLİK,ESENLIK,1896,TANCA
4615,35,ARAP HASAN,ARAP HASAN,1896,TANCA
4616,35,BASIN SİTESİ,BASIN SITESI,1896,TANCA
4617,35,ESENDERE,ESENDERE,1896,TANCA
4618,35,MUAMMER AKAR,MUAMMER AKAR,1896,TANCA
4619,35,POLİGON,POLIGON,1896,TANCA
4620,35,GENERAL KAZIM ÖZALP,GENERAL KAZIM OZALP,1896,TANCA
4621,35,FAHRETTİN ALTAY,FAHRETTIN ALTAY,1896,TANCA
4622,35,M.ALİ AKMAN,M.ALI AKMAN,1896,TANCA
4623,35,ÜÇKUYULAR,UCKUYULAR,1896,TANCA
4624,35,YEŞİLTEPE,YESILTEPE,1896,TANCA
4625,35,FATİH,FATIH,1896,TANCA
4626,35,TINAZTEPE,TINAZTEPE,1896,TANCA
4627,35,MECİDİYE,MECIDIYE,1896,TANCA
4628,35,BARBAROS/KONAK,BARBAROS/KONAK,1896,TANCA
4629,35,TURGUTREİS,TURGUTREIS,1896,TANCA
4630,35,MİTHATPAŞA,MITHATPASA,1896,TANCA
4631,35,GÖZTEPE,GOZTEPE,1896,TANCA
4632,35,AKIN SİMAV,AKIN SIMAV,1896,TANCA
4633,35,EĞİTİM,EGITIM,4046,TANCA
4634,35,ÇETİN EMEÇ,CETIN EMEC,4046,TANCA
4635,35,FEVZİ ÇAKMAK,FEVZI CAKMAK,4046,TANCA
4636,35,ONUR,ONUR,4046,TANCA
4637,35,KORUTÜRK,KORUTURK,4046,TANCA
4638,35,BAHÇELER ARASI,BAHCELER ARASI,4046,TANCA
4639,35,İNCİRALTI,INCIRALTI,4046,TANCA
4640,35,YENİKALE,YENIKALE,469,TANCA
4641,35,ILICA,ILICA,469,TANCA
4642,35,ATATÜRK/BALÇOVA,ATATURK/BALCOVA,4046,TANCA
4643,35,İKİNCİ İNÖNÜ,IKINCI INONU,469,TANCA
4644,35,ÇAMTEPE,CAMTEPE,469,TANCA
4645,35,NARLI,NARLI,469,TANCA
4646,35,ALTIEVLER,ALTIEVLER,469,TANCA
4647,35,LİMANREİS,LIMANREIS,469,TANCA
4648,35,MEHTAP,MEHTAP,1896,TANCA
4649,35,HÜRRİYET,HURRIYET,1900,TANCA
4650,35,İSMET PAŞA,ISMET PASA,1900,TANCA
4651,35,ÇAMLIK,CAMLIK,1900,TANCA
4652,35,LALELİ,LALELI,1900,TANCA
4653,35,GÜVEN,GUVEN,1900,TANCA
4654,35,İNKILAP,INKILAP,1900,TANCA
4655,35,YİĞİTLER,YIGITLER,1900,TANCA
4656,35,DİCLE,DICLE,1900,TANCA
4657,35,BARIŞ/BUCA,BARIS/BUCA,1900,TANCA
4658,35,ŞİRİNKAPI,SIRINKAPI,1900,TANCA
4353,16,KAPLIKAYA,KAPLIKAYA,1925,TANCA
4354,16,KARAPINAR,KARAPINAR,1925,TANCA
4355,16,MALTEPE,MALTEPE,1925,TANCA
4356,16,MİMARSİNAN,MIMARSINAN,1925,TANCA
4357,16,ORTABAĞLAR,ORTABAGLAR,1925,TANCA
4358,16,SELÇUKBEY,SELCUKBEY,1925,TANCA
4359,16,SİNANDERE,SINANDERE,1925,TANCA
4360,16,SIRACEVİZLER,SIRACEVIZLER,1925,TANCA
4361,16,SİTELER,SITELER,1925,TANCA
4362,16,ŞÜKRANİYE,SUKRANIYE,1925,TANCA
4363,16,YEDİSELVİLER,YEDISELVILER,1925,TANCA
4364,16,YEŞİLYAYLA,YESILYAYLA,1925,TANCA
4365,16,YİĞİTLER,YIGITLER,1925,TANCA
4366,16,AHMETYASEVİ,AHMETYASEVI,1901,TANCA
4367,16,ATAEVLER,ATAEVLER,1901,TANCA
4368,16,BALAT,BALAT,1901,TANCA
4369,16,BARIŞ,BARIS,1901,TANCA
4370,16,ESENTEPE/NİLÜFER,ESENTEPE/NILUFER,1901,TANCA
4371,16,FETHİYE,FETHIYE,1901,TANCA
4372,16,IŞIKTEPE,ISIKTEPE,1901,TANCA
4373,16,GEÇİT,GECIT,1908,TANCA
4374,16,DEMİRTAŞPAŞA,DEMIRTASPASA,1908,TANCA
4375,16,DOĞANBEY,DOGANBEY,1908,TANCA
4376,16,ELMASBAHÇELER,ELMASBAHCELER,1908,TANCA
4377,16,HACIİLYAS,HACIILYAS,1908,TANCA
4378,16,KIRCAALİ,KIRCAALI,1908,TANCA
4379,16,KİREMİTÇİ,KIREMITCI,1908,TANCA
4380,16,KIZYAKUP,KIZYAKUP,1908,TANCA
4381,16,SAKARYA,SAKARYA,1908,TANCA
4382,16,ULU,ULU,1908,TANCA
4383,16,HOCATAŞKIN,HOCATASKIN,1925,TANCA
4384,16,MEYDANCIK,MEYDANCIK,1925,TANCA
4385,16,SELİMZADE,SELIMZADE,1925,TANCA
4386,16,DEMİRCİ,DEMIRCI,1901,TANCA
4387,16,ÜÇEVLER,UCEVLER,1901,TANCA
4388,16,ALTINOVA,ALTINOVA,1908,TANCA
4389,16,ATICILAR,ATICILAR,1908,TANCA
4495,35,RAFET PAŞA,RAFET PASA,1879,TANCA
4496,35,ÇINAR,CINAR,1879,TANCA
4497,35,YILDIRIM BEYAZIT,YILDIRIM BEYAZIT,1879,TANCA
4498,35,BARBAROS/BORNOVA,BARBAROS/BORNOVA,1879,TANCA
4499,35,ÇAMDİBİ,CAMDIBI,1879,TANCA
4500,35,YAVUZ SELİM,YAVUZ SELIM,1879,TANCA
4501,35,YİRMİYEDİ MAYIS,YIRMIYEDI MAYIS,1879,TANCA
4502,35,GAZİ OSMAN PAŞA,GAZI OSMAN PASA,1879,TANCA
4503,35,KIZILAY,KIZILAY,1879,TANCA
4504,35,ATATÜRK/BORNOVA,ATATURK/BORNOVA,1879,TANCA
4505,35,ERGENE,ERGENE,1879,TANCA
4506,35,KAZIM DİRİK,KAZIM DIRIK,1879,TANCA
4507,35,İNÖNÜ,INONU,1879,TANCA
4508,35,ÜÇÜNCÜ SANAYİ SİTESİ,UCUNCU SANAYI SITESI,1879,TANCA
4509,35,OSMANGAZİ,OSMANGAZI,1879,TANCA
4510,35,MANAVKUYU,MANAVKUYU,1879,TANCA
4511,35,MANSUROĞLU,MANSUROGLU,1879,TANCA
4512,35,SALHANE,SALHANE,1913,TANCA
4513,35,BAYRAKLI,BAYRAKLI,1913,TANCA
4514,35,ÇİCEK,CICEK,1913,TANCA
4515,35,ÇAY,CAY,1913,TANCA
4516,35,FUAT EDİP BAKSIN,FUAT EDIP BAKSIN,1913,TANCA
4517,35,ALPARSLAN,ALPARSLAN,1913,TANCA
4518,35,MUHİTTİN ERENER,MUHITTIN ERENER,1913,TANCA
4519,35,REFİK ŞEVKET İNCE,REFIK SEVKET INCE,1913,TANCA
4520,35,TURAN,TURAN,1913,TANCA
4521,35,PINARBAŞI,PINARBASI,1879,TANCA
4522,35,GÜRPINAR,GURPINAR,1879,TANCA
4523,35,ÜMİT,UMIT,1879,TANCA
4524,35,EGEMENLİK,EGEMENLIK,1879,TANCA
4525,35,IŞIKLAR,ISIKLAR,1879,TANCA
4526,35,HALKAPINAR,HALKAPINAR,1896,TANCA
4527,35,HİLAL,HILAL,1896,TANCA
4528,35,GÜNEY,GUNEY,1896,TANCA
4529,35,EMİRSULTAN,EMIRSULTAN,1896,TANCA
4530,35,CENGİZ TOPEL,CENGIZ TOPEL,1896,TANCA
4531,35,MERİÇ,MERIC,1879,TANCA
4532,35,SERİNTEPE,SERINTEPE,1879,TANCA
4533,35,ZAFER,ZAFER,1879,TANCA
4534,35,IŞIKKENT,ISIKKENT,1879,TANCA
4536,35,ÇAMKULE,CAMKULE,1879,TANCA
4537,35,ANADOLU,ANADOLU,1896,TANCA
4538,35,BOĞAZİÇİ,BOGAZICI,1896,TANCA
4539,35,TRAKYA,TRAKYA,1896,TANCA
4540,35,ZEYBEK,ZEYBEK,1896,TANCA
4541,35,ZEYTİNLİK,ZEYTINLIK,1896,TANCA
4542,35,KÜÇÜKADA,KUCUKADA,1896,TANCA
4543,35,FERAHLI,FERAHLI,1896,TANCA
4544,35,ULUBATLI,ULUBATLI,1896,TANCA
4545,35,ÇINARTEPE,CINARTEPE,1879,TANCA
4546,35,MİLLET,MILLET,1896,TANCA
4547,35,SAYGI,SAYGI,1896,TANCA
4549,35,GIDA ÇARŞISI,GIDA CARSISI,1879,TANCA
4551,35,BAHAR,BAHAR,1896,TANCA
4552,35,ÇALIKUŞU,CALIKUSU,467,TANCA
4553,35,ASIM GUNDÜZ,ASIM GUNDUZ,1896,TANCA
4554,35,CENNETOĞLU,CENNETOGLU,1896,TANCA
4555,35,SARIYER,SARIYER,1896,TANCA
4556,35,AŞIK VEYSEL,ASIK VEYSEL,1896,TANCA
4557,35,BARIŞ/GAZİEMİR,BARIS/GAZIEMIR,467,TANCA
4558,35,KARABAĞLAR,KARABAGLAR,1896,TANCA
4559,35,SELVİLİ,SELVILI,1896,TANCA
4560,35,GÜNALTAY,GUNALTAY,1896,TANCA
5821,1,KARAYUSUFLU/KARAİSALI,KARAYUSUFLU/KARAISALI,5,TANCA
5822,1,ZİYAPAŞA,ZIYAPASA,1878,TANCA
5823,34,SANCAKTEPE,SANCAKTEPE,0,TANCA
5824,34,BAŞAKŞEHİR,BASAKSEHIR,0,TANCA
5825,34,BABANAKKAŞ,BABANAKKAS,1126,TANCA
5826,34,BOYALIK,BOYALIK,1126,TANCA
5827,34,DELİKLİKAYA,DELIKLIKAYA,1126,TANCA
5828,34,DURSUNKÖY,DURSUNKOY,1126,TANCA
5829,34,DURUSU PARK EVLERİ,DURUSU PARK EVLERI,1126,TANCA
5830,34,SAZLIBOSNA,SAZLIBOSNA,1126,TANCA
5831,34,YASSIÖREN,YASSIOREN,1126,TANCA
5832,34,YEŞİBAYIR,YESIBAYIR,1126,TANCA
5833,34,FIRÜZKÖY,FIRUZKOY,434,TANCA
5834,34,İNCİRTEPE,INCIRTEPE,434,TANCA
5835,34,MUSTAFAKEMALPASA,MUSTAFAKEMALPASA,434,TANCA
5837,34,NAMIKKEMAL/AVCILAR,NAMIKKEMAL/AVCILAR,434,TANCA
5838,34,SAADETDERE,SAADETDERE,434,TANCA
5839,34,YEŞİLKENT,YESILKENT,434,TANCA
5840,34,BOĞAZKÖY/BAHÇEŞEHİR,BOGAZKOY/BAHCESEHIR,5824,TANCA
5841,34,HOŞDERE,HOSDERE,5824,TANCA
5842,34,ADNAN KAHVECİ,ADNAN KAHVECI,1077,TANCA
5843,34,BARIŞ MAH.,BARIS MAH.,1077,TANCA
5844,34,BEYKENT,BEYKENT,1077,TANCA
5845,34,BÜYÜKŞEHİR,BUYUKSEHIR,1077,TANCA
5846,34,KAVAKLI/BEYLİKDÜZÜ,KAVAKLI/BEYLIKDUZU,1077,TANCA
5847,34,ESKİCEKÖYÜ,ESKICEKOYU,441,TANCA
5848,34,KARAAĞAÇ,KARAAGAC,441,TANCA
5849,34,MİMAROVA,MIMAROVA,441,TANCA
5850,34,MURAT ÇEŞME,MURAT CESME,441,TANCA
5851,34,TÜRKOBA,TURKOBA,441,TANCA
5852,34,AHMEDİYE,AHMEDIYE,442,TANCA
5853,34,AKALAN,AKALAN,442,TANCA
5854,34,BAHŞEYİŞ,BAHSEYIS,442,TANCA
5855,34,BAKLALI,BAKLALI,442,TANCA
5856,34,BALABAN,BALABAN,442,TANCA
5857,34,BAŞAK,BASAK,442,TANCA
4390,16,BAHAR,BAHAR,1908,TANCA
4391,16,BAŞARAN,BASARAN,1908,TANCA
4392,16,ÇİFTEHAVUZLAR,CIFTEHAVUZLAR,1908,TANCA
4393,16,FATİH,FATIH,1908,TANCA
4394,16,GÜLBAHÇE,GULBAHCE,1908,TANCA
4395,16,KEMERÇEŞME,KEMERCESME,1908,TANCA
4396,16,KOĞUKÇINAR,KOGUKCINAR,1908,TANCA
4397,16,KÜÇÜKBALIKLI,KUCUKBALIKLI,1908,TANCA
4398,16,KÜPLÜPINAR,KUPLUPINAR,1908,TANCA
4399,16,NAMIKKEMAL,NAMIKKEMAL,1908,TANCA
4400,16,PANAYIR,PANAYIR,1908,TANCA
4401,16,SELAMET,SELAMET,1908,TANCA
4402,16,TUNA,TUNA,1908,TANCA
4403,16,VEYSEL KARANİ,VEYSEL KARANI,1908,TANCA
4404,16,YEŞİLOVA,YESILOVA,1908,TANCA
4405,16,DOĞANEVLER,DOGANEVLER,1908,TANCA
4406,16,YENİCEABATKÖYÜ,YENICEABATKOYU,1908,TANCA
4407,16,BEŞEVLER,BESEVLER,1901,TANCA
4408,16,GÜMÜŞTEPE,GUMUSTEPE,1901,TANCA
4409,16,KÜLTÜR,KULTUR,1901,TANCA
4410,16,ODUNLUK,ODUNLUK,1901,TANCA
4411,16,ÇEKİRGE,CEKIRGE,1908,TANCA
4412,16,DOBURGA,DOBURGA,1908,TANCA
4413,16,HÜDAVENDİGAR,HUDAVENDIGAR,1908,TANCA
4414,16,İNKAYA,INKAYA,1908,TANCA
4415,16,KÜKÜRTLÜ,KUKURTLU,1908,TANCA
4416,16,MİNARELİÇAVUŞ,MINARELICAVUS,1901,TANCA
4417,10,ADNAN MENDERES,ADNAN MENDERES,136,TANCA
4418,10,KUVA-İ MİLLİYE,KUVA-I MILLIYE,136,TANCA
4419,10,KIZPINARI,KIZPINARI,136,TANCA
4420,10,GAZİOSMANPAŞA,GAZIOSMANPASA,136,TANCA
4421,10,BAHÇELİEVLER,BAHCELIEVLER,136,TANCA
4422,10,PLEVNE,PLEVNE,136,TANCA
4423,10,AĞIR SANAYİ,AGIR SANAYI,136,TANCA
4424,10,52 EVLER,52 EVLER,136,TANCA
4425,10,PAŞALİMANI,PASALIMANI,136,TANCA
4426,10,YENİ SANAYİ,YENI SANAYI,136,TANCA
4427,10,SAKARYA,SAKARYA,136,TANCA
4428,10,TOYGAR,TOYGAR,136,TANCA
4429,10,SEFAKÖY,SEFAKOY,136,TANCA
4430,10,ÜÇPINAR,UCPINAR,136,TANCA
4431,10,ORGANİZE SANAYİ,ORGANIZE SANAYI,136,TANCA
4432,10,MALTEPE,MALTEPE,136,TANCA
4433,10,AKÇAY,AKCAY,147,TANCA
4435,10,SARIMSAKLI,SARIMSAKLI,140,TANCA
4437,35,UMURBEY,UMURBEY,1896,TANCA
4438,35,EGE,EGE,1896,TANCA
4439,35,KAHRAMANLAR,KAHRAMANLAR,1896,TANCA
4440,35,ETİLER,ETILER,1896,TANCA
4441,35,OĞUZLAR,OGUZLAR,1896,TANCA
4442,35,MİMAR SİNAN,MIMAR SINAN,1896,TANCA
4443,35,ALSANCAK,ALSANCAK,1896,TANCA
