Banka,Sube,BTanim,STanim,kgid,insUN,insDT,insApp,updUN,updDT,updApp
0010,00302,TC ZIRAAT BANKASI ,BINGOL,329,,,,,,
0010,00303,TC ZIRAAT BANKASI ,HOPA SB.ARTVIN,330,,,,,,
0010,00304,TC ZIRAAT BANKASI ,INCESU-KAYSERI,331,,,,,,
0010,00305,TC ZIRAAT BANKASI ,YATAGAN SB.MUGLA,332,,,,,,
0010,00306,TC ZIRAAT BANKASI ,ANTAKYA,333,,,,,,
0010,00307,TC ZIRAAT BANKASI ,ISKENDERUN-ANTAKYA,334,,,,,,
0010,00308,TC ZIRAAT BANKASI ,KIRIKHAN-ANTAKYA,335,,,,,,
0010,00309,TC ZIRAAT BANKASI ,KARAPINAR-KONYA,336,,,,,,
0010,00310,TC ZIRAAT BANKASI ,ASKALE-ERZURUM,337,,,,,,
0010,00311,TC ZIRAAT BANKASI ,KURE-KASTAMONU,338,,,,,,
0010,00312,TC ZIRAAT BANKASI ,KADİRLİ-OSMANİYE,339,,,,,,
0010,00313,TC ZIRAAT BANKASI ,SUSURLUK-BALIKESIR,340,,,,,,
0010,00314,TC ZIRAAT BANKASI ,ESME-USAK,341,,,,,,
0010,00315,TC ZIRAAT BANKASI ,ORHANGAZI-BURSA,342,,,,,,
0010,00316,TC ZIRAAT BANKASI ,KIRIKKALE,343,,,,,,
0010,00317,TC ZIRAAT BANKASI ,TORBALI-IZMIR,344,,,,,,
0010,00318,TC ZIRAAT BANKASI ,AKÇAKOCA/DÜZCE,345,,,,,,
0010,00319,TC ZIRAAT BANKASI ,SILIVRI-ISTANBUL,346,,,,,,
0010,00320,TC ZIRAAT BANKASI ,DARENDE-MALATYA,347,,,,,,
0010,00321,TC ZIRAAT BANKASI ,BUCAK-BURDUR,348,,,,,,
0010,00322,TC ZIRAAT BANKASI ,SORGUN-YOZGAT,349,,,,,,
0010,00323,TC ZIRAAT BANKASI ,KARGI-CORUM,350,,,,,,
0010,00324,TC ZIRAAT BANKASI ,AYVACIK-CANAKKALE,351,,,,,,
0010,00325,TC ZIRAAT BANKASI ,ARAPGIR-MALATYA,352,,,,,,
0010,00326,TC ZIRAAT BANKASI ,ULUKISLA-NIGDE,353,,,,,,
0010,00327,TC ZIRAAT BANKASI ,YERKOY-YOZGAT,354,,,,,,
0010,00328,TC ZIRAAT BANKASI ,BULANCAK -GIRESUN,355,,,,,,
0010,00329,TC ZIRAAT BANKASI ,SARIKAMIS-KARS,356,,,,,,
0010,00330,TC ZIRAAT BANKASI ,REYHANLI-ANTAKYA,357,,,,,,
0010,00331,TC ZIRAAT BANKASI ,MANAVGAT-ANTALYA,358,,,,,,
0010,00332,TC ZIRAAT BANKASI ,SIRAN-GUMUSHANE,359,,,,,,
0010,00333,TC ZIRAAT BANKASI ,GOKSUN-K.MARAS,360,,,,,,
0010,00334,TC ZIRAAT BANKASI ,SILVAN-DIYARBAKIR,361,,,,,,
0010,00335,TC ZIRAAT BANKASI ,TERME-SAMSUN,362,,,,,,
0010,00336,TC ZIRAAT BANKASI ,HINIS-ERZURUM,363,,,,,,
0010,00337,TC ZIRAAT BANKASI ,KEMAH-ERZINCAN,364,,,,,,
0010,00338,TC ZIRAAT BANKASI ,CAN-CANAKKALE,365,,,,,,
0010,00339,TC ZIRAAT BANKASI ,GOLKOY-ORDU,366,,,,,,
0010,00341,TC ZIRAAT BANKASI ,GOKCEADA-CANAKKALE,367,,,,,,
0010,00342,TC ZIRAAT BANKASI ,CAYELI-RIZE,368,,,,,,
0010,00343,TC ZIRAAT BANKASI ,KAGIZMAN-KARS,369,,,,,,
0010,00344,TC ZIRAAT BANKASI ,FOCA -IZMIR,370,,,,,,
0010,00345,TC ZIRAAT BANKASI ,PUTURGE-MALATYA,371,,,,,,
0010,00346,TC ZIRAAT BANKASI ,PERTEK-TUNCELI,372,,,,,,
0010,00347,TC ZIRAAT BANKASI ,HOZAT-TUNCELI,373,,,,,,
0010,00348,TC ZIRAAT BANKASI ,POSOF,374,,,,,,
0010,00349,TC ZIRAAT BANKASI ,CILDIR,375,,,,,,
0010,00350,TC ZIRAAT BANKASI ,GOLE,376,,,,,,
0010,00351,TC ZIRAAT BANKASI ,DOGUBEYAZIT-AGRI,377,,,,,,
0010,00352,TC ZIRAAT BANKASI ,PATNOS-AGRI,378,,,,,,
0010,00353,TC ZIRAAT BANKASI ,TORTUM-ERZURUM,379,,,,,,
0010,00354,TC ZIRAAT BANKASI ,ILIC-ERZINCAN,380,,,,,,
0010,00355,TC ZIRAAT BANKASI ,BASKIL-ELAZIG,381,,,,,,
0010,00356,TC ZIRAAT BANKASI ,KEBAN-ELAZIG,382,,,,,,
0010,00357,TC ZIRAAT BANKASI ,PALU-ELAZIG,383,,,,,,
0010,00358,TC ZIRAAT BANKASI ,MAZGIRT-TUNCELI,384,,,,,,
0010,00359,TC ZIRAAT BANKASI ,CEMISGEZEK-TUNCELI,385,,,,,,
0010,00360,TC ZIRAAT BANKASI ,GENC-BINGOL,386,,,,,,
0010,00361,TC ZIRAAT BANKASI ,BULANIK-MUS,387,,,,,,
0010,00363,TC ZIRAAT BANKASI ,DERIK-MARDIN,388,,,,,,
0010,00364,TC ZIRAAT BANKASI ,ANDIRIN-K.MARAS,389,,,,,,
0010,00365,TC ZIRAAT BANKASI ,BAHÇE,390,,,,,,
0010,00366,TC ZIRAAT BANKASI ,YAYLADAG-ANTAKYA,391,,,,,,
0010,00367,TC ZIRAAT BANKASI ,KOYULHISAR-SIVAS,392,,,,,,
0010,00368,TC ZIRAAT BANKASI ,CEKEREK-YOZGAT,393,,,,,,
0010,00369,TC ZIRAAT BANKASI ,CAYCUMA-ZONGULDAK,394,,,,,,
0010,00370,TC ZIRAAT BANKASI ,RESADIYE-TOKAT,395,,,,,,
0010,00371,TC ZIRAAT BANKASI ,GOLPAZARI-BILECIK,396,,,,,,
0010,00372,TC ZIRAAT BANKASI ,YESILOVA-BURDUR,397,,,,,,
0010,00373,TC ZIRAAT BANKASI ,SERIK-ANTALYA,398,,,,,,
0010,00374,TC ZIRAAT BANKASI ,DURSUNBEY-BALIKESIR,399,,,,,,
0010,00375,TC ZIRAAT BANKASI ,KECIBORLU-ISPARTA,400,,,,,,
0010,00376,TC ZIRAAT BANKASI ,SAVSAT-ARTVIN,401,,,,,,
0010,00377,TC ZIRAAT BANKASI ,BORCKA-ARTVIN,402,,,,,,
0010,00378,TC ZIRAAT BANKASI ,TUZLUCA,403,,,,,,
0010,00379,TC ZIRAAT BANKASI ,MANYAS-BALIKESIR,404,,,,,,
0010,00380,TC ZIRAAT BANKASI ,CICEKDAGI-KIRSEHIR,405,,,,,,
0010,00381,TC ZIRAAT BANKASI ,BOZKURT-KASTAMONU,406,,,,,,
0010,00382,TC ZIRAAT BANKASI ,KARAKOCAN-ELAZIG,407,,,,,,
0010,00383,TC ZIRAAT BANKASI ,BAHCEKAPI-ISTANBUL,408,,,,,,
0010,00384,TC ZIRAAT BANKASI ,SAMANPAZARI-ANKARA,409,,,,,,
0010,00385,TC ZIRAAT BANKASI ,HASSA-ANTAKYA,410,,,,,,
0010,00386,TC ZIRAAT BANKASI ,KINIK-IZMIR,411,,,,,,
0010,00387,TC ZIRAAT BANKASI ,DIKILI-IZMIR,412,,,,,,
0010,00388,TC ZIRAAT BANKASI ,SUTCULER-ISPARTA,413,,,,,,
0010,00389,TC ZIRAAT BANKASI ,SENKAYA-ERZURUM,414,,,,,,
0010,00390,TC ZIRAAT BANKASI ,AFSIN-K.MARAS,415,,,,,,
0010,00391,TC ZIRAAT BANKASI ,LICE-DIYARBAKIR,416,,,,,,
0010,00392,TC ZIRAAT BANKASI ,SEBEN-BOLU,417,,,,,,
0010,00393,TC ZIRAAT BANKASI ,IMRANLI-SIVAS,418,,,,,,
0010,00394,TC ZIRAAT BANKASI ,BIGADIC-BALIKESIR,419,,,,,,
0010,00395,TC ZIRAAT BANKASI ,KAVAK-SAMSUN,420,,,,,,
0010,00396,TC ZIRAAT BANKASI ,YESILHISAR-KAYSERI,421,,,,,,
0010,00397,TC ZIRAAT BANKASI ,MADEN-ELAZIG,422,,,,,,
0010,00398,TC ZIRAAT BANKASI ,CAMARDI-NIGDE,423,,,,,,
0010,00399,TC ZIRAAT BANKASI ,KAHTA-ADIYAMAN,424,,,,,,
0010,00400,TC ZIRAAT BANKASI ,AKCADAG-MALATYA,425,,,,,,
0010,00401,TC ZIRAAT BANKASI ,KURTALAN-SIIRT,426,,,,,,
0010,00402,TC ZIRAAT BANKASI ,SARAY-TEKIRDAG,427,,,,,,
0010,00403,TC ZIRAAT BANKASI ,USKUDAR-ISTANBUL,428,,,,,,
0010,00404,TC ZIRAAT BANKASI ,YALOVA-ISTANBUL,429,,,,,,
0010,00405,TC ZIRAAT BANKASI ,YENICE-CANAKKALE,430,,,,,,
0010,00406,TC ZIRAAT BANKASI ,KESAP-GIRESUN,431,,,,,,
0010,00407,TC ZIRAAT BANKASI ,SAVUR-MARDIN,432,,,,,,
0010,00408,TC ZIRAAT BANKASI ,ARTOVA-TOKAT,433,,,,,,
0010,00409,TC ZIRAAT BANKASI ,SAIMBEYLI-ADANA,434,,,,,,
0010,00410,TC ZIRAAT BANKASI ,ÇANKAYA/İZMİR,435,,,,,,
0010,00411,TC ZIRAAT BANKASI ,KARSIYAKA-IZMIR,436,,,,,,
0010,00412,TC ZIRAAT BANKASI ,PULUMUR-TUNCELI,437,,,,,,
0010,00413,TC ZIRAAT BANKASI ,PERSEMBE-ORDU,438,,,,,,
0010,00414,TC ZIRAAT BANKASI ,BOZCAADA-CANAKKALE,439,,,,,,
0010,00415,TC ZIRAAT BANKASI ,YUSUFELI-ARTVIN,440,,,,,,
0010,00416,TC ZIRAAT BANKASI ,ELESKIRT-AGRI,441,,,,,,
0010,00417,TC ZIRAAT BANKASI ,SUHUT-AFYON,442,,,,,,
0010,00418,TC ZIRAAT BANKASI ,IPSALA-EDIRNE,443,,,,,,
0010,00419,TC ZIRAAT BANKASI ,CAYIRALAN-YOZGAT,444,,,,,,
0010,00420,TC ZIRAAT BANKASI ,BASKALE-VAN,445,,,,,,
0010,00421,TC ZIRAAT BANKASI ,GAZIPASA-ANTALYA,446,,,,,,
0010,00422,TC ZIRAAT BANKASI ,KIRAZ-IZMIR,447,,,,,,
0010,00423,TC ZIRAAT BANKASI ,MENGEN-BOLU,448,,,,,,
0010,00424,TC ZIRAAT BANKASI ,GOLCUK-KOCAELI,449,,,,,,
0010,00425,TC ZIRAAT BANKASI ,KARABÜK,450,,,,,,
0010,00426,TC ZIRAAT BANKASI ,ERDEK-BALIKESIR,451,,,,,,
0010,00427,TC ZIRAAT BANKASI ,ARDANUC-ARTVIN,452,,,,,,
0010,00428,TC ZIRAAT BANKASI ,HILVAN-URFA,453,,,,,,
0010,00429,TC ZIRAAT BANKASI ,SABANOZU-CANKIRI,454,,,,,,
0010,00430,TC ZIRAAT BANKASI ,EYUP-ISTANBUL,455,,,,,,
0010,00431,TC ZIRAAT BANKASI ,OVACIK-TUNCELI,456,,,,,,
0010,00432,TC ZIRAAT BANKASI ,DATCA-MUGLA,457,,,,,,
0010,00433,TC ZIRAAT BANKASI ,SENIRKENT-ISPARTA,458,,,,,,
0010,00434,TC ZIRAAT BANKASI ,VARTO-MUS,459,,,,,,
0010,00435,TC ZIRAAT BANKASI ,GERMENCIK-AYDIN,460,,,,,,
0010,00436,TC ZIRAAT BANKASI ,OSMANELI-BILECIK,461,,,,,,
0010,00437,TC ZIRAAT BANKASI ,KOZLU-ZONGULDAK,462,,,,,,
0010,00438,TC ZIRAAT BANKASI ,AZDAVAY-KASTAMONU,463,,,,,,
0010,00439,TC ZIRAAT BANKASI ,DICLE-DIYARBAKIR,464,,,,,,
0010,00440,TC ZIRAAT BANKASI ,MALAZGIRT-MUS,465,,,,,,
0010,00441,TC ZIRAAT BANKASI ,TATVAN-BITLIS,466,,,,,,
0010,00442,TC ZIRAAT BANKASI ,ERUH ŞUBESİ,467,,,,,,
0010,00443,TC ZIRAAT BANKASI ,FINDIKLI-RIZE,468,,,,,,
0010,00444,TC ZIRAAT BANKASI ,IKIZDERE-RIZE,469,,,,,,
0010,00445,TC ZIRAAT BANKASI ,CAYKARA-TRABZON,470,,,,,,
0010,00446,TC ZIRAAT BANKASI ,SAMANDAGI-ANTAKYA,471,,,,,,
0010,00447,TC ZIRAAT BANKASI ,ALTINOZU-ANTAKYA,472,,,,,,
0010,00448,TC ZIRAAT BANKASI ,MURADIYE-VAN,473,,,,,,
0010,00449,TC ZIRAAT BANKASI ,AKCAKALE-URFA,474,,,,,,
0010,00450,TC ZIRAAT BANKASI ,NAZIMIYE-TUNCELI,475,,,,,,
0010,00451,TC ZIRAAT BANKASI ,KIZILTEPE-MARDIN,476,,,,,,
0010,00452,TC ZIRAAT BANKASI ,SARIZ-KAYSERI,477,,,,,,
0010,00454,TC ZIRAAT BANKASI ,KILIMLI-ZONGULDAK,478,,,,,,
0010,00455,TC ZIRAAT BANKASI ,GOLHISAR-BURDUR,479,,,,,,
0010,00456,TC ZIRAAT BANKASI ,BEYOGLU-ISTANBUL,480,,,,,,
0010,00458,TC ZIRAAT BANKASI ,BARAJ YOLU,481,,,,,,
0010,00459,TC ZIRAAT BANKASI ,KURUKOPRU-ADANA,482,,,,,,
0010,00460,TC ZIRAAT BANKASI ,KOCARLI-AYDIN,483,,,,,,
0010,00461,TC ZIRAAT BANKASI ,SELCUKLU-KONYA,484,,,,,,
0010,00462,TC ZIRAAT BANKASI ,SILE-ISTANBUL,485,,,,,,
0010,00464,TC ZIRAAT BANKASI ,DOGANSEHIR-MALATYA,486,,,,,,
0010,00465,TC ZIRAAT BANKASI ,OZALP-VAN,487,,,,,,
0010,00466,TC ZIRAAT BANKASI ,ALTINTAS-KUTAHYA,488,,,,,,
0010,00467,TC ZIRAAT BANKASI ,BOZOVA-URFA,489,,,,,,
0010,00468,TC ZIRAAT BANKASI ,ESKİPAZAR/KARABÜK,490,,,,,,
0010,00469,TC ZIRAAT BANKASI ,PAZARYERI-BILECIK,491,,,,,,
0010,00470,TC ZIRAAT BANKASI ,GUNEY-DENIZLI,492,,,,,,
0010,00471,TC ZIRAAT BANKASI ,YENISEHIR-ANKARA,493,,,,,,
0010,00472,TC ZIRAAT BANKASI ,IVRINDI-BALIKESIR,494,,,,,,
0010,00473,TC ZIRAAT BANKASI ,ARDESEN-RIZE,495,,,,,,
0010,00474,TC ZIRAAT BANKASI ,KUYUCAK-AYDIN,496,,,,,,
0010,00475,TC ZIRAAT BANKASI ,ARAKLI-TRABZON,497,,,,,,
0010,00476,TC ZIRAAT BANKASI ,KARAYAZI-ERZURUM,498,,,,,,
0010,00477,TC ZIRAAT BANKASI ,TEKMAN-ERZURUM,499,,,,,,
0010,00478,TC ZIRAAT BANKASI ,HORASAN-ERZURUM,500,,,,,,
0010,00479,TC ZIRAAT BANKASI ,DIYADIN-AGRI,501,,,,,,
0010,00480,TC ZIRAAT BANKASI ,KOZLUK-BATMAN,502,,,,,,
0010,00481,TC ZIRAAT BANKASI ,ULUBEY-USAK,503,,,,,,
0010,00482,TC ZIRAAT BANKASI ,PINARHISAR-KIRK.ELI,504,,,,,,
0010,00483,TC ZIRAAT BANKASI ,GEMEREK-SIVAS,505,,,,,,
0010,00484,TC ZIRAAT BANKASI ,SISLI-ISTANBUL,506,,,,,,
0010,00485,TC ZIRAAT BANKASI ,KARTAL-ISTANBUL,507,,,,,,
0010,00486,TC ZIRAAT BANKASI ,CAMLIDERE-ANKARA,508,,,,,,
0010,00487,TC ZIRAAT BANKASI ,SEFAATLI-YOZGAT,509,,,,,,
0010,00488,TC ZIRAAT BANKASI ,FATIH-ISTANBUL,510,,,,,,
0010,00489,TC ZIRAAT BANKASI ,KARAHALLI-USAK,511,,,,,,
0010,00490,TC ZIRAAT BANKASI ,ERDEMLI-MERSIN,512,,,,,,
0010,00491,TC ZIRAAT BANKASI ,DEMIRKOY-KIRKLARELI,513,,,,,,
0010,00493,TC ZIRAAT BANKASI ,POZANTI-ADANA,514,,,,,,
0010,00495,TC ZIRAAT BANKASI ,CATALZEYTIN-KASTAMONU,515,,,,,,
0010,00496,TC ZIRAAT BANKASI ,TUTAK-AGRI,516,,,,,,
0010,00497,TC ZIRAAT BANKASI ,YUNAK-KONYA,517,,,,,,
0010,00498,TC ZIRAAT BANKASI ,CINAR-DIYARBAKIR,518,,,,,,
0010,00499,TC ZIRAAT BANKASI ,SOLHAN-BINGOL,519,,,,,,
0010,00500,TC ZIRAAT BANKASI ,MAZIDAGI-MARDIN,520,,,,,,
0010,00501,TC ZIRAAT BANKASI ,TOMARZA-KAYSERI,521,,,,,,
0010,00502,TC ZIRAAT BANKASI ,KULP-DIYARBAKIR,522,,,,,,
0010,00503,TC ZIRAAT BANKASI ,ECEABAT-CANAKKALE,523,,,,,,
0010,00504,TC ZIRAAT BANKASI ,CAMELI-DENIZLI,524,,,,,,
0010,00505,TC ZIRAAT BANKASI ,CIFTELER-ESKISEHIR,525,,,,,,
0010,00506,TC ZIRAAT BANKASI ,MURGUL-ARTVIN,526,,,,,,
0010,00507,TC ZIRAAT BANKASI ,KELES-BURSA,527,,,,,,
0010,00508,TC ZIRAAT BANKASI ,EFLANİ-KARABÜK,528,,,,,,
0010,00509,TC ZIRAAT BANKASI ,PERVARI-SIIRT,529,,,,,,
0010,00510,TC ZIRAAT BANKASI ,KULU SB.,530,,,,,,
0010,00511,TC ZIRAAT BANKASI ,HAVSA-EDIRNE,531,,,,,,
0010,00512,TC ZIRAAT BANKASI ,MAHMUDIYE-ESKISEHIR,532,,,,,,
0010,00513,TC ZIRAAT BANKASI ,ARHAVI-ARTVIN,533,,,,,,
0010,00514,TC ZIRAAT BANKASI ,AKKUS-ORDU,534,,,,,,
0010,00515,TC ZIRAAT BANKASI ,KEPSUT-BALIKESIR,535,,,,,,
0010,00517,TC ZIRAAT BANKASI ,SINANPASA-AFYON,536,,,,,,
0010,00518,TC ZIRAAT BANKASI ,YAHYALI-KAYSERI,537,,,,,,
0010,00519,TC ZIRAAT BANKASI ,MERIC-EDIRNE,538,,,,,,
0010,00521,TC ZIRAAT BANKASI ,KOZAKLI-NEVSEHIR,539,,,,,,
0010,00522,TC ZIRAAT BANKASI ,ADILCEVAZ-BITLIS,540,,,,,,
0010,00523,TC ZIRAAT BANKASI ,TASLICAY-AGRI,541,,,,,,
0010,00524,TC ZIRAAT BANKASI ,HALFETI-URFA,542,,,,,,
0010,00525,TC ZIRAAT BANKASI ,OGUZELI-GAZIANTEP,543,,,,,,
0010,00526,TC ZIRAAT BANKASI ,HAZRO-DIYARBAKIR,544,,,,,,
0010,00527,TC ZIRAAT BANKASI ,NARMAN-ERZURUM,545,,,,,,
0010,00528,TC ZIRAAT BANKASI ,CAYIRLI-ERZINCAN,546,,,,,,
0010,00529,TC ZIRAAT BANKASI ,BESIKTAS-ISTANBUL,547,,,,,,
0010,00530,TC ZIRAAT BANKASI ,FEKE-ADANA,548,,,,,,
0010,00532,TC ZIRAAT BANKASI ,BEYKOZ-ISTANBUL,549,,,,,,
0010,00533,TC ZIRAAT BANKASI ,YENİCE-KARABÜK,550,,,,,,
0010,00535,TC ZIRAAT BANKASI ,BABADAG-DENIZLI,551,,,,,,
0010,00536,TC ZIRAAT BANKASI ,SIVASLI-USAK,552,,,,,,
0010,00537,TC ZIRAAT BANKASI ,BANAZ-USAK,553,,,,,,
0010,00538,TC ZIRAAT BANKASI ,ALMUS-TOKAT,554,,,,,,
0010,00539,TC ZIRAAT BANKASI ,YIĞILCA/DÜZCE,555,,,,,,
0010,00540,TC ZIRAAT BANKASI ,AGIN-ELAZIG,556,,,,,,
0010,00541,TC ZIRAAT BANKASI ,SIVRICE-ELAZIG,557,,,,,,
0010,00542,TC ZIRAAT BANKASI ,SAVASTEPE-BALIKESIR,558,,,,,,
0010,00543,TC ZIRAAT BANKASI ,GOYNUCEK-AMASYA,559,,,,,,
0010,00545,TC ZIRAAT BANKASI ,ARGUVAN-MALATYA,560,,,,,,
0010,00546,TC ZIRAAT BANKASI ,GUDUL-ANKARA,561,,,,,,
0010,00547,TC ZIRAAT BANKASI ,DURAGAN-SINOP,562,,,,,,
0010,00548,TC ZIRAAT BANKASI ,CATAK-VAN,563,,,,,,
0010,00549,TC ZIRAAT BANKASI ,PAMUKOVA-ADAPAZARI,564,,,,,,
0010,00550,TC ZIRAAT BANKASI ,CAY-AFYON,565,,,,,,
0010,00551,TC ZIRAAT BANKASI ,ALAPLI-ZONGULDAK,566,,,,,,
0010,00554,TC ZIRAAT BANKASI ,DERINCE-KOCAELI,567,,,,,,
0010,00555,TC ZIRAAT BANKASI ,HEREKE-KOCAELI,568,,,,,,
0010,00556,TC ZIRAAT BANKASI ,SAATHANE-SAMSUN,569,,,,,,
0010,00557,TC ZIRAAT BANKASI ,BATMAN,570,,,,,,
0010,00558,TC ZIRAAT BANKASI ,HAVRAN-BALIKESIR,571,,,,,,
0010,00560,TC ZIRAAT BANKASI ,MURATLI-TEKIRDAG,572,,,,,,
0010,00561,TC ZIRAAT BANKASI ,SELCUK-IZMIR,573,,,,,,
0010,00562,TC ZIRAAT BANKASI ,SELENDI-MANISA,574,,,,,,
0010,00563,TC ZIRAAT BANKASI ,SIRNAK,575,,,,,,
0010,00564,TC ZIRAAT BANKASI ,SULUOVA-AMASYA,576,,,,,,
0010,00565,TC ZIRAAT BANKASI ,SAPANCA-ADAPAZARI,577,,,,,,
0010,00566,TC ZIRAAT BANKASI ,YENIPAZAR-AYDIN,578,,,,,,
0010,00568,TC ZIRAAT BANKASI ,ORTAKOY-AKSARAY,579,,,,,,
0010,00569,TC ZIRAAT BANKASI ,SULTANDAGI-AFYON,580,,,,,,
0010,00570,TC ZIRAAT BANKASI ,BAYAT-CORUM,581,,,,,,
0010,00571,TC ZIRAAT BANKASI ,CARDAK-DENIZLI,582,,,,,,
0010,00572,TC ZIRAAT BANKASI ,SARIGOL-MANISA,583,,,,,,
0010,00573,TC ZIRAAT BANKASI ,TUFANBEYLI-ADANA,584,,,,,,
0010,00574,TC ZIRAAT BANKASI ,TURKELI-SINOP,585,,,,,,
0010,00575,TC ZIRAAT BANKASI ,GEVAS-VAN,586,,,,,,
0010,00576,TC ZIRAAT BANKASI ,KURUCASILE,587,,,,,,
0010,00577,TC ZIRAAT BANKASI ,ESPIYE-GIRESUN,588,,,,,,
0010,00578,TC ZIRAAT BANKASI ,SULTANHISAR-AYDIN,589,,,,,,
0010,00579,TC ZIRAAT BANKASI ,CERKESKOY-TEKIRDAG,590,,,,,,
0010,00580,TC ZIRAAT BANKASI ,PEHLIVANKOY-KIR.ELI,591,,,,,,
0010,00581,TC ZIRAAT BANKASI ,BUYUKCEKMECE-IST.,592,,,,,,
0010,00585,TC ZIRAAT BANKASI ,MARMARA-BALIKESIR,593,,,,,,
0010,00586,TC ZIRAAT BANKASI ,KOCAALI-ADAPAZARI,594,,,,,,
0010,00587,TC ZIRAAT BANKASI ,ERZIN,595,,,,,,
0010,00588,TC ZIRAAT BANKASI ,CEYLANPINAR-URFA,596,,,,,,
0010,00590,TC ZIRAAT BANKASI ,ALACATI BR./CESME/IZMIR,597,,,,,,
0010,00592,TC ZIRAAT BANKASI ,GAZIOSMANPASA-IST.,598,,,,,,
0010,00594,TC ZIRAAT BANKASI ,ULA-MUGLA,599,,,,,,
0010,00595,TC ZIRAAT BANKASI ,SARAMPOL-ANTALYA,600,,,,,,
0010,00597,TC ZIRAAT BANKASI ,SARIKAYA-YOZGAT,601,,,,,,
0010,00598,TC ZIRAAT BANKASI ,KUMLUCA-ANTALYA,602,,,,,,
0010,00599,TC ZIRAAT BANKASI ,YENIMAHALLE SB.,603,,,,,,
0010,00600,TC ZIRAAT BANKASI ,SARAYONU-KONYA,604,,,,,,
0010,00601,TC ZIRAAT BANKASI ,ULUBEY-ORDU,605,,,,,,
0010,00602,TC ZIRAAT BANKASI ,DERELI-GIRESUN,606,,,,,,
0010,00603,TC ZIRAAT BANKASI ,SARICAKAYA-ESKISE.,607,,,,,,
0010,00604,TC ZIRAAT BANKASI ,YAPRAKLI-CANKIRI,608,,,,,,
0010,00605,TC ZIRAAT BANKASI ,BASMANE-IZMIR,609,,,,,,
0010,00606,TC ZIRAAT BANKASI ,BEYAZIT-ISTANBUL,610,,,,,,
0010,00607,TC ZIRAAT BANKASI ,SULTANHAMAM-IST.,611,,,,,,
0010,00608,TC ZIRAAT BANKASI ,DIGOR-KARS,612,,,,,,
0010,00609,TC ZIRAAT BANKASI ,KARLIOVA-BINGOL,613,,,,,,
0010,00610,TC ZIRAAT BANKASI ,DOGANHISAR-KONYA,614,,,,,,
0010,00611,TC ZIRAAT BANKASI ,KAYNARCA-ADAPAZARI,615,,,,,,
0010,00612,TC ZIRAAT BANKASI ,YUMURTALIK-ADANA,616,,,,,,
0010,00613,TC ZIRAAT BANKASI ,TONYA-TRABZON,617,,,,,,
0010,00614,TC ZIRAAT BANKASI ,YOMRA-TRABZON,618,,,,,,
0010,00615,TC ZIRAAT BANKASI ,BORNOVA-IZMIR,619,,,,,,
0010,00616,TC ZIRAAT BANKASI ,YESILYURT-MALATYA,620,,,,,,
0010,00617,TC ZIRAAT BANKASI ,FELAHIYE-KAYSERI,621,,,,,,
0010,00618,TC ZIRAAT BANKASI ,KALE-DENIZLI,622,,,,,,
0010,00619,TC ZIRAAT BANKASI ,DAZKIRI-AFYON,623,,,,,,
0010,00620,TC ZIRAAT BANKASI ,ELMADAG-ANKARA,624,,,,,,
0010,00621,TC ZIRAAT BANKASI ,KARATAS-ADANA,625,,,,,,
0010,00622,TC ZIRAAT BANKASI ,SARUHANLI-MANISA,626,,,,,,
0010,00624,TC ZIRAAT BANKASI ,KURUCESME-MERSIN,627,,,,,,
0010,00625,TC ZIRAAT BANKASI ,KADIKOY-ISTANBUL,628,,,,,,
0010,00626,TC ZIRAAT BANKASI ,BAHCELIEVLER-ANKARA,629,,,,,,
0010,00627,TC ZIRAAT BANKASI ,SITELER-ANKARA,630,,,,,,
0010,00628,TC ZIRAAT BANKASI ,KASIMPASA-ISTANBUL,631,,,,,,
0010,00629,TC ZIRAAT BANKASI ,IDIL-SIRNAK,632,,,,,,
0010,00630,TC ZIRAAT BANKASI ,OMERLI-MARDIN,633,,,,,,
0010,00631,TC ZIRAAT BANKASI ,ERFELEK-SINOP,634,,,,,,
0010,00632,TC ZIRAAT BANKASI ,EYNESIL-GIRESUN,635,,,,,,
0010,00633,TC ZIRAAT BANKASI ,TURKOGLU-K.MARAS,636,,,,,,
0010,00634,TC ZIRAAT BANKASI ,SULAKYURT-KIRIKKALE,637,,,,,,
0010,00635,TC ZIRAAT BANKASI ,ENEZ-EDIRNE,638,,,,,,
0010,00636,TC ZIRAAT BANKASI ,GURPINAR-VAN,639,,,,,,
0010,00637,TC ZIRAAT BANKASI ,SARIOGLAN SB.,640,,,,,,
0010,00638,TC ZIRAAT BANKASI ,GERCUS-BATMAN,641,,,,,,
0010,00639,TC ZIRAAT BANKASI ,AYBASTI-ORDU,642,,,,,,
0010,00640,TC ZIRAAT BANKASI ,ARSIN-TRABZON,643,,,,,,
0010,00641,TC ZIRAAT BANKASI ,KALKANDERE-RIZE,644,,,,,,
0010,00642,TC ZIRAAT BANKASI ,HANI-DIYARBAKIR,645,,,,,,
0010,00643,TC ZIRAAT BANKASI ,GOLBASI-ADIYAMAN,646,,,,,,
0010,00644,TC ZIRAAT BANKASI ,KUMRU-ORDU,647,,,,,,
0010,00645,TC ZIRAAT BANKASI ,OLUR-ERZURUM,648,,,,,,
0010,00646,TC ZIRAAT BANKASI ,CAT-ERZURUM,649,,,,,,
0010,00647,TC ZIRAAT BANKASI ,HAMUR-AGRI,650,,,,,,
