SipNo,CariKod,TedFirmaCode,BelgeNo,SendtoMail,kgid,insUN,insDT,insApp,updUN,updDT,updApp
23174,320.267,100,000730,*,844,yulya,2025-02-24 17:18:56.510000,KGShop,yulya,2025-02-24 17:22:23.067000,KGShop
23175,320.268,100,000730,*,845,yulya,2025-02-24 17:18:56.533000,KGShop,yulya,2025-02-24 17:22:24.110000,KGShop
23176,320.278,100,000730,*,846,yulya,2025-02-24 17:18:56.557000,KGShop,yulya,2025-02-24 17:22:25.230000,KGShop
23177,320.020,100,000732,*,847,yulya,2025-02-24 17:22:30.440000,KGShop,yulya,2025-02-24 17:27:06.470000,KGShop
23178,320.052,100,000732,*,848,yulya,2025-02-24 17:22:30.487000,KGShop,yulya,2025-02-24 17:27:07.530000,KGShop
23179,320.072,100,000732,*,849,yulya,2025-02-24 17:22:30.507000,KGShop,yulya,2025-02-24 17:27:08.643000,KGShop
23180,320.092,100,000732,*,850,yulya,2025-02-24 17:22:30.553000,KGShop,yulya,2025-02-24 17:27:09.690000,KGShop
23181,320.099,100,000732,*,851,yulya,2025-02-24 17:22:30.607000,KGShop,yulya,2025-02-24 17:27:11.403000,KGShop
23182,320.133,100,000732,*,852,yulya,2025-02-24 17:22:30.630000,KGShop,yulya,2025-02-24 17:27:12.933000,KGShop
23183,320.144,100,000732,*,853,yulya,2025-02-24 17:22:30.673000,KGShop,yulya,2025-02-24 17:27:14.063000,KGShop
23184,320.163,100,000732,*,854,yulya,2025-02-24 17:22:30.700000,KGShop,yulya,2025-02-24 17:27:15.587000,KGShop
23185,320.256,100,000732,*,855,yulya,2025-02-24 17:22:30.723000,KGShop,yulya,2025-02-24 17:27:16.987000,KGShop
23186,320.077,100,000706,*,856,yulya,2025-02-24 17:38:53.127000,KGShop,yulya,2025-02-24 17:42:06.643000,KGShop
23192,320.017,100,000741,*,857,yulya,2025-02-25 14:49:39.537000,KGShop,yulya,2025-02-25 14:53:24.103000,KGShop
23193,320.023,100,000741,*,858,yulya,2025-02-25 14:49:39.570000,KGShop,yulya,2025-02-25 14:53:25.373000,KGShop
23194,320.031,100,000741,*,859,yulya,2025-02-25 14:49:39.640000,KGShop,yulya,2025-02-25 14:53:26.847000,KGShop
23195,320.033,100,000741,*,860,yulya,2025-02-25 14:49:39.667000,KGShop,yulya,2025-02-25 14:53:28.077000,KGShop
23196,320.052,100,000741,*,861,yulya,2025-02-25 14:49:39.713000,KGShop,yulya,2025-02-25 14:53:29.413000,KGShop
23197,320.054,100,000741,*,862,yulya,2025-02-25 14:49:39.737000,KGShop,yulya,2025-02-25 14:53:35.847000,KGShop
23198,320.059,100,000741,*,863,yulya,2025-02-25 14:49:39.780000,KGShop,yulya,2025-02-25 14:53:37.263000,KGShop
23199,320.063,100,000741,*,864,yulya,2025-02-25 14:49:39.840000,KGShop,yulya,2025-02-25 14:53:39.210000,KGShop
23200,320.072,100,000741,*,865,yulya,2025-02-25 14:49:39.870000,KGShop,yulya,2025-02-25 14:53:40.147000,KGShop
23201,320.074,100,000741,*,866,yulya,2025-02-25 14:49:39.940000,KGShop,yulya,2025-02-25 14:53:41.707000,KGShop
23202,320.077,100,000741,*,867,yulya,2025-02-25 14:49:40.100000,KGShop,yulya,2025-02-25 14:53:43.480000,KGShop
23203,320.080,100,000741,*,868,yulya,2025-02-25 14:49:40.173000,KGShop,yulya,2025-02-25 14:53:45.003000,KGShop
23204,320.099,100,000741,*,869,yulya,2025-02-25 14:49:40.307000,KGShop,yulya,2025-02-25 14:53:46.340000,KGShop
23205,320.108,100,000741,*,870,yulya,2025-02-25 14:49:40.330000,KGShop,yulya,2025-02-25 14:53:46.493000,KGShop
23206,320.129,100,000741,*,871,yulya,2025-02-25 14:49:40.413000,KGShop,yulya,2025-02-25 14:53:48.090000,KGShop
23207,320.131,100,000741,*,872,yulya,2025-02-25 14:49:40.473000,KGShop,yulya,2025-02-25 14:53:49.543000,KGShop
23208,320.134,100,000741,*,873,yulya,2025-02-25 14:49:40.520000,KGShop,yulya,2025-02-25 14:53:51.050000,KGShop
23209,320.160,100,000741,*,874,yulya,2025-02-25 14:49:40.590000,KGShop,yulya,2025-02-25 14:53:52.270000,KGShop
23210,320.161,100,000741,*,875,yulya,2025-02-25 14:49:40.620000,KGShop,yulya,2025-02-25 14:53:53.403000,KGShop
23211,320.163,100,000741,*,876,yulya,2025-02-25 14:49:40.647000,KGShop,yulya,2025-02-25 14:53:54.583000,KGShop
23212,320.184,100,000741,*,877,yulya,2025-02-25 14:49:40.697000,KGShop,yulya,2025-02-25 14:53:55.973000,KGShop
23213,320.190,100,000741,*,878,yulya,2025-02-25 14:49:40.743000,KGShop,yulya,2025-02-25 14:53:57.893000,KGShop
23214,320.207,100,000741,*,879,yulya,2025-02-25 14:49:40.810000,KGShop,yulya,2025-02-25 14:54:00.110000,KGShop
23215,320.225,100,000741,*,880,yulya,2025-02-25 14:49:40.840000,KGShop,yulya,2025-02-25 14:54:03.143000,KGShop
23216,320.229,100,000741,*,881,yulya,2025-02-25 14:49:40.907000,KGShop,yulya,2025-02-25 14:54:04.427000,KGShop
23217,320.256,100,000741,*,882,yulya,2025-02-25 14:49:40.933000,KGShop,yulya,2025-02-25 14:54:07.943000,KGShop
23218,320.260,100,000741,*,883,yulya,2025-02-25 14:49:40.983000,KGShop,yulya,2025-02-25 14:54:11.047000,KGShop
23219,320.263,100,000741,*,884,yulya,2025-02-25 14:49:41.007000,KGShop,yulya,2025-02-25 14:54:12.400000,KGShop
23220,320.268,100,000741,*,885,yulya,2025-02-25 14:49:41.050000,KGShop,yulya,2025-02-25 14:54:14.313000,KGShop
23221,320.277,100,000741,*,886,yulya,2025-02-25 14:49:41.097000,KGShop,yulya,2025-02-25 14:54:15.913000,KGShop
23222,320.250,100,000741,*,887,yulya,2025-02-25 14:55:11.590000,KGShop,yulya,2025-02-25 14:58:23.707000,KGShop
23223,320.020,100,000746,*,888,yulya,2025-02-25 15:17:57.127000,KGShop,yulya,2025-02-25 15:18:23.973000,KGShop
23224,320.077,100,000746,*,889,yulya,2025-02-25 15:17:57.150000,KGShop,yulya,2025-02-25 15:18:25.550000,KGShop
23225,320.160,100,000746,*,890,yulya,2025-02-25 15:17:57.280000,KGShop,yulya,2025-02-25 15:18:28.737000,KGShop
23226,320.195,100,000746,*,891,yulya,2025-02-25 15:17:57.303000,KGShop,yulya,2025-02-25 15:18:30.327000,KGShop
23227,320.262,100,000746,*,892,yulya,2025-02-25 15:17:57.327000,KGShop,yulya,2025-02-25 15:18:32.093000,KGShop
23228,320.129,100,000751,*,893,yulya,2025-02-25 15:27:48.503000,KGShop,yulya,2025-02-25 15:28:23.883000,KGShop
23229,320.020,100,000757,*,894,yulya,2025-02-25 15:28:32.540000,KGShop,yulya,2025-02-25 15:33:23.397000,KGShop
23230,320.129,100,000754,*,895,yulya,2025-02-25 15:29:42.450000,KGShop,yulya,2025-02-25 15:33:24.820000,KGShop
23231,320.059,100,000755,*,896,yulya,2025-02-25 15:31:44.020000,KGShop,yulya,2025-02-25 15:33:26.840000,KGShop
23232,320.195,100,000755,*,897,yulya,2025-02-25 15:31:44.047000,KGShop,yulya,2025-02-25 15:33:28.800000,KGShop
23234,320.029,100,000758,*,898,yulya,2025-02-25 16:24:13.400000,KGShop,yulya,2025-02-25 16:28:23.843000,KGShop
23235,320.077,100,000758,*,899,yulya,2025-02-25 16:24:13.460000,KGShop,yulya,2025-02-25 16:28:26.130000,KGShop
23236,320.104,100,000758,*,900,yulya,2025-02-25 16:24:13.507000,KGShop,yulya,2025-02-25 16:28:27.477000,KGShop
23237,320.134,100,000758,*,901,yulya,2025-02-25 16:24:13.533000,KGShop,yulya,2025-02-25 16:28:29.210000,KGShop
23238,320.250,100,000758,*,902,yulya,2025-02-25 16:24:13.580000,KGShop,yulya,2025-02-25 16:28:30.577000,KGShop
23239,320.268,100,000758,*,903,yulya,2025-02-25 16:24:13.603000,KGShop,yulya,2025-02-25 16:28:32.110000,KGShop
23240,320.110,100,000758,*,904,yulya,2025-02-25 16:25:38.063000,KGShop,yulya,2025-02-25 16:28:33.740000,KGShop
23245,320.031,100,000750,*,905,yulya,2025-02-27 16:54:56.737000,KGShop,yulya,2025-02-27 16:58:14.670000,KGShop
23246,320.080,100,000750,*,906,yulya,2025-02-27 16:54:56.793000,KGShop,yulya,2025-02-27 16:58:16.490000,KGShop
23247,320.105,100,000750,*,907,yulya,2025-02-27 16:54:56.857000,KGShop,yulya,2025-02-27 16:58:17.693000,KGShop
23248,320.141,100,000750,*,908,yulya,2025-02-27 16:54:56.880000,KGShop,yulya,2025-02-27 16:58:19.057000,KGShop
23249,320.259,100,000750,*,909,yulya,2025-02-27 16:54:56.927000,KGShop,yulya,2025-02-27 16:58:20.127000,KGShop
23250,320.260,100,000750,*,910,yulya,2025-02-27 16:54:56.957000,KGShop,yulya,2025-02-27 16:58:21.650000,KGShop
23251,320.080,100,000760,*,911,yulya,2025-02-27 16:55:45.520000,KGShop,yulya,2025-02-27 16:58:23.060000,KGShop
23252,320.011,100,000761,*,912,yulya,2025-02-27 17:03:31.820000,KGShop,yulya,2025-02-27 17:08:14.063000,KGShop
23253,320.020,100,000761,*,913,yulya,2025-02-27 17:03:31.847000,KGShop,yulya,2025-02-27 17:08:16.653000,KGShop
23254,320.023,100,000761,*,914,yulya,2025-02-27 17:03:31.873000,KGShop,yulya,2025-02-27 17:08:18.837000,KGShop
23255,320.031,100,000761,*,915,yulya,2025-02-27 17:03:31.937000,KGShop,yulya,2025-02-27 17:08:21.170000,KGShop
23256,320.052,100,000761,*,916,yulya,2025-02-27 17:03:31.963000,KGShop,yulya,2025-02-27 17:08:22.777000,KGShop
23257,320.059,100,000761,*,917,yulya,2025-02-27 17:03:32.007000,KGShop,yulya,2025-02-27 17:08:24.663000,KGShop
23258,320.072,100,000761,*,918,yulya,2025-02-27 17:03:32.030000,KGShop,yulya,2025-02-27 17:08:25.953000,KGShop
23259,320.074,100,000761,*,919,yulya,2025-02-27 17:03:32.080000,KGShop,yulya,2025-02-27 17:08:27.773000,KGShop
23260,320.080,100,000761,*,920,yulya,2025-02-27 17:03:32.107000,KGShop,yulya,2025-02-27 17:08:29.283000,KGShop
23261,320.108,100,000761,*,921,yulya,2025-02-27 17:03:32.140000,KGShop,yulya,2025-02-27 17:08:29.420000,KGShop
23262,320.129,100,000761,*,922,yulya,2025-02-27 17:03:32.183000,KGShop,yulya,2025-02-27 17:08:30.907000,KGShop
23263,320.133,100,000761,*,923,yulya,2025-02-27 17:03:32.210000,KGShop,yulya,2025-02-27 17:08:32.620000,KGShop
23264,320.144,100,000761,*,924,yulya,2025-02-27 17:03:32.237000,KGShop,yulya,2025-02-27 17:08:34.080000,KGShop
23265,320.160,100,000761,*,925,yulya,2025-02-27 17:03:32.263000,KGShop,yulya,2025-02-27 17:08:35.400000,KGShop
23266,320.163,100,000761,*,926,yulya,2025-02-27 17:03:32.297000,KGShop,yulya,2025-02-27 17:08:36.507000,KGShop
23267,320.190,100,000761,*,927,yulya,2025-02-27 17:03:32.327000,KGShop,yulya,2025-02-27 17:08:38.220000,KGShop
23268,320.219,100,000761,*,928,yulya,2025-02-27 17:03:32.383000,KGShop,yulya,2025-02-27 17:08:39.607000,KGShop
23269,320.229,100,000761,*,929,yulya,2025-02-27 17:03:32.427000,KGShop,yulya,2025-02-27 17:08:41.050000,KGShop
23270,320.260,100,000761,*,930,yulya,2025-02-27 17:03:32.453000,KGShop,yulya,2025-02-27 17:08:42.630000,KGShop
23271,320.269,100,000761,*,931,yulya,2025-02-27 17:03:32.497000,KGShop,yulya,2025-02-27 17:08:44.170000,KGShop
23272,320.276,100,000761,*,932,yulya,2025-02-27 17:03:32.527000,KGShop,yulya,2025-02-27 17:08:44.303000,KGShop
23277,320.077,100,000766,*,933,yulya,2025-03-03 15:09:23.787000,KGShop,yulya,2025-03-03 15:10:06.627000,KGShop
23278,320.131,100,000767,*,934,yulya,2025-03-03 15:09:50.153000,KGShop,yulya,2025-03-03 15:10:09.223000,KGShop
23279,320.282,100,000764,*,935,yulya,2025-03-03 15:11:03.830000,KGShop,yulya,2025-03-03 15:15:05.603000,KGShop
23280,320.023,100,000763,*,936,yulya,2025-03-03 15:11:53.710000,KGShop,yulya,2025-03-03 15:15:07.050000,KGShop
23281,320.080,100,000763,*,937,yulya,2025-03-03 15:11:53.737000,KGShop,yulya,2025-03-03 15:15:08.550000,KGShop
23282,320.033,100,000742,*,938,yulya,2025-03-03 15:25:17.493000,KGShop,yulya,2025-03-03 15:30:04.767000,KGShop
23283,320.054,100,000742,*,939,yulya,2025-03-03 15:25:17.520000,KGShop,yulya,2025-03-03 15:30:06.137000,KGShop
23284,320.063,100,000742,*,940,yulya,2025-03-03 15:25:17.567000,KGShop,yulya,2025-03-03 15:30:07.583000,KGShop
23285,320.072,100,000742,*,941,yulya,2025-03-03 15:25:17.620000,KGShop,yulya,2025-03-03 15:30:08.873000,KGShop
23286,320.077,100,000742,*,942,yulya,2025-03-03 15:25:17.690000,KGShop,yulya,2025-03-03 15:30:10.043000,KGShop
23287,320.080,100,000742,*,943,yulya,2025-03-03 15:25:17.737000,KGShop,yulya,2025-03-03 15:30:11.237000,KGShop
23288,320.098,100,000742,*,944,yulya,2025-03-03 15:25:17.763000,KGShop,yulya,2025-03-03 15:30:12.463000,KGShop
23289,320.131,100,000742,*,945,yulya,2025-03-03 15:25:17.790000,KGShop,yulya,2025-03-03 15:30:13.687000,KGShop
23290,320.144,100,000742,*,946,yulya,2025-03-03 15:25:17.860000,KGShop,yulya,2025-03-03 15:30:15.130000,KGShop
23291,320.160,100,000742,*,947,yulya,2025-03-03 15:25:17.887000,KGShop,yulya,2025-03-03 15:30:16.120000,KGShop
23292,320.161,100,000742,*,948,yulya,2025-03-03 15:25:17.913000,KGShop,yulya,2025-03-03 15:30:17.640000,KGShop
23293,320.163,100,000742,*,949,yulya,2025-03-03 15:25:17.983000,KGShop,yulya,2025-03-03 15:30:19.240000,KGShop
23294,320.195,100,000742,*,950,yulya,2025-03-03 15:25:18.010000,KGShop,yulya,2025-03-03 15:30:20.693000,KGShop
23295,320.207,100,000742,*,951,yulya,2025-03-03 15:25:18.033000,KGShop,yulya,2025-03-03 15:30:22.910000,KGShop
23296,320.225,100,000742,*,952,yulya,2025-03-03 15:25:18.060000,KGShop,yulya,2025-03-03 15:30:24.410000,KGShop
23297,320.250,100,000742,*,953,yulya,2025-03-03 15:25:18.087000,KGShop,yulya,2025-03-03 15:30:25.520000,KGShop
23298,320.257,100,000742,*,954,yulya,2025-03-03 15:25:18.157000,KGShop,yulya,2025-03-03 15:30:27.153000,KGShop
23299,320.263,100,000742,*,955,yulya,2025-03-03 15:25:18.210000,KGShop,yulya,2025-03-03 15:30:29.747000,KGShop
23300,320.268,100,000742,*,956,yulya,2025-03-03 15:25:18.240000,KGShop,yulya,2025-03-03 15:30:32.047000,KGShop
23301,320.020,100,000756,*,957,yulya,2025-03-03 15:34:09.253000,KGShop,yulya,2025-03-03 15:35:04.603000,KGShop
23302,320.054,100,000756,*,958,yulya,2025-03-03 15:34:09.280000,KGShop,yulya,2025-03-03 15:35:06.470000,KGShop
23303,320.080,100,000756,*,959,yulya,2025-03-03 15:34:09.307000,KGShop,yulya,2025-03-03 15:35:08.620000,KGShop
23304,320.131,100,000756,*,960,yulya,2025-03-03 15:34:09.333000,KGShop,yulya,2025-03-03 15:35:09.833000,KGShop
23305,320.133,100,000756,*,961,yulya,2025-03-03 15:34:09.367000,KGShop,yulya,2025-03-03 15:35:11.243000,KGShop
23306,320.190,100,000756,*,962,yulya,2025-03-03 15:34:09.393000,KGShop,yulya,2025-03-03 15:35:12.630000,KGShop
23307,320.213,100,000756,*,963,yulya,2025-03-03 15:34:09.417000,KGShop,yulya,2025-03-03 15:35:14.013000,KGShop
23308,320.269,100,000756,*,964,yulya,2025-03-03 15:34:09.460000,KGShop,yulya,2025-03-03 15:35:15.310000,KGShop
23309,320.176,100,000767,*,965,yulya,2025-03-03 15:53:08.177000,KGShop,yulya,2025-03-03 15:55:04.833000,KGShop
23317,320.063,100,000771,*,966,yulya,2025-03-05 12:21:44.770000,KGShop,yulya,2025-03-05 12:22:05.577000,KGShop
23318,320.144,100,000765,*,967,yulya,2025-03-05 13:48:57.167000,KGShop,yulya,2025-03-05 13:52:05.303000,KGShop
23319,320.020,100,000772,*,968,yulya,2025-03-05 13:51:35.197000,KGShop,yulya,2025-03-05 13:52:06.240000,KGShop
23320,320.054,100,000772,*,969,yulya,2025-03-05 13:51:35.220000,KGShop,yulya,2025-03-05 13:52:07.073000,KGShop
23321,320.063,100,000772,*,970,yulya,2025-03-05 13:51:35.247000,KGShop,yulya,2025-03-05 13:52:07.817000,KGShop
23322,320.072,100,000772,*,971,yulya,2025-03-05 13:51:35.270000,KGShop,yulya,2025-03-05 13:52:08.603000,KGShop
23323,320.077,100,000772,*,972,yulya,2025-03-05 13:51:35.297000,KGShop,yulya,2025-03-05 13:52:09.460000,KGShop
23324,320.195,100,000772,*,973,yulya,2025-03-05 13:51:35.323000,KGShop,yulya,2025-03-05 13:52:10.300000,KGShop
23325,320.256,100,000772,*,974,yulya,2025-03-05 13:51:35.350000,KGShop,yulya,2025-03-05 13:52:11.120000,KGShop
23326,320.077,100,000773,*,975,yulya,2025-03-05 13:55:12.287000,KGShop,yulya,2025-03-05 13:57:05.300000,KGShop
23327,320.190,100,000773,*,976,yulya,2025-03-05 13:55:12.310000,KGShop,yulya,2025-03-05 13:57:06.150000,KGShop
23328,320.072,100,000772,*,977,yulya,2025-03-05 15:14:08.760000,KGShop,yulya,2025-03-05 15:17:05.443000,KGShop
23332,320.020,100,000759,*,978,yulya,2025-03-06 13:07:11.247000,KGShop,yulya,2025-03-06 13:09:03.637000,KGShop
23333,320.052,100,000759,*,979,yulya,2025-03-06 13:07:11.280000,KGShop,yulya,2025-03-06 13:09:04.453000,KGShop
23334,320.054,100,000759,*,980,yulya,2025-03-06 13:07:11.303000,KGShop,yulya,2025-03-06 13:09:05.283000,KGShop
23335,320.072,100,000759,*,981,yulya,2025-03-06 13:07:11.330000,KGShop,yulya,2025-03-06 13:09:06.210000,KGShop
23336,320.080,100,000759,*,982,yulya,2025-03-06 13:07:11.357000,KGShop,yulya,2025-03-06 13:09:07.070000,KGShop
23337,320.099,100,000759,*,983,yulya,2025-03-06 13:07:11.400000,KGShop,yulya,2025-03-06 13:09:07.870000,KGShop
23338,320.108,100,000759,*,984,yulya,2025-03-06 13:07:11.427000,KGShop,yulya,2025-03-06 13:09:08.917000,KGShop
23339,320.129,100,000759,*,985,yulya,2025-03-06 13:07:11.470000,KGShop,yulya,2025-03-06 13:09:09.813000,KGShop
23340,320.144,100,000759,*,986,yulya,2025-03-06 13:07:11.493000,KGShop,yulya,2025-03-06 13:09:10.610000,KGShop
23341,320.163,100,000759,*,987,yulya,2025-03-06 13:07:11.553000,KGShop,yulya,2025-03-06 13:09:11.413000,KGShop
23342,320.229,100,000759,*,988,yulya,2025-03-06 13:07:11.597000,KGShop,yulya,2025-03-06 13:09:12.187000,KGShop
23343,320.256,100,000759,*,989,yulya,2025-03-06 13:07:11.620000,KGShop,yulya,2025-03-06 13:09:12.920000,KGShop
23344,320.260,100,000759,*,990,yulya,2025-03-06 13:07:11.647000,KGShop,yulya,2025-03-06 13:09:13.673000,KGShop
23345,320.272,100,000759,*,991,yulya,2025-03-06 13:07:11.670000,KGShop,yulya,2025-03-06 13:09:14.450000,KGShop
23346,320.002,100,000769,*,992,yulya,2025-03-06 13:10:11.170000,KGShop,yulya,2025-03-06 13:14:03.027000,KGShop
23347,320.033,100,000769,*,993,yulya,2025-03-06 13:10:11.197000,KGShop,yulya,2025-03-06 13:14:03.783000,KGShop
23348,320.074,100,000769,*,994,yulya,2025-03-06 13:10:11.223000,KGShop,yulya,2025-03-06 13:14:04.600000,KGShop
23349,320.108,100,000769,*,995,yulya,2025-03-06 13:10:11.250000,KGShop,yulya,2025-03-06 13:14:05.420000,KGShop
23350,320.190,100,000769,*,996,yulya,2025-03-06 13:10:11.280000,KGShop,yulya,2025-03-06 13:14:06.307000,KGShop
23351,320.263,100,000769,*,997,yulya,2025-03-06 13:10:11.303000,KGShop,yulya,2025-03-06 13:14:07.200000,KGShop
23352,320.033,100,000770,*,998,yulya,2025-03-06 13:12:06.567000,KGShop,yulya,2025-03-06 13:14:08.010000,KGShop
23353,320.074,100,000770,*,999,yulya,2025-03-06 13:12:06.600000,KGShop,yulya,2025-03-06 13:14:08.757000,KGShop
23354,320.190,100,000770,*,1000,yulya,2025-03-06 13:12:06.630000,KGShop,yulya,2025-03-06 13:14:09.560000,KGShop
23355,320.263,100,000770,*,1001,yulya,2025-03-06 13:12:06.657000,KGShop,yulya,2025-03-06 13:14:10.393000,KGShop
23356,320.020,100,000775,*,1002,yulya,2025-03-06 13:14:41.787000,KGShop,yulya,2025-03-06 13:19:03.287000,KGShop
23357,320.023,100,000775,*,1003,yulya,2025-03-06 13:14:41.813000,KGShop,yulya,2025-03-06 13:19:04.147000,KGShop
23358,320.063,100,000775,*,1004,yulya,2025-03-06 13:14:41.837000,KGShop,yulya,2025-03-06 13:19:05.157000,KGShop
23359,320.119,100,000775,*,1005,yulya,2025-03-06 13:14:41.900000,KGShop,yulya,2025-03-06 13:19:06.220000,KGShop
23360,320.129,100,000775,*,1006,yulya,2025-03-06 13:14:41.943000,KGShop,yulya,2025-03-06 13:19:07.747000,KGShop
23361,320.176,100,000775,*,1007,yulya,2025-03-06 13:14:41.970000,KGShop,yulya,2025-03-06 13:19:08.760000,KGShop
23364,320.229,100,000778,*,1008,yulya,2025-03-07 12:37:14.800000,KGShop,yulya,2025-03-07 12:42:04.067000,KGShop
23365,320.072,100,000776,*,1009,yulya,2025-03-07 12:51:13.310000,KGShop,yulya,2025-03-07 12:52:03.527000,KGShop
23367,320.256,100,000780,*,1010,yulya,2025-03-07 16:21:33.563000,KGShop,yulya,2025-03-07 16:22:03.367000,KGShop
23369,320.072,100,000781,*,1011,yulya,2025-03-10 10:59:39.377000,KGShop,yulya,2025-03-10 11:02:42.323000,KGShop
23372,320.077,100,000782,*,1012,yulya,2025-03-10 17:00:40.130000,KGShop,yulya,2025-03-10 17:01:57.690000,KGShop
23373,320.133,100,000782,*,1013,yulya,2025-03-10 17:00:40.167000,KGShop,yulya,2025-03-10 17:02:04.800000,KGShop
23374,320.009,100,000779,*,1014,yulya,2025-03-10 17:04:22.630000,KGShop,yulya,2025-03-10 17:06:55.867000,KGShop
23375,320.020,100,000779,*,1015,yulya,2025-03-10 17:04:22.657000,KGShop,yulya,2025-03-10 17:06:56.687000,KGShop
23376,320.077,100,000779,*,1016,yulya,2025-03-10 17:04:22.717000,KGShop,yulya,2025-03-10 17:06:57.450000,KGShop
23377,320.095,100,000779,*,1017,yulya,2025-03-10 17:04:22.737000,KGShop,yulya,2025-03-10 17:06:58.277000,KGShop
23378,320.098,100,000779,*,1018,yulya,2025-03-10 17:04:22.777000,KGShop,yulya,2025-03-10 17:06:59.200000,KGShop
23379,320.131,100,000779,*,1019,yulya,2025-03-10 17:04:22.820000,KGShop,yulya,2025-03-10 17:07:00.027000,KGShop
23380,320.229,100,000779,*,1020,yulya,2025-03-10 17:04:22.897000,KGShop,yulya,2025-03-10 17:07:00.880000,KGShop
23381,320.274,100,000779,*,1021,yulya,2025-03-10 17:05:03.057000,KGShop,yulya,2025-03-10 17:07:01.050000,KGShop
23382,320.002,100,000774,*,1022,yulya,2025-03-10 17:07:18.887000,KGShop,yulya,2025-03-10 17:11:55.923000,KGShop
23383,320.048,100,000774,*,1023,yulya,2025-03-10 17:07:18.917000,KGShop,yulya,2025-03-10 17:11:56.857000,KGShop
23384,320.052,100,000774,*,1024,yulya,2025-03-10 17:07:19.043000,KGShop,yulya,2025-03-10 17:11:57.787000,KGShop
23385,320.063,100,000774,*,1025,yulya,2025-03-10 17:07:19.067000,KGShop,yulya,2025-03-10 17:11:58.667000,KGShop
23386,320.269,100,000774,*,1026,yulya,2025-03-10 17:07:19.107000,KGShop,yulya,2025-03-10 17:11:59.520000,KGShop
23391,320.108,100,000784,*,1027,yulya,2025-03-12 15:51:49.163000,KGShop,yulya,2025-03-12 15:53:46.510000,KGShop
23392,320.190,100,000784,*,1028,yulya,2025-03-12 15:51:49.193000,KGShop,yulya,2025-03-12 15:53:47.277000,KGShop
23393,320.267,100,000784,*,1029,yulya,2025-03-12 15:51:49.243000,KGShop,yulya,2025-03-12 15:53:48.067000,KGShop
23395,320.144,100,000788,*,1030,yulya,2025-03-12 15:59:19.513000,KGShop,yulya,2025-03-12 16:03:25.843000,KGShop
23399,320.077,100,000644,*,1031,yulya,2025-03-13 11:57:44.793000,KGShop,yulya,2025-03-13 11:59:19.863000,KGShop
23403,320.002,100,000768,*,1032,yulya,2025-03-14 13:12:51.160000,KGShop,yulya,2025-03-14 13:16:21.897000,KGShop
23404,320.023,100,000768,*,1033,yulya,2025-03-14 13:12:51.197000,KGShop,yulya,2025-03-14 13:16:22.750000,KGShop
23405,320.054,100,000768,*,1034,yulya,2025-03-14 13:12:51.243000,KGShop,yulya,2025-03-14 13:16:23.560000,KGShop
23406,320.072,100,000768,*,1035,yulya,2025-03-14 13:12:51.310000,KGShop,yulya,2025-03-14 13:16:24.307000,KGShop
23407,320.080,100,000768,*,1036,yulya,2025-03-14 13:12:51.333000,KGShop,yulya,2025-03-14 13:16:25.100000,KGShop
23408,320.095,100,000768,*,1037,yulya,2025-03-14 13:12:51.383000,KGShop,yulya,2025-03-14 13:16:25.910000,KGShop
23409,320.108,100,000768,*,1038,yulya,2025-03-14 13:12:51.427000,KGShop,yulya,2025-03-14 13:16:26.617000,KGShop
23410,320.160,100,000768,*,1039,yulya,2025-03-14 13:12:51.493000,KGShop,yulya,2025-03-14 13:16:27.407000,KGShop
23411,320.190,100,000768,*,1040,yulya,2025-03-14 13:12:51.523000,KGShop,yulya,2025-03-14 13:16:28.290000,KGShop
23412,320.229,100,000768,*,1041,yulya,2025-03-14 13:12:51.567000,KGShop,yulya,2025-03-14 13:16:29.130000,KGShop
23413,320.260,100,000768,*,1042,yulya,2025-03-14 13:12:51.593000,KGShop,yulya,2025-03-14 13:16:29.870000,KGShop
23414,320.263,100,000768,*,1043,yulya,2025-03-14 13:12:51.620000,KGShop,yulya,2025-03-14 13:16:30.677000,KGShop
23415,320.020,100,000785,*,1044,yulya,2025-03-14 13:24:47.180000,KGShop,yulya,2025-03-14 13:26:19.083000,KGShop
23416,320.059,100,000785,*,1045,yulya,2025-03-14 13:24:47.263000,KGShop,yulya,2025-03-14 13:26:19.830000,KGShop
23417,320.077,100,000785,*,1046,yulya,2025-03-14 13:24:47.287000,KGShop,yulya,2025-03-14 13:26:20.583000,KGShop
23418,320.080,100,000785,*,1047,yulya,2025-03-14 13:24:47.317000,KGShop,yulya,2025-03-14 13:26:21.333000,KGShop
23419,320.108,100,000785,*,1048,yulya,2025-03-14 13:24:47.413000,KGShop,yulya,2025-03-14 13:26:22.170000,KGShop
23420,320.129,100,000785,*,1049,yulya,2025-03-14 13:24:47.460000,KGShop,yulya,2025-03-14 13:26:22.900000,KGShop
23421,320.190,100,000785,*,1050,yulya,2025-03-14 13:24:47.490000,KGShop,yulya,2025-03-14 13:26:23.727000,KGShop
23422,320.219,100,000785,*,1051,yulya,2025-03-14 13:24:47.533000,KGShop,yulya,2025-03-14 13:26:24.503000,KGShop
23423,320.262,100,000785,*,1052,yulya,2025-03-14 13:24:47.560000,KGShop,yulya,2025-03-14 13:26:25.317000,KGShop
23424,320.020,100,000786,*,1053,yulya,2025-03-14 13:30:44.343000,KGShop,yulya,2025-03-14 13:31:19.147000,KGShop
