FisNo,Fisinx,cbpg,tanim,ParaCinsi,EvrakNo,Tutar,Banka,Sube,Vade,MuhKod,KurFarkiMuhKod,MM,KurFarkiMM,StpjOran,KDVOran,StpjMuhKod,KDVMuhKod,locked,Tanim2,KurFarkiDvz,BABSCODE,ExtraField1,ExtraField2,ExtraField3,TevKod,TevOran,TevMuhKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
300,772,120.037,,US,,5000.0000000000,,,,,,,,,,,,,,,,,,,,,,772,300,yulya,2025-03-18 14:17:48.753000,KGShop,,,
300,773,120.046,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,773,300,yulya,2025-03-18 14:18:11.180000,KGShop,,,
301,774,320.020,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,774,301,yulya,2025-03-18 15:12:54.917000,KGShop,,,
302,775,120.012,İADE 4 ÇİFT,US,,116.0000000000,,,,,,,,,,,,,,,,,,,,,,775,302,yulya,2025-03-18 16:33:16.733000,KGShop,,,
302,776,120.012,İADE,US,,77.0000000000,,,,,,,,,,,,,,,,,,,,,,776,302,yulya,2025-03-18 16:39:27.687000,KGShop,yulya,2025-03-18 18:34:19.563000,KGShop
303,777,120.197,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,777,303,yulya,2025-03-18 17:19:41.420000,KGShop,,,
303,778,120.012,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,778,303,yulya,2025-03-18 17:19:41.420000,KGShop,,,
304,779,120.115,,US,,3152.0000000000,,,,,,,,,,,,,,,,,,,,,,779,304,yulya,2025-03-19 09:47:09.857000,KGShop,,,
305,780,320.074,DEVİR,US,,28.0000000000,,,,,,,,,,,,,,,,,,,,,,780,305,yulya,2025-03-19 11:30:59.760000,KGShop,,,
306,781,120.127,,US,,3600.0000000000,,,,,,,,,,,,,,,,,,,,,,781,306,yulya,2025-03-19 11:50:18.323000,KGShop,,,
307,782,120.012,10 çift iade,US,,296.0000000000,,,,,,,,,,,,,6*30  1*38  3*26,,,,,,,,,782,307,yulya,2025-03-19 12:34:19.507000,KGShop,yulya,2025-03-19 12:34:42.653000,KGShop
308,783,120.196,,US,,2100.0000000000,,,,,,,,,,,,,,,,,,,,,,783,308,yulya,2025-03-19 12:36:40.717000,KGShop,,,
309,784,320.129,1 çift iade,US,,35.0000000000,,,,,,,,,,,,,,,,,,,,,,784,309,yulya,2025-03-19 12:37:37.443000,KGShop,,,
308,785,120.052,,US,,5536.0000000000,,,,,,,,,,,,,,,,,,,,,,785,308,yulya,2025-03-19 12:38:08.543000,KGShop,,,
310,786,320.023,3 ÇİFT İADE,US,,69.0000000000,,,,,,,,,,,,,,,,,,,,,,786,310,yulya,2025-03-19 12:41:08.953000,KGShop,,,
311,787,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,787,311,yulya,2025-03-19 16:20:47.727000,KGShop,,,
312,788,120.012,,US,,6000.0000000000,,,,,,,,,,,,,,,,,,,,,,788,312,yulya,2025-03-19 16:40:21.873000,KGShop,,,
312,789,120.086,,US,,464.0000000000,,,,,,,,,,,,,,,,,,,,,,789,312,yulya,2025-03-19 16:40:21.877000,KGShop,,,
313,790,120.198, KIŞKLIK ALACAĞI,US,,4779.0000000000,,,,,,,,,,,,,,,,,,,,,,790,313,yulya,2025-03-19 18:18:23.130000,KGShop,yulya,2025-03-19 18:18:39.217000,KGShop
314,791,120.198,"05,08 FİŞ",US,,576.0000000000,,,,,,,,,,,,,,,,,,,,,,791,314,yulya,2025-03-19 18:21:35.777000,KGShop,,,
314,792,120.198,"13,01 FİŞ",US,,1120.0000000000,,,,,,,,,,,,,,,,,,,,,,792,314,yulya,2025-03-19 18:21:35.790000,KGShop,,,
314,793,120.198,"20,01 FİŞ",US,,4056.0000000000,,,,,,,,,,,,,,,,,,,,,,793,314,yulya,2025-03-19 18:21:35.800000,KGShop,,,
314,794,120.198,"29,01 FİŞ",US,,2376.0000000000,,,,,,,,,,,,,,,,,,,,,,794,314,yulya,2025-03-19 18:21:35.810000,KGShop,,,
314,795,120.198,"18,03 FİŞ",US,,2110.0000000000,,,,,,,,,,,,,,,,,,,,,,795,314,yulya,2025-03-19 18:21:35.820000,KGShop,yulya,2025-03-20 15:41:49.687000,KGShop
315,796,120.198,İADE,US,,116.0000000000,,,,,,,,,,,,,,,,,,,,,,796,315,yulya,2025-03-19 18:23:07.100000,KGShop,,,
315,797,120.198,İADE,US,,77.0000000000,,,,,,,,,,,,,,,,,,,,,,797,315,yulya,2025-03-19 18:23:07.100000,KGShop,,,
315,798,120.198,ÖDEME,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,798,315,yulya,2025-03-19 18:23:07.107000,KGShop,,,
315,799,120.198,,US,,6000.0000000000,,,,,,,,,,,,,,,,,,,,,,799,315,yulya,2025-03-19 18:23:07.110000,KGShop,,,
315,800,120.198,İADE,US,,296.0000000000,,,,,,,,,,,,,,,,,,,,,,800,315,yulya,2025-03-19 18:23:24.110000,KGShop,,,
316,801,320.011,1 TK İADE YANLIŞ,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,801,316,yulya,2025-03-20 11:47:34.650000,KGShop,,,
317,802,120.010,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,802,317,yulya,2025-03-20 12:36:33.410000,KGShop,,,
318,803,120.047,,US,,10000.0000000000,,,,,,,,,,,,,,,,,,,,,,803,318,yulya,2025-03-20 13:06:31.110000,KGShop,yulya,2025-03-20 13:07:41.100000,KGShop
320,805,320.031,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,805,320,yulya,2025-03-20 15:49:12.193000,KGShop,,,
321,806,120.037,,US,,2172.0000000000,,,,,,,,,,,,,,,,,,,,,,806,321,yulya,2025-03-20 16:08:33.187000,KGShop,,,
322,807,320.130,DEVİR,US,,26.0000000000,,,,,,,,,,,,,,,,,,,,,,807,322,yulya,2025-03-21 10:54:59.177000,KGShop,,,
323,808,120.127,,US,,1205.0000000000,,,,,,,,,,,,,,,,,,,,,,808,323,yulya,2025-03-21 10:58:19.860000,KGShop,,,
324,809,320.002,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,809,324,yulya,2025-03-21 17:42:30.520000,KGShop,,,
324,810,320.004,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,810,324,yulya,2025-03-21 17:42:30.530000,KGShop,,,
324,811,320.006,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,811,324,yulya,2025-03-21 17:42:30.530000,KGShop,,,
324,812,320.011,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,812,324,yulya,2025-03-21 17:42:30.533000,KGShop,,,
324,813,320.017,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,813,324,yulya,2025-03-21 17:42:30.533000,KGShop,,,
324,814,320.020,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,814,324,yulya,2025-03-21 17:42:30.537000,KGShop,,,
324,815,320.023,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,815,324,yulya,2025-03-21 17:42:30.540000,KGShop,,,
324,816,320.031,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,816,324,yulya,2025-03-21 17:42:30.540000,KGShop,,,
324,817,320.052,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,817,324,yulya,2025-03-21 17:42:30.543000,KGShop,,,
324,818,320.054,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,818,324,yulya,2025-03-21 17:42:30.543000,KGShop,,,
324,819,320.059,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,819,324,yulya,2025-03-21 17:42:30.547000,KGShop,,,
324,820,320.063,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,820,324,yulya,2025-03-21 17:42:30.550000,KGShop,,,
324,821,320.066,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,821,324,yulya,2025-03-21 17:42:30.550000,KGShop,,,
324,822,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,822,324,yulya,2025-03-21 17:42:30.553000,KGShop,,,
324,823,320.074,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,823,324,yulya,2025-03-21 17:42:30.553000,KGShop,,,
324,824,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,824,324,yulya,2025-03-21 17:42:30.557000,KGShop,,,
324,825,320.080,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,825,324,yulya,2025-03-21 17:42:30.557000,KGShop,,,
324,826,320.097,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,826,324,yulya,2025-03-21 17:42:30.560000,KGShop,,,
324,827,320.099,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,827,324,yulya,2025-03-21 17:42:30.560000,KGShop,,,
324,828,320.104,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,828,324,yulya,2025-03-21 17:42:30.563000,KGShop,,,
324,829,320.105,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,829,324,yulya,2025-03-21 17:42:30.563000,KGShop,,,
324,830,320.108,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,830,324,yulya,2025-03-21 17:42:30.567000,KGShop,,,
324,831,320.119,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,831,324,yulya,2025-03-21 17:42:30.570000,KGShop,,,
324,832,320.129,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,832,324,yulya,2025-03-21 17:42:30.570000,KGShop,,,
324,833,320.131,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,833,324,yulya,2025-03-21 17:42:30.573000,KGShop,,,
324,834,320.133,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,834,324,yulya,2025-03-21 17:42:30.573000,KGShop,,,
324,835,320.141,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,835,324,yulya,2025-03-21 17:51:36.600000,KGShop,,,
324,836,320.144,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,836,324,yulya,2025-03-21 17:51:36.600000,KGShop,,,
324,837,320.160,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,837,324,yulya,2025-03-21 17:51:36.603000,KGShop,,,
324,838,320.163,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,838,324,yulya,2025-03-21 17:51:36.607000,KGShop,,,
324,839,320.184,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,839,324,yulya,2025-03-21 17:51:36.610000,KGShop,,,
324,840,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,840,324,yulya,2025-03-21 17:51:36.610000,KGShop,,,
324,841,320.207,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,841,324,yulya,2025-03-21 17:51:36.613000,KGShop,,,
324,842,320.213,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,842,324,yulya,2025-03-21 17:51:36.613000,KGShop,,,
324,843,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,843,324,yulya,2025-03-21 17:51:36.617000,KGShop,,,
324,844,320.250,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,844,324,yulya,2025-03-21 17:51:36.620000,KGShop,,,
324,845,320.256,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,845,324,yulya,2025-03-21 17:51:36.620000,KGShop,,,
324,846,320.257,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,846,324,yulya,2025-03-21 17:51:36.623000,KGShop,,,
324,847,320.259,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,847,324,yulya,2025-03-21 17:51:36.623000,KGShop,,,
324,848,320.260,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,848,324,yulya,2025-03-21 17:51:36.627000,KGShop,,,
324,849,320.261,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,849,324,yulya,2025-03-21 17:51:36.630000,KGShop,,,
324,850,320.262,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,850,324,yulya,2025-03-21 17:51:36.630000,KGShop,,,
324,851,320.268,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,851,324,yulya,2025-03-21 17:51:36.633000,KGShop,,,
324,852,320.272,,US,,180.0000000000,,,,,,,,,,,,,,,,,,,,,,852,324,yulya,2025-03-21 17:51:36.637000,KGShop,,,
324,853,320.274,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,853,324,yulya,2025-03-21 17:51:36.637000,KGShop,,,
324,854,320.277,,US,,340.0000000000,,,,,,,,,,,,,,,,,,,,,,854,324,yulya,2025-03-21 17:51:36.640000,KGShop,,,
324,855,320.278,,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,855,324,yulya,2025-03-21 17:51:36.640000,KGShop,,,
325,856,320.213,DEVİR,US,,45.0000000000,,,,,,,,,,,,,,,,,,,,,,856,325,yulya,2025-03-24 12:25:01.360000,KGShop,,,
326,857,120.148,,US,,660.0000000000,,,,,,,,,,,,,,,,,,,,,,857,326,yulya,2025-03-24 12:42:44.880000,KGShop,,,
327,858,120.039,1 ÇİFT İADE,US,,32.0000000000,,,,,,,,,,,,,031,,,,,,,,,858,327,yulya,2025-03-24 12:58:52.087000,KGShop,yulya,2025-03-24 13:01:23.197000,KGShop
328,859,320.229,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,859,328,yulya,2025-03-24 13:35:31.540000,KGShop,,,
329,860,120.027,,US,,1412.0000000000,,,,,,,,,,,,,,,,,,,,,,860,329,yulya,2025-03-24 16:46:47.430000,KGShop,,,
330,861,120.195,,US,,1334.0000000000,,,,,,,,,,,,,,,,,,,,,,861,330,yulya,2025-03-24 17:00:02.803000,KGShop,,,
330,862,120.104,,US,,312.0000000000,,,,,,,,,,,,,,,,,,,,,,862,330,yulya,2025-03-24 17:00:02.813000,KGShop,,,
330,863,120.110,,US,,1132.0000000000,,,,,,,,,,,,,,,,,,,,,,863,330,yulya,2025-03-24 17:00:02.830000,KGShop,,,
330,864,120.057,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,864,330,yulya,2025-03-24 17:00:02.833000,KGShop,,,
330,865,120.067,,US,,1352.0000000000,,,,,,,,,,,,,,,,,,,,,,865,330,yulya,2025-03-24 17:00:02.833000,KGShop,,,
330,866,120.061,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,866,330,yulya,2025-03-24 17:00:02.837000,KGShop,,,
330,867,120.180,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,867,330,yulya,2025-03-24 17:00:02.840000,KGShop,,,
331,868,120.012,1 TK İPTAL,US,,216.0000000000,,,,,,,,,,,,,,,,,,,,,,868,331,yulya,2025-03-25 15:17:34.193000,KGShop,,,
331,869,120.198,1 TK İPTAL,US,,216.0000000000,,,,,,,,,,,,,,,,,,,,,,869,331,yulya,2025-03-25 15:22:22.960000,KGShop,,,
332,870,120.023,,US,,6000.0000000000,,,,,,,,,,,,,,,,,,,,,,870,332,yulya,2025-03-25 16:08:58.807000,KGShop,,,
332,871,120.056,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,871,332,yulya,2025-03-25 16:08:58.820000,KGShop,,,
332,872,120.046,,US,,5000.0000000000,,,,,,,,,,,,,,,,,,,,,,872,332,yulya,2025-03-25 16:08:58.830000,KGShop,,,
332,873,120.183,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,873,332,yulya,2025-03-25 16:08:58.833000,KGShop,,,
332,874,120.039,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,874,332,yulya,2025-03-25 16:08:58.833000,KGShop,,,
332,875,120.189,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,875,332,yulya,2025-03-25 16:08:58.837000,KGShop,,,
332,876,120.029,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,876,332,yulya,2025-03-25 16:08:58.840000,KGShop,,,
332,877,120.135,,US,,1678.0000000000,,,,,,,,,,,,,,,,,,,,,,877,332,yulya,2025-03-25 16:08:58.840000,KGShop,,,
332,878,120.145,,US,,5412.0000000000,,,,,,,,,,,,,,,,,,,,,,878,332,yulya,2025-03-25 16:57:54.270000,KGShop,,,
332,879,120.122,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,879,332,yulya,2025-03-25 16:57:54.273000,KGShop,,,
333,880,120.121,FATURA,US,,326.0000000000,,,,,,,,,,,,,,,,,,,,,,880,333,yulya,2025-03-26 13:05:28.603000,KGShop,,,
334,881,120.046,FATURA,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,881,334,yulya,2025-03-26 16:41:58.100000,KGShop,,,
335,882,120.066,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,882,335,yulya,2025-03-26 16:43:31.943000,KGShop,,,
335,883,120.150,,US,,3998.0000000000,,,,,,,,,,,,,,,,,,,,,,883,335,yulya,2025-03-26 16:43:31.953000,KGShop,,,
335,884,120.012,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,884,335,yulya,2025-03-26 16:43:31.957000,KGShop,,,
335,885,120.036,,US,,792.0000000000,,,,,,,,,,,,,,,,,,,,,,885,335,yulya,2025-03-26 16:43:31.960000,KGShop,,,
335,886,120.115,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,886,335,yulya,2025-03-26 16:43:31.960000,KGShop,,,
336,887,120.181,,US,,450.0000000000,,,,,,,,,,,,,,,,,,,,,,887,336,yulya,2025-03-26 16:59:27.587000,KGShop,,,
338,889,120.046,FATURA,US,,121.6000000000,,,,,,,,,,,,,,,,,,,,,,889,338,yulya,2025-03-27 16:15:35.523000,KGShop,,,
339,890,120.188,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,890,339,yulya,2025-03-27 16:33:29.833000,KGShop,yulya,2025-03-27 16:40:25.197000,KGShop
339,892,120.133,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,892,339,yulya,2025-03-27 16:40:25.230000,KGShop,,,
339,893,120.024,LENA,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,893,339,yulya,2025-03-27 16:40:25.237000,KGShop,,,
339,894,120.078,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,894,339,yulya,2025-03-27 16:40:25.240000,KGShop,,,
339,895,120.093,,US,,745.0000000000,,,,,,,,,,,,,,,,,,,,,,895,339,yulya,2025-03-27 16:40:25.240000,KGShop,,,
339,896,120.094,,US,,1700.0000000000,,,,,,,,,,,,,,,,,,,,,,896,339,yulya,2025-03-27 16:40:25.243000,KGShop,,,
340,897,320.276,,TL,,30000.0000000000,,,,,,,,,,,,,,,,,,,,,,897,340,yulya,2025-03-27 16:40:44.323000,KGShop,,,
341,898,320.031,104-35 8ÇİFT*30    0281 1 ÇİFT*28,US,,268.0000000000,,,,,,,,,,,,,,,,,,,,,,898,341,yulya,2025-03-27 16:57:14.877000,KGShop,,,
342,899,120.100,,US,,1730.0000000000,,,,,,,,,,,,,,,,,,,,,,899,342,yulya,2025-03-28 10:58:06.830000,KGShop,,,
343,900,120.053,İADE 8 ÇİFT,US,,264.0000000000,,,,,,,,,,,,,,,,,,,,,,900,343,yulya,2025-03-28 14:05:45.073000,KGShop,,,
344,901,320.003,,US,,280.0000000000,,,,,,,,,,,,,,,,,,,,,,901,344,yulya,2025-03-28 18:06:47.843000,KGShop,,,
344,902,320.004,,US,,360.0000000000,,,,,,,,,,,,,,,,,,,,,,902,344,yulya,2025-03-28 18:06:47.853000,KGShop,,,
344,903,320.009,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,903,344,yulya,2025-03-28 18:06:47.857000,KGShop,,,
344,904,320.011,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,904,344,yulya,2025-03-28 18:06:47.860000,KGShop,,,
344,905,320.020,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,905,344,yulya,2025-03-28 18:06:47.860000,KGShop,,,
344,906,320.023,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,906,344,yulya,2025-03-28 18:06:47.863000,KGShop,,,
344,907,320.031,,US,,1900.0000000000,,,,,,,,,,,,,,,,,,,,,,907,344,yulya,2025-03-28 18:06:47.863000,KGShop,,,
344,908,320.033,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,908,344,yulya,2025-03-28 18:06:47.867000,KGShop,,,
344,909,320.043,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,909,344,yulya,2025-03-28 18:06:47.870000,KGShop,,,
344,910,320.052,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,910,344,yulya,2025-03-28 18:06:47.870000,KGShop,yulya,2025-04-15 15:01:12.730000,KGShop
344,911,320.054,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,911,344,yulya,2025-03-28 18:06:47.873000,KGShop,,,
344,912,320.059,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,912,344,yulya,2025-03-28 18:06:47.873000,KGShop,,,
344,913,320.063,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,913,344,yulya,2025-03-28 18:06:47.877000,KGShop,,,
344,914,320.072,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,914,344,yulya,2025-03-28 18:06:47.880000,KGShop,,,
344,915,320.074,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,915,344,yulya,2025-03-28 18:06:47.880000,KGShop,,,
344,916,320.077,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,916,344,yulya,2025-03-28 18:06:47.883000,KGShop,,,
344,917,320.080,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,917,344,yulya,2025-03-28 18:06:47.887000,KGShop,,,
344,918,320.092,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,918,344,yulya,2025-03-28 18:06:47.887000,KGShop,,,
344,919,320.095,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,919,344,yulya,2025-03-28 18:10:12.137000,KGShop,,,
344,920,320.101,,US,,192.0000000000,,,,,,,,,,,,,,,,,,,,,,920,344,yulya,2025-03-28 18:10:12.137000,KGShop,,,
344,921,320.108,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,921,344,yulya,2025-03-28 18:10:12.140000,KGShop,,,
344,922,320.119,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,922,344,yulya,2025-03-28 18:10:12.143000,KGShop,,,
344,923,320.129,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,923,344,yulya,2025-03-28 18:10:12.143000,KGShop,,,
344,924,320.131,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,924,344,yulya,2025-03-28 18:10:12.147000,KGShop,,,
344,925,320.133,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,925,344,yulya,2025-03-28 18:10:12.150000,KGShop,,,
344,926,320.134,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,926,344,yulya,2025-03-28 18:10:12.150000,KGShop,,,
344,927,320.141,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,927,344,yulya,2025-03-28 18:20:00.077000,KGShop,,,
344,928,320.144,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,928,344,yulya,2025-03-28 18:20:00.093000,KGShop,,,
344,929,320.163,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,929,344,yulya,2025-03-28 18:20:00.097000,KGShop,,,
344,930,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,930,344,yulya,2025-03-28 18:20:00.100000,KGShop,,,
344,931,320.195,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,931,344,yulya,2025-03-28 18:20:00.100000,KGShop,,,
344,932,320.207,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,932,344,yulya,2025-03-28 18:20:00.103000,KGShop,,,
344,933,320.225,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,933,344,yulya,2025-03-28 18:20:00.107000,KGShop,,,
344,934,320.229,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,934,344,yulya,2025-03-28 18:20:00.110000,KGShop,,,
344,935,320.250,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,935,344,yulya,2025-03-28 18:20:00.110000,KGShop,,,
344,936,320.256,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,936,344,yulya,2025-03-28 18:20:00.113000,KGShop,,,
344,937,320.257,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,937,344,yulya,2025-03-28 18:20:00.113000,KGShop,,,
344,938,320.260,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,938,344,yulya,2025-03-28 18:20:00.117000,KGShop,,,
344,939,320.262,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,939,344,yulya,2025-03-28 18:20:00.120000,KGShop,,,
344,940,320.263,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,940,344,yulya,2025-03-28 18:20:00.120000,KGShop,,,
344,941,320.266,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,941,344,yulya,2025-03-28 18:20:00.123000,KGShop,,,
344,942,320.267,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,942,344,yulya,2025-03-28 18:20:00.123000,KGShop,,,
344,943,320.277,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,943,344,yulya,2025-03-28 18:20:00.127000,KGShop,,,
344,944,320.278,,US,,320.0000000000,,,,,,,,,,,,,,,,,,,,,,944,344,yulya,2025-03-28 18:20:00.130000,KGShop,,,
344,945,320.279,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,945,344,yulya,2025-03-28 18:20:00.130000,KGShop,,,
345,946,120.200,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,946,345,yulya,2025-04-07 10:09:42.943000,KGShop,,,
345,947,120.197,,US,,448.0000000000,,,,,,,,,,,,,,,,,,,,,,947,345,yulya,2025-04-07 10:09:42.990000,KGShop,,,
345,948,120.064,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,948,345,yulya,2025-04-07 14:35:51.720000,KGShop,,,
345,949,120.097,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,949,345,yulya,2025-04-07 14:35:51.723000,KGShop,,,
345,950,120.103,,US,,1400.0000000000,,,,,,,,,,,,,,,,,,,,,,950,345,yulya,2025-04-07 14:35:51.727000,KGShop,,,
345,951,120.118,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,951,345,yulya,2025-04-07 14:35:51.727000,KGShop,,,
345,952,120.122,,US,,304.0000000000,,,,,,,,,,,,,,,,,,,,,,952,345,yulya,2025-04-07 14:35:51.730000,KGShop,,,
345,953,120.107,,US,,250.0000000000,,,,,,,,,,,,,,,,,,,,,,953,345,yulya,2025-04-07 14:35:51.730000,KGShop,,,
345,954,120.168,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,954,345,yulya,2025-04-07 14:35:51.733000,KGShop,,,
346,955,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,955,346,yulya,2025-04-07 14:37:25.117000,KGShop,,,
346,956,320.052,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,956,346,yulya,2025-04-07 14:37:25.120000,KGShop,,,
346,957,320.025,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,957,346,yulya,2025-04-07 14:37:25.120000,KGShop,,,
345,958,120.056,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,958,345,yulya,2025-04-07 16:35:23.083000,KGShop,,,
