Uretici_KOD,Tanim,CariKod,DBName
214,Övgü Kemer,,KORGUNYAZILIM2310
215,Palaska,,KORGUNYAZILIM2310
216,Pamfilya Ayakkabı,,KORGUNYAZILIM2310
217,Patricia,,KORGUNYAZILIM2310
218,Pellagio,320.02.061,KORGUNYAZILIM2310
219,Pixy - Plastab,,KORGUNYAZILIM2310
220,Pinokyo Ayakkabı,,KORGUNYAZILIM2310
221,Platin Ayakkabı,,KORGUNYAZILIM2310
222,Polat Ayakkabı,320.02.060,KORGUNYAZILIM2310
223,Pozitif,,KORGUNYAZILIM2310
224,Puka Ayakkabı (Maskaret),,KORGUNYAZILIM2310
225,Pürsan Tic. Aş.,,KORGUNYAZILIM2310
226,Rapsodi Çorap,,KORGUNYAZILIM2310
227,Reyhan,,KORGUNYAZILIM2310
228,Rios-Alfa Ayakkabı,,KORGUNYAZILIM2310
229,Rockford,,KORGUNYAZILIM2310
230,Rollbab (Eternal Ayakkabı),,KORGUNYAZILIM2310
231,Roselia Ayakkabı,,KORGUNYAZILIM2310
232,Rosetti Ayakkabı,,KORGUNYAZILIM2310
233,Safak Kımya - Leflef,320.02.159,KORGUNYAZILIM2310
234,Sahin Uçar,,KORGUNYAZILIM2310
235,Sahra Ayakkabı,,KORGUNYAZILIM2310
236,Sarıkaya Ayakkabı,,KORGUNYAZILIM2310
237,Sayılır Ayakkabı,320.02.072,KORGUNYAZILIM2310
238,Sebata Ayakkabı,320.02.468,KORGUNYAZILIM2310
239,Sekada-Davarcı Kundura,,KORGUNYAZILIM2310
240,Selçuk Ayakkabı,320.02.035,KORGUNYAZILIM2310
241,Semih Kapucu-Eses Ayakkabı,,KORGUNYAZILIM2310
242,Sentini,,KORGUNYAZILIM2310
243,Seraş Ayakkabı,,KORGUNYAZILIM2310
244,Serdar Ayakkabı,,KORGUNYAZILIM2310
245,Serender Ayakkabı,,KORGUNYAZILIM2310
246,Serkan Yalgı,,KORGUNYAZILIM2310
247,Sermes Ayakkabı,,KORGUNYAZILIM2310
248,Sette Ayakkabı,320.02.066,KORGUNYAZILIM2310
249,Shalin Ayakkabı,,KORGUNYAZILIM2310
250,Sidar Ayakkabı,,KORGUNYAZILIM2310
251,Sılver Boya,,KORGUNYAZILIM2310
252,Söyler Ayakkabı,,KORGUNYAZILIM2310
253,Strano,,KORGUNYAZILIM2310
254,Sümbül Ayakkabı,,KORGUNYAZILIM2310
255,Tarlak Ayakkabı( Elite),,KORGUNYAZILIM2310
256,Tek-Or Plastık,,KORGUNYAZILIM2310
257,Tersan,,KORGUNYAZILIM2310
258,Topbas,,KORGUNYAZILIM2310
259,Torento Ayakkabı,,KORGUNYAZILIM2310
260,Üçel Ayakkabı,,KORGUNYAZILIM2310
261,Ufuk Kuran Sandalet,,KORGUNYAZILIM2310
262,Ülker Ayakkabı (Kadır Ülker),,KORGUNYAZILIM2310
263,Uludağ Kundura,,KORGUNYAZILIM2310
264,Uyar,,KORGUNYAZILIM2310
265,Vahap Ayakkabı,320.02.021,KORGUNYAZILIM2310
266,Valizce,,KORGUNYAZILIM2310
267,Volkan Ayakkabı,320.02.071,KORGUNYAZILIM2310
268,Westtowest,,KORGUNYAZILIM2310
269,Yedili Ayakkabı,320.02.023,KORGUNYAZILIM2310
270,Yeni Mevsim,,KORGUNYAZILIM2310
271,Yeşilim Çanta,,KORGUNYAZILIM2310
272,Zafer Türkoğlu,,KORGUNYAZILIM2310
273,Zandar Ayakkabı,,KORGUNYAZILIM2310
274,Berk Ayakkabı,320.02.076,KORGUNYAZILIM2310
275,Nova Ayakkabı,,KORGUNYAZILIM2310
276,Deva Ayakkabı,320.02.276,KORGUNYAZILIM2310
277,Goes (Gider Ayakkabı),,KORGUNYAZILIM2310
278,Alaska Deri (Yunus Dursun),,KORGUNYAZILIM2310
279,Beks Ayakkabı,,KORGUNYAZILIM2310
280,Esimod (Esin Kundura),320.02.280,KORGUNYAZILIM2310
281,Imaj Ayakkabı,320.02.032,KORGUNYAZILIM2310
282,Çantaş,,KORGUNYAZILIM2310
283,Savaşoğlu (Hamra),320.02.054,KORGUNYAZILIM2310
284,Akar Ayakkabı,320.02.011,KORGUNYAZILIM2310
285,Acarlar Ayakkabı,,KORGUNYAZILIM2310
286,Adım Kundura,,KORGUNYAZILIM2310
287,Angelli,,KORGUNYAZILIM2310
288,Akyol Kemer,,KORGUNYAZILIM2310
2880,Cabani,,KORGUNYAZILIM2310
289,Almira Ayakkabı,,KORGUNYAZILIM2310
290,Altun Ayakkabı,,KORGUNYAZILIM2310
291,As Ayakkabı,,KORGUNYAZILIM2310
292,Derion Ayakkabı,,KORGUNYAZILIM2310
293,Diverson,,KORGUNYAZILIM2310
294,Doğanlar Saraciye,,KORGUNYAZILIM2310
295,Erkan Makine,,KORGUNYAZILIM2310
296,Estile Ayakkabı,,KORGUNYAZILIM2310
297,Fabi,,KORGUNYAZILIM2310
298,Faruk Karar (Kısmet Kundura),,KORGUNYAZILIM2310
299,Fem (Femıs) Ayakkabı,,KORGUNYAZILIM2310
300,Ferde,,KORGUNYAZILIM2310
301,Forte,,KORGUNYAZILIM2310
302,Geox,,KORGUNYAZILIM2310
303,Gezer Ayakkabı,,KORGUNYAZILIM2310
304,Güleray,,KORGUNYAZILIM2310
305,Güner Ayakkabı-Icemen,,KORGUNYAZILIM2310
306,İkızler,,KORGUNYAZILIM2310
307,İlhan Esen,,KORGUNYAZILIM2310
309,Liberty,,KORGUNYAZILIM2310
310,Lizpa,,KORGUNYAZILIM2310
311,Mc Arthur,,KORGUNYAZILIM2310
312,Metplas,,KORGUNYAZILIM2310
313,Metplast,,KORGUNYAZILIM2310
314,Milano Ambalaj,,KORGUNYAZILIM2310
315,Molyer Ayakkabı,320.02.065,KORGUNYAZILIM2310
316,Mon Ayakkabı,,KORGUNYAZILIM2310
317,Myr Meyra (Divino),,KORGUNYAZILIM2310
318,New Balance,,KORGUNYAZILIM2310
319,New Balance,,KORGUNYAZILIM2310
320,Polat Zaman,,KORGUNYAZILIM2310
321,Sabo Boya,,KORGUNYAZILIM2310
322,Sanel,,KORGUNYAZILIM2310
323,Sarı Toprak,,KORGUNYAZILIM2310
324,Sc,,KORGUNYAZILIM2310
325,Sperry,,KORGUNYAZILIM2310
326,Tabanex,,KORGUNYAZILIM2310
327,Tekor Plastik,,KORGUNYAZILIM2310
328,Tue Shoes,,KORGUNYAZILIM2310
329,Versilia,,KORGUNYAZILIM2310
330,Victoria,,KORGUNYAZILIM2310
331,Vrossi Ayaakabı,,KORGUNYAZILIM2310
332,Wolly,,KORGUNYAZILIM2310
333,Miray Ayakkabı,,KORGUNYAZILIM2310
334,Agnelli Shoes,,KORGUNYAZILIM2310
335,Alenta,,KORGUNYAZILIM2310
336,Alto Gradimento,,KORGUNYAZILIM2310
337,Akform,,KORGUNYAZILIM2310
338,Alima,,KORGUNYAZILIM2310
339,Baydar Ayakkabı,,KORGUNYAZILIM2310
340,Ars Ayakkabı,,KORGUNYAZILIM2310
341,Bond - Meşin Deri,,KORGUNYAZILIM2310
342,Atakan Ayakkabı,,KORGUNYAZILIM2310
343,Cesa Ayakkabı,,KORGUNYAZILIM2310
344,Babette Ayakkabı,,KORGUNYAZILIM2310
345,Clup Bambini - Orhan Arslan,,KORGUNYAZILIM2310
346,Besa Ayakkabı,,KORGUNYAZILIM2310
347,Crisiss,,KORGUNYAZILIM2310
348,By Leaf,,KORGUNYAZILIM2310
349,Beyoğlu Ayakkabı,,KORGUNYAZILIM2310
350,Crunell,,KORGUNYAZILIM2310
351,Çizgi Ayakkabı (Beatrice),,KORGUNYAZILIM2310
352,Deriva - Süren Deri,,KORGUNYAZILIM2310
353,Delsey - Meb Deri,,KORGUNYAZILIM2310
354,Diva Clup,,KORGUNYAZILIM2310
355,Global Ayakkabı,,KORGUNYAZILIM2310
356,Dolce Venetta,,KORGUNYAZILIM2310
357,Grup Çanta,,KORGUNYAZILIM2310
358,Gözde Ayakkabı,,KORGUNYAZILIM2310
359,Ege Narin,,KORGUNYAZILIM2310
360,İkbal Ayakkabı,,KORGUNYAZILIM2310
361,Guzder Ayakkabı,,KORGUNYAZILIM2310
362,Mare,,KORGUNYAZILIM2310
363,Kazım Süren Deri,,KORGUNYAZILIM2310
364,FDG,,KORGUNYAZILIM2310
365,Markadu,,KORGUNYAZILIM2310
366,Kopuzlar Deri,,KORGUNYAZILIM2310
367,Pegasus Ayakkabı,,KORGUNYAZILIM2310
368,Gianni,,KORGUNYAZILIM2310
369,Petek Saraciye,,KORGUNYAZILIM2310
370,Özdersan Deri,,KORGUNYAZILIM2310
371,İçten Spor Ayakkabı (LİK),,KORGUNYAZILIM2310
372,Rengarenk Ayakkabı,,KORGUNYAZILIM2310
373,Poletto,,KORGUNYAZILIM2310
374,Kaya Taban,,KORGUNYAZILIM2310
375,Romanelli,,KORGUNYAZILIM2310
376,Promosyon,,KORGUNYAZILIM2310
377,Şengül Kundura,,KORGUNYAZILIM2310
378,Saluro Ayakkabı,,KORGUNYAZILIM2310
379,Londrest,,KORGUNYAZILIM2310
380,Samsun Ayakkabı,,KORGUNYAZILIM2310
381,Saran Kozmetik,,KORGUNYAZILIM2310
382,Savcılı Ayakkabı,,KORGUNYAZILIM2310
383,Seçim Çanta,,KORGUNYAZILIM2310
384,Scorpion,,KORGUNYAZILIM2310
385,Selrifon Shoes,,KORGUNYAZILIM2310
386,Şakrak Ayakkabı,,KORGUNYAZILIM2310
387,Sergio Ripari,,KORGUNYAZILIM2310
388,Tersan,,KORGUNYAZILIM2310
389,Sudex,,KORGUNYAZILIM2310
390,Topbaş Ayakkabı - Enis Topbaş,,KORGUNYAZILIM2310
391,Tempo,,KORGUNYAZILIM2310
392,Walk&More (MMA Ayakkabı),,KORGUNYAZILIM2310
393,Vivino Ayakkabı,,KORGUNYAZILIM2310
394,Fason Outlet,,KORGUNYAZILIM2310
395,Cantaş Saraciye,,KORGUNYAZILIM2310
396,Zeki Rok (Kuzey Ayakkabı),,KORGUNYAZILIM2310
397,Manas,,KORGUNYAZILIM2310
398,Trenti Kids (Levent Ayakkabı),,KORGUNYAZILIM2310
399,Cihan Kundura,,KORGUNYAZILIM2310
400,Desi Ayakkabı,,KORGUNYAZILIM2310
401,Bizmi Kundura (Ruiscuto),,KORGUNYAZILIM2310
402,Klasik Ayakkabı,,KORGUNYAZILIM2310
403,Zensan Ayakkabı (Prima),,KORGUNYAZILIM2310
404,Papsan Ayakkabı,,KORGUNYAZILIM2310
405,Burç Ayakkabı,,KORGUNYAZILIM2310
406,Pia Mia Ayakkabı (Derpa),,KORGUNYAZILIM2310
407,Zirve Ayakkabı,,KORGUNYAZILIM2310
408,Aronay Ayakkabı,,KORGUNYAZILIM2310
409,Salih Uçar,,KORGUNYAZILIM2310
410,Vedat Aksin,,KORGUNYAZILIM2310
411,Nurhan Çanta,,KORGUNYAZILIM2310
412,De Vip,,KORGUNYAZILIM2310
413,Manily,,KORGUNYAZILIM2310
414,Yıldız Ayakkabı,,KORGUNYAZILIM2310
415,Rebelle,,KORGUNYAZILIM2310
416,Bagatto,,KORGUNYAZILIM2310
417,Canbulut,320.02.479,KORGUNYAZILIM2310
418,Danalya Ayakkabı,,KORGUNYAZILIM2310
419,Çelik Ayakkabı,,KORGUNYAZILIM2310
420,Clarks Ayakabı,,KORGUNYAZILIM2310
421,Lorelei,,KORGUNYAZILIM2310
422,Voder Ayakkabı,,KORGUNYAZILIM2310
423,Yılmaz Çanta,,KORGUNYAZILIM2310
424,Mammamia (Dialog),,KORGUNYAZILIM2310
425,Ves Deri,,KORGUNYAZILIM2310
426,Alberes Ayakkabı,,KORGUNYAZILIM2310
427,Marco Benetti,,KORGUNYAZILIM2310
428,Desan Çanta (Dsn),,KORGUNYAZILIM2310
429,Ceylan Ayakkabı,,KORGUNYAZILIM2310
430,Romani Ayakkabı,,KORGUNYAZILIM2310
432,Köyüm Kundura,,KORGUNYAZILIM2310
433,Pedrino,,KORGUNYAZILIM2310
434,Sebastian Çanta,,KORGUNYAZILIM2310
435,Esminare Ayakkabı,,KORGUNYAZILIM2310
436,Engin Vardar,,KORGUNYAZILIM2310
437,Güven Birlik,,KORGUNYAZILIM2310
438,Bender Ayakkabı,,KORGUNYAZILIM2310
439,Bestello Ayakkabı,,KORGUNYAZILIM2310
440,Florra,,KORGUNYAZILIM2310
441,Lotris Ayakkabı,,KORGUNYAZILIM2310
442,Mcs,,KORGUNYAZILIM2310
443,Çavuşoğlu Ayakkabı (Thunderhead),,KORGUNYAZILIM2310
444,La Pinta Ayakkabı,,KORGUNYAZILIM2310
445,Gözde Giyim,,KORGUNYAZILIM2310
446,Tezcan Kundura,,KORGUNYAZILIM2310
447,Folder (Bogard),,KORGUNYAZILIM2310
448,Özbircan,,KORGUNYAZILIM2310
449,Patis Ayakkabı,,KORGUNYAZILIM2310
450,Beady,,KORGUNYAZILIM2310
451,Göl Ayakkabı (Sail Lakers),,KORGUNYAZILIM2310
452,S.Y. Ayakkabı,,KORGUNYAZILIM2310
453,Sanatel,,KORGUNYAZILIM2310
454,Sarissa Ayakkabı,,KORGUNYAZILIM2310
455,Derisn,,KORGUNYAZILIM2310
456,Gia Ayakkabı,,KORGUNYAZILIM2310
457,Kazan (2day) Ayakkabı,320.02.167,KORGUNYAZILIM2310
458,Hsnbelt Kemer,,KORGUNYAZILIM2310
459,Gümüş (Eko Grup),320.02.006,KORGUNYAZILIM2310
460,Cashka (Üstündağ Ayakkabı),,KORGUNYAZILIM2310
461,BRC AYAKKABI,320.02.461,KORGUNYAZILIM2310
462,Lapenn,320.02.067,KORGUNYAZILIM2310
463,Omze Bayan Ayakkabı,320.02.068,KORGUNYAZILIM2310
464,Truva Ayakkabı,,KORGUNYAZILIM2310
465,Mod Brama (Sezer Ayakkabı),,KORGUNYAZILIM2310
466,Olesea Ayakkabı,,KORGUNYAZILIM2310
467,Sürmeli Ayakkabı,,KORGUNYAZILIM2310
468,Scottmen Ayakkabı,,KORGUNYAZILIM2310
469,Ryt Ayakkabı,,KORGUNYAZILIM2310
470,Fonem,320.01.144,KORGUNYAZILIM2310
471,Efsane Ayakkabı,320.03.187,KORGUNYAZILIM2310
472,Bektaş Saraciye,,KORGUNYAZILIM2310
473,Üstündağ Ayakkabı,,KORGUNYAZILIM2310
474,Vinicci-Bircan,,KORGUNYAZILIM2310
475,Nuh Akçay,320.03.188,KORGUNYAZILIM2310
476,Sekada - Davarcı Kundura,,KORGUNYAZILIM2310
477,Önder Group,,KORGUNYAZILIM2310
478,Yıldırım Kardeşler,,KORGUNYAZILIM2310
479,İdemo Ayakkabı,320.02.469,KORGUNYAZILIM2310
480,Deniz Ayakkabı,320.02.470,KORGUNYAZILIM2310
481,Sns Ayakkabı,,KORGUNYAZILIM2310
482,Alparslan Ortopedik Ayakkabı,,KORGUNYAZILIM2310
483,Bilgi Birikim Ayakkabı,,KORGUNYAZILIM2310
484,Erat Sport-Sonimix,,KORGUNYAZILIM2310
485,Guzını Deri Çanta,,KORGUNYAZILIM2310
486,Albini Ayakkabı,320.02.472,KORGUNYAZILIM2310
487,Hasan Uzman Ayakkabı,,KORGUNYAZILIM2310
488,Çiçek Kundura,,KORGUNYAZILIM2310
489,Alta Gracia,,KORGUNYAZILIM2310
490,Alpler Ayakkabı,,KORGUNYAZILIM2310
491,Farve,,KORGUNYAZILIM2310
492,Van Orion,,KORGUNYAZILIM2310
493,Nors Çanta,,KORGUNYAZILIM2310
494,Savcılı Ayakkabı,320.02.475,KORGUNYAZILIM2310
495,Zeki Arslan Ayakkabı,,KORGUNYAZILIM2310
496,Pipons Ayakkabı,,KORGUNYAZILIM2310
497,Pati Ayakkabı,320.02.477,KORGUNYAZILIM2310
498,Isabel Ayakkabı,,KORGUNYAZILIM2310
499,Ottimo-Dağhan Ayakkabı,,KORGUNYAZILIM2310
5,,,KORGUNYAZILIM2310
500,Ceyhan Ayakkabı,,KORGUNYAZILIM2310
501,Flexinos Ayakkabı,,KORGUNYAZILIM2310
502,Eses LTD,,KORGUNYAZILIM2310
503,Fethi Spor,,KORGUNYAZILIM2310
504,Ender Plastik,,KORGUNYAZILIM2310
505,Defa Terlik,,KORGUNYAZILIM2310
506,Tigra,320.02.031,KORGUNYAZILIM2310
507,Bestello-(Bükülmez),,KORGUNYAZILIM2310
508,Smella Kozmetik,,KORGUNYAZILIM2310
509,Sertsan,,KORGUNYAZILIM2310
510,Elvera Ayakkabı,,KORGUNYAZILIM2310
511,Formaş Ayakkabı,,KORGUNYAZILIM2310
512,Dry S Ayakkabı,,KORGUNYAZILIM2310
513,Burç Ayakkabı,,KORGUNYAZILIM2310
514,Savelli Ayakkabı,320.02.480,KORGUNYAZILIM2310
515,Saran Ayakkabı,,KORGUNYAZILIM2310
516,Algusto Ayakkabı,320.02.214,KORGUNYAZILIM2310
517,Oray Çanta,,KORGUNYAZILIM2310
518,Özler Çanta,320.02.217,KORGUNYAZILIM2310
519,Şenkal Ayakkabı,,KORGUNYAZILIM2310
520 ,Sergio-Ayhan Erol,,KORGUNYAZILIM2310
521,Bulut Ayakkabı,,KORGUNYAZILIM2310
522,Alba Ayakkabı,,KORGUNYAZILIM2310
523 ,Kaya Kardeşler-İloz,,KORGUNYAZILIM2310
524,Gutan Ayakkabı,320.02.226,KORGUNYAZILIM2310
525,Pureny-Kadir Erdoğan,,KORGUNYAZILIM2310
526,Ayyıldız Ayakkabı,,KORGUNYAZILIM2310
527,Alfa Deri,,KORGUNYAZILIM2310
528,Mısra Ayakkabı,,KORGUNYAZILIM2310
529,Kenan Şimşek-Keçeli Ayakkabı,,KORGUNYAZILIM2310
530,Wel Ayakkabı,320.03.328,KORGUNYAZILIM2310
531,Berdani Ayakkabı,320.02.482,KORGUNYAZILIM2310
532,Title Ayakkabı,320.02.481,KORGUNYAZILIM2310
533,Birlik Ayakkabı,320.02.050,KORGUNYAZILIM2310
534,Semih Taşçı,320.02.200,KORGUNYAZILIM2310
535,Mata Ayakkabı,,KORGUNYAZILIM2310
536,Çelik Ayakkabı,,KORGUNYAZILIM2310
537,MÇS-Mekin Saraciye,,KORGUNYAZILIM2310
538,Uğur Kundura-Z15,320.02.485,KORGUNYAZILIM2310
539,Akk Ayakkabı,,KORGUNYAZILIM2310
540,Step Ayakkabı,320.01.163,KORGUNYAZILIM2310
541,Nevzat Özel Ayakkabı,,KORGUNYAZILIM2310
542,Nadir Ayakkabı,,KORGUNYAZILIM2310
543,OGS Ayakkabı,320.02.487,KORGUNYAZILIM2310
544,Evva Shoes,320.02.488,KORGUNYAZILIM2310
545,Egepass-İsmail Polat Ay,,KORGUNYAZILIM2310
546,Roal-Alfonso Espadril,,KORGUNYAZILIM2310
547,Salma[Doctor] Ayakkabı,,KORGUNYAZILIM2310
548,Yeniay Ayakkabı,,KORGUNYAZILIM2310
549,Tezcan Kundura,320.02.490,KORGUNYAZILIM2310
550,Nadir Gürsel,320.02.492,KORGUNYAZILIM2310
551,Gümüş Saraciye,,KORGUNYAZILIM2310
552,KEEN-EB CONNECTION,,KORGUNYAZILIM2310
553,Retto Ayakkabı,,KORGUNYAZILIM2310
554,Ftm Ayakkabı,320.02.496,KORGUNYAZILIM2310
555,Ferromen Ayakkabı,320.01.108,KORGUNYAZILIM2310
556,Yekta Ayakkabı,320.02.497,KORGUNYAZILIM2310
557,Kazancı Ayakkabı,,KORGUNYAZILIM2310
558,Oğuz Fener Ayakkabı,320.02.498,KORGUNYAZILIM2310
559,Zeki Ayakkabı,,KORGUNYAZILIM2310
560,Süren Espadril,,KORGUNYAZILIM2310
561,Adel Ayakkabı,,KORGUNYAZILIM2310
562,4K Ayakkabı (Canbey),320.02.499,KORGUNYAZILIM2310
563,Melda Ayakkabı,,KORGUNYAZILIM2310
564,Alkan Çekecek,,KORGUNYAZILIM2310
565,Çelemli Ayakkabı,,KORGUNYAZILIM2310
566,Fatih Kalender Ayakkabı,,KORGUNYAZILIM2310
567,Şenaslan Terlik,,KORGUNYAZILIM2310
65,,,KORGUNYAZILIM2310
A001,Balta Deri Astar,,KORGUNYAZILIM2310
A002,Özer Örme Strech,,KORGUNYAZILIM2310
B001,Kord Bagçık,,KORGUNYAZILIM2310
C001,Elit Taban Salpa,,KORGUNYAZILIM2310
Cabani  ,Cabani,,KORGUNYAZILIM2310
CR-205,,,KORGUNYAZILIM2310
D001,Kazım Suren ,,KORGUNYAZILIM2310
D002,Karaca Deri,,KORGUNYAZILIM2310
D003,Sepıcı Derii,,KORGUNYAZILIM2310
D004,Turgut Kardeşler,,KORGUNYAZILIM2310
D005,Irmak Saya Triko,,KORGUNYAZILIM2310
D006,Karızma Bez,,KORGUNYAZILIM2310
D007,Efeler Deri,,KORGUNYAZILIM2310
D008,Yenı Hayat Triko,,KORGUNYAZILIM2310
D009,Ahı Deri,,KORGUNYAZILIM2310
D010,Ars Deri,,KORGUNYAZILIM2310
D011,Balta Deri,,KORGUNYAZILIM2310
D012,Bırdallar Deri,,KORGUNYAZILIM2310
D013,Cevahir Deri,,KORGUNYAZILIM2310
D014,Cihan Deri,,KORGUNYAZILIM2310
D015 ,Derimsan Deri,,KORGUNYAZILIM2310
D016,Goryakınlar Deri,,KORGUNYAZILIM2310
D017,Guclu Deri,,KORGUNYAZILIM2310
D018,Kopuz Deri,,KORGUNYAZILIM2310
D019,Massorotti-Ithal,,KORGUNYAZILIM2310
D020,Ithal Deri,,KORGUNYAZILIM2310
D021,Modas Deri,,KORGUNYAZILIM2310
D022,Kupon Deri ,,KORGUNYAZILIM2310
D023,Ozdersan,,KORGUNYAZILIM2310
D024,Pakistan ,,KORGUNYAZILIM2310
D025,Prima ,,KORGUNYAZILIM2310
D026,Yağmur Deri,,KORGUNYAZILIM2310
D027,Spillover,,KORGUNYAZILIM2310
D028,Ata Deri ,,KORGUNYAZILIM2310
D029,Akman Deri ,,KORGUNYAZILIM2310
D030,Estetik Deri,,KORGUNYAZILIM2310
D18,,,KORGUNYAZILIM2310
D31,Dönertaş,,KORGUNYAZILIM2310
E001,Teknika Mostra Etiket,,KORGUNYAZILIM2310
E002,Fatih Etiket,,KORGUNYAZILIM2310
F001,Inter Fermuar,,KORGUNYAZILIM2310
I001,Oynurden İlac,,KORGUNYAZILIM2310
J001,Sesa Ofset Kutu,,KORGUNYAZILIM2310
J009,Metplas Çekecek,,KORGUNYAZILIM2310
K001,Gül Metal,,KORGUNYAZILIM2310
K002,Altın Teknik ,,KORGUNYAZILIM2310
L001,Sabo Ahsap Kalıp,320.01.043,KORGUNYAZILIM2310
M001,Algul Poliuretan Mostra,,KORGUNYAZILIM2310
M002,Ad Spor Pet,,KORGUNYAZILIM2310
R001,Elit Fort-Bombe,,KORGUNYAZILIM2310
R002,Akform,,KORGUNYAZILIM2310
R02,,,KORGUNYAZILIM2310
Rino Kemer,Rino,,KORGUNYAZILIM2310
T001,Ziylan Taban,,KORGUNYAZILIM2310
T002,Guneşli Taban,,KORGUNYAZILIM2310
T003,Fatih Ökçe,,KORGUNYAZILIM2310
T004,The Gom (Eba Taban),,KORGUNYAZILIM2310
T005,Bayrak Taban,,KORGUNYAZILIM2310
T006,Ege Taban,,KORGUNYAZILIM2310
T007,Üçgen Taban,,KORGUNYAZILIM2310
T008,Umut Taban,,KORGUNYAZILIM2310
T009,Aykal Taban,,KORGUNYAZILIM2310
T010,Poltab Taban,,KORGUNYAZILIM2310
T011,Gks Taban,,KORGUNYAZILIM2310
T012,Bay Taban Ecevit Sonmez,,KORGUNYAZILIM2310
T013,Gommer Taban,,KORGUNYAZILIM2310
T014,Oset Taban,,KORGUNYAZILIM2310
T015,Sert Taban,,KORGUNYAZILIM2310
T016,Emre Taban ,,KORGUNYAZILIM2310
T017,XGOM,,KORGUNYAZILIM2310
Yekta,Yekta Ayakkabı,,KORGUNYAZILIM2310
,,,Uretim20
001,,,Uretim20
101,Cabani Shoes,,Uretim20
102,,,Uretim20
103,,,Uretim20
104,Delessy Ayakkabı,,Uretim20
105,Altis Ayakkabı,,Uretim20
106,Anka Saracıye,,Uretim20
107,Arto,320.02.002,Uretim20
108,Asar Ayakkabı (Brant),,Uretim20
109,Asorti-Marcha Ayakkabı,,Uretim20
110,Baronum Ayakkabı,320.02.001,Uretim20
111,Belini,,Uretim20
112,Besa,,Uretim20
113,Bgj Çanta,,Uretim20
114,Biberoğlu Ayakkabı,,Uretim20
115,Birkenstock,,Uretim20
116,Bolero Ayakkabı,,Uretim20
117,Bruma Ayakkabı,320.02.009,Uretim20
118,Bülbül Ayakkabı,,Uretim20
119,Bülent Aksin,320.03.194,Uretim20
121,Cabanirog,,Uretim20
122,Canilh Ayakkabı,,Uretim20
123,Çantaş Saraciye,,Uretim20
124,Capriolo Ayakkabı-(Aek),,Uretim20
125,Carisma,,Uretim20
126,Carlo Vento,320.02.003,Uretim20
127,Carlo Verde,,Uretim20
128,Çavusoğlu Çanta,,Uretim20
129,Cebeci Ayakkabı,,Uretim20
130,Clavo Ayakkabı,,Uretim20
131,Collina Shoes,320.02.026,Uretim20
132,Crocodile,320.02.025,Uretim20
133,Ctm Ayakkabı (Papino),320.02.014,Uretim20
134,D&E Ayakkabı,,Uretim20
135,Danacı Ayakkabı,,Uretim20
136,Deery Ayakkabı,,Uretim20
137,Delessi Ayak,320.02.038,Uretim20
138,Demet Ayakkabı,320.02.047,Uretim20
139,Dempa Ayakkabı,,Uretim20
140,Derimen  Ayakkabı,320.02.056,Uretim20
141,Derin Mavi,,Uretim20
142,Divum Ayakkabı-Nalbant,,Uretim20
143,Dorf Ayakkabı,320.02.024,Uretim20
144,Edo Ayakkabı (John Rıhardo),,Uretim20
145,Effe Tre Shoes,,Uretim20
146,Elile Ayakkabı,,Uretim20
147,Elif Çanta,,Uretim20
148,Ellanor Ayakkabı,,Uretim20
149,Emin Ayakkabı ( Trust Shoes),,Uretim20
150,Engindere Ayakkabı,,Uretim20
151,Erdoğan Deri - Pegia,,Uretim20
152,Erler,320.02.028,Uretim20
153,Erzan Shoes-(Mendl Shoes),320.02.043,Uretim20
154,Esilya,,Uretim20
155,Esse (Önder Ayakkabı),320.02.069,Uretim20
156,Faraciler,,Uretim20
157,Fbs Ayakkabı,,Uretim20
158,Feliciano Shoes,320.02.048,Uretim20
159,Fener,320.02.029,Uretim20
160,Fisto Ayakkabı,,Uretim20
161,Footcare-Gold Kimya,,Uretim20
162,Gaspara,,Uretim20
163,Gladyatör Ayakkabı,320.02.042,Uretim20
164,Gloria Ayakkabı,,Uretim20
165,Gümüş Kardesler,320.02.006,Uretim20
166,Gunaydın Ayakkabı,320.02.007,Uretim20
167,Guvercin Ayakkabı,,Uretim20
168,Hasem Ayakkabı,,Uretim20
169,Havaianas,,Uretim20
170,Hb,,Uretim20
171,Hcs,,Uretim20
172,Hemkon,,Uretim20
173,Hes Ayakkabı,,Uretim20
174,Hobi Çorap,,Uretim20
175,Hocaoğlu,,Uretim20
176,Hsnbelt Kemer,,Uretim20
177,Iloz,320.02.027,Uretim20
178,İçten Spor Ayakkabı (Lig),,Uretim20
179,Jag Club,,Uretim20
180,Just Jive,,Uretim20
181,K&B Ayakkabı,,Uretim20
182,Kab Ayakkabı-Melody,,Uretim20
183,Kar Kundura,,Uretim20
184,Karabacak Ayakkabı,,Uretim20
185,Karayurek Ayakkabı,,Uretim20
186,Kd Çanta,,Uretim20
187,Keen Road Masters,,Uretim20
188,Kemeraltı Çanta,,Uretim20
189,Kırsan Kozmetık,,Uretim20
190,Kisas Ayakkabı,,Uretim20
191,Klas Taban,,Uretim20
192,Kuzunay Ayakkabı,,Uretim20
193,Lateks Çorap,,Uretim20
194,Liba,,Uretim20
195,Lota Ayakkabı,,Uretim20
196,Luk Kozmetik,,Uretim20
197,Mabu,,Uretim20
198,Magza,,Uretim20
199,Marco Fonti,,Uretim20
