Ulke,Sehir,DBName
Brunei,Kuala Belait,Antrepo20
Brunei,Muara,Antrepo20
Brunei,Seria,Antrepo20
Brunei,Sukang,Antrepo20
Brunei,Tutong,Antrepo20
Bulgaristan,,Antrepo20
Bulgaristan,Asenovgrad,Antrepo20
Bulgaristan,Aytos,Antrepo20
Bulgaristan,Blagoevgrad,Antrepo20
Bulgaristan,Botevgrad,Antrepo20
Bulgaristan,Burgas,Antrepo20
Bulgaristan,Chirpan,Antrepo20
Bulgaristan,Dimitrovgrad,Antrepo20
Bulgaristan,Dobrich,Antrepo20
Bulgaristan,Dupnitsa,Antrepo20
Bulgaristan,Gabrovo,Antrepo20
Bulgaristan,Gorna Oryahovitsa,Antrepo20
Bulgaristan,Gotse Delchev,Antrepo20
Bulgaristan,Harmanli,Antrepo20
Bulgaristan,Haskovo,Antrepo20
Bulgaristan,Kardzhali,Antrepo20
Bulgaristan,Karlovo,Antrepo20
Bulgaristan,Karnobat,Antrepo20
Bulgaristan,Kazanlak,Antrepo20
Bulgaristan,Kyustendil,Antrepo20
Bulgaristan,Lom,Antrepo20
Bulgaristan,Lovech,Antrepo20
Bulgaristan,Montana,Antrepo20
Bulgaristan,Nova Zagora,Antrepo20
Bulgaristan,Panagyurishte,Antrepo20
Bulgaristan,Pazardzhik,Antrepo20
Bulgaristan,Pernik,Antrepo20
Bulgaristan,Peshtera,Antrepo20
Bulgaristan,Petrich,Antrepo20
Bulgaristan,Pleven,Antrepo20
Bulgaristan,Plovdiv,Antrepo20
Bulgaristan,Pomorie,Antrepo20
Bulgaristan,Razgrad,Antrepo20
Bulgaristan,Rousse,Antrepo20
Bulgaristan,Samokov,Antrepo20
Bulgaristan,Sandanski,Antrepo20
Bulgaristan,Sevlievo,Antrepo20
Bulgaristan,Shumen,Antrepo20
Bulgaristan,Silistra,Antrepo20
Bulgaristan,Sliven,Antrepo20
Bulgaristan,Smolyan,Antrepo20
Bulgaristan,Sofia,Antrepo20
Bulgaristan,Stara Zagora,Antrepo20
Bulgaristan,Svilengrad,Antrepo20
Bulgaristan,Svishtov,Antrepo20
Bulgaristan,Targovishte,Antrepo20
Bulgaristan,Troyan,Antrepo20
Bulgaristan,Varna,Antrepo20
Bulgaristan,Veliko Tarnovo,Antrepo20
Bulgaristan,Velingrad,Antrepo20
Bulgaristan,Vidin,Antrepo20
Bulgaristan,Vratsa,Antrepo20
Bulgaristan,Yambol,Antrepo20
Burkina Faso,,Antrepo20
Burkina Faso,Boucle du Mouhoun,Antrepo20
Burkina Faso,Cascades,Antrepo20
Burkina Faso,Centre,Antrepo20
Burkina Faso,Centre-Est,Antrepo20
Burkina Faso,Centre-Nord,Antrepo20
Burkina Faso,Centre-Ouest,Antrepo20
Burkina Faso,Centre-Sud,Antrepo20
Burkina Faso,Est,Antrepo20
Burkina Faso,Hauts-Bassins,Antrepo20
Burkina Faso,Nord,Antrepo20
Burkina Faso,Plateau-Central,Antrepo20
Burkina Faso,Sahel,Antrepo20
Burkina Faso,Sud-Ouest,Antrepo20
Burundi,,Antrepo20
Burundi,Bujumbura,Antrepo20
Burundi,Bururi,Antrepo20
Burundi,Gitega,Antrepo20
Burundi,Kayanza,Antrepo20
Burundi,Makamba,Antrepo20
Burundi,Muramvya,Antrepo20
Burundi,Muyinga,Antrepo20
Burundi,Ngozi,Antrepo20
Burundi,Rutana,Antrepo20
Burundi,Ruyigi,Antrepo20
Cayman Islands,,Antrepo20
Cayman Islands,Bodden Town,Antrepo20
Cayman Islands,East End,Antrepo20
Cayman Islands,George Town,Antrepo20
Cayman Islands,North Side,Antrepo20
Cayman Islands,West Bay,Antrepo20
Cebelitarık,East Side,Antrepo20
Cebelitarık,North District,Antrepo20
Cebelitarık,Reclamation Areas,Antrepo20
Cebelitarık,Sandpits Area,Antrepo20
Cebelitarık,South District,Antrepo20
Cebelitarık,Town Area,Antrepo20
Cebelitarık,Upper Town,Antrepo20
Cezayir,,Antrepo20
Cezayir,Ain el Beida,Antrepo20
Cezayir,Aïn Oussara,Antrepo20
Cezayir,Algiers,Antrepo20
Cezayir,Annaba,Antrepo20
Cezayir,Bab Ezzouar,Antrepo20
Cezayir,Baraki,Antrepo20
Cezayir,Barika,Antrepo20
Cezayir,Batna,Antrepo20
Cezayir,Bechar,Antrepo20
Cezayir,Bejaïa,Antrepo20
Cezayir,Biskra,Antrepo20
Cezayir,Blida,Antrepo20
Cezayir,Bordj Bou Arreridj,Antrepo20
Cezayir,Bordj el Kiffan,Antrepo20
Cezayir,Bou Saada,Antrepo20
Cezayir,Chlef,Antrepo20
Cezayir,Constantine,Antrepo20
Cezayir,Djelfa,Antrepo20
Cezayir,El Eulma,Antrepo20
Cezayir,El Khroub,Antrepo20
Cezayir,El Oued,Antrepo20
Cezayir,Ghardaia,Antrepo20
Cezayir,Guelma,Antrepo20
Cezayir,İstanbul,Antrepo20
Cezayir,Jijel,Antrepo20
Cezayir,Khenchela,Antrepo20
Cezayir,Laghouat,Antrepo20
Cezayir,M Sila,Antrepo20
Cezayir,Medea,Antrepo20
Cezayir,Messaad,Antrepo20
Cezayir,Mostaganem,Antrepo20
Cezayir,Oran,Antrepo20
Cezayir,Ouargla,Antrepo20
Cezayir,Relizane,Antrepo20
Cezayir,Saïda,Antrepo20
Cezayir,Setif,Antrepo20
Cezayir,Sidi Bel Abbes,Antrepo20
Cezayir,Skikda,Antrepo20
Cezayir,Souk Ahras,Antrepo20
Cezayir,Tebessa,Antrepo20
Cezayir,Tiaret,Antrepo20
Cezayir,Tlemcen,Antrepo20
Cezayir,Touggourt,Antrepo20
Christmas Island,Drumsite,Antrepo20
Christmas Island,The Settlement,Antrepo20
Christmas Island,Waterfal,Antrepo20
Cibuti,,Antrepo20
Cibuti,Alaili Dadda,Antrepo20
Cibuti,Ali Sabieh,Antrepo20
Cibuti,Arta,Antrepo20
Cibuti,Dikhil,Antrepo20
Cibuti,Djibouti City,Antrepo20
Cibuti,Dorra,Antrepo20
Cibuti,Galafi,Antrepo20
Cibuti,Holhol,Antrepo20
Cibuti,Loyada,Antrepo20
Cibuti,Obock,Antrepo20
Cibuti,Tadjourah,Antrepo20
Cocos-Keeling Islands,Ampang Minor,Antrepo20
Cocos-Keeling Islands,Burial Island,Antrepo20
Cocos-Keeling Islands,Button Islets,Antrepo20
Cocos-Keeling Islands,Direction Island,Antrepo20
Cocos-Keeling Islands,East Cay,Antrepo20
Cocos-Keeling Islands,Goat Island,Antrepo20
Cocos-Keeling Islands,Gooseberry Island,Antrepo20
Cocos-Keeling Islands,Home Island,Antrepo20
Cocos-Keeling Islands,Horsburgh Island,Antrepo20
Cocos-Keeling Islands,Misery Island,Antrepo20
Cocos-Keeling Islands,Prison Island,Antrepo20
Cocos-Keeling Islands,Scaevola Islet,Antrepo20
Cocos-Keeling Islands,South Island,Antrepo20
Cocos-Keeling Islands,West Cay,Antrepo20
Cocos-Keeling Islands,West Island,Antrepo20
Cocos-Keeling Islands,Workhouse Island,Antrepo20
Cook Islands,Aitutaki,Antrepo20
Cook Islands,Atiu,Antrepo20
Cook Islands,Ma uke,Antrepo20
Cook Islands,Mangaia,Antrepo20
Cook Islands,Manihiki,Antrepo20
Cook Islands,Manuae,Antrepo20
Cook Islands,Mitiaro,Antrepo20
Cook Islands,Nassau,Antrepo20
Cook Islands,Palmerston Island,Antrepo20
Cook Islands,Penrhyn Island,Antrepo20
Cook Islands,Pukapuka,Antrepo20
Cook Islands,Rakahanga,Antrepo20
Cook Islands,Rarotonga,Antrepo20
Cook Islands,Suwarrow,Antrepo20
Cook Islands,Takutea,Antrepo20
Cook Islands,Tema Reef,Antrepo20
Cook Islands,Winslow Reef,Antrepo20
Curaçao,Westpunt,Antrepo20
Curaçao,Willemstad,Antrepo20
Çad,,Antrepo20
Çad,Abeche,Antrepo20
Çad,Am Timan,Antrepo20
Çad,Bongor,Antrepo20
Çad,Kelo,Antrepo20
Çad,Koumra,Antrepo20
Çad,Mongo,Antrepo20
Çad,Moundou,Antrepo20
Çad,Pala,Antrepo20
Çad,Sarh,Antrepo20
Çek Cumhuriyeti,,Antrepo20
Çek Cumhuriyeti,Brno,Antrepo20
Çek Cumhuriyeti,Ceske Budejovice,Antrepo20
Çek Cumhuriyeti,Chomutov,Antrepo20
Çek Cumhuriyeti,Decin,Antrepo20
Çek Cumhuriyeti,Frydek-Mistek,Antrepo20
Çek Cumhuriyeti,Havirov,Antrepo20
Çek Cumhuriyeti,Hradec Kralove,Antrepo20
Çek Cumhuriyeti,Jihlava,Antrepo20
Çek Cumhuriyeti,Karlovy Vary,Antrepo20
Çek Cumhuriyeti,Karvina,Antrepo20
Çek Cumhuriyeti,Kladno,Antrepo20
Çek Cumhuriyeti,Liberec,Antrepo20
Çek Cumhuriyeti,Mlada Boleslav,Antrepo20
Çek Cumhuriyeti,Most,Antrepo20
Çek Cumhuriyeti,Olomouc,Antrepo20
Çek Cumhuriyeti,Opava,Antrepo20
Çek Cumhuriyeti,Ostrava,Antrepo20
Çek Cumhuriyeti,Pardubice,Antrepo20
Çek Cumhuriyeti,Plzen,Antrepo20
Çek Cumhuriyeti,Prerov,Antrepo20
Çek Cumhuriyeti,Teplice,Antrepo20
Çek Cumhuriyeti,usti nad Labem,Antrepo20
Çek Cumhuriyeti,Zlin,Antrepo20
Çin,,Antrepo20
Çin,Beijing,Antrepo20
Çin,Changchun,Antrepo20
Çin,Chengdu,Antrepo20
Çin,Chongqing,Antrepo20
Çin,Dalian,Antrepo20
Çin,Fushun,Antrepo20
Çin,Guangzhou,Antrepo20
Çin,Harbin,Antrepo20
Çin,Hong Kong,Antrepo20
Çin,Jinan,Antrepo20
Çin,Lanzhou,Antrepo20
Çin,Nanjing,Antrepo20
Çin,Qingdao,Antrepo20
Çin,Shanghai,Antrepo20
Çin,Shenyang,Antrepo20
Çin,Taiyuan,Antrepo20
Çin,Tianjin,Antrepo20
Çin,Wuhan,Antrepo20
Çin,Xi an,Antrepo20
Çin,Zhengzhou,Antrepo20
Danimarka,,Antrepo20
Danimarka,Aalborg,Antrepo20
Danimarka,arhus,Antrepo20
Danimarka,Copenhagen,Antrepo20
Danimarka,Elsinore,Antrepo20
Danimarka,Esbjerg,Antrepo20
Danimarka,Fredericia,Antrepo20
Danimarka,Frederikshavn,Antrepo20
Danimarka,Haderslev,Antrepo20
Danimarka,Herning,Antrepo20
Danimarka,Hillerod,Antrepo20
Danimarka,Hjorring,Antrepo20
Danimarka,Holbæk,Antrepo20
Danimarka,Holstebro,Antrepo20
Danimarka,Horsens,Antrepo20
Danimarka,Horsholm,Antrepo20
Danimarka,Koge,Antrepo20
Danimarka,Kolding,Antrepo20
Danimarka,Næstved,Antrepo20
Danimarka,Odense,Antrepo20
Danimarka,Randers,Antrepo20
Danimarka,Ringsted,Antrepo20
Danimarka,Roskilde,Antrepo20
Danimarka,Silkeborg,Antrepo20
Danimarka,Skive,Antrepo20
Danimarka,Slagelse,Antrepo20
Danimarka,Sonderborg,Antrepo20
Danimarka,Svendborg,Antrepo20
Danimarka,Taastrup,Antrepo20
Danimarka,Vejle,Antrepo20
Danimarka,Viborg,Antrepo20
Diego Garcia,East Island,Antrepo20
Diego Garcia,Middle Island,Antrepo20
Diego Garcia,West Island,Antrepo20
Doğu Timor,Aileu,Antrepo20
Doğu Timor,Ainaro,Antrepo20
Doğu Timor,Baucau,Antrepo20
Doğu Timor,Bobonaro,Antrepo20
Doğu Timor,Cova-Lima,Antrepo20
Doğu Timor,Ermera,Antrepo20
Doğu Timor,Lautem,Antrepo20
Doğu Timor,Liquiça,Antrepo20
Doğu Timor,Manatuto,Antrepo20
Doğu Timor,Manufahi,Antrepo20
Doğu Timor,Viqueque,Antrepo20
Dominica,,Antrepo20
Dominica,Berekua,Antrepo20
Dominica,La Plaine,Antrepo20
Dominica,Marigot,Antrepo20
Dominica,Portsmouth,Antrepo20
Dominica,Roseau,Antrepo20
Dominica,Saint Joseph,Antrepo20
Dominik Cumhuriyeti,Azua,Antrepo20
Dominik Cumhuriyeti,Bahoruco,Antrepo20
Dominik Cumhuriyeti,Barahona,Antrepo20
Dominik Cumhuriyeti,Dajabon,Antrepo20
Dominik Cumhuriyeti,Distrito Nacional,Antrepo20
Dominik Cumhuriyeti,Duarte,Antrepo20
Dominik Cumhuriyeti,El Seibo,Antrepo20
Dominik Cumhuriyeti,Elias Pina,Antrepo20
Dominik Cumhuriyeti,Espaillat,Antrepo20
Dominik Cumhuriyeti,Hato Mayor,Antrepo20
Dominik Cumhuriyeti,Hermanas Mirabal,Antrepo20
Dominik Cumhuriyeti,Independencia,Antrepo20
Dominik Cumhuriyeti,La Altagracia,Antrepo20
Dominik Cumhuriyeti,La Romana,Antrepo20
Dominik Cumhuriyeti,La Vega,Antrepo20
Dominik Cumhuriyeti,Maria Trinidad Sanchez,Antrepo20
Dominik Cumhuriyeti,Monsenor Nouel,Antrepo20
Dominik Cumhuriyeti,Monte Cristi,Antrepo20
Dominik Cumhuriyeti,Monte Plata,Antrepo20
Dominik Cumhuriyeti,Pedernales,Antrepo20
Dominik Cumhuriyeti,Peravia,Antrepo20
Dominik Cumhuriyeti,Puerto Plata,Antrepo20
Dominik Cumhuriyeti,Samana,Antrepo20
Dominik Cumhuriyeti,San Cristobal,Antrepo20
Dominik Cumhuriyeti,San Jose de Ocoa,Antrepo20
Dominik Cumhuriyeti,San Juan,Antrepo20
Dominik Cumhuriyeti,San Pedro de Macoris,Antrepo20
Dominik Cumhuriyeti,Sanchez Ramirez,Antrepo20
Dominik Cumhuriyeti,Santiago,Antrepo20
Dominik Cumhuriyeti,Santiago Rodriguez,Antrepo20
Dominik Cumhuriyeti,Santo Domingo,Antrepo20
Dominik Cumhuriyeti,Valverde,Antrepo20
Easter Island,Hanga Roa,Antrepo20
Easter Island,Mataveri,Antrepo20
Easter Island,Motu Nui,Antrepo20
Easter Island,Orongo,Antrepo20
Easter Island,Poike,Antrepo20
Easter Island,Rano Kau,Antrepo20
Easter Island,Terevaka,Antrepo20
Ekvator,,Antrepo20
Ekvator,Ambato,Antrepo20
Ekvator,Azogues,Antrepo20
Ekvator,Babahoyo,Antrepo20
Ekvator,Cuenca,Antrepo20
Ekvator,Duran,Antrepo20
Ekvator,Esmeraldas,Antrepo20
Ekvator,Guaranda,Antrepo20
Ekvator,Guayaquil,Antrepo20
Ekvator,Ibarra,Antrepo20
Ekvator,Latacunga,Antrepo20
Ekvator,Loja,Antrepo20
Ekvator,Macas,Antrepo20
Ekvator,Machala,Antrepo20
Ekvator,Manta,Antrepo20
Ekvator,Nueva Loja,Antrepo20
Ekvator,Portoviejo,Antrepo20
Ekvator,Puerto Baquerizo Moreno,Antrepo20
Ekvator,Puerto Francisco de Orellana,Antrepo20
Ekvator,Puyo,Antrepo20
Ekvator,Quito,Antrepo20
Ekvator,Riobamba,Antrepo20
Ekvator,Santa Elena,Antrepo20
Ekvator,Santo Domingo,Antrepo20
Ekvator,Santo Domingo de los Colorados,Antrepo20
Ekvator,Tena,Antrepo20
Ekvator,Tulcan,Antrepo20
Ekvator,Zamora,Antrepo20
Ekvator Ginesi,,Antrepo20
Ekvator Ginesi,Aconibe,Antrepo20
Ekvator Ginesi,Acurenam,Antrepo20
Ekvator Ginesi,Anisoc,Antrepo20
Ekvator Ginesi,Ayene,Antrepo20
Ekvator Ginesi,Baney,Antrepo20
Ekvator Ginesi,Bata,Antrepo20
Ekvator Ginesi,Bicurga,Antrepo20
Ekvator Ginesi,Bidjabidjan,Antrepo20
Ekvator Ginesi,Bitica,Antrepo20
Ekvator Ginesi,Cogo,Antrepo20
Ekvator Ginesi,Corisco,Antrepo20
Ekvator Ginesi,Ebebiyin,Antrepo20
Ekvator Ginesi,Evinayong,Antrepo20
Ekvator Ginesi,Luba,Antrepo20
Ekvator Ginesi,Machinda,Antrepo20
Ekvator Ginesi,Malabo,Antrepo20
Ekvator Ginesi,Mbini,Antrepo20
Ekvator Ginesi,Mengomeyen,Antrepo20
Ekvator Ginesi,Micomeseng,Antrepo20
Ekvator Ginesi,Mongomo,Antrepo20
Ekvator Ginesi,Ncue,Antrepo20
Ekvator Ginesi,Niefang,Antrepo20
Ekvator Ginesi,Nkimi,Antrepo20
Ekvator Ginesi,Nsang,Antrepo20
Ekvator Ginesi,Nsok,Antrepo20
Ekvator Ginesi,Nsork,Antrepo20
Ekvator Ginesi,Palea,Antrepo20
Ekvator Ginesi,Rebola,Antrepo20
Ekvator Ginesi,Riaba,Antrepo20
Ekvator Ginesi,Rio Campo,Antrepo20
El Salvador,,Antrepo20
El Salvador,Acajutla,Antrepo20
El Salvador,Ahuachapan,Antrepo20
El Salvador,Apopa,Antrepo20
El Salvador,Chalatenango,Antrepo20
El Salvador,Cojutepeque,Antrepo20
El Salvador,La Union,Antrepo20
El Salvador,Mejicanos,Antrepo20
El Salvador,Nejapa,Antrepo20
El Salvador,San Miguel,Antrepo20
El Salvador,San Salvador,Antrepo20
El Salvador,San Vicente,Antrepo20
El Salvador,Santa Ana,Antrepo20
El Salvador,Santa Tecla,Antrepo20
El Salvador,Sonsonate,Antrepo20
El Salvador,Soyapango,Antrepo20
El Salvador,Tacuba,Antrepo20
El Salvador,Usulutan,Antrepo20
Endonezya,,Antrepo20
Endonezya,Aceh,Antrepo20
Endonezya,Bali,Antrepo20
Endonezya,Bangka-Belitung,Antrepo20
Endonezya,Banten,Antrepo20
Endonezya,Bengkulu,Antrepo20
Endonezya,Central Java,Antrepo20
Endonezya,Central Kalimantan,Antrepo20
Endonezya,Central Sulawesi,Antrepo20
Endonezya,East Kalimantan,Antrepo20
Endonezya,East Nusa Tenggara,Antrepo20
Endonezya,Gorontalo,Antrepo20
Endonezya,Jakarta,Antrepo20
Endonezya,Jambi,Antrepo20
Endonezya,Lampung,Antrepo20
Endonezya,Maluku,Antrepo20
Endonezya,North Maluku,Antrepo20
Endonezya,North Sulawesi,Antrepo20
Endonezya,North Sumatra,Antrepo20
Endonezya,Pangkal Pinang,Antrepo20
Endonezya,Papua,Antrepo20
Endonezya,Riau,Antrepo20
Endonezya,South East Sulawesi,Antrepo20
Endonezya,South Kalimantan,Antrepo20
Endonezya,South Sulawesi,Antrepo20
Endonezya,South Sumatra,Antrepo20
Endonezya,Surabaya,Antrepo20
Endonezya,West Java,Antrepo20
Endonezya,West Kalimantan,Antrepo20
Endonezya,West Nusa Tenggara,Antrepo20
Endonezya,West Papua,Antrepo20
Endonezya,West Sulawesi,Antrepo20
Endonezya,West Sumatra,Antrepo20
Endonezya,Yogyakarta,Antrepo20
Eritre,,Antrepo20
Eritre,Adi Keyh,Antrepo20
Eritre,Adi Quala,Antrepo20
Eritre,Agordat,Antrepo20
Eritre,Asmara,Antrepo20
Eritre,Asseb,Antrepo20
Eritre,Barentu,Antrepo20
Eritre,Beilul,Antrepo20
Eritre,Dekemhare,Antrepo20
Eritre,Edd,Antrepo20
Eritre,Ghinda,Antrepo20
Eritre,Himbirti,Antrepo20
Eritre,Keren,Antrepo20
Eritre,Massawa,Antrepo20
Eritre,Mendefera,Antrepo20
Eritre,Mersa Fatuma,Antrepo20
Eritre,Nakfa,Antrepo20
Eritre,Nefasit,Antrepo20
Eritre,Segheneyti,Antrepo20
Eritre,Senafe,Antrepo20
Eritre,Teseney,Antrepo20
Ermenistan,,Antrepo20
Ermenistan,Abovyan,Antrepo20
Ermenistan,Agarak,Antrepo20
Ermenistan,Akhtala,Antrepo20
Ermenistan,Alaverdi,Antrepo20
Ermenistan,Aparan,Antrepo20
Ermenistan,Ararat,Antrepo20
Ermenistan,Armavir,Antrepo20
Ermenistan,Artashat,Antrepo20
Ermenistan,Artik,Antrepo20
Ermenistan,Ashtarak,Antrepo20
Ermenistan,Berd,Antrepo20
Ermenistan,Byureghavan,Antrepo20
Ermenistan,Chambarak,Antrepo20
Ermenistan,Charentsavan,Antrepo20
Ermenistan,Dastakert,Antrepo20
Ermenistan,Dilijan,Antrepo20
Ermenistan,Gavar,Antrepo20
Ermenistan,Goris,Antrepo20
Ermenistan,Gyumri,Antrepo20
Ermenistan,Hrazdan,Antrepo20
Ermenistan,Ijevan,Antrepo20
Ermenistan,Jermuk,Antrepo20
Ermenistan,Kajaran,Antrepo20
Ermenistan,Kapan,Antrepo20
Ermenistan,Maralik,Antrepo20
Ermenistan,Martuni,Antrepo20
Ermenistan,Masis,Antrepo20
Ermenistan,Meghri,Antrepo20
Ermenistan,Metsamor,Antrepo20
Ermenistan,Nor Hachn,Antrepo20
Ermenistan,Noyemberyan,Antrepo20
Ermenistan,Sevan,Antrepo20
Ermenistan,Shamlugh,Antrepo20
Ermenistan,Sisian,Antrepo20
Ermenistan,Spitak,Antrepo20
Ermenistan,Stepanavan,Antrepo20
Ermenistan,Talin,Antrepo20
Ermenistan,Tashir,Antrepo20
Ermenistan,Tsaghkadzor,Antrepo20
Ermenistan,Tumanyan,Antrepo20
Ermenistan,Vagharshapat,Antrepo20
Ermenistan,Vanadzor,Antrepo20
Ermenistan,Vardenis,Antrepo20
Ermenistan,Vayk,Antrepo20
Ermenistan,Vedi,Antrepo20
Ermenistan,Yeghegnadzor,Antrepo20
Ermenistan,Yeghvard,Antrepo20
Ermenistan,Yerevan,Antrepo20
Estonya,,Antrepo20
Estonya,Abja-Paluoja,Antrepo20
Estonya,Antsla,Antrepo20
Estonya,Elva,Antrepo20
Estonya,Haapsalu,Antrepo20
Estonya,Jogeva,Antrepo20
Estonya,Johvi,Antrepo20
Estonya,Kallaste,Antrepo20
Estonya,Kardla,Antrepo20
Estonya,Karksi-Nuia,Antrepo20
Estonya,Kehra,Antrepo20
Estonya,Keila,Antrepo20
Estonya,Kilingi-Nomme,Antrepo20
Estonya,Kivioli,Antrepo20
Estonya,Kohtla-Jarve,Antrepo20
Estonya,Kunda,Antrepo20
Estonya,Kuressaare,Antrepo20
Estonya,Lihula,Antrepo20
Estonya,Loksa,Antrepo20
Estonya,Maardu,Antrepo20
Estonya,Moisaküla,Antrepo20
Estonya,Mustvee,Antrepo20
Estonya,Narva,Antrepo20
Estonya,Narva-Joesuu,Antrepo20
Estonya,Otepaa,Antrepo20
Estonya,Paide,Antrepo20
Estonya,Paldiski,Antrepo20
Estonya,Parnu,Antrepo20
Estonya,Poltsamaa,Antrepo20
Estonya,Polva,Antrepo20
Estonya,Püssi,Antrepo20
Estonya,Rakvere,Antrepo20
Estonya,Rapina,Antrepo20
Estonya,Rapla,Antrepo20
Estonya,Saue,Antrepo20
Estonya,Sillamae,Antrepo20
Estonya,Sindi,Antrepo20
Estonya,Suure-Jaani,Antrepo20
Estonya,Tallinn,Antrepo20
Estonya,Tamsalu,Antrepo20
Estonya,Tapa,Antrepo20
Estonya,Tartu,Antrepo20
Estonya,Torva,Antrepo20
Estonya,Türi,Antrepo20
Estonya,Valga,Antrepo20
Estonya,Viljandi,Antrepo20
Estonya,Vohma,Antrepo20
Estonya,Voru,Antrepo20
Etiyopya,,Antrepo20
Etiyopya,Addis Ababa,Antrepo20
Etiyopya,Afar,Antrepo20
Etiyopya,Amhara,Antrepo20
Etiyopya,Balti,Antrepo20
Etiyopya,Benishangul-Gumuz,Antrepo20
Etiyopya,Dire Dawa,Antrepo20
Etiyopya,Gambela,Antrepo20
Etiyopya,Harari,Antrepo20
Etiyopya,ı,Antrepo20
Etiyopya,İstanbul,Antrepo20
Etiyopya,Oromia,Antrepo20
Etiyopya,Somali,Antrepo20
Etiyopya,Southern Nations,Antrepo20
Etiyopya,Tigray,Antrepo20
Falkland Adaları,,Antrepo20
Falkland Adaları,Goose Green,Antrepo20
Falkland Adaları,Port Howard,Antrepo20
Falkland Adaları,Stanley,Antrepo20
Falkland Adaları,Weddell Settlement,Antrepo20
Faroe Adaları,,Antrepo20
Faroe Adaları,Eidi,Antrepo20
Faroe Adaları,Famjin,Antrepo20
Faroe Adaları,Fugloy,Antrepo20
Faroe Adaları,Funningur,Antrepo20
Faroe Adaları,Gotu Kommuna,Antrepo20
Faroe Adaları,Hov,Antrepo20
Faroe Adaları,Husar,Antrepo20
Faroe Adaları,Husavik,Antrepo20
Faroe Adaları,Hvalba,Antrepo20
Faroe Adaları,Hvannasund,Antrepo20
Faroe Adaları,Klaksvik,Antrepo20
Faroe Adaları,Kunoy,Antrepo20
Faroe Adaları,Kvivik,Antrepo20
Faroe Adaları,Leirvik,Antrepo20
Faroe Adaları,Midvagur,Antrepo20
Faroe Adaları,Nes,Antrepo20
Faroe Adaları,Porkeri,Antrepo20
Faroe Adaları,Runavik,Antrepo20
Faroe Adaları,Sandavagur,Antrepo20
Faroe Adaları,Sandur,Antrepo20
Faroe Adaları,Sjovar Kommuna,Antrepo20
Faroe Adaları,Skalavik,Antrepo20
Faroe Adaları,Skopun,Antrepo20
Faroe Adaları,Skuvoy,Antrepo20
Faroe Adaları,Sorvagur,Antrepo20
Faroe Adaları,Sumba,Antrepo20
Faroe Adaları,Sunda Kommuna,Antrepo20
Faroe Adaları,Svinoy,Antrepo20
Faroe Adaları,Torshavnar kommuna,Antrepo20
Faroe Adaları,Tvoroyri,Antrepo20
Faroe Adaları,Vagur,Antrepo20
Faroe Adaları,Vestmanna,Antrepo20
Faroe Adaları,Vidareidi,Antrepo20
Fiji Adaları,Kadavu,Antrepo20
Fiji Adaları,Labasa,Antrepo20
Fiji Adaları,Lautoka,Antrepo20
Fiji Adaları,Savusavu,Antrepo20
Fiji Adaları,Suva,Antrepo20
Fiji Adaları,Taveuni,Antrepo20
Fildişi Sahili,,Antrepo20
Fildişi Sahili,Abengourou,Antrepo20
Fildişi Sahili,Abidjan,Antrepo20
Fildişi Sahili,Aboisso,Antrepo20
Fildişi Sahili,Adzope,Antrepo20
Fildişi Sahili,Agboville,Antrepo20
Fildişi Sahili,anyama,Antrepo20
Fildişi Sahili,Biankouma,Antrepo20
Fildişi Sahili,Bingerville,Antrepo20
Fildişi Sahili,Bondoukou,Antrepo20
Fildişi Sahili,Bouafle,Antrepo20
Fildişi Sahili,Bouake,Antrepo20
Fildişi Sahili,Bouna,Antrepo20
Fildişi Sahili,Boundiali,Antrepo20
Fildişi Sahili,Dabou,Antrepo20
Fildişi Sahili,Daloa,Antrepo20
Fildişi Sahili,Danane,Antrepo20
Fildişi Sahili,Dimbokro,Antrepo20
Fildişi Sahili,Divo,Antrepo20
Fildişi Sahili,Ferkessedougou,Antrepo20
Fildişi Sahili,Gagnoa,Antrepo20
Fildişi Sahili,Grand Bassam,Antrepo20
Fildişi Sahili,Grand Lahou,Antrepo20
Fildişi Sahili,Jacqueville,Antrepo20
Fildişi Sahili,Katiola,Antrepo20
Fildişi Sahili,Kong,Antrepo20
Fildişi Sahili,Korhogo,Antrepo20
Fildişi Sahili,Kouto,Antrepo20
Fildişi Sahili,Man,Antrepo20
Fildişi Sahili,Marahoue,Antrepo20
Fildişi Sahili,Odienne,Antrepo20
Fildişi Sahili,San Pedro,Antrepo20
Fildişi Sahili,Sassandra,Antrepo20
Fildişi Sahili,Seguela,Antrepo20
Fildişi Sahili,Sinfra,Antrepo20
Fildişi Sahili,Tiagba,Antrepo20
Fildişi Sahili,Touba,Antrepo20
Fildişi Sahili,Yamoussoukro,Antrepo20
Filipinler,,Antrepo20
Filipinler,Abra,Antrepo20
Filipinler,Agusan Del Norte,Antrepo20
Filipinler,Aklan,Antrepo20
Filipinler,Albay,Antrepo20
Filipinler,Antique,Antrepo20
Filipinler,Apayao,Antrepo20
Filipinler,Aurora,Antrepo20
Filipinler,Bataan,Antrepo20
Filipinler,Batangas,Antrepo20
Filipinler,Benguet,Antrepo20
Filipinler,Biliran,Antrepo20
Filipinler,Bohol,Antrepo20
Filipinler,Bukid-Non,Antrepo20
Filipinler,Bulacan,Antrepo20
Filipinler,Cagayan,Antrepo20
Filipinler,Camarines Norte,Antrepo20
