Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,DBName
FatFis,CopyCount,Evet,Birden fazla kopyalanmaya çalışılan fatura ve irsaliyeler için uyarı verilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,CopyLoc,Hayir,Fatura ve İrsaliye Kopyalamada lokasyon bilgisi ana kaydın cari lokasyon bağlantısı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DahIrsIptBtnVsbl,Evet,"Dahili irsaliye kontrol ekranında ""Seçilenleri İptal Olarak İşaretle"" butonu görünsün mü ?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DahIrsSevkFiyat,AgortId,Dahili irsaliyelerde Sevket butonu ile fiyat güncellemesi nasıl olsun?,ComboBox,Yok&Agort&AgortId&Sgort&SgortId&BasitOrt,,,,,,,,,Antrepo20
FatFis,DahiliUyariOzKod,,Dahili İrsaliye Kontrol ekranında kullanılacak Özel Kod ,Edit,,txt,,,,,,,,Antrepo20
FatFis,DahLokCar,Lokasyon,Dahili irsaliyelerde lokasyon listesinde hangileri gelsin?,ComboBox,Cari&Lokasyon&CariveLokasyon,,,,,,,,,Antrepo20
FatFis,DahOrtFiy,FiyOp,Dahili ve konsinye irsaliyelerde fiyat hesaplaması nasıl olsun?,ComboBox,FiyOp&AgOrt,,,,,,,,,Antrepo20
FatFis,DahOrtFiyAllLoc,AktifLokasyon,Dahili ve konsinye irsaliyelerde fiyat hesaplamasında lokasyon seçimi ?,ComboBox,AktifLokasyon&TümLokasyonlar,,,,,,,,,Antrepo20
FatFis,DahReSevk,Hayir,Sevkedilmiş bir dahili irsaliye tekrar sevk edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DahSalSipClose,Evet,Dahili irsaliye kontrol ekranında kabul edilen  irsaliye ye  bağlı sipariş kapatılsın mı? ,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DahSameCari,Hayir,Dahili irsaliyelerde karşı lokasyon seçiminde bulunulan lokasyon seçilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DahSisTip,ikinciSistem,Dahili uyarı sisteminin çalışma şekli hangisi olsun?,ComboBox,BirinciSistem&ikinciSistem,,,,,,,,,Antrepo20
FatFis,DetailCloseLotLoc,,Detaylı Giriş ekranı na sadece lot mevcut kontrolü  geçerli lokasyonlar,Edit,,txt,,,,,,,,Antrepo20
FatFis,DetailCloseLotQuaCnt,Hayir,Detaylı Giriş ekranı na sadece lot mevcudu olan satırlar gelsin.(Cari nin tüm siparişleri(SN),ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DetailCloseSpeKod,Hayir,Detaylı Giriş ekranı sipariş Özel Kodlar görünsün mü?(Cari nin tüm siparişleri) ,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DetayliGirisDekont,Hayir,Detaylı Giriş üzerinden kapatılan termin tarihi geçmiş siparişler için borç dekontu oluşsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DetEntrySipExtra,Hayir,Detaylı giriş ile yapılan sipariş kapamalı işlemlerde sipariş fazlasına izin verilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,DetGirSevkBel,Hayir,Fatura ve irsaliyedeki detaylı giriş ekranında sevkiyatın belge numarası gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,EABasTar,01/01/2020,E-Arşiv faturaları için başlangıç tarihi(gg/aa/yyyy formatında giriniz),Edit,,txt,,,,,,,,Antrepo20
FatFis,EANote,</cbc:Note><cbc:Note>,E-Arşiv faturaları için not alanı,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (Antrepo20),ComboBox,Evet&Hayir,,,,,,,Antrepo20,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (Antrepo20Sel),ComboBox,Evet&Hayir,,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (Cabani20),ComboBox,Evet&Hayir,,,,,,,Cabani20,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (Cabani20Muh),ComboBox,Evet&Hayir,,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (Cabani20Sel),ComboBox,Evet&Hayir,,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (KORGUNYAZILIM1910),ComboBox,Evet&Hayir,,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (KORGUNYAZILIM2310),ComboBox,Evet&Hayir,,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_AutoTaslak,Hayir,Fatura kaydedildiğinde otomatik E-Fatura taslağı oluşsun mu? (Uretim20),ComboBox,Evet&Hayir,,,,,,,Uretim20,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı?,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_BAYIN,,E-Faturalarda cari için kullanılacak BAYINO formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı?,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_BII,,E-Faturalarda stok için yazılacak BuyersItemIdentification formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (Antrepo20),ComboBox,Evet&Hayir,,,,,,,Antrepo20,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (Antrepo20Sel),ComboBox,Evet&Hayir,,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (Cabani20),ComboBox,Evet&Hayir,,,,,,,Cabani20,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (Cabani20Muh),ComboBox,Evet&Hayir,,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (Cabani20Sel),ComboBox,Evet&Hayir,,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (KORGUNYAZILIM1910),ComboBox,Evet&Hayir,,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (KORGUNYAZILIM2310),ComboBox,Evet&Hayir,,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_CariUyari,Hayir,Fatura veya İrsaliye ekranında Cari E-Fatura mükellefi ise uyarı versin mi? (Uretim20),ComboBox,Evet&Hayir,,,,,,,Uretim20,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (Antrepo20)",ComboBox,Evet&Hayir,,,,,,,Antrepo20,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (Antrepo20Sel)",ComboBox,Evet&Hayir,,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (Cabani20)",ComboBox,Evet&Hayir,,,,,,,Cabani20,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (Cabani20Muh)",ComboBox,Evet&Hayir,,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (Cabani20Sel)",ComboBox,Evet&Hayir,,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (KORGUNYAZILIM1910)",ComboBox,Evet&Hayir,,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (KORGUNYAZILIM2310)",ComboBox,Evet&Hayir,,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_CSGO,Hayir,"Carinin Stok Gönderim Şekli, faturanın alternatif kod grubuna göre otomatik seçilsin mi? (Uretim20)",ComboBox,Evet&Hayir,,,,,,,Uretim20,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız?,ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park,,,,,,,,,Antrepo20
FatFis,EF_Entegrator,Park,Hangi özel entegratör ile anlaşmalısınız? (Antrepo20),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM,,,,,,,Antrepo20,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız? (Antrepo20Sel),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park,,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_Entegrator,Park,Hangi özel entegratör ile anlaşmalısınız? (Cabani20),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM,,,,,,,Cabani20,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız? (Cabani20Muh),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park,,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız? (Cabani20Sel),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park,,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız? (KORGUNYAZILIM1910),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM,,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız? (KORGUNYAZILIM2310),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM,,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_Entegrator,Yok,Hangi özel entegratör ile anlaşmalısınız? (Uretim20),ComboBox,Yok&Veriban&Türkkep&DigitalPlanet&FIT&Nes&Park&EDM,,,,,,,Uretim20,,Antrepo20
FatFis,EF_EntTip,Özel Entegratör,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz?,ComboBox,GIB Portal&Özel Entegratör,,,,,,,,,Antrepo20
FatFis,EF_EntTip,Özel Entegratör,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (Antrepo20),ComboBox,GIB Portal&Özel Entegratör,,,,,,,Antrepo20,,Antrepo20
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (Antrepo20Sel),ComboBox,GIB Portal&Özel Entegratör,,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_EntTip,Özel Entegratör,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (Cabani20),ComboBox,GIB Portal&Özel Entegratör,,,,,,,Cabani20,,Antrepo20
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (Cabani20Muh),ComboBox,GIB Portal&Özel Entegratör,,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (Cabani20Sel),ComboBox,GIB Portal&Özel Entegratör,,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (KORGUNYAZILIM1910),ComboBox,GIB Portal&Özel Entegratör,,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (KORGUNYAZILIM2310),ComboBox,GIB Portal&Özel Entegratör,,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_EntTip,GIB Portal,E-Fatura Entegrasyonunda hangi yöntemi kullanıyorsunuz? (Uretim20),ComboBox,GIB Portal&Özel Entegratör,,,,,,,Uretim20,,Antrepo20
FatFis,EF_FaturaNoClear,Evet,E-Fatura carilerinde Fatura Numarası temizlensin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_FirmaKod,,Özel entegratörünüze ait firma kodunuz (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı?,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_HIZN,,E-Faturalarda cari için kullanılacak HIZMETNO formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı?,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_MII,,E-Faturalarda stok için yazılacak ManufacturersItemIdentification formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı?,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_MUSN,,E-Faturalarda cari için kullanılacak MUSTERINO formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı?,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_MUSU,,E-Faturalarda cari için kullanılacak UNVAN formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_Onek,,E-Fatura numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_Onek,ECB,E-Fatura numaraları için 3 harfli ön ek :  (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_Onek,KRG,E-Fatura numaraları için 3 harfli ön ek :  (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_Onek,CBN,E-Fatura numaraları için 3 harfli ön ek :  (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_Onek,KRG,E-Fatura numaraları için 3 harfli ön ek :  (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_Onek,KRG,E-Fatura numaraları için 3 harfli ön ek :  (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_Onek,KRG,E-Fatura numaraları için 3 harfli ön ek :  (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_Onek,KRG,E-Fatura numaraları için 3 harfli ön ek :  (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_Onek,,E-Fatura numaraları için 3 harfli ön ek :  (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_Onekea,,E-Arşiv numaraları için 3 harfli ön ek : ,Edit,,txt,,,,,,,,Antrepo20
FatFis,EF_Onekea,ACB,E-Arşiv numaraları için 3 harfli ön ek :  (Antrepo20),Edit,,txt,,,,,,Antrepo20,,Antrepo20
FatFis,EF_Onekea,KRA,E-Arşiv numaraları için 3 harfli ön ek :  (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,Antrepo20
FatFis,EF_Onekea,CBA,E-Arşiv numaraları için 3 harfli ön ek :  (Cabani20),Edit,,txt,,,,,,Cabani20,,Antrepo20
FatFis,EF_Onekea,KRA,E-Arşiv numaraları için 3 harfli ön ek :  (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,Antrepo20
FatFis,EF_Onekea,KRA,E-Arşiv numaraları için 3 harfli ön ek :  (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,Antrepo20
FatFis,EF_Onekea,KRA,E-Arşiv numaraları için 3 harfli ön ek :  (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,Antrepo20
FatFis,EF_Onekea,KRA,E-Arşiv numaraları için 3 harfli ön ek :  (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,Antrepo20
FatFis,EF_Onekea,,E-Arşiv numaraları için 3 harfli ön ek :  (Uretim20),Edit,,txt,,,,,,Uretim20,,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz,Edit,,txt,,,,,,,*,Antrepo20
FatFis,EF_PassWord,Park2019.,Özel entegratörünüze ait şifreniz (Antrepo20),Edit,,txt,,,,,,Antrepo20,*,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,*,Antrepo20
FatFis,EF_PassWord,Park2019.,Özel entegratörünüze ait şifreniz (Cabani20),Edit,,txt,,,,,,Cabani20,*,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,*,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,*,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,*,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,*,Antrepo20
FatFis,EF_PassWord,,Özel entegratörünüze ait şifreniz (Uretim20),Edit,,txt,,,,,,Uretim20,*,Antrepo20
