SevkNo,SevkTip,SevkTur,SevkTar,GCount,Location,SendLocation,ReturnSite,BelgeNo,HarTar,Durum,GeriDonMsj,SevkSekil,SevkNum,insUN,insDT,updUN,updDT,SevkAdres,SevkAdresAdi,CreaterApp,kgid,insApp,updApp
208,g,gt,2023-05-09 00:00:00,0,LN001,LN001,AAZB,,2023-05-09 00:00:00,*,,,,Zeki,2023-05-09 09:56:13.320000,Lindon,2023-05-09 11:14:28.250000,,,,208,,
212,g,gt,2023-05-09 00:00:00,0,LN001,LN001,euromart,,2023-05-09 00:00:00,*,,,,Zeki,2023-05-09 16:46:03.997000,Lindon,2023-05-09 17:04:01.467000,,,,212,,
215,g,gt,2023-05-10 00:00:00,0,LN001,LN001,euromart,,2023-05-10 00:00:00,*,,,,Zeki,2023-05-10 17:44:41.007000,Lindon,2023-05-10 17:49:59.313000,,,,215,,
217,g,gt,2023-05-10 00:00:00,0,LN001,LN001,euromart,,2023-05-10 00:00:00,*,,,,Zeki,2023-05-10 18:33:43.150000,Lindon,2023-05-10 18:40:04.873000,,,,217,,
218,g,gt,2023-05-11 00:00:00,0,LN001,LN001,euromart,,2023-05-11 00:00:00,*,,,,Zeki,2023-05-11 09:53:14.890000,Lindon,2023-05-11 14:53:37.787000,,,,218,,
220,g,gt,2023-05-15 00:00:00,0,LN001,LN001,euromart,,2023-05-15 00:00:00,*,,,,Zeki,2023-05-15 14:46:37.717000,Lindon,2023-05-15 15:50:56.803000,,,,220,,
222,g,gt,2023-05-16 00:00:00,0,LN001,LN001,euromart,,2023-05-16 00:00:00,*,,,,Zeki,2023-05-16 16:43:37.657000,Lindon,2023-05-16 17:09:06.730000,,,,222,,
224,g,gt,2023-05-17 00:00:00,0,LN001,LN001,euromart,,2023-05-17 00:00:00,*,,,,Zeki,2023-05-17 16:19:45.013000,Lindon,2023-05-17 16:57:25.440000,,,,224,,
226,g,gt,2023-05-17 00:00:00,0,LN001,LN001,euromart,,2023-05-17 00:00:00,*,,,,Zeki,2023-05-17 17:34:02.173000,Lindon,2023-05-17 17:53:54.680000,,,,226,,
228,g,gt,2023-05-18 00:00:00,0,LN001,LN001,euromart,,2023-05-18 00:00:00,*,,,,Zeki,2023-05-18 17:18:18.840000,Lindon,2023-05-18 17:23:24.530000,,,,228,,
230,g,gt,2023-05-22 00:00:00,0,LN001,LN001,euromart,,2023-05-22 00:00:00,*,,,,Zeki,2023-05-22 15:49:56.367000,Lindon,2023-05-22 16:43:41.797000,,,,230,,
232,g,gt,2023-05-23 00:00:00,0,LN001,LN001,euromart,,2023-05-23 00:00:00,*,,,,Zeki,2023-05-23 16:48:51.603000,Lindon,2023-05-23 17:14:35.010000,,,,232,,
234,g,gt,2023-05-24 00:00:00,0,LN001,LN001,euromart,,2023-05-24 00:00:00,*,,,,Zeki,2023-05-24 17:11:07.170000,Lindon,2023-05-24 17:23:51.627000,,,,234,,
236,g,gt,2023-05-25 00:00:00,0,LN001,LN001,euromart,,2023-05-25 00:00:00,*,,,,Zeki,2023-05-25 18:15:19.347000,Zeki,2023-05-26 09:44:42.770000,,,,236,,
238,g,gt,2023-05-26 00:00:00,0,LN001,LN001,euromart,,2023-05-26 00:00:00,*,,,,Zeki,2023-05-26 17:37:04.780000,Lindon,2023-05-26 18:02:00.763000,,,,238,,
240,g,gt,2023-05-29 00:00:00,0,LN001,LN001,euromart,,2023-05-29 00:00:00,*,,,,Zeki,2023-05-29 16:19:23.780000,Lindon,2023-05-29 17:00:46.613000,,,,240,,
241,g,gt,2023-05-31 00:00:00,0,LN001,LN001,euromart,,2023-05-31 00:00:00,*,,,,Zeki,2023-05-31 08:05:48.370000,Lindon,2023-05-31 11:21:23.857000,,,,241,,
242,g,gt,2023-05-31 00:00:00,0,LN001,LN001,euromart,,2023-05-31 00:00:00,*,,,,Zeki,2023-05-31 09:36:27.873000,Lindon,2023-05-31 11:23:07.873000,,,,242,,
243,g,gt,2023-06-01 00:00:00,0,LN001,LN001,euromart,,2023-06-01 00:00:00,*,,,,Zeki,2023-06-01 10:11:07.790000,Lindon,2023-06-01 15:15:42.937000,,,,243,,
244,g,gt,2023-06-01 00:00:00,0,LN001,LN001,AAZB,,2023-06-01 00:00:00,*,,,,Zeki,2023-06-01 16:16:57.090000,Lindon,2023-06-01 16:30:38.767000,,,,244,,
246,g,gt,2023-06-02 00:00:00,0,LN001,LN001,euromart,,2023-06-02 00:00:00,*,,,,Zeki,2023-06-02 12:14:58.490000,Lindon,2023-06-02 14:33:28.840000,,,,246,,
248,g,gt,2023-06-05 00:00:00,0,LN001,LN001,AAZB,,2023-06-05 00:00:00,*,,,,Zeki,2023-06-05 11:13:24.103000,Lindon,2023-06-05 13:16:09.700000,,,,248,,
249,g,gt,2023-06-05 00:00:00,0,LN001,LN001,euromart,,2023-06-05 00:00:00,*,,,,Zeki,2023-06-05 17:02:35.977000,Lindon,2023-06-05 17:31:38.517000,,,,249,,
251,g,gt,2023-06-06 00:00:00,0,LN001,LN001,euromart,,2023-06-06 00:00:00,*,,,,Zeki,2023-06-06 17:38:37.887000,Lindon,2023-06-06 18:02:27.270000,,,,251,,
253,g,gt,2023-06-07 00:00:00,0,LN001,LN001,euromart,,2023-06-07 00:00:00,*,,,,Zeki,2023-06-07 13:33:51.120000,Lindon,2023-06-07 17:46:50.057000,,,,253,,
255,g,gt,2023-06-08 00:00:00,0,LN001,LN001,euromart,,2023-06-08 00:00:00,*,,,,Zeki,2023-06-08 14:43:30.543000,Lindon,2023-06-08 17:15:11.270000,,,,255,,
256,g,gt,2023-06-09 00:00:00,0,LN001,LN001,euromart,,2023-06-09 00:00:00,*,,,,Zeki,2023-06-09 10:56:30.467000,Lindon,2023-06-09 12:52:47.580000,,,,256,,
258,g,gt,2023-06-12 00:00:00,0,LN001,LN001,euromart,,2023-06-12 00:00:00,*,,,,Zeki,2023-06-12 15:52:35.500000,Lindon,2023-06-12 18:02:40.520000,,,,258,,
260,g,gt,2023-06-13 00:00:00,0,LN001,LN001,euromart,,2023-06-13 00:00:00,*,,,,Zeki,2023-06-13 14:37:29.487000,Lindon,2023-06-13 15:39:15.717000,,,,260,,
262,g,gt,2023-06-14 00:00:00,0,LN001,LN001,euromart,,2023-06-14 00:00:00,*,,,,Zeki,2023-06-14 14:20:51.400000,Lindon,2023-06-14 15:50:37.880000,,,,262,,
265,g,gt,2023-06-15 00:00:00,0,LN001,LN001,euromart,,2023-06-15 00:00:00,*,,,,Zeki,2023-06-15 13:37:05.740000,Lindon,2023-06-15 14:10:20.963000,,,,265,,
267,g,gt,2023-06-15 00:00:00,0,LN001,LN001,euromart,,2023-06-15 00:00:00,*,,,,Zeki,2023-06-15 14:57:41.660000,Lindon,2023-06-15 15:15:34.700000,,,,267,,
270,g,gt,2023-06-16 00:00:00,0,LN001,LN001,euromart,,2023-06-16 00:00:00,*,,,,Zeki,2023-06-16 17:23:34.373000,Lindon,2023-06-16 18:08:15.053000,,,,270,,
271,g,gt,2023-06-17 00:00:00,0,LN001,LN001,Emin Export,,2023-06-17 00:00:00,*,,,,Zeki,2023-06-17 10:05:32.413000,Lindon,2023-06-17 11:22:16.580000,,,,271,,
273,g,gt,2023-06-19 00:00:00,0,LN001,LN001,euromart,,2023-06-19 00:00:00,*,,,,Zeki,2023-06-19 10:38:52.893000,Lindon,2023-06-19 16:54:04.837000,,,,273,,
274,g,gt,2023-06-20 00:00:00,0,LN001,LN001,AAZB,,2023-06-20 00:00:00,*,,,,Zeki,2023-06-20 08:53:35.210000,Lindon,2023-06-20 15:41:34.323000,,,,274,,
276,g,gt,2023-06-20 00:00:00,0,LN001,LN001,euromart,,2023-06-20 00:00:00,*,,,,Zeki,2023-06-20 16:05:43.540000,Lindon,2023-06-20 16:54:26.923000,,,,276,,
278,g,gt,2023-06-21 00:00:00,0,LN001,LN001,euromart,,2023-06-21 00:00:00,*,,,,Zeki,2023-06-21 17:13:11.570000,Lindon,2023-06-21 17:45:38.033000,,,,278,,
279,g,gt,2023-06-22 00:00:00,0,LN001,LN001,euromart,,2023-06-22 00:00:00,*,,,,Zeki,2023-06-22 12:07:34.490000,Lindon,2023-06-22 16:04:18.093000,,,,279,,
280,g,gt,2023-06-23 00:00:00,0,LN001,LN001,euromart,,2023-06-23 00:00:00,*,,,,Zeki,2023-06-23 14:33:31.170000,Lindon,2023-06-23 16:15:58.307000,,,,280,,
283,g,gt,2023-06-26 00:00:00,0,LN001,LN001,euromart,,2023-06-26 00:00:00,*,,,,Zeki,2023-06-26 13:40:45.273000,Lindon,2023-06-26 13:51:31.357000,,,,283,,
284,g,gt,2023-07-03 00:00:00,0,LN001,LN001,euromart,,2023-07-03 00:00:00,*,,,,Zeki,2023-07-03 11:29:11.870000,Lindon,2023-07-03 15:33:12.220000,,,,284,,
286,g,gt,2023-07-03 00:00:00,0,LN001,LN001,euromart,,2023-07-03 00:00:00,*,,,,Zeki,2023-07-03 11:34:32.477000,Lindon,2023-07-03 15:35:24.830000,,,,286,,
288,g,gt,2023-07-03 00:00:00,0,LN001,LN001,euromart,,2023-07-03 00:00:00,*,,,,Zeki,2023-07-03 12:37:22.670000,Lindon,2023-07-03 15:37:51.607000,,,,288,,
289,g,gt,2023-07-03 00:00:00,0,LN001,LN001,euromart,,2023-07-03 00:00:00,*,,,,Zeki,2023-07-03 16:37:05.323000,Zeki,2023-07-04 11:04:52.630000,,,,289,,
294,g,gt,2023-07-04 00:00:00,0,LN001,LN001,euromart,,2023-07-04 00:00:00,*,,,,Zeki,2023-07-04 17:19:36.377000,Zeki,2023-07-05 09:52:19.030000,,,,294,,
296,g,gt,2023-07-05 00:00:00,0,LN001,LN001,euromart,,2023-07-05 00:00:00,*,,,,Zeki,2023-07-05 15:36:03.747000,Lindon,2023-07-05 16:10:28.397000,,,,296,,
298,g,gt,2023-07-06 00:00:00,0,LN001,LN001,euromart,,2023-07-06 00:00:00,*,,,,Zeki,2023-07-06 15:55:12.020000,Lindon,2023-07-06 16:33:15.460000,,,,298,,
300,g,gt,2023-07-07 00:00:00,0,LN001,LN001,euromart,,2023-07-07 00:00:00,*,,,,Zeki,2023-07-07 16:44:45.393000,Lindon,2023-07-07 16:53:33.850000,,,,300,,
302,g,gt,2023-07-07 00:00:00,0,LN001,LN001,euromart,,2023-07-07 00:00:00,*,,,,Zeki,2023-07-07 17:15:33.553000,Lindon,2023-07-07 18:00:00.743000,,,,302,,
303,g,gt,2023-07-10 00:00:00,0,LN001,LN001,euromart,,2023-07-10 00:00:00,*,,,,Zeki,2023-07-10 10:44:10.663000,Zeki,2023-07-10 10:44:17.210000,,,,303,,
305,g,gt,2023-07-10 00:00:00,0,LN001,LN001,euromart,,2023-07-10 00:00:00,*,,,,Zeki,2023-07-10 15:17:32.817000,Lindon,2023-07-10 16:18:12.037000,,,,305,,
308,g,gt,2023-07-11 00:00:00,0,LN001,LN001,euromart,,2023-07-11 00:00:00,*,,,,Zeki,2023-07-11 17:27:42.640000,Lindon,2023-07-11 17:34:12.410000,,,,308,,
310,g,gt,2023-07-12 00:00:00,0,LN001,LN001,euromart,,2023-07-12 00:00:00,*,,,,Zeki,2023-07-12 16:48:10.537000,Lindon,2023-07-12 17:13:50.137000,,,,310,,
311,g,gt,2023-07-13 00:00:00,0,LN001,LN001,euromart,,2023-07-13 00:00:00,*,,,,Zeki,2023-07-13 11:59:37.940000,Lindon,2023-07-13 13:32:40.717000,,,,311,,
313,g,gt,2023-07-13 00:00:00,0,LN001,LN001,euromart,,2023-07-13 00:00:00,*,,,,Zeki,2023-07-13 15:51:02.903000,Lindon,2023-07-13 16:01:37.607000,,,,313,,
315,g,gt,2023-07-14 00:00:00,0,LN001,LN001,euromart,,2023-07-14 00:00:00,*,,,,Zeki,2023-07-14 17:49:48.490000,Lindon,2023-07-14 18:04:42.543000,,,,315,,
317,g,gt,2023-07-17 00:00:00,0,LN001,LN001,euromart,,2023-07-17 00:00:00,*,,,,Zeki,2023-07-17 14:45:17.420000,Lindon,2023-07-17 15:19:09.720000,,,,317,,
318,g,gt,2023-07-18 00:00:00,0,LN001,LN001,euromart,,2023-07-18 00:00:00,*,,,,MUAZ,2023-07-18 11:28:00.143000,Lindon,2023-07-18 12:07:01.680000,,,,318,,
319,g,gt,2023-07-18 00:00:00,0,LN001,LN001,AAZB,,2023-07-18 00:00:00,*,,,,MUAZ,2023-07-18 11:33:18.963000,Lindon,2023-07-18 17:31:53.857000,,,,319,,
322,g,gt,2023-07-19 00:00:00,0,LN001,LN001,euromart,,2023-07-19 00:00:00,*,,,,Zeki,2023-07-19 17:45:47.773000,Lindon,2023-07-19 17:48:52.270000,,,,322,,
323,g,gt,2023-07-20 00:00:00,0,LN001,LN001,euromart,,2023-07-20 00:00:00,*,,,,Zeki,2023-07-20 10:08:21.560000,Lindon,2023-07-20 13:07:36.460000,,,,323,,
325,g,gt,2023-07-20 00:00:00,0,LN001,LN001,euromart,,2023-07-20 00:00:00,*,,,,Zeki,2023-07-20 16:00:20.390000,Lindon,2023-07-20 16:07:08.443000,,,,325,,
326,g,gt,2023-07-20 00:00:00,0,LN001,LN001,meri butik,,2023-07-20 00:00:00,*,,,,MUAZ,2023-07-20 16:20:38.923000,Lindon,2023-07-21 11:02:29.760000,,,,326,,
329,g,gt,2023-07-21 00:00:00,0,LN001,LN001,euromart,,2023-07-21 00:00:00,*,,,,Zeki,2023-07-21 17:29:16.610000,Lindon,2023-07-21 17:40:50.767000,,,,329,,
330,g,gt,2023-07-24 00:00:00,0,LN001,LN001,euromart,,2023-07-24 00:00:00,*,,,,Zeki,2023-07-24 10:32:09.347000,Lindon,2023-07-24 14:13:40.090000,,,,330,,
332,g,gt,2023-07-25 00:00:00,0,LN001,LN001,euromart,,2023-07-25 00:00:00,*,,,,MUAZ,2023-07-25 16:43:38.873000,Lindon,2023-07-25 16:58:20.147000,,,,332,,
333,g,gt,2023-07-25 00:00:00,0,LN001,LN001,AAZB,,2023-07-25 00:00:00,*,,,,MUAZ,2023-07-25 16:47:11.860000,Lindon,2023-07-25 18:08:00.227000,,,,333,,
334,g,gt,2023-07-26 00:00:00,0,LN001,LN001,euromart,,2023-07-26 00:00:00,*,,,,Zeki,2023-07-26 10:07:13.037000,Lindon,2023-07-26 14:18:20.977000,,,,334,,
335,g,gt,2023-07-27 00:00:00,0,LN001,LN001,euromart,,2023-07-27 00:00:00,*,,,,Zeki,2023-07-27 12:12:54.630000,Lindon,2023-07-27 14:15:49.720000,,,,335,,
337,g,gt,2023-07-28 00:00:00,0,LN001,LN001,euromart,,2023-07-28 00:00:00,*,,,,MUAZ,2023-07-28 15:41:45.620000,Lindon,2023-07-28 16:08:51.587000,,,,337,,
339,g,gt,2023-07-31 00:00:00,0,LN001,LN001,euromart,,2023-07-31 00:00:00,*,,,,MUAZ,2023-07-31 19:31:52.330000,Lindon,2023-07-31 19:34:48.093000,,,,339,,
341,g,gt,2023-08-01 00:00:00,0,LN001,LN001,euromart,,2023-08-01 00:00:00,*,,,,Zeki,2023-08-01 17:12:53.920000,Zeki,2023-08-01 17:13:00.817000,,,,341,,
343,g,gt,2023-08-02 00:00:00,0,LN001,LN001,euromart,,2023-08-02 00:00:00,*,,,,MUAZ,2023-08-02 11:12:05.550000,Lindon,2023-08-02 16:03:37.067000,,,,343,,
344,g,gt,2023-08-03 00:00:00,0,LN001,LN001,euromart,,2023-08-03 00:00:00,*,,,,MUAZ,2023-08-03 15:40:29.343000,Lindon,2023-08-03 16:44:46.060000,,,,344,,
346,g,gt,2023-08-04 00:00:00,0,LN001,LN001,euromart,,2023-08-04 00:00:00,*,,,,MUAZ,2023-08-04 16:38:29.540000,Lindon,2023-08-04 16:46:38.170000,,,,346,,
348,g,gt,2023-08-07 00:00:00,0,LN001,LN001,euromart,,2023-08-07 00:00:00,*,,,,MUAZ,2023-08-07 15:33:20.290000,Lindon,2023-08-07 16:41:04.700000,,,,348,,
349,g,gt,2023-08-08 00:00:00,0,LN001,LN001,euromart,,2023-08-08 00:00:00,*,,,,Zeki,2023-08-08 11:29:32.123000,Lindon,2023-08-08 16:17:43.437000,,,,349,,
352,g,gt,2023-08-09 00:00:00,0,LN001,LN001,euromart,,2023-08-09 00:00:00,*,,,,MUAZ,2023-08-09 15:01:41.620000,Lindon,2023-08-09 17:47:44.750000,,,,352,,
353,g,gt,2023-08-10 00:00:00,0,LN001,LN001,euromart,,2023-08-10 00:00:00,*,,,,Zeki,2023-08-10 14:50:57.637000,Lindon,2023-08-10 16:54:03.930000,,,,353,,
355,g,gt,2023-08-11 00:00:00,0,LN001,LN001,AAZB,,2023-08-11 00:00:00,*,,,,Zeki,2023-08-11 11:57:01.840000,Lindon,2023-08-11 12:11:22.950000,,,,355,,
357,g,gt,2023-08-11 00:00:00,0,LN001,LN001,euromart,,2023-08-11 00:00:00,*,,,,MUAZ,2023-08-11 17:22:19.273000,Lindon,2023-08-11 17:56:25.220000,,,,357,,
362,g,gt,2023-08-14 00:00:00,0,LN001,LN001,euromart,,2023-08-14 00:00:00,*,,,,MUAZ,2023-08-14 15:43:51.577000,Lindon,2023-08-14 15:55:16.567000,,,,362,,
364,g,gt,2023-08-15 00:00:00,0,LN001,LN001,euromart,,2023-08-15 00:00:00,*,,,,MUAZ,2023-08-15 13:50:21.547000,Lindon,2023-08-15 14:23:16.217000,,,,364,,
367,g,gt,2023-08-15 00:00:00,0,LN001,LN001,euromart,,2023-08-15 00:00:00,*,,,,MUAZ,2023-08-15 16:10:02.520000,Lindon,2023-08-15 17:02:59.420000,,,,367,,
369,g,gt,2023-08-16 00:00:00,0,LN001,LN001,euromart,,2023-08-16 00:00:00,*,,,,MUAZ,2023-08-16 17:16:04.080000,Lindon,2023-08-16 18:10:30.213000,,,,369,,
372,g,gt,2023-08-18 00:00:00,0,LN001,LN001,euromart,,2023-08-18 00:00:00,*,,,,MUAZ,2023-08-18 15:20:42.440000,Lindon,2023-08-18 15:47:01.133000,,,,372,,
374,g,gt,2023-08-22 00:00:00,0,LN001,LN001,euromart,,2023-08-22 00:00:00,*,,,,MUAZ,2023-08-22 15:53:28.853000,MUAZ,2023-08-22 17:10:04.930000,,,,374,,
376,g,gt,2023-08-23 00:00:00,0,LN001,LN001,euromart,,2023-08-23 00:00:00,*,,,,MUAZ,2023-08-23 16:26:31.120000,Lindon,2023-08-23 16:40:52.050000,,,,376,,
378,g,gt,2023-08-24 00:00:00,0,LN001,LN001,euromart,,2023-08-24 00:00:00,*,,,,MUAZ,2023-08-24 12:35:41.460000,Lindon,2023-08-24 13:09:16.960000,,,,378,,
380,g,gt,2023-08-25 00:00:00,0,LN001,LN001,euromart,,2023-08-25 00:00:00,*,,,,MUAZ,2023-08-25 17:03:32.823000,MUAZ,2023-08-25 18:23:45.937000,,,,380,,
384,g,gt,2023-08-28 00:00:00,0,LN001,LN001,euromart,,2023-08-28 00:00:00,*,,,,MUAZ,2023-08-28 14:29:40.600000,Lindon,2023-08-28 14:45:47.573000,,,,384,,
385,g,gt,2023-08-28 00:00:00,0,LN001,LN001,euromart,,2023-08-28 00:00:00,*,,,,MUAZ,2023-08-28 16:40:19.633000,MUAZ,2023-08-28 16:40:25.100000,,,,385,,
387,g,gt,2023-08-29 00:00:00,0,LN001,LN001,euromart,,2023-08-29 00:00:00,*,,,,MUAZ,2023-08-29 15:35:06.740000,Lindon,2023-08-29 16:02:41.280000,,,,387,,
389,g,gt,2023-08-31 00:00:00,0,LN001,LN001,euromart,,2023-08-31 00:00:00,*,,,,MUAZ,2023-08-31 13:44:18.100000,Lindon,2023-08-31 14:39:50.697000,,,,389,,
392,g,gt,2023-09-01 00:00:00,0,LN001,LN001,euromart,,2023-09-01 00:00:00,*,,,,Zeki,2023-09-01 18:14:40.383000,Zeki,2023-09-01 18:14:45.050000,,,,392,,
394,g,gt,2023-09-04 00:00:00,0,LN001,LN001,meri butik,,2023-09-04 00:00:00,*,,,,Zeki,2023-09-04 09:30:01.810000,Zeki,2023-09-04 09:41:47.080000,,,,394,,
395,g,gt,2023-09-04 00:00:00,0,LN001,LN001,meri butik,,2023-09-04 00:00:00,*,,,,Zeki,2023-09-04 09:43:45.513000,Lindon,2023-09-04 12:02:00.930000,,,,395,,
397,g,gt,2023-09-04 00:00:00,0,LN001,LN001,euromart,,2023-09-04 00:00:00,*,,,,MUAZ,2023-09-04 13:27:24.047000,Lindon,2023-09-04 14:02:24.673000,,,,397,,
399,g,gt,2023-09-05 00:00:00,0,LN001,LN001,AAZB,,2023-09-05 00:00:00,*,,,,MUAZ,2023-09-05 13:35:46.837000,Lindon,2023-09-05 15:52:47.203000,,,,399,,
400,g,gt,2023-09-05 00:00:00,0,LN001,LN001,euromart,,2023-09-05 00:00:00,*,,,,MUAZ,2023-09-05 13:40:12.153000,Lindon,2023-09-05 13:42:16.977000,,,,400,,
402,g,gt,2023-09-07 00:00:00,0,LN001,LN001,euromart,,2023-09-07 00:00:00,*,,,,MUAZ,2023-09-07 15:25:57.377000,Lindon,2023-09-07 17:06:41.357000,,,,402,,
404,g,gt,2023-09-08 00:00:00,0,LN001,LN001,euromart,,2023-09-08 00:00:00,*,,,,MUAZ,2023-09-08 15:50:48.360000,Lindon,2023-09-08 15:56:46.080000,,,,404,,
406,g,gt,2023-09-08 00:00:00,0,LN001,LN001,euromart,,2023-09-08 00:00:00,*,,,,MUAZ,2023-09-08 16:40:40.043000,Lindon,2023-09-08 16:43:20.430000,,,,406,,
408,g,gt,2023-09-11 00:00:00,0,LN001,LN001,euromart,,2023-09-11 00:00:00,*,,,,MUAZ,2023-09-11 14:10:41.560000,Lindon,2023-09-11 14:26:53.753000,,,,408,,
410,g,gt,2023-09-12 00:00:00,0,LN001,LN001,euromart,,2023-09-12 00:00:00,*,,,,MUAZ,2023-09-12 15:58:34.113000,Lindon,2023-09-12 16:49:41.077000,,,,410,,
412,g,gt,2023-09-14 00:00:00,0,LN001,LN001,euromart,,2023-09-14 00:00:00,*,,,,MUAZ,2023-09-14 13:52:52.483000,Lindon,2023-09-14 14:40:12.813000,,,,412,,
414,g,gt,2023-09-14 00:00:00,0,LN001,LN001,euromart,,2023-09-14 00:00:00,*,,,,MUAZ,2023-09-14 15:41:36.020000,Lindon,2023-09-14 17:21:43.030000,,,,414,,
416,g,gt,2023-09-15 00:00:00,0,LN001,LN001,euromart,,2023-09-15 00:00:00,*,,,,MUAZ,2023-09-15 15:59:03.830000,Lindon,2023-09-15 16:44:10.410000,,,,416,,
418,g,gt,2023-09-18 00:00:00,0,LN001,LN001,euromart,,2023-09-18 00:00:00,*,,,,MUAZ,2023-09-18 16:37:50.323000,Lindon,2023-09-18 16:46:41.300000,,,,418,,
420,g,gt,2023-09-20 00:00:00,0,LN001,LN001,euromart,,2023-09-20 00:00:00,*,,,,Zeki,2023-09-20 18:18:34.697000,Zeki,2023-09-21 09:56:11.953000,,,,420,,
423,g,gt,2023-09-22 00:00:00,0,LN001,LN001,DSM,,2023-09-22 00:00:00,*,,,,Zeki,2023-09-22 13:43:37.400000,Lindon,2023-09-22 17:11:07.323000,,,,423,,
424,g,gt,2023-09-22 00:00:00,0,LN001,LN001,euromart,,2023-09-22 00:00:00,*,,,,MUAZ,2023-09-22 13:52:09.250000,Lindon,2023-09-22 14:18:13.507000,,,,424,,
425,g,gt,2023-09-23 00:00:00,0,LN001,LN001,DSM,,2023-09-23 00:00:00,*,,,,Zekib,2023-09-23 12:51:13.467000,Lindon,2023-09-23 13:41:57.507000,,,,425,,
426,g,gt,2023-09-23 00:00:00,0,LN001,LN001,DSM,,2023-09-23 00:00:00,*,,,,Zekib,2023-09-23 13:48:52.830000,Lindon,2023-09-23 14:28:59.247000,,,,426,,
427,g,gt,2023-09-25 00:00:00,0,LN001,LN001,DSM,,2023-09-25 00:00:00,*,,,,Zeki,2023-09-25 10:10:41.690000,Lindon,2023-09-25 15:43:54.693000,,,,427,,
430,g,gt,2023-09-25 00:00:00,0,LN001,LN001,euromart,,2023-09-25 00:00:00,*,,,,MUAZ,2023-09-25 15:33:36.533000,Lindon,2023-09-25 15:53:08.657000,,,,430,,
433,g,gt,2023-09-25 00:00:00,0,LN001,LN001,DSM,,2023-09-25 00:00:00,*,,,,Zeki,2023-09-25 18:54:31.480000,Lindon,2023-09-25 18:59:10.683000,,,,433,,
434,g,gt,2023-09-26 00:00:00,0,LN001,LN001,DSM,,2023-09-26 00:00:00,*,,,,Zeki,2023-09-26 12:34:36.377000,OtoEfatura,2023-09-26 17:58:56.943000,,,,434,,
436,g,gt,2023-09-26 00:00:00,0,LN001,LN001,euromart,,2023-09-26 00:00:00,*,,,,Zeki,2023-09-26 16:34:44.577000,Lindon,2023-09-26 17:04:19.280000,,,,436,,
438,g,gt,2023-09-27 00:00:00,0,LN001,LN001,euromart,,2023-09-27 00:00:00,*,,,,Zeki,2023-09-27 13:01:59.947000,Lindon,2023-09-27 13:25:06.737000,,,,438,,
439,g,gt,2023-09-27 00:00:00,0,LN001,LN001,DSM,,2023-09-27 00:00:00,*,,,,Zeki,2023-09-27 13:51:06.767000,Lindon,2023-09-27 15:50:56.280000,,,,439,,
440,g,gt,2023-09-27 00:00:00,0,LN001,LN001,DSM,,2023-09-27 00:00:00,*,,,,Zeki,2023-09-27 15:56:45.377000,Zekib,2023-09-28 11:40:59.200000,,,,440,,
441,g,gt,2023-09-28 00:00:00,0,LN001,LN001,DSM,,2023-09-28 00:00:00,*,,,,Zekib,2023-09-28 12:19:54.850000,Lindon,2023-09-28 16:40:00.140000,,,,441,,
443,g,gt,2023-09-29 00:00:00,0,LN001,LN001,DSM,,2023-09-29 00:00:00,*,,,,Zekib,2023-09-29 13:06:10.210000,Lindon,2023-09-29 17:13:53.300000,,,,443,,
444,g,gt,2023-09-29 00:00:00,0,LN001,LN001,euromart,,2023-09-29 00:00:00,*,,,,Zekib,2023-09-29 13:10:48,Lindon,2023-09-29 13:46:46.357000,,,,444,,
446,g,gt,2023-09-30 00:00:00,0,LN001,LN001,DSM,,2023-09-30 00:00:00,*,,,,Zeki,2023-09-30 16:29:43.483000,Lindon,2023-09-30 17:11:52.997000,,,,446,,
451,g,gt,2023-10-01 00:00:00,0,LN001,LN001,DSM,,2023-10-01 00:00:00,*,,,,Zeki,2023-10-01 13:35:48.647000,Lindon,2023-10-01 13:51:27.040000,,,,451,,
452,g,gt,2023-10-01 00:00:00,0,LN001,LN001,DSM,,2023-10-01 00:00:00,*,,,,Zeki,2023-10-01 17:52:56.150000,Lindon,2023-10-01 18:29:20.283000,,,,452,,
456,g,gt,2023-10-02 00:00:00,0,LN001,LN001,DSM,,2023-10-02 00:00:00,*,,,,Zeki,2023-10-02 16:26:42.313000,Lindon,2023-10-02 16:47:11.343000,,,,456,,
459,g,gt,2023-10-02 00:00:00,0,LN001,LN001,euromart,,2023-10-02 00:00:00,*,,,,MUAZ,2023-10-02 18:41:37.227000,MUAZ,2023-10-02 18:41:55.513000,,,,459,,
461,g,gt,2023-10-03 00:00:00,0,LN001,LN001,euromart,,2023-10-03 00:00:00,*,,,,MUAZ,2023-10-03 13:47:12.740000,Lindon,2023-10-03 14:03:43.327000,,,,461,,
463,g,gt,2023-10-03 00:00:00,0,LN001,LN001,DSM,,2023-10-03 00:00:00,*,,,,Zekib,2023-10-03 19:13:07.503000,Zekib,2023-10-03 19:13:14.197000,,,,463,,
465,g,gt,2023-10-04 00:00:00,0,LN001,LN001,DSM,,2023-10-04 00:00:00,*,,,,MUAZ,2023-10-04 16:00:32.277000,Lindon,2023-10-04 16:49:27.127000,,,,465,,
467,g,gt,2023-10-04 00:00:00,0,LN001,LN001,euromart,,2023-10-04 00:00:00,*,,,,MUAZ,2023-10-04 17:23:49.703000,Lindon,2023-10-04 17:56:54.457000,,,,467,,
